START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: GM3YTS
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: GM3YTS
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2023.
QSO: 28031 CW 2023-12-10 1514 GM3YTS        599 2 KP3W          599 142
QSO: 28031 CW 2023-12-10 1526 GM3YTS        599 25 N5TJ          599 TX
QSO: 28031 CW 2023-12-10 1527 GM3YTS        599 28 K5TA          599 NM
QSO: 28031 CW 2023-12-10 1527 GM3YTS        599 26 WA5PFJ        599 TX
QSO: 28031 CW 2023-12-10 1528 GM3YTS        599 31 K0MPH         599 MN
QSO: 28031 CW 2023-12-10 1528 GM3YTS        599 30 N1WR          599 VA
QSO: 28031 CW 2023-12-10 1529 GM3YTS        599 32 NJ8J          599 GA
QSO: 28031 CW 2023-12-10 1529 GM3YTS        599 34 W8CAR         599 OH
QSO: 28031 CW 2023-12-10 1532 GM3YTS        599 36 KY4GS         599 SC
QSO: 28031 CW 2023-12-10 1532 GM3YTS        599 35 W8HAP         599 ME
QSO: 28031 CW 2023-12-10 1533 GM3YTS        599 37 G4GA          599 704
QSO: 28031 CW 2023-12-10 1533 GM3YTS        599 38 VA3CW         599 ON
QSO: 28031 CW 2023-12-10 1533 GM3YTS        599 39 WU4G          599 VA
QSO: 28031 CW 2023-12-10 1534 GM3YTS        599 42 K4AMC         599 TN
QSO: 28031 CW 2023-12-10 1534 GM3YTS        599 40 WD0T          599 SD
QSO: 28031 CW 2023-12-10 1535 GM3YTS        599 43 W9TD          599 IL
QSO: 28031 CW 2023-12-10 1536 GM3YTS        599 44 W4TG          599 VA
QSO: 28000 CW 2023-12-10 1537 GM3YTS        599 45 N6KN          599 CA
QSO: 28031 CW 2023-12-10 1537 GM3YTS        599 46 N7IR          599 AZ
QSO: 28031 CW 2023-12-10 1538 GM3YTS        599 49 KD9MS         599 IL
QSO: 28031 CW 2023-12-10 1538 GM3YTS        599 48 W7ZR          599 NV
QSO: 28031 CW 2023-12-10 1539 GM3YTS        599 53 K5UV          599 OK
QSO: 28031 CW 2023-12-10 1539 GM3YTS        599 52 W7WZ          599 SC
QSO: 28031 CW 2023-12-10 1539 GM3YTS        599 51 W8FN          599 NC
QSO: 28000 CW 2023-12-10 1540 GM3YTS        599 55 N4KS          599 FL
QSO: 28031 CW 2023-12-10 1540 GM3YTS        599 54 N9NC          599 NH
QSO: 28031 CW 2023-12-10 1541 GM3YTS        599 56 K0VBU         599 KS
QSO: 28031 CW 2023-12-10 1541 GM3YTS        599 59 KD3TB         599 PA
QSO: 28031 CW 2023-12-10 1541 GM3YTS        599 57 KI1G          599 RI
QSO: 28031 CW 2023-12-10 1541 GM3YTS        599 058 NU2Q          599 NY
QSO: 28031 CW 2023-12-10 1542 GM3YTS        599 60 NE2V          599 NJ
QSO: 28031 CW 2023-12-10 1542 GM3YTS        599 061 W6PH          599 CA
QSO: 28031 CW 2023-12-10 1543 GM3YTS        599 63 N2NC          599 NJ
QSO: 28031 CW 2023-12-10 1543 GM3YTS        599 64 N9XX          599 WI
QSO: 28031 CW 2023-12-10 1543 GM3YTS        599 62 VA3TNM        599 ON
QSO: 28031 CW 2023-12-10 1544 GM3YTS        599 66 K4XL          599 VA
QSO: 28031 CW 2023-12-10 1544 GM3YTS        599 65 N4SS          599 KY
QSO: 28031 CW 2023-12-10 1545 GM3YTS        599 69 K1TR          599 NH
QSO: 28031 CW 2023-12-10 1545 GM3YTS        599 67 WE9R          599 WI
QSO: 28000 CW 2023-12-10 1546 GM3YTS        599 70 KX0R          599 CO
QSO: 28031 CW 2023-12-10 1546 GM3YTS        599 71 K6EZ          599 CA
QSO: 28000 CW 2023-12-10 1548 GM3YTS        599 76 K4ORD         599 VA
QSO: 28031 CW 2023-12-10 1548 GM3YTS        599 75 AA7V          599 AZ
QSO: 28031 CW 2023-12-10 1548 GM3YTS        599 74 N7RK          599 AZ
QSO: 28031 CW 2023-12-10 1549 GM3YTS        599 78 NU3A          599 DE
QSO: 28031 CW 2023-12-10 1549 GM3YTS        599 077 WA3C          599 OH
QSO: 28000 CW 2023-12-10 1550 GM3YTS        599 79 KQ2N          599 NY
QSO: 28031 CW 2023-12-10 1550 GM3YTS        599 81 K2LNS         599 PA
QSO: 28031 CW 2023-12-10 1551 GM3YTS        599 83 AD8J          599 NC
QSO: 28031 CW 2023-12-10 1551 GM3YTS        599 80 K0XF          599 CO
QSO: 28031 CW 2023-12-10 1551 GM3YTS        599 82 VA4ADM        599 MB
QSO: 28031 CW 2023-12-10 1553 GM3YTS        599 98 N3RJ          599 PA
QSO: 28031 CW 2023-12-10 1553 GM3YTS        599 86 W0PI          599 MN
QSO: 28031 CW 2023-12-10 1554 GM3YTS        599 89 W1TO          599 MA
QSO: 28031 CW 2023-12-10 1554 GM3YTS        599 88 W2UP          599 CO
QSO: 28031 CW 2023-12-10 1555 GM3YTS        599 091 N4AF          599 NC
QSO: 28031 CW 2023-12-10 1555 GM3YTS        599 90 W0UY          599 KS
QSO: 28031 CW 2023-12-10 1556 GM3YTS        599 94 KE3K          599 MI
QSO: 28031 CW 2023-12-10 1556 GM3YTS        599 093 WJ9B          599 ID
QSO: 28000 CW 2023-12-10 1557 GM3YTS        599 96 KS7T          599 MT
QSO: 28031 CW 2023-12-10 1557 GM3YTS        599 97 WW3S          599 PA
QSO: 28031 CW 2023-12-10 1558 GM3YTS        599 101 KY2T          599 NY
QSO: 28031 CW 2023-12-10 1558 GM3YTS        599 99 NX0I          599 MO
QSO: 28031 CW 2023-12-10 1558 GM3YTS        599 98 WA4JUK        599 VA
QSO: 28000 CW 2023-12-10 1559 GM3YTS        599 101 KN7Y          599 AZ
QSO: 28031 CW 2023-12-10 1559 GM3YTS        599 102 W5GAD         599 LA
QSO: 28031 CW 2023-12-10 1600 GM3YTS        599 104 AC0W          599 MN
QSO: 28031 CW 2023-12-10 1600 GM3YTS        599 103 N4ZZ          599 TN
QSO: 28031 CW 2023-12-10 1600 GM3YTS        599 105 W4VIC         599 VA
QSO: 28031 CW 2023-12-10 1601 GM3YTS        599 106 W9DZ          599 IN
QSO: 28031 CW 2023-12-10 1602 GM3YTS        599 110 N3AM          599 MD
QSO: 28031 CW 2023-12-10 1602 GM3YTS        599 108 N3ZA          599 PA
QSO: 28031 CW 2023-12-10 1602 GM3YTS        599 109 N6NT          599 NC
QSO: 28000 CW 2023-12-10 1603 GM3YTS        599 112 N9LYE         599 IL
QSO: 28031 CW 2023-12-10 1603 GM3YTS        599 111 W0IZ          599 CO
QSO: 28031 CW 2023-12-10 1604 GM3YTS        599 115 N4HB          599 VA
QSO: 28031 CW 2023-12-10 1604 GM3YTS        599 114 VE4VT         599 MB
QSO: 28031 CW 2023-12-10 1605 GM3YTS        599 117 N3RD          599 PA
QSO: 28031 CW 2023-12-10 1605 GM3YTS        599 116 VE3KG         599 ON
QSO: 28031 CW 2023-12-10 1606 GM3YTS        599 119 K7SV          599 VA
QSO: 28031 CW 2023-12-10 1606 GM3YTS        599 120 N6TV          599 CA
QSO: 28031 CW 2023-12-10 1607 GM3YTS        599 121 AD1L          599 MA
QSO: 28031 CW 2023-12-10 1607 GM3YTS        599 122 AD4ES         599 FL
QSO: 28032 CW 2023-12-10 1607 GM3YTS        599 118 VE3MDX        599 ON
QSO: 28031 CW 2023-12-10 1609 GM3YTS        599 127 N8CWU         599 OH
QSO: 28031 CW 2023-12-10 1609 GM3YTS        599 125 W0VX          599 TX
QSO: 28031 CW 2023-12-10 1609 GM3YTS        599 126 WD6T          599 CA
QSO: 28000 CW 2023-12-10 1610 GM3YTS        599 128 N5JB          599 TX
QSO: 28000 CW 2023-12-10 1610 GM3YTS        599 129 WA3GM         599 PA
QSO: 28031 CW 2023-12-10 1611 GM3YTS        599 130 AD4IE         599 NC
QSO: 28000 CW 2023-12-10 1612 GM3YTS        599 132 W7USA         599 AZ
QSO: 28031 CW 2023-12-10 1613 GM3YTS        599 136 WK2G          599 PA
QSO: 28031 CW 2023-12-10 1614 GM3YTS        599 137 K1BX          599 NH
QSO: 28031 CW 2023-12-10 1615 GM3YTS        599 140 N2CJ          599 NJ
QSO: 28031 CW 2023-12-10 1615 GM3YTS        599 139 NV9L          599 FL
QSO: 28031 CW 2023-12-10 1615 GM3YTS        599 141 W3FAY         599 MD
QSO: 28031 CW 2023-12-10 1616 GM3YTS        599 142 KT4XA         599 AL
QSO: 28031 CW 2023-12-10 1616 GM3YTS        599 143 W6ZL          599 CA
QSO: 28031 CW 2023-12-10 1617 GM3YTS        599 147 K3ZU          599 MD
QSO: 28031 CW 2023-12-10 1617 GM3YTS        599 145 NC4S          599 NC
QSO: 28031 CW 2023-12-10 1618 GM3YTS        599 148 K7WP          599 AZ
QSO: 28031 CW 2023-12-10 1618 GM3YTS        599 149 VE5SF         599 SK
QSO: 28031 CW 2023-12-10 1618 GM3YTS        599 150 W2FDJ         599 NJ
QSO: 28031 CW 2023-12-10 1619 GM3YTS        599 153 N4RV          599 VA
QSO: 28031 CW 2023-12-10 1619 GM3YTS        599 152 W0ZW          599 NM
QSO: 28031 CW 2023-12-10 1619 GM3YTS        599 151 W1EQ          599 CT
QSO: 28031 CW 2023-12-10 1620 GM3YTS        599 156 K1MD          599 RI
QSO: 28031 CW 2023-12-10 1620 GM3YTS        599 154 NZ3D          599 MD
QSO: 28031 CW 2023-12-10 1620 GM3YTS        599 155 W1FV          599 MA
QSO: 28031 CW 2023-12-10 1621 GM3YTS        599 160 KG9X          599 IL
QSO: 28031 CW 2023-12-10 1621 GM3YTS        599 158 N1RM          599 VA
QSO: 28000 CW 2023-12-10 1623 GM3YTS        599 158 KA0REN        599 MO
QSO: 28000 CW 2023-12-10 1623 GM3YTS        599 164 WB8REI        599 OH
QSO: 28031 CW 2023-12-10 1624 GM3YTS        599 166 N7EPD         599 WA
QSO: 28031 CW 2023-12-10 1625 GM3YTS        599 168 AD4TJ         599 VA
QSO: 28031 CW 2023-12-10 1625 GM3YTS        599 169 N4LSJ         599 OH
END-OF-LOG:
