START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: K5KC
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: K5KC
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2018.
QSO:  3799 PH 2018-03-24 0156 K5KC          59 KQ2M          59 249
QSO:  3787 PH 2018-03-24 0157 K5KC          59 002 ND8DX         59 0133
QSO:  3778 PH 2018-03-24 0158 K5KC          59 0003 NG9C          59 0052
QSO:  3500 PH 2018-03-24 0159 K5KC          59 5 K3ZO          59 227
QSO:  3767 PH 2018-03-24 0159 K5KC          59 004 VC3J          59 0283
QSO:  3792 PH 2018-03-24 0200 K5KC          59 0006 WX3B          59 0123
QSO:  3773 PH 2018-03-24 0201 K5KC          59 0007 KG4USN        59 0107
QSO:  3724 PH 2018-03-24 0203 K5KC          59 008 CN2AA         59 0409
QSO:  3708 PH 2018-03-24 0205 K5KC          59 9 KW3A          59 123
QSO:  3756 PH 2018-03-24 0207 K5KC          59 11 VB3T          59 232
QSO:  3759 PH 2018-03-24 0207 K5KC          59 010 W3BGN         59 131
QSO:  3747 PH 2018-03-24 0208 K5KC          59 012 KG4Z          59 090
QSO:  3749 PH 2018-03-24 0210 K5KC          59 0014 NJ1F          59 0065
QSO:  3721 PH 2018-03-24 0213 K5KC          59 0016 WW4LL         59 0097
QSO:  3718 PH 2018-03-24 0214 K5KC          59 0017 K3ZU          59 0170
QSO:  3705 PH 2018-03-24 0215 K5KC          59 19 W8PR          59 120
QSO:  3700 PH 2018-03-24 0216 K5KC          59 0020 W3LL          59 0117
QSO:  3674 PH 2018-03-24 0217 K5KC          59 021 W8MJ          59 0171
QSO:  3785 PH 2018-03-24 0220 K5KC          59 0022 T42CT         59 0028
QSO:  3791 PH 2018-03-24 0221 K5KC          59 0023 W8AT          59 0035
QSO:  3794 PH 2018-03-24 0221 K5KC          59 0024 KD4D          59 0145
QSO:  3798 PH 2018-03-24 0222 K5KC          59 0025 VE3UDX        59 0209
QSO:  3732 PH 2018-03-24 0225 K5KC          59 0026 KG6MC         59 0090
QSO:  3621 PH 2018-03-24 0227 K5KC          59 0029 KR1CW         59 0070
QSO:  3701 PH 2018-03-24 0227 K5KC          59 0027 NR3X          59 0213
QSO:  3500 PH 2018-03-24 0230 K5KC          59 0031 N8II          59 0110
QSO:  3736 PH 2018-03-24 0231 K5KC          59 0032 VE3CX         59 0312
QSO:  3799 PH 2018-03-24 0232 K5KC          59 033 AC1U          59 0315
QSO:  3777 PH 2018-03-24 0239 K5KC          59 035 CT9/CT1BWU    59 0165
QSO:  3765 PH 2018-03-24 0240 K5KC          59 036 PJ4V          59 0015
QSO:  3770 PH 2018-03-24 0241 K5KC          59 037 9A1A          59 0324
QSO:  3707 PH 2018-03-24 0255 K5KC          59 038 CN3A          59 251
QSO:  3667 PH 2018-03-24 0300 K5KC          59 0039 VE6FI         59 0014
QSO:  3714 PH 2018-03-24 0305 K5KC          59 0040 N1LN          59 0233
QSO:  3718 PH 2018-03-24 0305 K5KC          59 0041 AB3CX         59 0213
QSO:  3741 PH 2018-03-24 0306 K5KC          59 0042 WZ4F          59 0266
QSO:  3745 PH 2018-03-24 0306 K5KC          59 043 AA5AU         59 147
QSO:  3738 PH 2018-03-24 0307 K5KC          59 0044 KO0A          59 0029
QSO:  3760 PH 2018-03-24 0312 K5KC          59 0045 AB8M          59 0069
QSO:  3747 PH 2018-03-24 0313 K5KC          59 0046 W9YK          59 0041
QSO:  3500 PH 2018-03-24 0314 K5KC          59 0047 NK7L          59 0109
QSO:  3683 PH 2018-03-24 0316 K5KC          59 0048 KA3GIK        59 0097
QSO:  3796 PH 2018-03-24 0319 K5KC          59 0049 E7DX          59 0415
QSO:  3784 PH 2018-03-24 0320 K5KC          59 0050 KU2M          59 0314
QSO:  3692 PH 2018-03-24 0322 K5KC          59 0051 IO2X          59 0344
QSO:  3697 PH 2018-03-24 0323 K5KC          59 0052 NE1C          59 0178
QSO:  3799 PH 2018-03-24 0329 K5KC          59 0054 AA4AQ         59 0404
