START-OF-LOG: 3.0
CONTEST: IARU-HF
CALLSIGN: ED0HQ
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-STATION: HQ
OPERATORS: EA1X EA1P EA1TL EB4A EC1KR EB1RL EA2DR EA2BFM EA2EJO EA3AKA EA3QP
QSO: 21321 PH 2025-07-12 1205 ED0HQ 59 URE CQ9A 59 36 0
QSO: 28016 CW 2025-07-12 1205 ED0HQ 599 URE DM5WW 599 28 0
QSO: 21018 CW 2025-07-12 1205 ED0HQ 599 URE YT0HQ 599 SRS 0
QSO: 21321 PH 2025-07-12 1205 ED0HQ 59 URE EA8DGI 59 36 0
QSO: 14000 CW 2025-07-12 1205 ED0HQ 599 URE DA0AA 599 28 0
QSO: 14004 CW 2025-07-12 1205 ED0HQ 599 URE EC5A 599 37 0
QSO: 28016 CW 2025-07-12 1205 ED0HQ 599 URE OM2DX 599 28 0
QSO: 21028 CW 2025-07-12 1205 ED0HQ 599 URE SP1AEN 599 28 0
QSO: 28459 PH 2025-07-12 1205 ED0HQ 59 URE LU9JDZ 59 14 0
QSO: 14004 CW 2025-07-12 1205 ED0HQ 599 URE ED1S 599 37 0
QSO: 28016 CW 2025-07-12 1205 ED0HQ 599 URE 4Z5ML 599 39 0
QSO: 14283 PH 2025-07-12 1205 ED0HQ 59 URE NA4DA 59 08 0
QSO: 21321 PH 2025-07-12 1206 ED0HQ 59 URE LX7I 59 27 0
QSO: 21321 PH 2025-07-12 1206 ED0HQ 59 URE M0TQR 59 27 0
QSO: 14283 PH 2025-07-12 1206 ED0HQ 59 URE DL8UV 59 28 0
QSO: 21321 PH 2025-07-12 1206 ED0HQ 59 URE ON7NT 59 27 0
QSO: 28016 CW 2025-07-12 1206 ED0HQ 599 URE HG7T 599 28 0
QSO: 14283 PH 2025-07-12 1206 ED0HQ 59 URE SN3J 59 28 0
QSO: 21321 PH 2025-07-12 1206 ED0HQ 59 URE DL7TG 59 28 0
QSO: 14004 CW 2025-07-12 1206 ED0HQ 599 URE DD5M 599 28 0
QSO: 21321 PH 2025-07-12 1206 ED0HQ 59 URE RW3DU 59 29 0
QSO: 14002 CW 2025-07-12 1206 ED0HQ 599 URE TM0HQ 599 REF 0
QSO: 14000 CW 2025-07-12 1206 ED0HQ 599 URE DA0AA 599 28 0
QSO: 14283 PH 2025-07-12 1206 ED0HQ 59 URE DG1ROD 59 28 0
QSO: 28459 PH 2025-07-12 1206 ED0HQ 59 URE EA8DPO 59 36 0
QSO: 28016 CW 2025-07-12 1206 ED0HQ 599 URE OK2EQ 599 28 0
QSO: 14004 CW 2025-07-12 1207 ED0HQ 599 URE UY2RA 599 29 0
QSO: 14283 PH 2025-07-12 1207 ED0HQ 59 URE SP1DSZ 59 28 0
QSO: 21028 CW 2025-07-12 1207 ED0HQ 599 URE EA1DFP 599 37 0
QSO: 28016 CW 2025-07-12 1207 ED0HQ 599 URE EA8BW 599 36 0
QSO: 14000 CW 2025-07-12 1207 ED0HQ 599 URE LY3M 599 29 0
QSO: 21321 PH 2025-07-12 1207 ED0HQ 59 URE YR0HQ 59 FRR 0
QSO: 14004 CW 2025-07-12 1207 ED0HQ 599 URE EA3NO 599 37 0
QSO: 21028 CW 2025-07-12 1207 ED0HQ 599 URE DF7C 599 28 0
QSO: 21321 PH 2025-07-12 1207 ED0HQ 59 URE HA5JI 59 28 0
QSO: 28016 CW 2025-07-12 1207 ED0HQ 599 URE DK3GI 599 28 0
QSO: 28459 PH 2025-07-12 1207 ED0HQ 59 URE F5AAJ/P 59 27 0
QSO: 21321 PH 2025-07-12 1207 ED0HQ 59 URE YO3AK 59 28 0
QSO: 14004 CW 2025-07-12 1207 ED0HQ 599 URE EA1RT 599 37 0
QSO: 28016 CW 2025-07-12 1207 ED0HQ 599 URE PV2K 599 15 0
QSO: 14032 CW 2025-07-12 1207 ED0HQ 599 URE DA0HQ 599 DARC 0
QSO: 21321 PH 2025-07-12 1208 ED0HQ 59 URE I2OLV 59 28 0
QSO: 28459 PH 2025-07-12 1208 ED0HQ 59 URE LZ8E 59 28 0
QSO: 14004 CW 2025-07-12 1208 ED0HQ 599 URE EA1CP 599 37 0
QSO: 21028 CW 2025-07-12 1208 ED0HQ 599 URE HB9RB 599 28 0
QSO: 28016 CW 2025-07-12 1208 ED0HQ 599 URE DL6OCH 599 28 0
QSO: 28459 PH 2025-07-12 1208 ED0HQ 59 URE PY2UD 59 15 0
QSO: 21321 PH 2025-07-12 1208 ED0HQ 59 URE G6AD 59 27 0
QSO: 7130 PH 2025-07-12 1208 ED0HQ 59 URE EA5K 59 37 0
QSO: 21028 CW 2025-07-12 1208 ED0HQ 599 URE RM5F 599 29 0
QSO: 14283 PH 2025-07-12 1208 ED0HQ 59 URE II2HQ 59 ARI 0
QSO: 21028 CW 2025-07-12 1208 ED0HQ 599 URE UP2L 599 30 0
QSO: 28026 CW 2025-07-12 1208 ED0HQ 599 URE SN0HQ 599 PZK 0
QSO: 14004 CW 2025-07-12 1208 ED0HQ 599 URE SP1R 599 28 0
QSO: 14283 PH 2025-07-12 1209 ED0HQ 59 URE SP6KBU 59 28 0
QSO: 21321 PH 2025-07-12 1209 ED0HQ 59 URE HB9XBY 59 28 0
QSO: 28016 CW 2025-07-12 1209 ED0HQ 599 URE HA1RJ 599 28 0
QSO: 21028 CW 2025-07-12 1209 ED0HQ 599 URE LZ2RS 599 28 0
QSO: 21321 PH 2025-07-12 1209 ED0HQ 59 URE IW2JWG 59 28 0
QSO: 14004 CW 2025-07-12 1209 ED0HQ 599 URE PE3T 599 27 0
QSO: 14011 CW 2025-07-12 1209 ED0HQ 599 URE HG6N 599 28 0
QSO: 28016 CW 2025-07-12 1209 ED0HQ 599 URE DF2IAX 599 28 0
QSO: 21321 PH 2025-07-12 1209 ED0HQ 59 URE YU7KMN 59 28 0
QSO: 28459 PH 2025-07-12 1209 ED0HQ 59 URE 7I1I 59 54 0
QSO: 14004 CW 2025-07-12 1209 ED0HQ 599 URE S50DK 599 28 0
QSO: 14283 PH 2025-07-12 1209 ED0HQ 59 URE ER7HQ 59 ARM 0
QSO: 28016 CW 2025-07-12 1209 ED0HQ 599 URE OK2TJ 599 28 0
QSO: 21032 CW 2025-07-12 1209 ED0HQ 599 URE DA0HQ 599 DARC 0
QSO: 21028 CW 2025-07-12 1209 ED0HQ 599 URE SP2LNW 599 28 0
QSO: 21321 PH 2025-07-12 1209 ED0HQ 59 URE RZ3DOT 59 29 0
QSO: 14288 PH 2025-07-12 1209 ED0HQ 59 URE EW5A 59 29 0
QSO: 28016 CW 2025-07-12 1209 ED0HQ 599 URE DL7ANR 599 28 0
QSO: 14004 CW 2025-07-12 1210 ED0HQ 599 URE EA1RT 599 37 0
QSO: 21321 PH 2025-07-12 1210 ED0HQ 59 URE HA1BB 59 28 0
QSO: 21028 CW 2025-07-12 1210 ED0HQ 599 URE OG6N 599 18 0
QSO: 7026 CW 2025-07-12 1210 ED0HQ 599 URE EA5K 599 37 0
QSO: 21321 PH 2025-07-12 1210 ED0HQ 59 URE OR1X 59 27 0
QSO: 21028 CW 2025-07-12 1210 ED0HQ 599 URE YO4NF 599 28 0
QSO: 14283 PH 2025-07-12 1210 ED0HQ 59 URE S57NAW 59 28 0
QSO: 21321 PH 2025-07-12 1210 ED0HQ 59 URE IO3W 59 28 0
QSO: 21028 CW 2025-07-12 1210 ED0HQ 599 URE RT4F 599 29 0
QSO: 28016 CW 2025-07-12 1210 ED0HQ 599 URE LX7I 599 27 0
QSO: 14004 CW 2025-07-12 1210 ED0HQ 599 URE OK1ATH 599 28 0
QSO: 21009 CW 2025-07-12 1210 ED0HQ 599 URE SN0HQ 599 PZK 0
QSO: 14283 PH 2025-07-12 1210 ED0HQ 59 URE IN3JHZ 59 28 0
QSO: 21321 PH 2025-07-12 1210 ED0HQ 59 URE JJ1MBU 59 45 0
QSO: 21028 CW 2025-07-12 1210 ED0HQ 599 URE YO3GEK 599 28 0
QSO: 21321 PH 2025-07-12 1210 ED0HQ 59 URE RL3T 59 29 0
QSO: 14004 CW 2025-07-12 1211 ED0HQ 599 URE F5IQJ 599 27 0
QSO: 21028 CW 2025-07-12 1211 ED0HQ 599 URE R3AQ 599 29 0
QSO: 28016 CW 2025-07-12 1211 ED0HQ 599 URE OL26WRTC 599 28 0
QSO: 14283 PH 2025-07-12 1211 ED0HQ 59 URE F4LRR 59 27 0
QSO: 14001 CW 2025-07-12 1211 ED0HQ 599 URE R9GM 599 30 0
QSO: 21321 PH 2025-07-12 1211 ED0HQ 59 URE YR0HQ 59 FRR 0
QSO: 21028 CW 2025-07-12 1211 ED0HQ 599 URE R7AC 599 29 0
QSO: 21321 PH 2025-07-12 1211 ED0HQ 59 URE F4DPW 59 27 0
QSO: 21028 CW 2025-07-12 1211 ED0HQ 599 URE UX1CL 599 29 0
QSO: 28016 CW 2025-07-12 1211 ED0HQ 599 URE OK2BGN 599 28 0
QSO: 14265 PH 2025-07-12 1211 ED0HQ 59 URE DA0HQ 59 DARC 0
QSO: 21028 CW 2025-07-12 1211 ED0HQ 599 URE UR7EC 599 29 0
QSO: 21321 PH 2025-07-12 1211 ED0HQ 59 URE DA0RR 59 28 0
QSO: 14004 CW 2025-07-12 1211 ED0HQ 599 URE M/DK2KT 599 27 0
QSO: 14283 PH 2025-07-12 1211 ED0HQ 59 URE OK2BRX 59 28 0
QSO: 21321 PH 2025-07-12 1211 ED0HQ 59 URE LZ6O 59 28 0
QSO: 28018 CW 2025-07-12 1212 ED0HQ 599 URE OE0HQ 599 OV 0
QSO: 21028 CW 2025-07-12 1212 ED0HQ 599 URE UA6LCJ 599 29 0
QSO: 14004 CW 2025-07-12 1212 ED0HQ 599 URE OK6CX 599 28 0
QSO: 21321 PH 2025-07-12 1212 ED0HQ 59 URE JL1QOC 59 45 0
QSO: 21028 CW 2025-07-12 1212 ED0HQ 599 URE SM6EAN 599 AC 0
QSO: 14283 PH 2025-07-12 1212 ED0HQ 59 URE DL2DQL 59 28 0
QSO: 21321 PH 2025-07-12 1212 ED0HQ 59 URE IW2HFU 59 28 0
QSO: 28016 CW 2025-07-12 1212 ED0HQ 599 URE IT9MRM 599 28 0
QSO: 21034 CW 2025-07-12 1212 ED0HQ 599 URE II4HQ 599 ARI 0
QSO: 14050 CW 2025-07-12 1212 ED0HQ 599 URE E73Y 599 28 0
QSO: 21321 PH 2025-07-12 1212 ED0HQ 59 URE LZ5T 59 28 0
QSO: 14004 CW 2025-07-12 1212 ED0HQ 599 URE UT2II 599 29 0
QSO: 21028 CW 2025-07-12 1212 ED0HQ 599 URE PE6A 599 27 0
QSO: 21321 PH 2025-07-12 1213 ED0HQ 59 URE UA4FDK 59 29 0
QSO: 21045 CW 2025-07-12 1213 ED0HQ 599 URE E7HQ 599 ARABH 0
QSO: 21028 CW 2025-07-12 1213 ED0HQ 599 URE RV3DBK 599 29 0
QSO: 21321 PH 2025-07-12 1213 ED0HQ 59 URE LY5GT 59 29 0
QSO: 14283 PH 2025-07-12 1213 ED0HQ 59 URE SV3SKM 59 28 0
QSO: 21028 CW 2025-07-12 1213 ED0HQ 599 URE UF5A 599 29 0
QSO: 21321 PH 2025-07-12 1213 ED0HQ 59 URE R3KLA 59 29 0
QSO: 28016 CW 2025-07-12 1213 ED0HQ 599 URE OK7PN 599 28 0
QSO: 21011 CW 2025-07-12 1213 ED0HQ 599 URE OE0HQ 599 OV 0
QSO: 21028 CW 2025-07-12 1213 ED0HQ 599 URE JI1RXQ 599 45 0
QSO: 14283 PH 2025-07-12 1213 ED0HQ 59 URE IK4MTF 59 28 0
QSO: 14012 CW 2025-07-12 1213 ED0HQ 599 URE YU7KW 599 28 0
QSO: 28016 CW 2025-07-12 1213 ED0HQ 599 URE YU1AO 599 28 0
QSO: 21321 PH 2025-07-12 1213 ED0HQ 59 URE DH1UK 59 28 0
QSO: 14004 CW 2025-07-12 1213 ED0HQ 599 URE PD0ME 599 27 0
QSO: 21028 CW 2025-07-12 1213 ED0HQ 599 URE HB9BUN 599 28 0
QSO: 28016 CW 2025-07-12 1214 ED0HQ 599 URE YT0HQ 599 SRS 0
QSO: 21321 PH 2025-07-12 1214 ED0HQ 59 URE B7HQ 59 CRAC 0
QSO: 21028 CW 2025-07-12 1214 ED0HQ 599 URE LZ8E 599 28 0
QSO: 14004 CW 2025-07-12 1214 ED0HQ 599 URE OG3B 599 18 0
QSO: 21024 CW 2025-07-12 1214 ED0HQ 599 URE ER7HQ 599 ARM 0
QSO: 14283 PH 2025-07-12 1214 ED0HQ 59 URE SN3G 59 28 0
QSO: 21321 PH 2025-07-12 1214 ED0HQ 59 URE JG7AMD 59 45 0
QSO: 21028 CW 2025-07-12 1214 ED0HQ 599 URE RC2O 599 29 0
QSO: 14001 CW 2025-07-12 1214 ED0HQ 599 URE R4HQ 599 SRR 0
QSO: 21028 CW 2025-07-12 1214 ED0HQ 599 URE DR0W 599 28 0
QSO: 28030 CW 2025-07-12 1214 ED0HQ 599 URE DA0HQ 599 DARC 0
QSO: 14030 CW 2025-07-12 1214 ED0HQ 599 URE E7HQ 599 ARABH 0
QSO: 21321 PH 2025-07-12 1214 ED0HQ 59 URE DK4VW 59 28 0
QSO: 28016 CW 2025-07-12 1214 ED0HQ 599 URE 4X1ST 599 39 0
QSO: 21028 CW 2025-07-12 1214 ED0HQ 599 URE RA4NCC 599 30 0
QSO: 21321 PH 2025-07-12 1215 ED0HQ 59 URE IN3JHZ 59 28 0
QSO: 28016 CW 2025-07-12 1215 ED0HQ 599 URE HA7MF 599 28 0
QSO: 14283 PH 2025-07-12 1215 ED0HQ 59 URE OL26WRTC 59 28 0
QSO: 21028 CW 2025-07-12 1215 ED0HQ 599 URE RX9L 599 30 0
QSO: 21321 PH 2025-07-12 1215 ED0HQ 59 URE EA5RC 59 37 0
QSO: 7026 CW 2025-07-12 1215 ED0HQ 599 URE EA5O 599 37 0
QSO: 14004 CW 2025-07-12 1215 ED0HQ 599 URE EA5K 599 37 0
QSO: 21028 CW 2025-07-12 1215 ED0HQ 599 URE UR2Y 599 29 0
QSO: 14031 CW 2025-07-12 1215 ED0HQ 599 URE HG3N 599 28 0
QSO: 21321 PH 2025-07-12 1215 ED0HQ 59 URE JF1LMB 59 45 0
QSO: 14004 CW 2025-07-12 1215 ED0HQ 599 URE HA7GSZ 599 28 0
QSO: 14283 PH 2025-07-12 1215 ED0HQ 59 URE OE6HLF 59 28 0
QSO: 21040 CW 2025-07-12 1215 ED0HQ 599 URE 8N2HQ 599 JARL 0
QSO: 28459 PH 2025-07-12 1215 ED0HQ 59 URE EA8DQQ 59 36 0
QSO: 21321 PH 2025-07-12 1215 ED0HQ 59 URE ES5TVI 59 29 0
QSO: 28016 CW 2025-07-12 1215 ED0HQ 599 URE DK4WW 599 28 0
QSO: 21028 CW 2025-07-12 1215 ED0HQ 599 URE RD8D 599 30 0
QSO: 14283 PH 2025-07-12 1215 ED0HQ 59 URE IB6A 59 28 0
QSO: 14004 CW 2025-07-12 1215 ED0HQ 599 URE UF5A 599 29 0
QSO: 21028 CW 2025-07-12 1216 ED0HQ 599 URE UA3RBR 599 29 0
QSO: 21321 PH 2025-07-12 1216 ED0HQ 59 URE EA8KR 59 36 0
QSO: 14283 PH 2025-07-12 1216 ED0HQ 59 URE S56OA 59 28 0
QSO: 14049 CW 2025-07-12 1216 ED0HQ 599 URE EA8RM 599 36 0
QSO: 28016 CW 2025-07-12 1216 ED0HQ 599 URE 4U1A 599 28 0
QSO: 21022 CW 2025-07-12 1216 ED0HQ 599 URE R4HQ 599 SRR 0
QSO: 7130 PH 2025-07-12 1216 ED0HQ 59 URE EB5CUN 59 37 0
QSO: 21321 PH 2025-07-12 1216 ED0HQ 59 URE M7ESS 59 27 0
QSO: 14014 CW 2025-07-12 1216 ED0HQ 599 URE M6K 599 27 0
QSO: 14004 CW 2025-07-12 1216 ED0HQ 599 URE HA1RJ 599 28 0
QSO: 14283 PH 2025-07-12 1216 ED0HQ 59 URE OM1EE 59 28 0
QSO: 28016 CW 2025-07-12 1216 ED0HQ 599 URE DM7A 599 28 0
QSO: 14004 CW 2025-07-12 1216 ED0HQ 599 URE UA1F 599 19 0
QSO: 21321 PH 2025-07-12 1216 ED0HQ 59 URE HB9GPG 59 28 0
QSO: 21028 CW 2025-07-12 1216 ED0HQ 599 URE UA4S 599 29 0
QSO: 28459 PH 2025-07-12 1216 ED0HQ 59 URE LZ0HQ 59 BFRA 0
QSO: 28016 CW 2025-07-12 1216 ED0HQ 599 URE OK1TA 599 28 0
QSO: 14004 CW 2025-07-12 1217 ED0HQ 599 URE PA6AA 599 27 0
QSO: 21028 CW 2025-07-12 1217 ED0HQ 599 URE UA5R 599 29 0
QSO: 21321 PH 2025-07-12 1217 ED0HQ 59 URE 2E0LMI 59 27 0
QSO: 14004 CW 2025-07-12 1217 ED0HQ 599 URE DJ1MM 599 28 0
QSO: 21321 PH 2025-07-12 1217 ED0HQ 59 URE YT0HQ 59 SRS 0
QSO: 21028 CW 2025-07-12 1217 ED0HQ 599 URE DD2D 599 28 0
QSO: 28459 PH 2025-07-12 1217 ED0HQ 59 URE EA5K 59 37 0
QSO: 28045 CW 2025-07-12 1217 ED0HQ 599 URE HG0HQ 599 MRASZ 0
QSO: 14023 CW 2025-07-12 1217 ED0HQ 599 URE GR2HQ 599 RSGB 0
QSO: 21321 PH 2025-07-12 1217 ED0HQ 59 URE F4ICZ 59 27 0
QSO: 14283 PH 2025-07-12 1217 ED0HQ 59 URE HB9ZZ 59 28 0
QSO: 21028 CW 2025-07-12 1217 ED0HQ 599 URE DM3M 599 28 0
QSO: 14004 CW 2025-07-12 1217 ED0HQ 599 URE MI4I 599 27 0
QSO: 14283 PH 2025-07-12 1217 ED0HQ 59 URE IZ2GMR 59 28 0
QSO: 21321 PH 2025-07-12 1217 ED0HQ 59 URE ES7A 59 29 0
QSO: 28459 PH 2025-07-12 1217 ED0HQ 59 URE S50HQ 59 ZRS 0
QSO: 14004 CW 2025-07-12 1218 ED0HQ 599 URE PD7CJT 599 27 0
QSO: 28459 PH 2025-07-12 1218 ED0HQ 59 URE IK7ZLW 59 28 0
QSO: 21028 CW 2025-07-12 1218 ED0HQ 599 URE YR0HQ 599 FRR 0
QSO: 14283 PH 2025-07-12 1218 ED0HQ 59 URE IW4CUG 59 28 0
QSO: 21321 PH 2025-07-12 1218 ED0HQ 59 URE IU3LYJ 59 28 0
