START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: E77TA
CATEGORY: SINGLE-OP ALL LOW MIXED
CATEGORY-OVERLAY:
CLAIMED-SCORE: 33401
CLUB: Bosnia and Herzegovina Contest Club
CONTEST: EUHFC
OPERATORS: E77TA
NAME: Edin Zecevic
ADDRESS: Aleja Alije Izetbegovica 22 Bosnia and Herzegovina Tuzla,  75000 BiH
QSO: 14273 PH 2013-08-03 1622 E77TA         59  11     SQ2PHG        59  11
QSO: 14270 PH 2013-08-03 1623 E77TA         59  11     EA7IZJ        59  10
QSO: 14266 PH 2013-08-03 1624 E77TA         59  11     UR7EN         59  95
QSO: 14250 PH 2013-08-03 1627 E77TA         59  11     RL3A          59  01
QSO: 14241 PH 2013-08-03 1628 E77TA         59  11     SO2O          59  97
QSO: 14222 PH 2013-08-03 1629 E77TA         59  11     LY7Z          59  88
QSO: 14217 PH 2013-08-03 1631 E77TA         59  11     RG3K          59  80
QSO: 14214 PH 2013-08-03 1632 E77TA         59  11     UX0RR         59  79
QSO: 14211 PH 2013-08-03 1633 E77TA         59  11     EE7K          59  95
QSO: 14202 PH 2013-08-03 1633 E77TA         59  11     UA7C          59  96
QSO: 14196 PH 2013-08-03 1634 E77TA         59  11     LY3BN         59  84
QSO: 14192 PH 2013-08-03 1636 E77TA         59  11     UY7MM         59  64
QSO: 14177 PH 2013-08-03 1637 E77TA         59  11     UY1RP         59  05
QSO:  7010 CW 2013-08-03 1640 E77TA         599 11     SP5KP         599 69
QSO:  7011 CW 2013-08-03 1640 E77TA         599 11     S53F          599 83
QSO:  7012 CW 2013-08-03 1641 E77TA         599 11     S57Z          599 84
QSO:  7013 CW 2013-08-03 1642 E77TA         599 11     EU1UA         599 06
QSO:  7015 CW 2013-08-03 1643 E77TA         599 11     SV1JGX        599 06
QSO:  7016 CW 2013-08-03 1644 E77TA         599 11     EW8DD         599 69
QSO:  7017 CW 2013-08-03 1645 E77TA         599 11     OE8Q          599 89
QSO:  7018 CW 2013-08-03 1646 E77TA         599 11     S51F          599 72
QSO:  7021 CW 2013-08-03 1647 E77TA         599 11     IZ2GRG        599 94
QSO:  7022 CW 2013-08-03 1649 E77TA         599 11     PI4DX         599 08
QSO:  7023 CW 2013-08-03 1650 E77TA         599 11     OK1FPQ        599 89
QSO:  7024 CW 2013-08-03 1652 E77TA         599 11     LY4T          599 77
QSO:  7025 CW 2013-08-03 1655 E77TA         599 11     S52W          599 80
QSO:  7029 CW 2013-08-03 1656 E77TA         599 11     S58M          599 82
QSO:  7030 CW 2013-08-03 1657 E77TA         599 11     UW2ZM         599 88
QSO:  7037 CW 2013-08-03 1658 E77TA         599 11     DD2ML         599 99
QSO: 14002 CW 2013-08-03 1700 E77TA         599 11     OH1HS         599 73
QSO: 14004 CW 2013-08-03 1701 E77TA         599 11     E74Y          599 70
QSO: 14011 CW 2013-08-03 1705 E77TA         599 11     F5NBX         599 86
QSO: 14015 CW 2013-08-03 1814 E77TA         599 11     RT4F          599 86
QSO: 14017 CW 2013-08-03 1816 E77TA         599 11     UA5C          599 93
QSO: 14018 CW 2013-08-03 1817 E77TA         599 11     SM6E          599 71
QSO: 14020 CW 2013-08-03 1819 E77TA         599 11     PA2REH        599 76
QSO: 14061 CW 2013-08-03 1824 E77TA         599 11     UA1ANA        599 70
QSO: 14056 CW 2013-08-03 1826 E77TA         599 11     LY2DX         599 83
QSO: 14049 CW 2013-08-03 1828 E77TA         599 11     UX3HA         599 72
QSO: 14045 CW 2013-08-03 1831 E77TA         599 11     RA3TT         599 65
QSO: 14042 CW 2013-08-03 1835 E77TA         599 11     UT5UGR        599 85
QSO: 14041 CW 2013-08-03 1837 E77TA         599 11     LZ5XQ         599 94
QSO: 14040 CW 2013-08-03 1838 E77TA         599 11     LY4G          599 05
QSO: 14038 CW 2013-08-03 1839 E77TA         599 11     UR3HC         599 98
QSO: 14037 CW 2013-08-03 1840 E77TA         599 11     RN6MA         599 86
QSO: 14036 CW 2013-08-03 1840 E77TA         599 11     HA6OA         599 73
QSO: 14035 CW 2013-08-03 1841 E77TA         599 11     OH2PM         599 59
QSO: 14034 CW 2013-08-03 1842 E77TA         599 11     LZ2XA         599 88
QSO: 14032 CW 2013-08-03 1842 E77TA         599 11     R3ZZ          599 70
QSO: 14028 CW 2013-08-03 1843 E77TA         599 11     UW2M          599 84
QSO: 14024 CW 2013-08-03 1847 E77TA         599 11     EA5GX         599 92
QSO: 14023 CW 2013-08-03 1848 E77TA         599 11     UF4M          599 84
QSO: 14021 CW 2013-08-03 1849 E77TA         599 11     LY2H          599 80
QSO: 14172 PH 2013-08-03 1851 E77TA         59  11     EU1A          59  95
QSO: 14182 PH 2013-08-03 1853 E77TA         59  11     LY2AE         59  67
QSO: 14186 PH 2013-08-03 1853 E77TA         59  11     LY4A          59  84
QSO: 14198 PH 2013-08-03 1854 E77TA         59  11     UZ7M          59  01
QSO: 14203 PH 2013-08-03 1854 E77TA         59  11     SQ2WHH        59  97
QSO: 14208 PH 2013-08-03 1855 E77TA         59  11     RT4RO         59  89
QSO: 14221 PH 2013-08-03 1856 E77TA         59  11     UR3CMA        59  99
QSO: 14226 PH 2013-08-03 1857 E77TA         59  11     RA4I          59  69
QSO: 14240 PH 2013-08-03 1858 E77TA         59  11     RW1A          59  84
QSO: 14244 PH 2013-08-03 1858 E77TA         59  11     OG6N          59  85
QSO: 14247 PH 2013-08-03 1859 E77TA         59  11     ES5RR         59  82
QSO: 14252 PH 2013-08-03 1900 E77TA         59  11     YP8A          59  77
QSO: 14290 PH 2013-08-03 1902 E77TA         59  11     IK7RVY        59  89
QSO:  7043 CW 2013-08-03 1905 E77TA         599 11     E72SIE        599 07
QSO:  7040 CW 2013-08-03 1906 E77TA         599 11     LZ1FY         599 05
QSO:  7038 CW 2013-08-03 1907 E77TA         599 11     SP4JCP        599 75
QSO:  7038 CW 2013-08-03 1908 E77TA         599 11     OK7T          599 83
QSO:  7036 CW 2013-08-03 1910 E77TA         599 11     OH8WW         599 88
QSO:  7036 CW 2013-08-03 1911 E77TA         599 11     YU1KX         599 76
QSO:  7036 CW 2013-08-03 1912 E77TA         599 11     S51Z          599 77
QSO:  7035 CW 2013-08-03 1913 E77TA         599 11     LZ1MC         599 84
QSO:  7034 CW 2013-08-03 1914 E77TA         599 11     YO5PBF        599 97
QSO:  7033 CW 2013-08-03 1915 E77TA         599 11     HA8VK         599 78
QSO:  7030 CW 2013-08-03 1917 E77TA         599 11     OK1GS         599 57
QSO:  7029 CW 2013-08-03 1919 E77TA         599 11     PA3AAV        599 77
QSO:  7028 CW 2013-08-03 1921 E77TA         599 11     DF9DM         599 79
QSO:  7027 CW 2013-08-03 1922 E77TA         599 11     HB9ARF        599 71
QSO:  7027 CW 2013-08-03 1922 E77TA         599 11     LY3BN         599 84
QSO:  7026 CW 2013-08-03 1925 E77TA         599 11     RY3D          599 88
QSO:  7026 CW 2013-08-03 1925 E77TA         599 11     UW2M          599 84
QSO:  7025 CW 2013-08-03 1926 E77TA         599 11     LA5O          599 94
QSO:  7024 CW 2013-08-03 1928 E77TA         599 11     RM4I          599 80
QSO:  7024 CW 2013-08-03 1928 E77TA         599 11     RW1A          599 84
QSO:  7023 CW 2013-08-03 1929 E77TA         599 11     OH6CT         599 80
QSO:  7022 CW 2013-08-03 1930 E77TA         599 11     UT5C          599 72
QSO:  7021 CW 2013-08-03 1935 E77TA         599 11     YR8D          599 06
QSO:  7021 CW 2013-08-03 1937 E77TA         599 11     UY5ZZ         599 67
QSO:  7020 CW 2013-08-03 1939 E77TA         599 11     G3SJJ         599 63
QSO:  7019 CW 2013-08-03 1941 E77TA         599 11     E73W          599 73
QSO:  7019 CW 2013-08-03 1942 E77TA         599 11     SP3HLM        599 74
QSO:  7018 CW 2013-08-03 1942 E77TA         599 11     DL6KVA        599 84
QSO:  7018 CW 2013-08-03 1943 E77TA         599 11     R3ZZ          599 70
QSO:  7018 CW 2013-08-03 1943 E77TA         599 11     EA3KU         599 79
QSO:  7016 CW 2013-08-03 1946 E77TA         599 11     S52AW         599 71
QSO:  7015 CW 2013-08-03 1947 E77TA         599 11     OK1AY         599 75
QSO:  7001 CW 2013-08-03 1950 E77TA         599 11     RT4F          599 86
QSO:  7002 CW 2013-08-03 1951 E77TA         599 11     LY9Y          599 65
QSO:  7002 CW 2013-08-03 1952 E77TA         599 11     4O3A          599 81
QSO:  7003 CW 2013-08-03 1953 E77TA         599 11     UI2K          599 82
QSO:  7004 CW 2013-08-03 1955 E77TA         599 11     YQ6A          599 74
QSO:  7005 CW 2013-08-03 1956 E77TA         599 11     UA4L          599 77
QSO:  3511 CW 2013-08-03 2012 E77TA         599 11     E74A          599 77
QSO:  3511 CW 2013-08-03 2013 E77TA         599 11     LY2J          599 84
QSO:  3512 CW 2013-08-03 2014 E77TA         599 11     HA8TP         599 93
QSO:  3512 CW 2013-08-03 2015 E77TA         599 11     UA7C          599 96
QSO:  3513 CW 2013-08-03 2016 E77TA         599 11     9A2AJ         599 65
QSO:  3514 CW 2013-08-03 2031 E77TA         599 11     S57Z          599 84
QSO:  3517 CW 2013-08-03 2033 E77TA         599 11     YL5X          599 88
QSO:  3519 CW 2013-08-03 2035 E77TA         599 11     OK1AY         599 75
QSO:  3519 CW 2013-08-03 2036 E77TA         599 11     HA1ZN         599 75
QSO:  3523 CW 2013-08-03 2039 E77TA         599 11     SP3HLM        599 74
QSO:  3525 CW 2013-08-03 2041 E77TA         599 11     S58M          599 82
QSO:  3527 CW 2013-08-03 2042 E77TA         599 11     S52W          599 80
QSO:  3529 CW 2013-08-03 2045 E77TA         599 11     HA6OA         599 73
QSO:  3531 CW 2013-08-03 2046 E77TA         599 11     LY2MM         599 70
QSO:  3533 CW 2013-08-03 2048 E77TA         599 11     OK1AYY        599 64
QSO:  3534 CW 2013-08-03 2050 E77TA         599 11     I1HJT         599 78
QSO:  3539 CW 2013-08-03 2052 E77TA         599 11     LZ9R          599 90
QSO:  3542 CW 2013-08-03 2053 E77TA         599 11     OH1HS         599 73
QSO:  3543 CW 2013-08-03 2053 E77TA         599 11     OK2MBP        599 95
QSO:  3543 CW 2013-08-03 2054 E77TA         599 11     LY2SA         599 68
QSO:  3548 CW 2013-08-03 2055 E77TA         599 11     YO4DW         599 83
QSO:  3551 CW 2013-08-03 2056 E77TA         599 11     LZ1YQ         599 79
QSO:  7041 CW 2013-08-03 2058 E77TA         599 11     IK2AHB        599 82
QSO:  7038 CW 2013-08-03 2100 E77TA         599 11     Z320R         599 82
QSO:  7038 CW 2013-08-03 2101 E77TA         599 11     EW1EO         599 81
QSO:  7037 CW 2013-08-03 2102 E77TA         599 11     LY5A          599 70
QSO:  7036 CW 2013-08-03 2103 E77TA         599 11     OG6N          599 85
QSO:  7035 CW 2013-08-03 2103 E77TA         599 11     ES5RR         599 82
QSO:  7035 CW 2013-08-03 2104 E77TA         599 11     YO9HP         599 76
QSO:  7034 CW 2013-08-03 2105 E77TA         599 11     YU0T          599 82
QSO:  7030 CW 2013-08-03 2107 E77TA         599 11     IQ1RY         599 07
QSO:  7028 CW 2013-08-03 2108 E77TA         599 11     S59ABC        599 74
QSO:  7027 CW 2013-08-03 2108 E77TA         599 11     UT7E          599 07
QSO:  7025 CW 2013-08-03 2111 E77TA         599 11     UT5UGR        599 85
QSO:  7023 CW 2013-08-03 2114 E77TA         599 11     ER1OO         599 70
QSO:  7020 CW 2013-08-03 2117 E77TA         599 11     UA7C          599 96
QSO:  7019 CW 2013-08-03 2118 E77TA         599 11     UF4M          599 84
QSO:  7016 CW 2013-08-03 2120 E77TA         599 11     YO9AGI        599 64
QSO:  7016 CW 2013-08-03 2121 E77TA         599 11     LY2NK         599 59
QSO:  7015 CW 2013-08-03 2122 E77TA         599 11     HA1A          599 71
QSO:  7015 CW 2013-08-03 2123 E77TA         599 11     DK4YJ         599 95
QSO:  7013 CW 2013-08-03 2125 E77TA         599 11     UV5U          599 72
QSO:  7013 CW 2013-08-03 2125 E77TA         599 11     RV3QO         599 79
QSO:  7012 CW 2013-08-03 2127 E77TA         599 11     S50A          599 63
QSO:  7011 CW 2013-08-03 2127 E77TA         599 11     UA5C          599 93
QSO:  7011 CW 2013-08-03 2128 E77TA         599 11     RL3A          599 01
QSO:  7007 CW 2013-08-03 2138 E77TA         599 11     G3SXW         599 64
QSO:  7005 CW 2013-08-03 2139 E77TA         599 11     S57S          599 80
QSO:  3505 CW 2013-08-03 2143 E77TA         599 11     4O3A          599 81
QSO:  3508 CW 2013-08-03 2147 E77TA         599 11     OK5Z          599 94
QSO:  3511 CW 2013-08-03 2148 E77TA         599 11     OK2EA         599 75
QSO:  3520 CW 2013-08-03 2159 E77TA         599 11     HA8VK         599 78
QSO:  3522 CW 2013-08-03 2201 E77TA         599 11     YT0Z          599 75
QSO:  3524 CW 2013-08-03 2202 E77TA         599 11     S59ABC        599 74
QSO:  3525 CW 2013-08-03 2203 E77TA         599 11     ER1OO         599 70
QSO:  3526 CW 2013-08-03 2204 E77TA         599 11     OK1FPS        599 89
QSO:  3529 CW 2013-08-03 2209 E77TA         599 11     YR8D          599 06
QSO:  3529 CW 2013-08-03 2209 E77TA         599 11     HA1A          599 71
QSO:  3530 CW 2013-08-03 2211 E77TA         599 11     YU0T          599 82
QSO:  3532 CW 2013-08-03 2211 E77TA         599 11     YQ6A          599 74
QSO:  3533 CW 2013-08-03 2213 E77TA         599 11     OE8Q          599 89
QSO:  3536 CW 2013-08-03 2214 E77TA         599 11     YO9HP         599 76
QSO:  3537 CW 2013-08-03 2215 E77TA         599 11     YU1KT         599 70
QSO:  3538 CW 2013-08-03 2216 E77TA         599 11     YP8T          599 84
QSO:  3542 CW 2013-08-03 2218 E77TA         599 11     UV5U          599 72
QSO:  3546 CW 2013-08-03 2227 E77TA         599 11     ES5RR         599 82
QSO:  3551 CW 2013-08-03 2229 E77TA         599 11     YU1HFG        599 66
QSO:  7001 CW 2013-08-03 2231 E77TA         599 11     OK3C          599 93
QSO:  7003 CW 2013-08-03 2231 E77TA         599 11     IK2WXQ        599 93
QSO:  7003 CW 2013-08-03 2233 E77TA         599 11     OO4JZ         599 82
QSO:  7005 CW 2013-08-03 2235 E77TA         599 11     G4IIY         599 79
QSO:  7008 CW 2013-08-03 2237 E77TA         599 11     UW5U          599 74
QSO:  7010 CW 2013-08-03 2239 E77TA         599 11     OH2PM         599 59
QSO:  7012 CW 2013-08-03 2240 E77TA         599 11     IK0HBN        599 86
QSO:  7013 CW 2013-08-03 2241 E77TA         599 11     OK1FKD        599 88
QSO:  7013 CW 2013-08-03 2242 E77TA         599 11     HA3OD         599 72
QSO:  7015 CW 2013-08-03 2243 E77TA         599 11     M0UNN         599 91
QSO:  7015 CW 2013-08-03 2244 E77TA         599 11     SM5CKV        599 60
QSO:  7019 CW 2013-08-03 2247 E77TA         599 11     M0LAY         599 71
QSO:  7021 CW 2013-08-03 2249 E77TA         599 11     DJ4MZ         599 94
QSO:  7022 CW 2013-08-03 2250 E77TA         599 11     G4DBW         599 74
QSO:  7023 CW 2013-08-03 2252 E77TA         599 11     RO5O          599 56
QSO:  7026 CW 2013-08-03 2254 E77TA         599 11     SM6FKF        599 72
QSO:  3501 CW 2013-08-03 2258 E77TA         599 11     OK3C          599 93
QSO:  3505 CW 2013-08-03 2300 E77TA         599 11     UW2ZM         599 88
QSO:  3506 CW 2013-08-03 2300 E77TA         599 11     UF4M          599 84
QSO:  3512 CW 2013-08-03 2303 E77TA         599 11     LZ1FY         599 05
QSO:  3513 CW 2013-08-03 2304 E77TA         599 11     RW1A          599 84
QSO:  3515 CW 2013-08-03 2305 E77TA         599 11     HG6N          599 72
END-OF-LOG:
