START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: E77TA
CATEGORY: SINGLE-OP ALL LOW MIXED
CATEGORY-OVERLAY:
CLAIMED-SCORE: 33401
CLUB: Bosnia and Herzegovina Contest Club
CONTEST: EUHFC
OPERATORS: E77TA
NAME: Edin Zecevic
ADDRESS: Aleja Alije Izetbegovica 22 Bosnia and Herzegovina Tuzla,  75000 BiH
ADDRESS:
SOAPBOX:
QSO: 28044 CW 2013-08-03 1201 E77TA         599 11     ES5RR         599 82
QSO: 28031 CW 2013-08-03 1202 E77TA         599 11     UI2K          599 82
QSO: 28029 CW 2013-08-03 1204 E77TA         599 11     LY3BN         599 84
QSO: 28024 CW 2013-08-03 1206 E77TA         599 11     YL3FT         599 05
QSO: 28024 CW 2013-08-03 1207 E77TA         599 11     YL5T          599 04
QSO: 28018 CW 2013-08-03 1208 E77TA         599 11     YL8M          599 75
QSO: 28022 CW 2013-08-03 1212 E77TA         599 11     UA2FL         599 64
QSO: 21009 CW 2013-08-03 1213 E77TA         599 11     LY9Y          599 65
QSO: 14049 CW 2013-08-03 1215 E77TA         599 11     YL2QN         599 85
QSO: 14044 CW 2013-08-03 1219 E77TA         599 11     RM4I          599 80
QSO: 14043 CW 2013-08-03 1220 E77TA         599 11     SN6A          599 67
QSO: 14039 CW 2013-08-03 1222 E77TA         599 11     OK1JOC        599 83
QSO: 14037 CW 2013-08-03 1222 E77TA         599 11     PA3AAV        599 77
QSO: 14037 CW 2013-08-03 1225 E77TA         599 11     OT1A          599 95
QSO: 14036 CW 2013-08-03 1226 E77TA         599 11     F8AEE         599 95
QSO: 14033 CW 2013-08-03 1227 E77TA         599 11     F6HKA         599 81
QSO: 14026 CW 2013-08-03 1231 E77TA         599 11     RA7A          599 72
QSO: 14023 CW 2013-08-03 1233 E77TA         599 11     ES4RX         599 79
QSO: 14020 CW 2013-08-03 1235 E77TA         599 11     G4IIY         599 79
QSO: 14018 CW 2013-08-03 1235 E77TA         599 11     UA3QGT        599 74
QSO: 14016 CW 2013-08-03 1237 E77TA         599 11     UR7GO         599 72
QSO: 14015 CW 2013-08-03 1238 E77TA         599 11     RA3NC         599 73
QSO: 14015 CW 2013-08-03 1239 E77TA         599 11     SP5KP         599 69
QSO: 14014 CW 2013-08-03 1239 E77TA         599 11     UR3CMA        599 99
QSO: 14011 CW 2013-08-03 1240 E77TA         599 11     UY2IG         599 82
QSO: 14008 CW 2013-08-03 1242 E77TA         599 11     SV9/LZ3FN     599 91
QSO: 14182 PH 2013-08-03 1248 E77TA         59  11     EA3BOX        59  79
QSO: 14200 PH 2013-08-03 1251 E77TA         59  11     EA2DT         59  05
QSO: 14213 PH 2013-08-03 1253 E77TA         59  11     OG3P          59  88
QSO: 14218 PH 2013-08-03 1254 E77TA         59  11     RA3Y          59  77
QSO: 14219 PH 2013-08-03 1255 E77TA         59  11     RW1CW         59  80
QSO: 14240 PH 2013-08-03 1256 E77TA         59  11     G3RXQ         59  63
QSO: 14247 PH 2013-08-03 1258 E77TA         59  11     EA4KD         59  84
QSO: 14257 PH 2013-08-03 1259 E77TA         59  11     RV3RM         59  84
QSO: 14268 PH 2013-08-03 1259 E77TA         59  11     RC5Z          59  91
QSO: 14275 PH 2013-08-03 1300 E77TA         59  11     SP4JCP        59  75
QSO: 14318 PH 2013-08-03 1304 E77TA         59  11     UI4I          59  79
QSO: 21037 CW 2013-08-03 1308 E77TA         599 11     E74WN         599 95
QSO: 21031 CW 2013-08-03 1309 E77TA         599 11     YL8M          599 75
QSO: 21032 CW 2013-08-03 1310 E77TA         599 11     E74Y          599 70
QSO: 14010 CW 2013-08-03 1326 E77TA         599 11     EA3KU         599 79
QSO: 14016 CW 2013-08-03 1329 E77TA         599 11     LA5O          599 94
QSO: 14018 CW 2013-08-03 1332 E77TA         599 11     LY2F          599 72
QSO: 14018 CW 2013-08-03 1334 E77TA         599 11     OR5T          599 82
QSO: 14021 CW 2013-08-03 1335 E77TA         599 11     RZ6MX         599 84
QSO: 14022 CW 2013-08-03 1338 E77TA         599 11     DK0MM         599 60
QSO: 14025 CW 2013-08-03 1340 E77TA         599 11     R3KM          599 84
QSO: 14033 CW 2013-08-03 1343 E77TA         599 11     YL2BJ         599 72
QSO: 14034 CW 2013-08-03 1345 E77TA         599 11     LY5R          599 75
QSO: 14035 CW 2013-08-03 1346 E77TA         599 11     UI2K          599 82
QSO: 14036 CW 2013-08-03 1346 E77TA         599 11     RG3K          599 80
QSO: 14036 CW 2013-08-03 1347 E77TA         599 11     RM7C          599 81
QSO: 14042 CW 2013-08-03 1549 E77TA         599 11     UY5ZZ         599 67
QSO: 28013 CW 2013-08-03 1552 E77TA         599 11     UA5C          599 93
QSO: 28017 CW 2013-08-03 1553 E77TA         599 11     DL9ZP         599 70
QSO: 28019 CW 2013-08-03 1554 E77TA         599 11     PA3GWN        599 92
QSO: 28027 CW 2013-08-03 1557 E77TA         599 11     LY4T          599 77
QSO: 28010 CW 2013-08-03 1559 E77TA         599 11     E74Y          599 70
QSO: 28015 CW 2013-08-03 1601 E77TA         599 11     LY5A          599 70
QSO: 21018 CW 2013-08-03 1608 E77TA         599 11     LY3BB         599 71
QSO: 21027 CW 2013-08-03 1609 E77TA         599 11     OH2PM         599 59
QSO: 21028 CW 2013-08-03 1610 E77TA         599 11     LY8W          599 82
QSO: 21031 CW 2013-08-03 1611 E77TA         599 11     LY2NK         599 59
QSO: 21031 CW 2013-08-03 1612 E77TA         599 11     EU1U          599 87
QSO: 21036 CW 2013-08-03 1613 E77TA         599 11     ES5RR         599 82
QSO: 21043 CW 2013-08-03 1614 E77TA         599 11     PA3AAV        599 77
QSO: 21046 CW 2013-08-03 1615 E77TA         599 11     HB9ARF        599 71
QSO: 21049 CW 2013-08-03 1615 E77TA         599 11     OK7T          599 83
QSO: 21213 PH 2013-08-03 1617 E77TA         59  11     UT5UGR        59  85
QSO: 14279 PH 2013-08-03 1622 E77TA         59  11     SN2K          59  97
