START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: LZ5R
CATEGORY: SINGLE-OP ALL HIGH MIXED
CATEGORY-OVERLAY:
CLAIMED-SCORE: 470005
CLUB: LZ1KFM  MILARA INTERNATIONAL
CONTEST: EUHFC
OPERATORS: LZ4UU
NAME: Iliya Getzov
ADDRESS: Radioclub Milara International 3 Georgi Tringov str. PLOVDIV, 4003 BULGARIA
ADDRESS:
SOAPBOX:
QSO: 28032 CW 2013-08-03 1200 LZ5R          599 95     LZ1YQ         599 79
QSO: 28032 CW 2013-08-03 1200 LZ5R          599 95     SP2LNW        599 79
QSO: 28032 CW 2013-08-03 1201 LZ5R          599 95     LY2BKT        599 82
QSO: 28032 CW 2013-08-03 1202 LZ5R          599 95     LZ2PS         599 87
QSO: 28020 CW 2013-08-03 1203 LZ5R          599 95     DK4YJ         599 95
QSO: 28006 CW 2013-08-03 1203 LZ5R          599 95     OR2A          599 88
QSO: 28025 CW 2013-08-03 1204 LZ5R          599 95     DK0MM         599 60
QSO: 28036 CW 2013-08-03 1205 LZ5R          599 95     PA2PCH        599 05
QSO: 28025 CW 2013-08-03 1206 LZ5R          599 95     DH0GHU        599 91
QSO: 28034 CW 2013-08-03 1206 LZ5R          599 95     PI4DX         599 08
QSO: 28008 CW 2013-08-03 1206 LZ5R          599 95     G0ORH         599 91
QSO: 28017 CW 2013-08-03 1207 LZ5R          599 95     DK3KD         599 69
QSO: 28031 CW 2013-08-03 1207 LZ5R          599 95     UI2K          599 82
QSO: 28024 CW 2013-08-03 1207 LZ5R          599 95     YL3FT         599 05
QSO: 28041 CW 2013-08-03 1208 LZ5R          599 95     DL2NBY        599 79
QSO: 28018 CW 2013-08-03 1209 LZ5R          599 95     YL8M          599 75
QSO: 28013 CW 2013-08-03 1209 LZ5R          599 95     LY9Y          599 65
QSO: 28022 CW 2013-08-03 1211 LZ5R          599 95     UA2FL         599 64
QSO: 28036 CW 2013-08-03 1213 LZ5R          599 95     OG6N          599 85
QSO: 28022 CW 2013-08-03 1214 LZ5R          599 95     PA5WT         599 77
QSO: 28015 CW 2013-08-03 1214 LZ5R          599 95     PA3EVY        599 86
QSO: 28461 PH 2013-08-03 1215 LZ5R          59  95     SO2O          59  97
QSO: 28476 PH 2013-08-03 1215 LZ5R          59  95     DL9OHA        59  85
QSO: 28478 PH 2013-08-03 1219 LZ5R          59  95     DJ6QT         59  60
QSO: 28503 PH 2013-08-03 1219 LZ5R          59  95     EI4CF         59  71
QSO: 28505 PH 2013-08-03 1220 LZ5R          59  95     DD8SM         59  04
QSO: 28414 PH 2013-08-03 1220 LZ5R          59  95     DF2SD         59  09
QSO: 28452 PH 2013-08-03 1221 LZ5R          59  95     PD1RO         59  06
QSO: 28444 PH 2013-08-03 1222 LZ5R          59  95     DH1PAL        59  76
QSO: 28444 PH 2013-08-03 1223 LZ5R          59  95     DJ2YE         59  55
QSO: 28444 PH 2013-08-03 1223 LZ5R          59  95     DO1MGN        59  03
QSO: 28444 PH 2013-08-03 1224 LZ5R          59  95     DG2EBK        59  94
QSO: 28444 PH 2013-08-03 1224 LZ5R          59  95     G3VAO         59  66
QSO: 28444 PH 2013-08-03 1225 LZ5R          59  95     DG7BST        59  02
QSO: 28444 PH 2013-08-03 1226 LZ5R          59  95     DO5ASM        59  13
QSO: 28444 PH 2013-08-03 1226 LZ5R          59  95     DK4CR         59  70
QSO: 28444 PH 2013-08-03 1226 LZ5R          59  95     DO9MJ         59  12
QSO: 28444 PH 2013-08-03 1227 LZ5R          59  95     SM6FKF        59  72
QSO: 28444 PH 2013-08-03 1227 LZ5R          59  95     DG4KBF        59  81
QSO: 28027 CW 2013-08-03 1230 LZ5R          599 95     PA3AAV        599 77
QSO: 28028 CW 2013-08-03 1232 LZ5R          599 95     DL5JS         599 77
QSO: 28025 CW 2013-08-03 1233 LZ5R          599 95     SM5CKV        599 60
QSO: 28025 CW 2013-08-03 1234 LZ5R          599 95     DO1MGN        599 03
QSO: 28025 CW 2013-08-03 1235 LZ5R          599 95     DH2URF        599 94
QSO: 28025 CW 2013-08-03 1236 LZ5R          599 95     PA5GU         599 95
QSO: 21024 CW 2013-08-03 1237 LZ5R          599 95     G4FPA         599 76
QSO: 21024 CW 2013-08-03 1238 LZ5R          599 95     SP1AEN        599 72
QSO: 21024 CW 2013-08-03 1238 LZ5R          599 95     LZ1YQ         599 79
QSO: 21024 CW 2013-08-03 1238 LZ5R          599 95     IK2AHB        599 82
QSO: 21024 CW 2013-08-03 1238 LZ5R          599 95     PI4ET         599 79
QSO: 21024 CW 2013-08-03 1238 LZ5R          599 95     UI2K          599 82
QSO: 21024 CW 2013-08-03 1239 LZ5R          599 95     DM3F          599 94
QSO: 21024 CW 2013-08-03 1240 LZ5R          599 95     UZ8I          599 79
QSO: 21024 CW 2013-08-03 1240 LZ5R          599 95     UY7MM         599 64
QSO: 21024 CW 2013-08-03 1240 LZ5R          599 95     DK2AB         599 01
QSO: 21024 CW 2013-08-03 1241 LZ5R          599 95     LY3I          599 89
QSO: 21024 CW 2013-08-03 1241 LZ5R          599 95     UR8IW         599 80
QSO: 21024 CW 2013-08-03 1241 LZ5R          599 95     LA2HFA        599 65
QSO: 21024 CW 2013-08-03 1242 LZ5R          599 95     G4DDX         599 74
QSO: 21024 CW 2013-08-03 1242 LZ5R          599 95     ON3ND         599 07
QSO: 21024 CW 2013-08-03 1242 LZ5R          599 95     SP2LNW        599 79
QSO: 21024 CW 2013-08-03 1242 LZ5R          599 95     SM5CKV        599 60
QSO: 21024 CW 2013-08-03 1242 LZ5R          599 95     PC3H          599 09
QSO: 21024 CW 2013-08-03 1243 LZ5R          599 95     DH2URF        599 94
QSO: 21024 CW 2013-08-03 1243 LZ5R          599 95     PA3CVI        599 83
QSO: 21024 CW 2013-08-03 1244 LZ5R          599 95     RV4AB         599 91
QSO: 21024 CW 2013-08-03 1244 LZ5R          599 95     UW1M          599 72
