START-OF-LOG: 2.0 
CALLSIGN: SP3HLM
CATEGORY: CHECKLOG    
CONTEST: EU HF Contest 2013 
OPERATORS: SP3HLM 
QSO: 14022 CW 2013-08-03 1530 SP3HLM        599 74     UA4HBM        599 70     
QSO: 14022 CW 2013-08-03 1532 SP3HLM        599 74     PA0JNH        599 65     
QSO: 14022 CW 2013-08-03 1533 SP3HLM        599 74     R7HF          599 84     
QSO: 14022 CW 2013-08-03 1533 SP3HLM        599 74     US1VB         599 75     
QSO: 14022 CW 2013-08-03 1536 SP3HLM        599 74     R3ZV          599 66     
QSO: 14022 CW 2013-08-03 1537 SP3HLM        599 74     UY2ZZ         599 86     
QSO: 14022 CW 2013-08-03 1537 SP3HLM        599 74     UV3QF         599 83     
QSO: 14022 CW 2013-08-03 1537 SP3HLM        599 74     LZ5VV         599 82     
QSO: 14022 CW 2013-08-03 1538 SP3HLM        599 74     YL5X          599 88     
QSO: 14022 CW 2013-08-03 1538 SP3HLM        599 74     R6CW          599 80     
QSO: 14022 CW 2013-08-03 1539 SP3HLM        599 74     G4DDX         599 74     
QSO: 14022 CW 2013-08-03 1539 SP3HLM        599 74     I0GOJ         599 75     
QSO: 14022 CW 2013-08-03 1540 SP3HLM        599 74     UT5UJO        599 87     
QSO: 14022 CW 2013-08-03 1540 SP3HLM        599 74     RX6CW         599 92     
QSO: 14022 CW 2013-08-03 1541 SP3HLM        599 74     R3KQ          599 80     
QSO: 14022 CW 2013-08-03 1541 SP3HLM        599 74     LZ2FM         599 90     
QSO: 14022 CW 2013-08-03 1542 SP3HLM        599 74     RG5A          599 97     
QSO: 14022 CW 2013-08-03 1542 SP3HLM        599 74     RA6FUZ        599 06     
QSO: 14022 CW 2013-08-03 1542 SP3HLM        599 74     LZ2PS         599 87     
QSO: 14022 CW 2013-08-03 1543 SP3HLM        599 74     RU3XW         599 73     
QSO: 14052 CW 2013-08-03 1545 SP3HLM        599 74     RT4F          599 86     
QSO: 14052 CW 2013-08-03 1545 SP3HLM        599 74     PA0JNH        599 65     
QSO: 14052 CW 2013-08-03 1545 SP3HLM        599 74     PA5WT         599 77     
QSO: 14052 CW 2013-08-03 1546 SP3HLM        599 74     SM6EWB        599 68     
QSO: 14052 CW 2013-08-03 1546 SP3HLM        599 74     RA3AL/QRP     599 79     
QSO: 14052 CW 2013-08-03 1547 SP3HLM        599 74     EU3NA         599 75     
QSO: 14052 CW 2013-08-03 1547 SP3HLM        599 74     LZ1GE         599 73     
QSO: 14052 CW 2013-08-03 1548 SP3HLM        599 74     YO2BBX        599 73     
QSO: 14052 CW 2013-08-03 1549 SP3HLM        599 74     R4WT          599 76     
QSO: 14052 CW 2013-08-03 1551 SP3HLM        599 74     YO8SS         599 73     
QSO: 14052 CW 2013-08-03 1553 SP3HLM        599 74     R7MM          599 68     
QSO: 14051 CW 2013-08-03 1555 SP3HLM        599 74     RM2T          599 78     
QSO: 14051 CW 2013-08-03 1556 SP3HLM        599 74     UX5UU         599 72     
QSO: 14051 CW 2013-08-03 1556 SP3HLM        599 74     EW7SM         599 65     
QSO: 14051 CW 2013-08-03 1557 SP3HLM        599 74     HG7T          599 86     
QSO: 14051 CW 2013-08-03 1558 SP3HLM        599 74     UA3QGT        599 74     
QSO: 14051 CW 2013-08-03 1559 SP3HLM        599 74     UA4NBA        599 81     
QSO: 14051 CW 2013-08-03 1600 SP3HLM        599 74     YL2CV         599 73     
QSO: 14051 CW 2013-08-03 1600 SP3HLM        599 74     UW7D          599 88     
QSO: 14051 CW 2013-08-03 1600 SP3HLM        599 74     OR2A          599 88     
QSO: 14051 CW 2013-08-03 1601 SP3HLM        599 74     PA3HCC        599 95     
QSO: 14051 CW 2013-08-03 1601 SP3HLM        599 74     UX1IB         599 67     
QSO: 14051 CW 2013-08-03 1604 SP3HLM        599 74     RA3NC         599 73     
QSO: 14051 CW 2013-08-03 1604 SP3HLM        599 74     F5MMB         599 87     
QSO: 14051 CW 2013-08-03 1605 SP3HLM        599 74     PD2JAM        599 07     
QSO: 14051 CW 2013-08-03 1606 SP3HLM        599 74     PE2K          599 84     
