START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: DL1LAW
CLAIMED-SCORE: 34322
OPERATORS: DL1LAW
NAME: HANS WAELDELE
SOAPBOX: 5W out, windom 10 to 160m, 83m length
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-STATION: FIXED
QSO:  1800 CW 2006-11-25 0602 DL1LAW        599	14     4N7ZZ	     599 15
QSO:  1800 CW 2006-11-25 0604 DL1LAW        599	14     DJ0MDR	     599 14
QSO:  1800 CW 2006-11-25 0605 DL1LAW        599	14     HB9IQB	     599 14
QSO:  1800 CW 2006-11-25 0607 DL1LAW        599	14     DF0HQ	     599 14
QSO:  1800 CW 2006-11-25 0609 DL1LAW        599	14     PA6Z	     599 14
QSO:  1800 CW 2006-11-25 0611 DL1LAW        599	14     SN2B	     599 15
QSO:  1800 CW 2006-11-25 0616 DL1LAW        599	14     SN3R	     599 15
QSO:  1800 CW 2006-11-25 0619 DL1LAW        599	14     GD6IA	     599 14
QSO:  1800 CW 2006-11-25 0624 DL1LAW        599	14     GI0KOW	     599 14
QSO:  1800 CW 2006-11-25 0629 DL1LAW        599	14     F5IN	     599 14
QSO:  3500 CW 2006-11-25 0724 DL1LAW        599	14     SE3M	     599 14
QSO:  3500 CW 2006-11-25 0728 DL1LAW        599	14     G5XV	     599 14
QSO:  3500 CW 2006-11-25 0730 DL1LAW        599	14     TM4Q	     599 14
QSO:  3500 CW 2006-11-25 0731 DL1LAW        599	14     DF0HQ	     599 14
QSO:  3500 CW 2006-11-25 0732 DL1LAW        599	14     HA1YI	     599 15
QSO:  3500 CW 2006-11-25 0733 DL1LAW        599	14     DR1A	     599 14
QSO:  3500 CW 2006-11-25 0735 DL1LAW        599	14     PA4A	     599 14
QSO:  3500 CW 2006-11-25 0736 DL1LAW        599	14     IR4T	     599 15
QSO:  3500 CW 2006-11-25 0740 DL1LAW        599	14     OT4A	     599 14
QSO:  3500 CW 2006-11-25 0743 DL1LAW        599	14     M6T	     599 14
QSO:  3500 CW 2006-11-25 0746 DL1LAW        599	14     S59N	     599 15
QSO:  3500 CW 2006-11-25 0748 DL1LAW        599	14     OZ/DK5QN	     599 14
QSO:  3500 CW 2006-11-25 0750 DL1LAW        599	14     OE9SBD	     599 15
QSO:  3500 CW 2006-11-25 0753 DL1LAW        599	14     GM4FAM	     599 14
QSO:  3500 CW 2006-11-25 0757 DL1LAW        599	14     SN3A	     599 15
QSO:  3500 CW 2006-11-25 0800 DL1LAW        599	14     S59A	     599 15
QSO:  7000 CW 2006-11-25 0816 DL1LAW        599	14     YU1LA	     599 15
