START-OF-LOG: 3.0
CONTEST: ARRL-10-GHZ
LOCATION: SJV
CALLSIGN: K6ML
CATEGORY-BAND: ALL
OPERATORS: K6ML
CATEGORY-ASSISTED: ASSISTED
CATEGORY-MODE: MIXED
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: ROVER
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-OVERLAY: CLASSIC
CLUB: THE 50MHZ AND UP GROUP OF NORTHERN CALIFORNIA
CREATED-BY: N9JIM 0.41
HQ-CATEGORY: 10 GHz and Up
QSO: 10G PH 2021-08-21 1544 K6ML CM97IO K6TJ CM88WS
QSO: 24G PH 2021-08-21 1555 K6ML CM97IO K6TJ CM88WS
QSO: 10G PH 2021-08-21 1606 K6ML CM97IO N6RMJ CM97KH
QSO: 10G PH 2021-08-21 1623 K6ML CM97IO WB6CWN DM04MS
QSO: 10G PH 2021-08-21 1623 K6ML CM97IO W6QIW DM04MS
QSO: 10G PH 2021-08-21 1644 K6ML CM97IO K6MG CM89PK
QSO: 10G PH 2021-08-21 1740 K6ML CM97KH W6QIW DM04MS
QSO: 10G PH 2021-08-21 1740 K6ML CM97KH WB6CWN DM04MS
QSO: 10G PH 2021-08-21 1756 K6ML CM97KH W6BY CM97AV
QSO: 10G PH 2021-08-21 1805 K6ML CM97KH AG6KG CM97AV
QSO: 10G PH 2021-08-21 1813 K6ML CM97KH AA6PZ CM97AV
QSO: 10G PH 2021-08-21 1816 K6ML CM97KH KN6CDZ CM97AV
QSO: 10G PH 2021-08-21 1828 K6ML CM97KH K6OJM CM97KS
QSO: 10G PH 2021-08-21 1840 K6ML CM97KH K6MG CM89PK
QSO: 10G PH 2021-08-21 1844 K6ML CM97KH K6TJ CM88WS
QSO: 10G PH 2021-08-21 1859 K6ML CM97KH WA6CDR DM25GW
QSO: 10G PH 2021-08-21 2130 K6ML CM96RU K6TJ CM88WS
QSO: 10G PH 2021-08-21 2135 K6ML CM96RU K6MG CM89PK
QSO: 10G PH 2021-08-21 2152 K6ML CM96RU W6QIW DM04MS
QSO: 10G PH 2021-08-21 2153 K6ML CM96RU KE6HPZ DM04MS
QSO: 10G PH 2021-08-21 2154 K6ML CM96RU WB6CWN DM04MS
QSO: 10G PH 2021-08-21 2215 K6ML CM96RU AA6PZ CM97AV
QSO: 10G PH 2021-08-21 2216 K6ML CM96RU AG6KG CM97AV
QSO: 10G PH 2021-08-21 2218 K6ML CM96RU W6BY CM97AV
QSO: 10G PH 2021-08-21 2232 K6ML CM96RU WA6QDP CM88WJ
QSO: 10G PH 2021-08-21 2234 K6ML CM96RU N6RMJ CM97KH
QSO: 10G PH 2021-08-21 2235 K6ML CM96RU N9JIM CM97OB
QSO: 10G PH 2021-08-21 2236 K6ML CM96RU KN6OUL CM97OB
QSO: 10G CW 2021-08-21 2336 K6ML CM96RU WA6JBD DM13ET
QSO: 10G CW 2021-08-22 0010 K6ML CM96RU N5BF DM13ET
QSO: 10G PH 2021-08-22 0045 K6ML CM96RU WA6CDR DM25GW
QSO: 10G PH 2021-08-22 0200 K6ML CM96VR W6BY CM97AV
QSO: 10G PH 2021-08-22 0203 K6ML CM96VR AA6PZ CM97AV
QSO: 10G PH 2021-08-22 0204 K6ML CM96VR AG6KG CM97AV
QSO: 24G PH 2021-08-22 0211 K6ML CM96VR W6BY CM97AV
QSO: 10G PH 2021-08-22 0217 K6ML CM96VR K6MG CM89PK
QSO: 10G PH 2021-08-22 0219 K6ML CM96VR K6TJ CM88WS
QSO: 10G PH 2021-08-22 0220 K6ML CM96VR WA6QDP CM88WJ
QSO: 10G PH 2021-08-22 0236 K6ML CM96VR N6RMJ CM96NW
QSO: 10G PH 2021-08-22 0243 K6ML CM96VR W6QIW DM04MS
QSO: 10G PH 2021-08-22 0244 K6ML CM96VR KE6HPZ DM04MS
