START-OF-LOG: 3.0
CALLSIGN: EA4URL
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 88924
NAME: Seccion Local URE Leganes
LOCATION: DX
OPERATORS: EA4ALX, EA4ERN, EA4ZB, EA4YT
CLUB:
CERTIFICATE: NO
CREATED-BY: MixW 2.19
SOAPBOX: Congratulations to the organizers. The first contest as EA4URL. Good luck
QSO: 14093 RY 2017-09-23 0832 EA4URL        599 14 DX  RA4HL         599 16 DX
QSO: 14094 RY 2017-09-23 0836 EA4URL        599 14 DX  IK4GNI        599 15 DX
QSO: 14094 RY 2017-09-23 0841 EA4URL        599 14 DX  S53X          599 15 DX
QSO: 14094 RY 2017-09-23 0842 EA4URL        599 14 DX  PD8DX         599 14 DX
QSO: 14096 RY 2017-09-23 0850 EA4URL        599 14 DX  IZ1UKX        599 15 DX
QSO: 14096 RY 2017-09-23 0852 EA4URL        599 14 DX  DL9GCG        599 14 DX
QSO: 14096 RY 2017-09-23 0852 EA4URL        599 14 DX  DJ1PQ         599 14 DX
QSO: 14096 RY 2017-09-23 0853 EA4URL        599 14 DX  DM4X          599 14 DX
QSO: 14096 RY 2017-09-23 0854 EA4URL        599 14 DX  DL8NBJ        599 14 DX
QSO: 14096 RY 2017-09-23 0856 EA4URL        599 14 DX  DL0LK         599 14 DX
QSO: 14096 RY 2017-09-23 0857 EA4URL        599 14 DX  DG5LP         599 14 DX
QSO: 14096 RY 2017-09-23 0857 EA4URL        599 14 DX  OZ7DK         599 14 DX
QSO: 14096 RY 2017-09-23 0858 EA4URL        599 14 DX  PA3CAU        599 14 DX
QSO: 14096 RY 2017-09-23 0859 EA4URL        599 14 DX  DL3SYA        599 14 DX
QSO: 14096 RY 2017-09-23 0900 EA4URL        599 14 DX  OK2SPD        599 15 DX
QSO: 14096 RY 2017-09-23 0901 EA4URL        599 14 DX  ES1LS         599 15 DX
QSO: 14096 RY 2017-09-23 0902 EA4URL        599 14 DX  I4UIL         599 15 DX
QSO: 14096 RY 2017-09-23 0903 EA4URL        599 14 DX  DJ4XR         599 14 DX
QSO: 14096 RY 2017-09-23 0904 EA4URL        599 14 DX  IU4FNO        599 15 DX
QSO: 14096 RY 2017-09-23 0905 EA4URL        599 14 DX  TA4AL         599 20 DX
QSO: 14096 RY 2017-09-23 0906 EA4URL        599 14 DX  IK2SAU        599 15 DX
QSO: 14096 RY 2017-09-23 0907 EA4URL        599 14 DX  OK2LR         599 15 DX
QSO: 14096 RY 2017-09-23 0908 EA4URL        599 14 DX  SP9H          599 15 DX
QSO: 14096 RY 2017-09-23 0908 EA4URL        599 14 DX  PA0RRS        599 14 DX
QSO: 14096 RY 2017-09-23 0911 EA4URL        599 14 DX  HB9TOC        599 14 DX
QSO: 14096 RY 2017-09-23 0912 EA4URL        599 14 DX  UR2Y          599 16 DX
QSO: 14096 RY 2017-09-23 0912 EA4URL        599 14 DX  DG7NFX        599 14 DX
QSO: 14096 RY 2017-09-23 0913 EA4URL        599 14 DX  SP5DL         599 15 DX
QSO: 14096 RY 2017-09-23 0913 EA4URL        599 14 DX  5B/G4MKP      599 20 DX
QSO: 14096 RY 2017-09-23 0914 EA4URL        599 14 DX  IZ3KUY        599 15 DX
QSO: 14096 RY 2017-09-23 0916 EA4URL        599 14 DX  DL9GS         599 14 DX
QSO: 14096 RY 2017-09-23 0917 EA4URL        599 14 DX  UR8QR         599 16 DX
QSO: 14096 RY 2017-09-23 0918 EA4URL        599 14 DX  DL1HSI        599 14 DX
QSO: 14096 RY 2017-09-23 0918 EA4URL        599 14 DX  S56A          599 15 DX
QSO: 14096 RY 2017-09-23 0919 EA4URL        599 14 DX  PA7WW         599 14 DX
QSO: 14096 RY 2017-09-23 0920 EA4URL        599 14 DX  OM3R          599 15 DX
QSO: 14096 RY 2017-09-23 0921 EA4URL        599 14 DX  PE1CPJ        599 14 DX
QSO: 14096 RY 2017-09-23 0922 EA4URL        599 14 DX  OK1HEH        599 15 DX
QSO: 21082 RY 2017-09-23 0928 EA4URL        599 14 DX  A44A          599 21 DX
QSO: 21084 RY 2017-09-23 0931 EA4URL        599 14 DX  SV1DOO        599 20 DX
QSO: 21081 RY 2017-09-23 0938 EA4URL        599 14 DX  HZ1HN         599 21 DX
QSO: 21091 RY 2017-09-23 0956 EA4URL        599 14 DX  A61M          599 21 DX
QSO: 21092 RY 2017-09-23 1018 EA4URL        599 14 DX  IT9VCE        599 15 DX
QSO: 21089 RY 2017-09-23 1023 EA4URL        599 14 DX  P3X           599 20 DX
QSO: 21087 RY 2017-09-23 1028 EA4URL        599 14 DX  UA6LJB        599 16 DX
QSO: 21089 RY 2017-09-23 1047 EA4URL        599 14 DX  US0HZ         599 16 DX
QSO: 21089 RY 2017-09-23 1048 EA4URL        599 14 DX  EU8A          599 16 DX
QSO: 21089 RY 2017-09-23 1049 EA4URL        599 14 DX  UR7R          599 16 DX
QSO: 21089 RY 2017-09-23 1050 EA4URL        599 14 DX  US7IID        599 16 DX
QSO: 21089 RY 2017-09-23 1050 EA4URL        599 14 DX  UX5UU         599 16 DX
QSO: 21089 RY 2017-09-23 1053 EA4URL        599 14 DX  LY2J          599 15 DX
QSO: 21089 RY 2017-09-23 1056 EA4URL        599 14 DX  UW6E          599 16 DX
QSO: 21079 RY 2017-09-23 1405 EA4URL        599 14 DX  AB8M          599 04 OH
QSO: 14095 RY 2017-09-23 1451 EA4URL        599 14 DX  S51DD         599 15 DX
QSO: 14099 RY 2017-09-23 1456 EA4URL        599 14 DX  DK3TLI        599 14 DX
QSO: 14099 RY 2017-09-23 1458 EA4URL        599 14 DX  RX7K          599 16 DX
QSO: 14078 RY 2017-09-23 1506 EA4URL        599 14 DX  LY2FN         599 15 DX
QSO: 14080 RY 2017-09-23 1511 EA4URL        599 14 DX  E77C          599 15 DX
QSO: 14080 RY 2017-09-23 1513 EA4URL        599 14 DX  HA9MDN        599 15 DX
QSO: 14080 RY 2017-09-23 1516 EA4URL        599 14 DX  NC4MI         599 05 IL
QSO: 14080 RY 2017-09-23 1519 EA4URL        599 14 DX  DL1DTL        599 14 DX
QSO: 14080 RY 2017-09-23 1522 EA4URL        599 14 DX  YQ6A          599 20 DX
