START-OF-LOG: 3.0
CALLSIGN: HP3SS
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 1769273
NAME: Robby Robertson
LOCATION: DX
OPERATORS: HP3SS
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.6789.0
SOAPBOX: K-line 400W
SOAPBOX: SteppIR 3 ele @ 75 feet
SOAPBOX: 40M - Inverted Vee
SOAPBOX: 80M - 250 foot loop
SOAPBOX: I was dodging lightning both afternoons.
SOAPBOX: I had to shut down and disconnect quite a few times.
SOAPBOX: Also heavy rain and power outages in the evenings.
SOAPBOX: The very good news was 10M opened for several
SOAPBOX: hours to NA, SA and EU on Sunday. It rocked! I ran
SOAPBOX: about 80 EU stations.
SOAPBOX: The very bad news was the many Caribbean stations
SOAPBOX: who were missing because of damage,
SOAPBOX: destruction or power loss. Good luck guys.
SOAPBOX: I hope to hear you next year.
QSO: 14090 RY 2017-09-23 0015 HP3SS         599 7 DX   W7PU          599 03 WA
QSO: 14090 RY 2017-09-23 0016 HP3SS         599 7 DX   WC2C          599 05 NY
QSO: 14090 RY 2017-09-23 0017 HP3SS         599 7 DX   K9JWI         599 04 AL
QSO: 14090 RY 2017-09-23 0017 HP3SS         599 7 DX   N8GQ          599 04 OH
QSO: 14090 RY 2017-09-23 0018 HP3SS         599 7 DX   W1EQ          599 05 CT
QSO: 14090 RY 2017-09-23 0019 HP3SS         599 7 DX   K7GS          599 03 WA
QSO: 14090 RY 2017-09-23 0019 HP3SS         599 7 DX   WO2N          599 05 NY
QSO: 14090 RY 2017-09-23 0021 HP3SS         599 7 DX   KE5OG         599 04 TX
QSO: 14090 RY 2017-09-23 0022 HP3SS         599 7 DX   VE2BVV        599 05 QC
QSO: 14090 RY 2017-09-23 0023 HP3SS         599 7 DX   KB3LIX        599 05 PA
QSO: 14090 RY 2017-09-23 0023 HP3SS         599 7 DX   WE6EZ         599 04 TX
QSO: 14090 RY 2017-09-23 0024 HP3SS         599 7 DX   VE3MZD        599 04 ON
QSO: 14090 RY 2017-09-23 0025 HP3SS         599 7 DX   K8AJS         599 04 OH
QSO: 14090 RY 2017-09-23 0025 HP3SS         599 7 DX   KO7SS         599 03 AZ
QSO: 14090 RY 2017-09-23 0026 HP3SS         599 7 DX   WB2WPM        599 03 AZ
QSO: 14090 RY 2017-09-23 0028 HP3SS         599 7 DX   K5OA          599 03 CA
QSO: 14090 RY 2017-09-23 0028 HP3SS         599 7 DX   W3BUI         599 05 MD
QSO: 14090 RY 2017-09-23 0028 HP3SS         599 7 DX   W2GS          599 04 MS
QSO: 14090 RY 2017-09-23 0029 HP3SS         599 7 DX   K1SFA         599 05 MA
QSO: 14090 RY 2017-09-23 0030 HP3SS         599 7 DX   AB4IQ         599 04 KY
QSO: 14090 RY 2017-09-23 0030 HP3SS         599 7 DX   NK0S          599 05 NC
