START-OF-LOG: 3.0
CALLSIGN: OA6Q
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 326839
NAME: Hans G. Hartl
LOCATION: DX
OPERATORS: OA6Q
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6789.0
SOAPBOX: surpringly good condx, 15m open  many hours, 40m could have been better
QSO: 14000 RY 2017-09-23 0018 OA6Q          599 10 DX  N7ESU         599 03 CA
QSO: 14000 RY 2017-09-23 0022 OA6Q          599 10 DX  W7OM          599 03 WA
QSO: 14000 RY 2017-09-23 0023 OA6Q          599 10 DX  K7ZS          599 03 OR
QSO: 14000 RY 2017-09-23 0024 OA6Q          599 10 DX  N7AT          599 03 AZ
QSO: 14000 RY 2017-09-23 0026 OA6Q          599 10 DX  TF2R          599 40 DX
QSO: 14000 RY 2017-09-23 0027 OA6Q          599 10 DX  VE7SCC        599 03 BC
QSO: 14000 RY 2017-09-23 0041 OA6Q          599 10 DX  KZ0US         599 04 MO
QSO: 14000 RY 2017-09-23 0047 OA6Q          599 10 DX  W6SX          599 03 CA
QSO: 14000 RY 2017-09-23 0051 OA6Q          599 10 DX  K2PO          599 03 OR
QSO: 14000 RY 2017-09-23 0104 OA6Q          599 10 DX  K7JR          599 03 OR
QSO:  7000 RY 2017-09-23 0233 OA6Q          599 10 DX  HG3DX         599 15 DX
QSO:  7000 RY 2017-09-23 0235 OA6Q          599 10 DX  LX7I          599 14 DX
QSO:  7000 RY 2017-09-23 0238 OA6Q          599 10 DX  SO4M          599 15 DX
QSO:  7000 RY 2017-09-23 0240 OA6Q          599 10 DX  P3X           599 20 DX
QSO:  7000 RY 2017-09-23 0243 OA6Q          599 10 DX  SN7Q          599 15 DX
QSO:  7000 RY 2017-09-23 0245 OA6Q          599 10 DX  SN8B          599 15 DX
QSO:  7000 RY 2017-09-23 0248 OA6Q          599 10 DX  IQ6AN         599 15 DX
QSO:  7000 RY 2017-09-23 0250 OA6Q          599 10 DX  RF9C          599 17 DX
QSO:  7000 RY 2017-09-23 0259 OA6Q          599 10 DX  G3TXF         599 14 DX
QSO:  7000 RY 2017-09-23 0302 OA6Q          599 10 DX  LY7Z          599 15 DX
QSO:  7000 RY 2017-09-23 1034 OA6Q          599 10 DX  ZP5DVD        599 11 DX
QSO:  7000 RY 2017-09-23 1038 OA6Q          599 10 DX  K9CT          599 04 IL
QSO:  7000 RY 2017-09-23 1039 OA6Q          599 10 DX  JN4MMO        599 25 DX
QSO:  7000 RY 2017-09-23 1042 OA6Q          599 10 DX  JA1OVD        599 25 DX
QSO: 21000 RY 2017-09-23 1153 OA6Q          599 10 DX  EF7R          599 14 DX
QSO: 21000 RY 2017-09-23 1156 OA6Q          599 10 DX  SN5X          599 15 DX
QSO: 21000 RY 2017-09-23 1158 OA6Q          599 10 DX  9A1A          599 15 DX
QSO: 21000 RY 2017-09-23 1159 OA6Q          599 10 DX  ED2C          599 14 DX
QSO: 21000 RY 2017-09-23 1201 OA6Q          599 10 DX  PZ5RA         599 09 DX
QSO: 21000 RY 2017-09-23 1202 OA6Q          599 10 DX  UW3U          599 16 DX
QSO: 21000 RY 2017-09-23 1204 OA6Q          599 10 DX  ZF1A          599 08 DX
QSO: 21000 RY 2017-09-23 1305 OA6Q          599 10 DX  EA1XT         599 14 DX
QSO: 21000 RY 2017-09-23 1307 OA6Q          599 10 DX  DM4X          599 14 DX
QSO: 21000 RY 2017-09-23 1308 OA6Q          599 10 DX  SM6NET        599 14 DX
QSO: 21000 RY 2017-09-23 1311 OA6Q          599 10 DX  EA1AKS        599 14 DX
QSO: 21000 RY 2017-09-23 1312 OA6Q          599 10 DX  F4FDR         599 14 DX
QSO: 21000 RY 2017-09-23 1317 OA6Q          599 10 DX  DK3GI         599 14 DX
QSO: 21000 RY 2017-09-23 1318 OA6Q          599 10 DX  IZ0PMV        599 15 DX
QSO: 21000 RY 2017-09-23 1323 OA6Q          599 10 DX  SN8B          599 15 DX
QSO: 21000 RY 2017-09-23 1324 OA6Q          599 10 DX  EA8DED        599 33 DX
QSO: 21000 RY 2017-09-23 1326 OA6Q          599 10 DX  AA3B          599 05 PA
QSO: 21000 RY 2017-09-23 1328 OA6Q          599 10 DX  LU1BJW        599 13 DX
QSO: 21000 RY 2017-09-23 1329 OA6Q          599 10 DX  EA3KX         599 14 DX
QSO: 21000 RY 2017-09-23 1331 OA6Q          599 10 DX  PI4COM        599 14 DX
QSO: 21000 RY 2017-09-23 1334 OA6Q          599 10 DX  K1SFA         599 05 MA
QSO: 21000 RY 2017-09-23 1335 OA6Q          599 10 DX  HB9CAL        599 14 DX
QSO: 21000 RY 2017-09-23 1337 OA6Q          599 10 DX  G6NHU         599 14 DX
QSO: 21000 RY 2017-09-23 1339 OA6Q          599 10 DX  IZ2FOS        599 15 DX
QSO: 21000 RY 2017-09-23 1341 OA6Q          599 10 DX  DF3EH         599 14 DX
QSO: 21000 RY 2017-09-23 1343 OA6Q          599 10 DX  EI7M          599 14 DX
QSO: 21000 RY 2017-09-23 1344 OA6Q          599 10 DX  PI4CG         599 14 DX
QSO: 21000 RY 2017-09-23 1347 OA6Q          599 10 DX  LY1R          599 15 DX
QSO: 21000 RY 2017-09-23 1348 OA6Q          599 10 DX  ZV2C          599 11 DX
QSO: 21000 RY 2017-09-23 1349 OA6Q          599 10 DX  DF2F          599 14 DX
QSO: 21000 RY 2017-09-23 1350 OA6Q          599 10 DX  PC4H          599 14 DX
QSO: 21000 RY 2017-09-23 1413 OA6Q          599 10 DX  I4DZ          599 15 DX
QSO: 21000 RY 2017-09-23 1503 OA6Q          599 10 DX  CR5V          599 14 DX
QSO: 21000 RY 2017-09-23 1503 OA6Q          599 10 DX  F5GFA         599 14 DX
QSO: 21000 RY 2017-09-23 1507 OA6Q          599 10 DX  IQ3RK         599 14 DX
QSO: 21000 RY 2017-09-23 1509 OA6Q          599 10 DX  C37NL         599 14 DX
QSO: 21000 RY 2017-09-23 1512 OA6Q          599 10 DX  L77D          599 13 DX
QSO: 21000 RY 2017-09-23 1513 OA6Q          599 10 DX  MI0BPB        599 14 DX
QSO: 21000 RY 2017-09-23 1515 OA6Q          599 10 DX  EC5AC         599 14 DX
QSO: 21000 RY 2017-09-23 1519 OA6Q          599 10 DX  DF8XC         599 14 DX
QSO: 21000 RY 2017-09-23 1520 OA6Q          599 10 DX  LY7Z          599 15 DX
QSO: 21000 RY 2017-09-23 1522 OA6Q          599 10 DX  CX5UA         599 13 DX
QSO: 21000 RY 2017-09-23 1525 OA6Q          599 10 DX  F1RHS         599 14 DX
QSO: 21000 RY 2017-09-23 1527 OA6Q          599 10 DX  TK5MH         599 15 DX
QSO: 21000 RY 2017-09-23 1529 OA6Q          599 10 DX  I4LCK         599 14 DX
QSO: 21000 RY 2017-09-23 1530 OA6Q          599 10 DX  OM2VL         599 15 DX
QSO: 14000 RY 2017-09-23 1543 OA6Q          599 10 DX  ZP5DVD        599 11 DX
QSO: 14000 RY 2017-09-23 1544 OA6Q          599 10 DX  CE3DNP        599 12 DX
QSO: 14000 RY 2017-09-23 1545 OA6Q          599 10 DX  ZX2V          599 11 DX
QSO: 21000 RY 2017-09-23 1546 OA6Q          599 10 DX  ZP5CGL        599 11 DX
QSO: 21000 RY 2017-09-23 1639 OA6Q          599 10 DX  SN7Q          599 15 DX
QSO: 21000 RY 2017-09-23 1641 OA6Q          599 10 DX  NR4M          599 05 VA
QSO: 21000 RY 2017-09-23 1646 OA6Q          599 10 DX  OK1KSL        599 15 DX
QSO: 21000 RY 2017-09-23 1649 OA6Q          599 10 DX  W4ML          599 05 VA
QSO: 21000 RY 2017-09-23 1650 OA6Q          599 10 DX  UW7W          599 16 DX
QSO: 21000 RY 2017-09-23 1650 OA6Q          599 10 DX  KI1G          599 05 RI
QSO: 21000 RY 2017-09-23 1651 OA6Q          599 10 DX  DK3WW         599 14 DX
QSO: 21000 RY 2017-09-23 1652 OA6Q          599 10 DX  DDR5N         599 14 DX
QSO: 21000 RY 2017-09-23 1652 OA6Q          599 10 DX  PI4CC         599 14 DX
QSO: 21000 RY 2017-09-23 1653 OA6Q          599 10 DX  OK2EQ         599 15 DX
QSO: 21000 RY 2017-09-23 1653 OA6Q          599 10 DX  DD1A          599 14 DX
QSO: 21000 RY 2017-09-23 1654 OA6Q          599 10 DX  WB0N          599 04 MN
QSO: 21000 RY 2017-09-23 1655 OA6Q          599 10 DX  LX7I          599 14 DX
QSO: 21000 RY 2017-09-23 1656 OA6Q          599 10 DX  DF0SAX        599 14 DX
QSO: 21000 RY 2017-09-23 1657 OA6Q          599 10 DX  TM3Z          599 14 DX
QSO: 21000 RY 2017-09-23 1705 OA6Q          599 10 DX  PU1MIL        599 11 DX
QSO: 21000 RY 2017-09-23 1706 OA6Q          599 10 DX  VA3RAC        599 04 ON
QSO: 21000 RY 2017-09-23 1707 OA6Q          599 10 DX  DK5QN         599 14 DX
QSO: 21000 RY 2017-09-23 1708 OA6Q          599 10 DX  HG3DX         599 15 DX
QSO: 21000 RY 2017-09-23 1709 OA6Q          599 10 DX  N3UA          599 05 VA
QSO: 21000 RY 2017-09-23 1709 OA6Q          599 10 DX  R7AB          599 16 DX
QSO: 21000 RY 2017-09-23 1710 OA6Q          599 10 DX  IK7NXU        599 15 DX
QSO: 21000 RY 2017-09-23 1712 OA6Q          599 10 DX  S52D          599 15 DX
QSO: 21000 RY 2017-09-23 1712 OA6Q          599 10 DX  SP6MLX        599 15 DX
QSO: 21000 RY 2017-09-23 1714 OA6Q          599 10 DX  DP9A          599 14 DX
QSO: 21000 RY 2017-09-23 1714 OA6Q          599 10 DX  IT9BLB        599 15 DX
QSO: 21000 RY 2017-09-23 1715 OA6Q          599 10 DX  G0FUV         599 14 DX
QSO: 21000 RY 2017-09-23 1716 OA6Q          599 10 DX  SV6JHA        599 20 DX
QSO: 21000 RY 2017-09-23 1717 OA6Q          599 10 DX  G4EZT         599 14 DX
QSO: 21000 RY 2017-09-23 1718 OA6Q          599 10 DX  IQ6AN         599 15 DX
QSO: 21000 RY 2017-09-23 1720 OA6Q          599 10 DX  DL1DTL        599 14 DX
QSO: 21000 RY 2017-09-23 1721 OA6Q          599 10 DX  SV1MO         599 20 DX
QSO: 21000 RY 2017-09-23 1722 OA6Q          599 10 DX  PU8YPL        599 11 DX
QSO: 21000 RY 2017-09-23 1723 OA6Q          599 10 DX  IZ5EME        599 15 DX
QSO: 21000 RY 2017-09-23 1724 OA6Q          599 10 DX  AT3T          599 22 DX
QSO: 21000 RY 2017-09-23 1725 OA6Q          599 10 DX  EA8PT         599 33 DX
QSO: 21000 RY 2017-09-23 1726 OA6Q          599 10 DX  DK5WJ         599 14 DX
QSO: 21000 RY 2017-09-23 1726 OA6Q          599 10 DX  SP6NZ         599 15 DX
QSO: 21000 RY 2017-09-23 1728 OA6Q          599 10 DX  SO2B          599 15 DX
QSO: 21000 RY 2017-09-23 1728 OA6Q          599 10 DX  WB2PJH        599 05 NJ
QSO: 21000 RY 2017-09-23 1729 OA6Q          599 10 DX  IT9ZZO        599 15 DX
QSO: 21000 RY 2017-09-23 1729 OA6Q          599 10 DX  OE3SGU        599 15 DX
QSO: 21000 RY 2017-09-23 1731 OA6Q          599 10 DX  OE3SGU        599 15 DX
QSO: 21000 RY 2017-09-23 1733 OA6Q          599 10 DX  KU4H          599 04 AL
QSO: 21000 RY 2017-09-23 1733 OA6Q          599 10 DX  KU2M          599 05 NJ
QSO: 21000 RY 2017-09-23 1733 OA6Q          599 10 DX  S51A          599 15 DX
QSO: 21000 RY 2017-09-23 1734 OA6Q          599 10 DX  WS9V          599 04 IL
QSO: 21000 RY 2017-09-23 1735 OA6Q          599 10 DX  VE3RZ         599 04 ON
QSO: 21000 RY 2017-09-23 1736 OA6Q          599 10 DX  KW4J          599 04 AL
QSO: 21000 RY 2017-09-23 1738 OA6Q          599 10 DX  VE2EBK        599 05 QC
QSO: 21000 RY 2017-09-23 1845 OA6Q          599 10 DX  EA5BZ         599 14 DX
QSO: 21000 RY 2017-09-23 2054 OA6Q          599 10 DX  WW4LL         599 05 GA
QSO: 21000 RY 2017-09-23 2056 OA6Q          599 10 DX  LU2FGL        599 13 DX
QSO: 21000 RY 2017-09-23 2100 OA6Q          599 10 DX  W4PK          599 05 VA
QSO: 21000 RY 2017-09-23 2102 OA6Q          599 10 DX  CW4MAX        599 13 DX
QSO: 21000 RY 2017-09-23 2103 OA6Q          599 10 DX  HK3J          599 09 DX
QSO: 21000 RY 2017-09-23 2105 OA6Q          599 10 DX  K7ZS          599 03 OR
QSO: 21000 RY 2017-09-23 2106 OA6Q          599 10 DX  CV7S          599 13 DX
QSO: 21000 RY 2017-09-23 2119 OA6Q          599 10 DX  K9CT          599 04 IL
QSO: 21000 RY 2017-09-23 2121 OA6Q          599 10 DX  LT0H          599 13 DX
QSO: 21000 RY 2017-09-23 2124 OA6Q          599 10 DX  LW9ETQ        599 13 DX
QSO: 21000 RY 2017-09-23 2126 OA6Q          599 10 DX  ZP5DNB        599 13 DX
QSO: 21000 RY 2017-09-23 2126 OA6Q          599 10 DX  KE8M          599 04 OH
QSO: 21000 RY 2017-09-23 2128 OA6Q          599 10 DX  KY7M          599 03 AZ
QSO: 21000 RY 2017-09-23 2129 OA6Q          599 10 DX  KO7SS         599 03 AZ
QSO: 21000 RY 2017-09-23 2130 OA6Q          599 10 DX  N4WW          599 05 FL
QSO: 21000 RY 2017-09-23 2130 OA6Q          599 10 DX  W3FV          599 05 PA
QSO: 21000 RY 2017-09-23 2131 OA6Q          599 10 DX  K6LL          599 03 AZ
QSO: 21000 RY 2017-09-23 2131 OA6Q          599 10 DX  W2YC          599 05 NJ
QSO: 21000 RY 2017-09-23 2132 OA6Q          599 10 DX  N6MB          599 03 CA
QSO: 21000 RY 2017-09-23 2132 OA6Q          599 10 DX  K2RD          599 03 NV
QSO: 21000 RY 2017-09-23 2133 OA6Q          599 10 DX  K4WW          599 04 KY
QSO: 21000 RY 2017-09-23 2133 OA6Q          599 10 DX  K6SRZ         599 03 CA
QSO: 21000 RY 2017-09-23 2134 OA6Q          599 10 DX  KA6BIM        599 03 OR
QSO: 21000 RY 2017-09-23 2134 OA6Q          599 10 DX  AA9L          599 04 WI
QSO: 21000 RY 2017-09-23 2135 OA6Q          599 10 DX  KB1EFS        599 05 MA
QSO: 21000 RY 2017-09-23 2136 OA6Q          599 10 DX  W5XB          599 05 GA
QSO: 21000 RY 2017-09-23 2136 OA6Q          599 10 DX  VE4VT         599 04 MB
QSO: 21000 RY 2017-09-23 2138 OA6Q          599 10 DX  VE5MX         599 04 SK
QSO: 21000 RY 2017-09-23 2138 OA6Q          599 10 DX  NG0E          599 04 MN
QSO: 21000 RY 2017-09-23 2139 OA6Q          599 10 DX  KB7ABJ        599 03 AZ
QSO: 21000 RY 2017-09-23 2139 OA6Q          599 10 DX  K0VG          599 04 MN
QSO: 21000 RY 2017-09-23 2141 OA6Q          599 10 DX  K0KX          599 04 MN
QSO: 21000 RY 2017-09-23 2142 OA6Q          599 10 DX  W0BM          599 04 MN
QSO: 21000 RY 2017-09-23 2144 OA6Q          599 10 DX  K0BX          599 04 MO
QSO: 21000 RY 2017-09-23 2144 OA6Q          599 10 DX  AF6SA         599 03 CA
QSO: 21000 RY 2017-09-23 2145 OA6Q          599 10 DX  VA7ST         599 03 BC
QSO: 21000 RY 2017-09-23 2146 OA6Q          599 10 DX  K3EST         599 03 CA
QSO: 21000 RY 2017-09-23 2146 OA6Q          599 10 DX  K2XR          599 05 PA
QSO: 21000 RY 2017-09-23 2147 OA6Q          599 10 DX  VE6TK         599 04 AB
QSO: 21000 RY 2017-09-23 2147 OA6Q          599 10 DX  W9FX          599 04 IL
QSO: 21000 RY 2017-09-23 2148 OA6Q          599 10 DX  W4TTY         599 05 VA
QSO: 21000 RY 2017-09-23 2148 OA6Q          599 10 DX  K0BJ          599 04 KS
QSO: 21000 RY 2017-09-23 2149 OA6Q          599 10 DX  N3OW          599 05 PA
QSO: 21000 RY 2017-09-23 2149 OA6Q          599 10 DX  V31VP         599 07 DX
QSO: 21000 RY 2017-09-23 2150 OA6Q          599 10 DX  WA3EKL        599 05 MD
QSO: 21000 RY 2017-09-23 2151 OA6Q          599 10 DX  K9EL          599 04 IL
QSO: 21000 RY 2017-09-23 2152 OA6Q          599 10 DX  PT2CM         599 11 DX
QSO: 21000 RY 2017-09-23 2153 OA6Q          599 10 DX  CO8RCP        599 08 DX
QSO: 21000 RY 2017-09-23 2153 OA6Q          599 10 DX  W7LKG         599 03 WA
QSO: 21000 RY 2017-09-23 2155 OA6Q          599 10 DX  K3LR          599 05 PA
QSO: 21000 RY 2017-09-23 2156 OA6Q          599 10 DX  W5WQ          599 04 MS
QSO: 21000 RY 2017-09-23 2157 OA6Q          599 10 DX  AB0X          599 04 KS
QSO: 21000 RY 2017-09-23 2157 OA6Q          599 10 DX  NA2AA         599 05 NJ
QSO: 21000 RY 2017-09-23 2158 OA6Q          599 10 DX  K6HGF         599 03 CA
QSO: 21000 RY 2017-09-23 2158 OA6Q          599 10 DX  KC1SA         599 05 CT
QSO: 21000 RY 2017-09-23 2159 OA6Q          599 10 DX  JA1BPA        599 25 DX
QSO: 21000 RY 2017-09-23 2200 OA6Q          599 10 DX  KI6RRN        599 03 CA
QSO: 21000 RY 2017-09-23 2201 OA6Q          599 10 DX  W7WW          599 03 AZ
