START-OF-LOG: 3.0
CALLSIGN: R9XC
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 18410
NAME: Andrey Pervakov
LOCATION: DX
OPERATORS: R9XC
CLUB: Radio Club Parma
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6789.0
SOAPBOX: I am in the cardiology center, one of these days I will have an operation.
SOAPBOX: Two days I ran from the hospital to participate in the contest.
QSO: 21099 RY 2017-09-23 1155 R9XC          599 17 DX  ED3D          599 14 DX
QSO: 21093 RY 2017-09-23 1202 R9XC          599 17 DX  IK2NCJ        599 15 DX
QSO: 21086 RY 2017-09-23 1205 R9XC          599 17 DX  IZ7UMS        599 15 DX
QSO: 21084 RY 2017-09-23 1207 R9XC          599 17 DX  SV5/DL3DRN    599 20 DX
QSO: 21084 RY 2017-09-23 1217 R9XC          599 17 DX  A44A          599 21 DX
QSO: 21081 RY 2017-09-23 1220 R9XC          599 17 DX  YB1BML        599 28 DX
QSO: 21081 RY 2017-09-23 1224 R9XC          599 17 DX  HZ1HN         599 21 DX
QSO: 21088 RY 2017-09-23 1235 R9XC          599 17 DX  A61EK         599 21 DX
QSO: 21094 RY 2017-09-23 1251 R9XC          599 17 DX  SV9FBG        599 20 DX
QSO: 21127 RY 2017-09-23 1254 R9XC          599 17 DX  9H1AE         599 15 DX
QSO: 21083 RY 2017-09-23 1327 R9XC          599 17 DX  CR3A          599 33 DX
QSO: 14120 RY 2017-09-23 1341 R9XC          599 17 DX  UR6QS         599 16 DX
QSO: 14120 RY 2017-09-23 1342 R9XC          599 17 DX  DL1T          599 14 DX
QSO: 14120 RY 2017-09-23 1343 R9XC          599 17 DX  IW1PPM        599 15 DX
QSO: 14120 RY 2017-09-23 1345 R9XC          599 17 DX  R6KEE         599 16 DX
QSO: 14123 RY 2017-09-23 1357 R9XC          599 17 DX  OM8LA         599 15 DX
QSO: 14123 RY 2017-09-23 1359 R9XC          599 17 DX  DH8WG         599 14 DX
QSO: 14123 RY 2017-09-23 1400 R9XC          599 17 DX  SW9XB         599 20 DX
QSO: 14123 RY 2017-09-23 1401 R9XC          599 17 DX  UR5QU         599 16 DX
QSO: 14123 RY 2017-09-23 1402 R9XC          599 17 DX  UZ2I          599 16 DX
QSO: 14123 RY 2017-09-23 1404 R9XC          599 17 DX  UR7TT         599 16 DX
QSO: 14123 RY 2017-09-23 1405 R9XC          599 17 DX  SP7EWL        599 15 DX
QSO: 14123 RY 2017-09-23 1407 R9XC          599 17 DX  UT8EL         599 16 DX
QSO: 14123 RY 2017-09-23 1410 R9XC          599 17 DX  UT5EPP        599 16 DX
QSO: 14123 RY 2017-09-23 1410 R9XC          599 17 DX  OK2EA         599 15 DX
QSO: 14123 RY 2017-09-23 1417 R9XC          599 17 DX  UT8NT         599 16 DX
QSO: 14123 RY 2017-09-23 1418 R9XC          599 17 DX  OK2TBC        599 15 DX
QSO: 14123 RY 2017-09-23 1418 R9XC          599 17 DX  SP2HYO        599 15 DX
