START-OF-LOG: 3.0
CALLSIGN: YL/ES5ZF
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 163705
NAME: Kaspars Uztics
LOCATION: DX
OPERATORS: YL1ZF
CLUB: Latvian Contest club
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.6789.0
SOAPBOX: Few hours of operation in between antenna works for upcoming DXPED
QSO: 14090 RY 2017-09-23 1742 YL/ES5ZF      599 15 DX  G0BRC         599 14 DX
QSO: 14091 RY 2017-09-23 1743 YL/ES5ZF      599 15 DX  CR3A          599 33 DX
QSO: 14092 RY 2017-09-23 1744 YL/ES5ZF      599 15 DX  PI4CC         599 14 DX
QSO: 14099 RY 2017-09-23 1746 YL/ES5ZF      599 15 DX  PC5D          599 14 DX
QSO: 14099 RY 2017-09-23 1747 YL/ES5ZF      599 15 DX  DK2AT         599 14 DX
QSO: 14079 RY 2017-09-23 1751 YL/ES5ZF      599 15 DX  KI1G          599 05 RI
QSO: 14113 RY 2017-09-23 1754 YL/ES5ZF      599 15 DX  G2U           599 14 DX
QSO: 14113 RY 2017-09-23 1755 YL/ES5ZF      599 15 DX  K4FXN         599 04 KY
QSO: 14113 RY 2017-09-23 1757 YL/ES5ZF      599 15 DX  W3RGA         599 05 PA
QSO: 14113 RY 2017-09-23 1757 YL/ES5ZF      599 15 DX  WB2WPM        599 05 NY
QSO: 14113 RY 2017-09-23 1758 YL/ES5ZF      599 15 DX  IZ4TNM        599 15 DX
QSO: 14113 RY 2017-09-23 1803 YL/ES5ZF      599 15 DX  DF4JM         599 14 DX
QSO: 14113 RY 2017-09-23 1803 YL/ES5ZF      599 15 DX  KB1W          599 05 MA
QSO: 14113 RY 2017-09-23 1804 YL/ES5ZF      599 15 DX  SV3QUP        599 20 DX
