START-OF-LOG: 3.0
CALLSIGN: OF5C
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-OVERLAY:
CLAIMED-SCORE: 2371248
NAME: OldHouseRadioClub
LOCATION: DX
OPERATORS: OH5CZ OH5CY OH5CW OH2MZB OH5ELW OH5ELX OH5BW OH5FP TEEMU IIRO MAURI LEO
QSO:  3596 RY 2017-09-23 0044 OF5C          599 15 DX  OK3RM         599 15 DX
QSO:  3596 RY 2017-09-23 0045 OF5C          599 15 DX  LA6TPA        599 14 DX
QSO:  7036 RY 2017-09-23 0046 OF5C          599 15 DX  OK3C          599 15 DX
QSO:  3597 RY 2017-09-23 0046 OF5C          599 15 DX  IZ1LBG        599 15 DX
QSO:  7037 RY 2017-09-23 0047 OF5C          599 15 DX  OH2PM         599 15 DX
QSO:  7038 RY 2017-09-23 0047 OF5C          599 15 DX  IZ0PMV        599 15 DX
QSO:  3598 RY 2017-09-23 0048 OF5C          599 15 DX  EB3CW         599 14 DX
QSO:  7038 RY 2017-09-23 0048 OF5C          599 15 DX  G3TXF         599 14 DX
QSO:  3599 RY 2017-09-23 0049 OF5C          599 15 DX  UX1UX         599 16 DX
QSO: 14095 RY 2017-09-23 0050 OF5C          599 15 DX  IK4GNI        599 15 DX
QSO:  3599 RY 2017-09-23 0051 OF5C          599 15 DX  RT9S          599 16 DX
QSO:  7041 RY 2017-09-23 0051 OF5C          599 15 DX  EA8DED        599 33 DX
QSO:  7040 RY 2017-09-23 0053 OF5C          599 15 DX  YQ6A          599 20 DX
QSO:  3600 RY 2017-09-23 0053 OF5C          599 15 DX  HA8JV         599 15 DX
QSO:  7043 RY 2017-09-23 0053 OF5C          599 15 DX  CR5V          599 14 DX
QSO:  7044 RY 2017-09-23 0054 OF5C          599 15 DX  9A1A          599 15 DX
QSO:  3601 RY 2017-09-23 0056 OF5C          599 15 DX  YU1UN         599 15 DX
QSO:  7044 RY 2017-09-23 0056 OF5C          599 15 DX  EF9R          599 33 DX
QSO:  7046 RY 2017-09-23 0057 OF5C          599 15 DX  YU1BN         599 15 DX
QSO:  3603 RY 2017-09-23 0058 OF5C          599 15 DX  SQ1OD         599 15 DX
QSO:  7050 RY 2017-09-23 0058 OF5C          599 15 DX  OM2VL         599 15 DX
QSO:  7051 RY 2017-09-23 0059 OF5C          599 15 DX  A44A          599 21 DX
QSO:  3603 RY 2017-09-23 0100 OF5C          599 15 DX  HA6NL         599 15 DX
QSO:  7051 RY 2017-09-23 0100 OF5C          599 15 DX  S52X          599 15 DX
QSO:  7051 RY 2017-09-23 0101 OF5C          599 15 DX  LY7Z          599 15 DX
QSO:  3604 RY 2017-09-23 0101 OF5C          599 15 DX  IZ2GRG        599 15 DX
QSO:  7053 RY 2017-09-23 0102 OF5C          599 15 DX  CR3A          599 33 DX
QSO:  3604 RY 2017-09-23 0103 OF5C          599 15 DX  SV2CLJ        599 20 DX
QSO:  7053 RY 2017-09-23 0103 OF5C          599 15 DX  LZ5K          599 20 DX
QSO: 14092 RY 2017-09-23 0104 OF5C          599 15 DX  9A1A          599 15 DX
QSO:  7046 RY 2017-09-23 0105 OF5C          599 15 DX  EI7M          599 14 DX
QSO:  3605 RY 2017-09-23 0106 OF5C          599 15 DX  M0NKR         599 14 DX
QSO:  3606 RY 2017-09-23 0106 OF5C          599 15 DX  UT3UFH        599 16 DX
QSO:  3608 RY 2017-09-23 0108 OF5C          599 15 DX  DL7URH        599 14 DX
QSO:  3610 RY 2017-09-23 0109 OF5C          599 15 DX  OM3IAG        599 15 DX
QSO:  7049 RY 2017-09-23 0112 OF5C          599 15 DX  LZ7A          599 20 DX
QSO:  3612 RY 2017-09-23 0112 OF5C          599 15 DX  RT4W          599 16 DX
QSO:  3612 RY 2017-09-23 0113 OF5C          599 15 DX  RU3XB         599 16 DX
QSO:  7042 RY 2017-09-23 0113 OF5C          599 15 DX  SN8B          599 15 DX
QSO:  7040 RY 2017-09-23 0115 OF5C          599 15 DX  OH5EUY        599 15 DX
QSO:  3612 RY 2017-09-23 0115 OF5C          599 15 DX  LZ7A          599 20 DX
QSO:  7040 RY 2017-09-23 0115 OF5C          599 15 DX  EA1BD         599 14 DX
QSO:  3612 RY 2017-09-23 0118 OF5C          599 15 DX  S58Q          599 15 DX
QSO:  7043 RY 2017-09-23 0119 OF5C          599 15 DX  UW1M          599 16 DX
QSO:  7054 RY 2017-09-23 0120 OF5C          599 15 DX  S53X          599 15 DX
QSO: 14093 RY 2017-09-23 0123 OF5C          599 15 DX  JT5DX         599 23 DX
QSO:  3606 RY 2017-09-23 0123 OF5C          599 15 DX  HB2K          599 14 DX
QSO:  7070 RY 2017-09-23 0127 OF5C          599 15 DX  E73Y          599 15 DX
QSO:  7070 RY 2017-09-23 0128 OF5C          599 15 DX  UA6JQ         599 16 DX
QSO:  7070 RY 2017-09-23 0128 OF5C          599 15 DX  I4DZ          599 15 DX
QSO:  3604 RY 2017-09-23 0128 OF5C          599 15 DX  A44A          599 21 DX
QSO:  7070 RY 2017-09-23 0129 OF5C          599 15 DX  S51CK         599 15 DX
QSO:  3603 RY 2017-09-23 0130 OF5C          599 15 DX  DP9A          599 14 DX
QSO:  7070 RY 2017-09-23 0132 OF5C          599 15 DX  HG3DX         599 15 DX
QSO:  7070 RY 2017-09-23 0133 OF5C          599 15 DX  LZ1QV         599 20 DX
QSO: 14114 RY 2017-09-23 0133 OF5C          599 15 DX  JN4MMO        599 25 DX
QSO:  7070 RY 2017-09-23 0133 OF5C          599 15 DX  SP9YFF        599 15 DX
QSO:  7070 RY 2017-09-23 0135 OF5C          599 15 DX  EW7M          599 16 DX
QSO:  7070 RY 2017-09-23 0136 OF5C          599 15 DX  HA6NL         599 15 DX
QSO:  7070 RY 2017-09-23 0137 OF5C          599 15 DX  HB9AWS        599 14 DX
QSO:  3500 RY 2017-09-23 0138 OF5C          599 15 DX  SV5DKL        599 20 DX
QSO:  7070 RY 2017-09-23 0138 OF5C          599 15 DX  IK8NBE        599 15 DX
QSO:  7070 RY 2017-09-23 0140 OF5C          599 15 DX  DL5RK         599 14 DX
QSO:  3500 RY 2017-09-23 0141 OF5C          599 15 DX  LY7Z          599 15 DX
QSO:  3500 RY 2017-09-23 0143 OF5C          599 15 DX  UW5Y          599 16 DX
QSO:  7070 RY 2017-09-23 0143 OF5C          599 15 DX  TK/DL1RTL     599 15 DX
QSO:  3606 RY 2017-09-23 0145 OF5C          599 15 DX  YO5BYV        599 20 DX
QSO:  7070 RY 2017-09-23 0145 OF5C          599 15 DX  IU0CNI        599 15 DX
QSO:  3606 RY 2017-09-23 0146 OF5C          599 15 DX  IZ4JMA        599 15 DX
QSO:  3606 RY 2017-09-23 0146 OF5C          599 15 DX  IQ3RK         599 15 DX
QSO:  7070 RY 2017-09-23 0146 OF5C          599 15 DX  E72MD         599 15 DX
QSO:  7070 RY 2017-09-23 0148 OF5C          599 15 DX  EA7/HG3IPA    599 14 DX
QSO:  3606 RY 2017-09-23 0149 OF5C          599 15 DX  R7RIB         599 16 DX
QSO:  3606 RY 2017-09-23 0149 OF5C          599 15 DX  HB9AWS        599 14 DX
QSO:  7070 RY 2017-09-23 0151 OF5C          599 15 DX  OK2RVM        599 15 DX
QSO:  3606 RY 2017-09-23 0152 OF5C          599 15 DX  ON3DI         599 14 DX
QSO:  3606 RY 2017-09-23 0153 OF5C          599 15 DX  IT9RZU        599 15 DX
QSO:  7070 RY 2017-09-23 0153 OF5C          599 15 DX  9A7T          599 15 DX
QSO:  3606 RY 2017-09-23 0153 OF5C          599 15 DX  DG7RO         599 14 DX
QSO:  3606 RY 2017-09-23 0156 OF5C          599 15 DX  OH5EUY        599 15 DX
QSO:  3606 RY 2017-09-23 0157 OF5C          599 15 DX  US0HZ         599 16 DX
QSO:  3606 RY 2017-09-23 0159 OF5C          599 15 DX  UT8IK         599 16 DX
QSO:  7070 RY 2017-09-23 0159 OF5C          599 15 DX  I3PXN         599 15 DX
QSO:  3606 RY 2017-09-23 0200 OF5C          599 15 DX  UT2EF         599 16 DX
QSO:  7070 RY 2017-09-23 0201 OF5C          599 15 DX  HA0MS         599 15 DX
QSO:  7070 RY 2017-09-23 0202 OF5C          599 15 DX  HB9DHG        599 14 DX
QSO: 14081 RY 2017-09-23 0204 OF5C          599 15 DX  R0CW          599 19 DX
QSO:  7070 RY 2017-09-23 0206 OF5C          599 15 DX  UW7W          599 16 DX
QSO:  3606 RY 2017-09-23 0207 OF5C          599 15 DX  YO9HP         599 20 DX
QSO:  3606 RY 2017-09-23 0208 OF5C          599 15 DX  SQ2WHH        599 15 DX
QSO:  3606 RY 2017-09-23 0209 OF5C          599 15 DX  YO6HSU        599 20 DX
QSO:  3606 RY 2017-09-23 0209 OF5C          599 15 DX  UY1HY         599 16 DX
QSO:  3606 RY 2017-09-23 0210 OF5C          599 15 DX  IK2NCJ        599 15 DX
QSO:  3606 RY 2017-09-23 0212 OF5C          599 15 DX  F5OHM         599 14 DX
QSO:  7098 RY 2017-09-23 0214 OF5C          599 15 DX  PX2V          599 11 DX
QSO:  3606 RY 2017-09-23 0215 OF5C          599 15 DX  P3X           599 20 DX
QSO:  3606 RY 2017-09-23 0215 OF5C          599 15 DX  EW8DX         599 16 DX
QSO:  7073 RY 2017-09-23 0215 OF5C          599 15 DX  RT9S          599 16 DX
QSO:  3606 RY 2017-09-23 0216 OF5C          599 15 DX  SP2KDS        599 15 DX
QSO:  3606 RY 2017-09-23 0223 OF5C          599 15 DX  OH3D          599 15 DX
QSO:  3606 RY 2017-09-23 0223 OF5C          599 15 DX  LY1R          599 15 DX
QSO:  3606 RY 2017-09-23 0224 OF5C          599 15 DX  PA4G          599 14 DX
QSO:  3606 RY 2017-09-23 0226 OF5C          599 15 DX  IW9GTD        599 15 DX
QSO:  3606 RY 2017-09-23 0229 OF5C          599 15 DX  IK3XJP        599 15 DX
QSO:  7078 RY 2017-09-23 0229 OF5C          599 15 DX  YO8RFS        599 20 DX
QSO:  7078 RY 2017-09-23 0229 OF5C          599 15 DX  IZ4JMA        599 15 DX
QSO:  7078 RY 2017-09-23 0231 OF5C          599 15 DX  OF5FP         599 15 DX
QSO:  7078 RY 2017-09-23 0234 OF5C          599 15 DX  HB9TOC        599 14 DX
QSO:  3606 RY 2017-09-23 0234 OF5C          599 15 DX  DK3WW         599 14 DX
QSO:  3606 RY 2017-09-23 0234 OF5C          599 15 DX  DL8DWL        599 14 DX
QSO:  3606 RY 2017-09-23 0235 OF5C          599 15 DX  OF3OK         599 15 DX
QSO:  7078 RY 2017-09-23 0235 OF5C          599 15 DX  TM6V          599 14 DX
QSO:  3606 RY 2017-09-23 0236 OF5C          599 15 DX  CR3W          599 33 DX
QSO:  7078 RY 2017-09-23 0237 OF5C          599 15 DX  9A5ST         599 15 DX
QSO:  3606 RY 2017-09-23 0237 OF5C          599 15 DX  OF5FP         599 15 DX
QSO:  3606 RY 2017-09-23 0242 OF5C          599 15 DX  OE3DXA        599 15 DX
QSO:  3606 RY 2017-09-23 0243 OF5C          599 15 DX  OK1EP         599 15 DX
QSO:  7066 RY 2017-09-23 0245 OF5C          599 15 DX  IQ6AN         599 15 DX
QSO:  3606 RY 2017-09-23 0245 OF5C          599 15 DX  IQ2CJ         599 15 DX
QSO:  7065 RY 2017-09-23 0247 OF5C          599 15 DX  YL2GD         599 15 DX
QSO:  3606 RY 2017-09-23 0247 OF5C          599 15 DX  G3VGZ         599 14 DX
QSO: 14101 RY 2017-09-23 0248 OF5C          599 15 DX  DS5USH        599 25 DX
QSO:  3606 RY 2017-09-23 0249 OF5C          599 15 DX  DL8AKA        599 14 DX
QSO:  3606 RY 2017-09-23 0249 OF5C          599 15 DX  DL5KUD        599 14 DX
QSO:  3606 RY 2017-09-23 0250 OF5C          599 15 DX  OK1DWQ        599 15 DX
QSO:  3606 RY 2017-09-23 0251 OF5C          599 15 DX  RO1M          599 16 DX
QSO:  7042 RY 2017-09-23 0252 OF5C          599 15 DX  IK0ALH        599 15 DX
QSO:  3606 RY 2017-09-23 0254 OF5C          599 15 DX  IW4EGX        599 15 DX
QSO:  3606 RY 2017-09-23 0254 OF5C          599 15 DX  IZ7XNB        599 15 DX
QSO:  3606 RY 2017-09-23 0256 OF5C          599 15 DX  EU8R          599 16 DX
QSO:  3606 RY 2017-09-23 0256 OF5C          599 15 DX  YO3APJ        599 20 DX
QSO:  3606 RY 2017-09-23 0259 OF5C          599 15 DX  DF8XC         599 14 DX
QSO:  7072 RY 2017-09-23 0300 OF5C          599 15 DX  DL6NDW        599 14 DX
QSO:  7072 RY 2017-09-23 0300 OF5C          599 15 DX  LZ8U          599 20 DX
QSO:  3606 RY 2017-09-23 0302 OF5C          599 15 DX  OZ/DJ1XT      599 14 DX
QSO: 14090 RY 2017-09-23 0302 OF5C          599 15 DX  BD3CB         599 24 DX
QSO:  7072 RY 2017-09-23 0303 OF5C          599 15 DX  RK9AY         599 17 DX
QSO:  3606 RY 2017-09-23 0303 OF5C          599 15 DX  R2AT          599 16 DX
QSO: 14084 RY 2017-09-23 0303 OF5C          599 15 DX  YL2KO         599 15 DX
QSO:  7072 RY 2017-09-23 0303 OF5C          599 15 DX  IX1CLD        599 15 DX
QSO:  7072 RY 2017-09-23 0304 OF5C          599 15 DX  UR7TT         599 16 DX
QSO:  7072 RY 2017-09-23 0304 OF5C          599 15 DX  RO9A          599 17 DX
QSO:  3606 RY 2017-09-23 0305 OF5C          599 15 DX  UW6E          599 16 DX
QSO:  7072 RY 2017-09-23 0306 OF5C          599 15 DX  IK2SND        599 15 DX
QSO:  3593 RY 2017-09-23 0309 OF5C          599 15 DX  DK3GI         599 14 DX
QSO:  3592 RY 2017-09-23 0310 OF5C          599 15 DX  OU2DX         599 14 DX
QSO:  7068 RY 2017-09-23 0311 OF5C          599 15 DX  ON4CT         599 14 DX
QSO:  7062 RY 2017-09-23 0314 OF5C          599 15 DX  W3LL          599 05 MD
QSO:  3601 RY 2017-09-23 0315 OF5C          599 15 DX  OH0JWL        599 15 DX
QSO:  7055 RY 2017-09-23 0315 OF5C          599 15 DX  LT5X          599 13 DX
QSO: 14098 RY 2017-09-23 0317 OF5C          599 15 DX  JA6GCE        599 25 DX
QSO:  3607 RY 2017-09-23 0318 OF5C          599 15 DX  SN8B          599 15 DX
QSO:  3607 RY 2017-09-23 0319 OF5C          599 15 DX  UT2AU         599 16 DX
QSO:  3607 RY 2017-09-23 0319 OF5C          599 15 DX  IZ0PMV        599 15 DX
QSO:  7046 RY 2017-09-23 0319 OF5C          599 15 DX  OU2DX         599 14 DX
QSO:  3607 RY 2017-09-23 0320 OF5C          599 15 DX  UX1CL         599 16 DX
QSO:  3607 RY 2017-09-23 0320 OF5C          599 15 DX  UA5F          599 16 DX
QSO: 14088 RY 2017-09-23 0321 OF5C          599 15 DX  RW0AR         599 18 DX
QSO:  7059 RY 2017-09-23 0322 OF5C          599 15 DX  SJ2W          599 14 DX
QSO:  3595 RY 2017-09-23 0326 OF5C          599 15 DX  SM6NOC        599 14 DX
QSO: 14081 RY 2017-09-23 0327 OF5C          599 15 DX  RK8I          599 18 DX
QSO: 14081 RY 2017-09-23 0328 OF5C          599 15 DX  UC0A          599 18 DX
QSO:  7047 RY 2017-09-23 0331 OF5C          599 15 DX  S50A          599 15 DX
QSO:  7046 RY 2017-09-23 0332 OF5C          599 15 DX  CR3W          599 33 DX
QSO: 14095 RY 2017-09-23 0332 OF5C          599 15 DX  UA0AKY        599 18 DX
QSO:  7045 RY 2017-09-23 0333 OF5C          599 15 DX  A61M          599 21 DX
QSO: 14100 RY 2017-09-23 0335 OF5C          599 15 DX  JH4UYB        599 25 DX
QSO:  7038 RY 2017-09-23 0336 OF5C          599 15 DX  IT9BLB        599 15 DX
QSO:  3589 RY 2017-09-23 0337 OF5C          599 15 DX  YL2KF         599 15 DX
QSO:  7036 RY 2017-09-23 0337 OF5C          599 15 DX  RG4A          599 16 DX
QSO:  7035 RY 2017-09-23 0338 OF5C          599 15 DX  SO4M          599 15 DX
QSO:  7039 RY 2017-09-23 0339 OF5C          599 15 DX  IZ2FOS        599 15 DX
QSO:  3586 RY 2017-09-23 0340 OF5C          599 15 DX  NR4M          599 05 VA
QSO:  3582 RY 2017-09-23 0344 OF5C          599 15 DX  OK2SFP        599 15 DX
QSO:  3581 RY 2017-09-23 0345 OF5C          599 15 DX  HB0/DL1YM     599 14 DX
QSO:  7052 RY 2017-09-23 0345 OF5C          599 15 DX  4Z5KU         599 20 DX
QSO:  7054 RY 2017-09-23 0346 OF5C          599 15 DX  IK2NCJ        599 15 DX
QSO:  3577 RY 2017-09-23 0347 OF5C          599 15 DX  AA3B          599 05 PA
QSO:  7056 RY 2017-09-23 0350 OF5C          599 15 DX  ZB2TT         599 14 DX
QSO:  3588 RY 2017-09-23 0352 OF5C          599 15 DX  EA1AKS        599 14 DX
QSO:  7053 RY 2017-09-23 0352 OF5C          599 15 DX  PZ5RA         599 09 DX
QSO:  3608 RY 2017-09-23 0355 OF5C          599 15 DX  UA3IHJ        599 16 DX
QSO:  3608 RY 2017-09-23 0357 OF5C          599 15 DX  SM6NET        599 14 DX
QSO:  3602 RY 2017-09-23 0403 OF5C          599 15 DX  CS5CRE        599 14 DX
QSO:  7079 RY 2017-09-23 0404 OF5C          599 15 DX  UW6E          599 16 DX
QSO:  3589 RY 2017-09-23 0405 OF5C          599 15 DX  I4DZ          599 15 DX
QSO: 14082 RY 2017-09-23 0405 OF5C          599 15 DX  UC8U          599 18 DX
QSO:  7079 RY 2017-09-23 0407 OF5C          599 15 DX  YO6HSU        599 20 DX
QSO:  7079 RY 2017-09-23 0407 OF5C          599 15 DX  F1VEV         599 14 DX
QSO: 14101 RY 2017-09-23 0408 OF5C          599 15 DX  UB0A          599 18 DX
QSO:  7079 RY 2017-09-23 0411 OF5C          599 15 DX  DK1AX         599 14 DX
QSO:  7079 RY 2017-09-23 0413 OF5C          599 15 DX  S50W          599 15 DX
QSO: 14081 RY 2017-09-23 0415 OF5C          599 15 DX  A44A          599 21 DX
QSO:  7079 RY 2017-09-23 0416 OF5C          599 15 DX  PY5EG         599 11 DX
QSO:  3603 RY 2017-09-23 0417 OF5C          599 15 DX  RX3VF         599 16 DX
QSO:  3603 RY 2017-09-23 0419 OF5C          599 15 DX  PY5EG         599 11 DX
QSO:  7079 RY 2017-09-23 0420 OF5C          599 15 DX  IZ8JFL        599 15 DX
QSO:  3604 RY 2017-09-23 0422 OF5C          599 15 DX  OH6DX         599 15 DX
QSO:  3604 RY 2017-09-23 0423 OF5C          599 15 DX  DL0HMK        599 14 DX
QSO:  7079 RY 2017-09-23 0425 OF5C          599 15 DX  5P9X          599 14 DX
QSO:  7079 RY 2017-09-23 0426 OF5C          599 15 DX  EB5CUZ        599 14 DX
QSO: 14090 RY 2017-09-23 0427 OF5C          599 15 DX  RW9MZ         599 17 DX
QSO:  7063 RY 2017-09-23 0430 OF5C          599 15 DX  PI4COM        599 14 DX
QSO: 14080 RY 2017-09-23 0431 OF5C          599 15 DX  A65DC         599 21 DX
QSO:  3593 RY 2017-09-23 0432 OF5C          599 15 DX  LY2J          599 15 DX
QSO:  7065 RY 2017-09-23 0433 OF5C          599 15 DX  IZ7FLP        599 15 DX
QSO:  7062 RY 2017-09-23 0434 OF5C          599 15 DX  EC5AC         599 14 DX
QSO:  7060 RY 2017-09-23 0434 OF5C          599 15 DX  DF8XC         599 14 DX
QSO:  7058 RY 2017-09-23 0435 OF5C          599 15 DX  UA3PI         599 16 DX
QSO:  7056 RY 2017-09-23 0436 OF5C          599 15 DX  RA3Y          599 16 DX
QSO:  7054 RY 2017-09-23 0438 OF5C          599 15 DX  IZ7ECL        599 15 DX
QSO: 14083 RY 2017-09-23 0441 OF5C          599 15 DX  JA8TR         599 25 DX
QSO:  7047 RY 2017-09-23 0443 OF5C          599 15 DX  SV2DSJ        599 20 DX
QSO:  7048 RY 2017-09-23 0444 OF5C          599 15 DX  ED2C          599 14 DX
QSO:  7048 RY 2017-09-23 0445 OF5C          599 15 DX  EA3KX         599 14 DX
QSO:  7049 RY 2017-09-23 0446 OF5C          599 15 DX  UX7QV         599 16 DX
QSO: 14083 RY 2017-09-23 0446 OF5C          599 15 DX  JG4AKL        599 25 DX
QSO: 14096 RY 2017-09-23 0447 OF5C          599 15 DX  OH2T          599 15 DX
QSO:  7055 RY 2017-09-23 0448 OF5C          599 15 DX  SM6BZV        599 14 DX
QSO:  7058 RY 2017-09-23 0450 OF5C          599 15 DX  OZ5BAL        599 14 DX
QSO:  7059 RY 2017-09-23 0451 OF5C          599 15 DX  OP7B          599 14 DX
QSO:  7060 RY 2017-09-23 0452 OF5C          599 15 DX  DM5TI         599 14 DX
QSO:  7062 RY 2017-09-23 0453 OF5C          599 15 DX  DL1AIW        599 14 DX
QSO:  7065 RY 2017-09-23 0454 OF5C          599 15 DX  YP5A          599 20 DX
QSO:  7066 RY 2017-09-23 0454 OF5C          599 15 DX  DJ3NG         599 14 DX
QSO:  7063 RY 2017-09-23 0455 OF5C          599 15 DX  UW5Y          599 16 DX
QSO:  7066 RY 2017-09-23 0455 OF5C          599 15 DX  EA1AKS        599 14 DX
QSO:  7069 RY 2017-09-23 0456 OF5C          599 15 DX  IZ4GWE        599 15 DX
QSO:  7071 RY 2017-09-23 0456 OF5C          599 15 DX  PY1GQ         599 11 DX
QSO:  7073 RY 2017-09-23 0458 OF5C          599 15 DX  M0NKR         599 14 DX
QSO:  7066 RY 2017-09-23 0501 OF5C          599 15 DX  DK1LRS        599 14 DX
QSO:  7055 RY 2017-09-23 0503 OF5C          599 15 DX  DK3T          599 14 DX
QSO:  7052 RY 2017-09-23 0504 OF5C          599 15 DX  UW3U          599 16 DX
QSO:  7051 RY 2017-09-23 0504 OF5C          599 15 DX  UT8EL         599 16 DX
QSO: 14089 RY 2017-09-23 0505 OF5C          599 15 DX  SV1JG         599 20 DX
QSO: 14094 RY 2017-09-23 0505 OF5C          599 15 DX  JA2BQX        599 25 DX
QSO:  7048 RY 2017-09-23 0505 OF5C          599 15 DX  R7AB          599 16 DX
QSO:  7043 RY 2017-09-23 0506 OF5C          599 15 DX  ED3D          599 14 DX
