START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: DJ1YF
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
CLAIMED-SCORE: 145856
CREATED-BY: UcxLog 7.77
OPERATORS: DJ1YF
NAME: Arno
QSO: 14000 RY 2017-09-23 0629 DJ1YF         599 14 DX  UN0LL         599 17 DX
QSO: 14000 RY 2017-09-23 0632 DJ1YF         599 14 DX  RA4LY         599 16 DX
QSO: 14000 RY 2017-09-23 0634 DJ1YF         599 14 DX  UW1M          599 16 DX
QSO: 14000 RY 2017-09-23 0637 DJ1YF         599 14 DX  CT7AJL        599 14 DX
QSO: 14000 RY 2017-09-23 0639 DJ1YF         599 14 DX  UA6CE         599 16 DX
QSO: 14000 RY 2017-09-23 0640 DJ1YF         599 14 DX  R7AB          599 16 DX
QSO: 14000 RY 2017-09-23 0641 DJ1YF         599 14 DX  A61EK         599 21 DX
QSO: 14000 RY 2017-09-23 0643 DJ1YF         599 14 DX  UR5R          599 16 DX
QSO: 14000 RY 2017-09-23 0644 DJ1YF         599 14 DX  EA7AKK        599 14 DX
QSO: 14000 RY 2017-09-23 0645 DJ1YF         599 14 DX  JA7IC         599 25 DX
QSO: 14000 RY 2017-09-23 0646 DJ1YF         599 14 DX  P3X           599 20 DX
QSO: 14000 RY 2017-09-23 0648 DJ1YF         599 14 DX  LZ5XQ         599 20 DX
QSO: 14000 RY 2017-09-23 0652 DJ1YF         599 14 DX  UX7QV         599 16 DX
QSO: 14000 RY 2017-09-23 0653 DJ1YF         599 14 DX  LZ2JA         599 20 DX
QSO: 14000 RY 2017-09-23 0654 DJ1YF         599 14 DX  JE1ZWT        599 25 DX
QSO: 14000 RY 2017-09-23 0655 DJ1YF         599 14 DX  IZ7ECL        599 15 DX
QSO: 14000 RY 2017-09-23 0655 DJ1YF         599 14 DX  UC0A          599 18 DX
QSO: 14000 RY 2017-09-23 0658 DJ1YF         599 14 DX  RK8I          599 18 DX
QSO: 14000 RY 2017-09-23 0659 DJ1YF         599 14 DX  RA6LIS        599 16 DX
QSO: 14000 RY 2017-09-23 0700 DJ1YF         599 14 DX  OF5C          599 15 DX
QSO: 14000 RY 2017-09-23 0701 DJ1YF         599 14 DX  4Z4AK         599 20 DX
QSO: 14000 RY 2017-09-23 0703 DJ1YF         599 14 DX  CR5V          599 14 DX
QSO: 14000 RY 2017-09-23 0705 DJ1YF         599 14 DX  UW3U          599 16 DX
QSO: 14000 RY 2017-09-23 0707 DJ1YF         599 14 DX  OF3FM         599 15 DX
QSO: 14000 RY 2017-09-23 0709 DJ1YF         599 14 DX  CR3W          599 33 DX
QSO: 14000 RY 2017-09-23 0713 DJ1YF         599 14 DX  UA4S          599 16 DX
QSO: 14000 RY 2017-09-23 0714 DJ1YF         599 14 DX  R8XF          599 17 DX
QSO: 14000 RY 2017-09-23 0715 DJ1YF         599 14 DX  US5LOC        599 16 DX
QSO: 14000 RY 2017-09-23 0717 DJ1YF         599 14 DX  UT5EPP        599 16 DX
QSO: 14000 RY 2017-09-23 0720 DJ1YF         599 14 DX  SV1JG         599 20 DX
QSO: 14000 RY 2017-09-23 0730 DJ1YF         599 14 DX  EA8KC         599 33 DX
QSO: 14000 RY 2017-09-23 0733 DJ1YF         599 14 DX  UW5Y          599 16 DX
QSO: 14000 RY 2017-09-23 0735 DJ1YF         599 14 DX  A61M          599 21 DX
QSO: 14000 RY 2017-09-23 0736 DJ1YF         599 14 DX  A6M           599 21 DX
QSO: 14000 RY 2017-09-23 0739 DJ1YF         599 14 DX  IT9STX        599 15 DX
QSO: 14000 RY 2017-09-23 0740 DJ1YF         599 14 DX  JH4UYB        599 25 DX
QSO: 14000 RY 2017-09-23 0742 DJ1YF         599 14 DX  ZB2TT         599 14 DX
QSO: 14000 RY 2017-09-23 0743 DJ1YF         599 14 DX  EE7Y          599 14 DX
QSO: 14000 RY 2017-09-23 0744 DJ1YF         599 14 DX  ER1OO         599 16 DX
QSO: 14000 RY 2017-09-23 0751 DJ1YF         599 14 DX  YQ6A          599 20 DX
QSO: 14000 RY 2017-09-23 0803 DJ1YF         599 14 DX  LZ7A          599 20 DX
QSO: 14000 RY 2017-09-23 0803 DJ1YF         599 14 DX  UT4U          599 16 DX
QSO: 14000 RY 2017-09-23 0807 DJ1YF         599 14 DX  UZ2I          599 16 DX
QSO: 14000 RY 2017-09-23 0809 DJ1YF         599 14 DX  LY4OO         599 15 DX
QSO: 14000 RY 2017-09-23 0812 DJ1YF         599 14 DX  UR5QU         599 16 DX
QSO: 14000 RY 2017-09-23 0813 DJ1YF         599 14 DX  EW7BA         599 16 DX
QSO: 14000 RY 2017-09-23 0820 DJ1YF         599 14 DX  RK4FF         599 16 DX
QSO: 14000 RY 2017-09-23 0825 DJ1YF         599 14 DX  RA3Y          599 16 DX
QSO: 14000 RY 2017-09-23 0826 DJ1YF         599 14 DX  RA4HL         599 16 DX
QSO: 14000 RY 2017-09-23 0830 DJ1YF         599 14 DX  LY7Z          599 15 DX
QSO: 14000 RY 2017-09-23 0835 DJ1YF         599 14 DX  IT9WDC        599 15 DX
QSO: 14000 RY 2017-09-23 0836 DJ1YF         599 14 DX  LY8O          599 15 DX
QSO: 14000 RY 2017-09-23 0838 DJ1YF         599 14 DX  R4IM          599 16 DX
QSO: 14000 RY 2017-09-23 0839 DJ1YF         599 14 DX  UC8U          599 18 DX
QSO: 14000 RY 2017-09-23 0841 DJ1YF         599 14 DX  IK8UND        599 15 DX
QSO: 14000 RY 2017-09-23 0842 DJ1YF         599 14 DX  A44A          599 21 DX
QSO: 14000 RY 2017-09-23 0843 DJ1YF         599 14 DX  UR7GO         599 16 DX
QSO: 14000 RY 2017-09-23 0846 DJ1YF         599 14 DX  IT9CFP        599 15 DX
QSO: 14000 RY 2017-09-23 0848 DJ1YF         599 14 DX  YP8W          599 20 DX
QSO: 14000 RY 2017-09-23 0849 DJ1YF         599 14 DX  ED1A          599 14 DX
QSO: 21000 RY 2017-09-23 1149 DJ1YF         599 14 DX  A44A          599 21 DX
QSO: 21000 RY 2017-09-23 1151 DJ1YF         599 14 DX  HZ1HN         599 21 DX
QSO: 21000 RY 2017-09-23 1154 DJ1YF         599 14 DX  EA7RU         599 14 DX
QSO: 21000 RY 2017-09-23 1156 DJ1YF         599 14 DX  OF5C          599 15 DX
QSO: 21000 RY 2017-09-23 1157 DJ1YF         599 14 DX  ZB2TT         599 14 DX
QSO: 21000 RY 2017-09-23 1159 DJ1YF         599 14 DX  CT1GVN        599 14 DX
