START-OF-LOG: 3.0
CALLSIGN: IK4XQT
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 70394
NAME: stefano
LOCATION: DX
OPERATORS: IK4XQT
CLUB:
CERTIFICATE: NO
CREATED-BY: MixW
SOAPBOX: kenwood ts 140  40 W Ant windom dandling from the window!
QSO: 14117 RY 2017-09-23 0734 IK4XQT        599 15 DX  RM3F          599 16 DX
QSO: 14082 RY 2017-09-23 0739 IK4XQT        599 15 DX  EI7M          599 14 DX
QSO: 14116 RY 2017-09-23 0749 IK4XQT        599 15 DX  YL2KO         599 15 DX
QSO: 14111 RY 2017-09-23 0800 IK4XQT        599 15 DX  EE7Y          599 14 DX
QSO: 14086 RY 2017-09-23 0805 IK4XQT        599 15 DX  UT4U          599 16 DX
QSO: 14080 RY 2017-09-23 1032 IK4XQT        599 15 DX  SM6UQL        599 14 DX
QSO: 14081 RY 2017-09-23 1034 IK4XQT        599 15 DX  OH8A          599 15 DX
QSO: 21079 RY 2017-09-23 1035 IK4XQT        599 15 DX  CR3A          599 33 DX
QSO: 14079 RY 2017-09-23 1053 IK4XQT        599 15 DX  UZ5ZU         599 16 DX
QSO: 14079 RY 2017-09-23 1055 IK4XQT        599 15 DX  LY7Z          599 15 DX
QSO: 14079 RY 2017-09-23 1057 IK4XQT        599 15 DX  SK7K          599 14 DX
QSO: 14080 RY 2017-09-23 1058 IK4XQT        599 15 DX  OZ7AM         599 14 DX
QSO: 14080 RY 2017-09-23 1059 IK4XQT        599 15 DX  UT3RS         599 16 DX
QSO: 14080 RY 2017-09-23 1107 IK4XQT        599 15 DX  G4FKA         599 14 DX
QSO: 14079 RY 2017-09-23 1109 IK4XQT        599 15 DX  LA6TPA        599 14 DX
QSO: 14079 RY 2017-09-23 1112 IK4XQT        599 15 DX  UR2Y          599 16 DX
QSO: 14079 RY 2017-09-23 1113 IK4XQT        599 15 DX  YO9HP         599 20 DX
QSO: 14080 RY 2017-09-23 1117 IK4XQT        599 15 DX  GW0KRL        599 14 DX
QSO: 21079 RY 2017-09-23 1122 IK4XQT        599 15 DX  CR3W          599 33 DX
QSO: 21079 RY 2017-09-23 1127 IK4XQT        599 15 DX  RT9S          599 16 DX
QSO: 21080 RY 2017-09-23 1133 IK4XQT        599 15 DX  EA8DED        599 33 DX
QSO: 14081 RY 2017-09-23 1227 IK4XQT        599 15 DX  CR5V          599 14 DX
QSO: 14080 RY 2017-09-23 1228 IK4XQT        599 15 DX  UR7GO         599 16 DX
QSO: 14080 RY 2017-09-23 1233 IK4XQT        599 15 DX  UV7V          599 16 DX
QSO: 21079 RY 2017-09-23 1241 IK4XQT        599 15 DX  KI1G          599 5  RI
QSO: 21079 RY 2017-09-23 1250 IK4XQT        599 15 DX  GM5M          599 14 DX
QSO: 14080 RY 2017-09-23 1300 IK4XQT        599 15 DX  UA3PI         599 16 DX
QSO: 14079 RY 2017-09-23 1304 IK4XQT        599 15 DX  US0MS         599 16 DX
QSO: 14080 RY 2017-09-23 1311 IK4XQT        599 15 DX  PA2ALF        599 14 DX
QSO: 14080 RY 2017-09-23 1314 IK4XQT        599 15 DX  M0NKR         599 14 DX
QSO: 14080 RY 2017-09-23 1320 IK4XQT        599 15 DX  SJ2W          599 14 DX
QSO: 14080 RY 2017-09-23 1324 IK4XQT        599 15 DX  OZ5BAL        599 14 DX
QSO: 14080 RY 2017-09-23 1328 IK4XQT        599 15 DX  UT8EL         599 16 DX
QSO: 14080 RY 2017-09-23 1329 IK4XQT        599 15 DX  LY8O          599 15 DX
QSO: 14080 RY 2017-09-23 1330 IK4XQT        599 15 DX  PA7LV         599 14 DX
QSO: 14080 RY 2017-09-23 1358 IK4XQT        599 15 DX  RA3Y          599 16 DX
QSO: 21080 RY 2017-09-23 1404 IK4XQT        599 15 DX  I4DZ          599 15 DX
QSO: 21080 RY 2017-09-23 1407 IK4XQT        599 15 DX  I4LCK         599 15 DX
QSO: 14079 RY 2017-09-23 1423 IK4XQT        599 15 DX  SM5FUG        599 14 DX
QSO: 14079 RY 2017-09-23 1424 IK4XQT        599 15 DX  GM3W          599 14 DX
QSO: 14079 RY 2017-09-23 1427 IK4XQT        599 15 DX  RM3DA         599 16 DX
