START-OF-LOG: 3.0
CALLSIGN: S56A
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 20M
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 183900
NAME: Marijan Miletic
LOCATION: DX
OPERATORS: S56A
CLUB: RHEIN RUHR DX ASSOCIATION
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.6789.0
SOAPBOX: 31 check QSO made on 40m. RRDXA club claim invalid.  Enjoying FT8
QSO: 14139 RY 2017-09-23 1643 S56A          599 15 DX  OG8T          599 15 DX
QSO: 14140 RY 2017-09-23 1644 S56A          599 15 DX  M6VFT         599 14 DX
QSO: 14141 RY 2017-09-23 1645 S56A          599 15 DX  LM100UKA      599 14 DX
QSO: 14079 RY 2017-09-23 1646 S56A          599 15 DX  OM2VL         599 15 DX
QSO: 14089 RY 2017-09-23 1652 S56A          599 15 DX  K7JR          599 03 OR
QSO: 14089 RY 2017-09-23 1656 S56A          599 15 DX  WA3EKL        599 05 MD
QSO: 14097 RY 2017-09-23 1700 S56A          599 15 DX  EA5HYJ        599 14 DX
QSO: 14098 RY 2017-09-23 1701 S56A          599 15 DX  IV3JCC        599 15 DX
QSO: 14098 RY 2017-09-23 1702 S56A          599 15 DX  IZ3GOM        599 15 DX
QSO: 14123 RY 2017-09-23 1707 S56A          599 15 DX  IU4FNO        599 15 DX
QSO: 14131 RY 2017-09-23 1709 S56A          599 15 DX  SV5/DL3DRN    599 20 DX
QSO: 14136 RY 2017-09-23 1711 S56A          599 15 DX  DL3BQA        599 14 DX
QSO: 14139 RY 2017-09-23 1712 S56A          599 15 DX  KT1I          599 05 MA
QSO: 14142 RY 2017-09-23 1712 S56A          599 15 DX  N3QE          599 05 MD
QSO: 14146 RY 2017-09-23 1714 S56A          599 15 DX  IQ1GE         599 15 DX
QSO: 14147 RY 2017-09-23 1716 S56A          599 15 DX  HG8C          599 15 DX
QSO: 14081 RY 2017-09-23 1718 S56A          599 15 DX  F4GGQ         599 14 DX
QSO: 14084 RY 2017-09-23 1722 S56A          599 15 DX  EC5JC         599 14 DX
QSO: 14095 RY 2017-09-23 1733 S56A          599 15 DX  K3WW          599 05 PA
QSO: 14107 RY 2017-09-23 1736 S56A          599 15 DX  9A3TY         599 15 DX
QSO: 14109 RY 2017-09-23 1740 S56A          599 15 DX  4U1WB         599 05 MD
QSO: 14114 RY 2017-09-23 1742 S56A          599 15 DX  OH2T          599 15 DX
QSO: 14128 RY 2017-09-23 1745 S56A          599 15 DX  EA8PT         599 33 DX
QSO: 14130 RY 2017-09-23 1746 S56A          599 15 DX  EA1WX         599 14 DX
QSO: 14130 RY 2017-09-23 1746 S56A          599 15 DX  K8AJS         599 04 OH
QSO: 14131 RY 2017-09-23 1747 S56A          599 15 DX  K2QMF         599 05 NY
QSO: 14135 RY 2017-09-23 1748 S56A          599 15 DX  HB9TOC        599 14 DX
QSO: 14086 RY 2017-09-23 1753 S56A          599 15 DX  R3RAT         599 16 DX
QSO: 14087 RY 2017-09-23 1754 S56A          599 15 DX  EA5EJ         599 14 DX
QSO: 14088 RY 2017-09-23 1755 S56A          599 15 DX  CT7AJL        599 14 DX
QSO: 14088 RY 2017-09-23 1755 S56A          599 15 DX  N2MM          599 05 NJ
QSO: 14090 RY 2017-09-23 1756 S56A          599 15 DX  W4ML          599 05 VA
QSO: 14095 RY 2017-09-23 1759 S56A          599 15 DX  RT6DI         599 16 DX
QSO: 14099 RY 2017-09-23 1801 S56A          599 15 DX  W3LL          599 05 MD
QSO: 14100 RY 2017-09-23 1802 S56A          599 15 DX  VA3DF         599 04 ON
QSO: 14111 RY 2017-09-23 1805 S56A          599 15 DX  K3LR          599 05 PA
QSO: 14111 RY 2017-09-23 1806 S56A          599 15 DX  MI4I          599 14 DX
QSO: 14112 RY 2017-09-23 1807 S56A          599 15 DX  DM5TI         599 14 DX
QSO: 14114 RY 2017-09-23 1809 S56A          599 15 DX  KB1W          599 05 MA
QSO: 14121 RY 2017-09-23 1813 S56A          599 15 DX  CT3HF         599 33 DX
QSO: 14127 RY 2017-09-23 1814 S56A          599 15 DX  EA3FF         599 14 DX
QSO: 14127 RY 2017-09-23 1816 S56A          599 15 DX  KW3A          599 05 PA
QSO: 14128 RY 2017-09-23 1818 S56A          599 15 DX  NF4A          599 05 FL
QSO: 14128 RY 2017-09-23 1818 S56A          599 15 DX  K3MD          599 05 PA
QSO: 14128 RY 2017-09-23 1819 S56A          599 15 DX  GM0KWW        599 14 DX
QSO: 14128 RY 2017-09-23 1820 S56A          599 15 DX  GM0TKB        599 14 DX
QSO: 14128 RY 2017-09-23 1821 S56A          599 15 DX  W8AKS         599 05 WV
QSO: 14128 RY 2017-09-23 1822 S56A          599 15 DX  MM0CBL        599 14 DX
QSO: 14128 RY 2017-09-23 1825 S56A          599 15 DX  W0BM          599 04 MN
QSO: 14128 RY 2017-09-23 1825 S56A          599 15 DX  VE2BVV        599 05 QC
QSO: 14128 RY 2017-09-23 1826 S56A          599 15 DX  RW4WZ         599 16 DX
QSO: 14128 RY 2017-09-23 1828 S56A          599 15 DX  G4JKZ         599 14 DX
QSO: 14128 RY 2017-09-23 1830 S56A          599 15 DX  K0KX          599 04 MN
QSO: 14128 RY 2017-09-23 1834 S56A          599 15 DX  HF9M          599 15 DX
QSO: 14132 RY 2017-09-23 1836 S56A          599 15 DX  MJ0RTI        599 14 DX
QSO: 14133 RY 2017-09-23 1837 S56A          599 15 DX  ED3D          599 14 DX
QSO: 14143 RY 2017-09-23 1839 S56A          599 15 DX  IW1QN         599 15 DX
QSO: 14082 RY 2017-09-23 1842 S56A          599 15 DX  EA7KI         599 14 DX
QSO: 14083 RY 2017-09-23 1844 S56A          599 15 DX  EA3HKA        599 14 DX
QSO: 14091 RY 2017-09-23 1847 S56A          599 15 DX  K3RMB         599 05 PA
QSO: 14111 RY 2017-09-23 1855 S56A          599 15 DX  EB2RA         599 14 DX
QSO: 14112 RY 2017-09-23 1856 S56A          599 15 DX  S500R         599 15 DX
QSO: 14113 RY 2017-09-23 1857 S56A          599 15 DX  YL/ES5ZF      599 15 DX
QSO: 14127 RY 2017-09-23 1900 S56A          599 15 DX  W9IU          599 04 IN
QSO: 14130 RY 2017-09-23 1902 S56A          599 15 DX  DK3GI         599 14 DX
QSO: 14131 RY 2017-09-23 1903 S56A          599 15 DX  SM7BHM        599 14 DX
QSO: 14136 RY 2017-09-23 1905 S56A          599 15 DX  WB0N          599 04 MN
QSO: 14137 RY 2017-09-23 1906 S56A          599 15 DX  K4WW          599 04 KY
QSO: 14139 RY 2017-09-23 1908 S56A          599 15 DX  WA1NPZ        599 05 NH
QSO: 14142 RY 2017-09-23 1909 S56A          599 15 DX  VA1XH         599 05 NS
QSO: 14082 RY 2017-09-23 1913 S56A          599 15 DX  N9NA          599 03 AZ
QSO: 14083 RY 2017-09-23 1913 S56A          599 15 DX  K2DSW         599 04 IA
QSO: 14090 RY 2017-09-23 1920 S56A          599 15 DX  W4TMO/VE2     599 02 QC
QSO: 14092 RY 2017-09-23 1921 S56A          599 15 DX  PY1GQ         599 11 DX
QSO: 14095 RY 2017-09-23 1924 S56A          599 15 DX  FG4NO         599 08 DX
QSO: 14097 RY 2017-09-23 1925 S56A          599 15 DX  PY2SHF        599 11 DX
QSO: 14098 RY 2017-09-23 1927 S56A          599 15 DX  VE7SCC        599 03 BC
QSO: 14104 RY 2017-09-23 1931 S56A          599 15 DX  W0LSD         599 04 CO
QSO: 14105 RY 2017-09-23 1931 S56A          599 15 DX  CO2ER         599 08 DX
QSO: 14106 RY 2017-09-23 1932 S56A          599 15 DX  WS6X          599 05 VA
QSO: 14110 RY 2017-09-23 1935 S56A          599 15 DX  AB8M          599 04 OH
QSO: 14114 RY 2017-09-23 1936 S56A          599 15 DX  N1IXF         599 05 CT
QSO: 14115 RY 2017-09-23 1939 S56A          599 15 DX  K0AD          599 04 MN
QSO: 14118 RY 2017-09-23 1941 S56A          599 15 DX  DL5AXX        599 14 DX
QSO: 14119 RY 2017-09-23 1945 S56A          599 15 DX  NX5O          599 04 OK
QSO: 14120 RY 2017-09-23 1953 S56A          599 15 DX  K1DBO         599 05 MA
QSO: 14125 RY 2017-09-23 1955 S56A          599 15 DX  NT5V          599 04 TX
QSO: 14131 RY 2017-09-23 1957 S56A          599 15 DX  WD5DBV        599 04 LA
QSO: 14132 RY 2017-09-23 1958 S56A          599 15 DX  N1API         599 05 CT
QSO: 14134 RY 2017-09-23 2002 S56A          599 15 DX  V31VP         599 07 DX
QSO: 14139 RY 2017-09-23 2004 S56A          599 15 DX  N8CWU         599 04 OH
QSO: 14081 RY 2017-09-23 2007 S56A          599 15 DX  AD4ES         599 05 FL
QSO: 14084 RY 2017-09-23 2009 S56A          599 15 DX  N3FJP         599 05 MD
QSO: 14087 RY 2017-09-23 2011 S56A          599 15 DX  KF7U          599 03 AZ
QSO: 14098 RY 2017-09-23 2016 S56A          599 15 DX  KE8M          599 04 OH
QSO: 14099 RY 2017-09-23 2017 S56A          599 15 DX  K5ZD          599 05 MA
QSO: 14101 RY 2017-09-23 2022 S56A          599 15 DX  NG7M          599 03 UT
QSO: 14119 RY 2017-09-23 2025 S56A          599 15 DX  W3ROY         599 05 PA
QSO: 14110 RY 2017-09-23 2029 S56A          599 15 DX  CG3KI         599 04 ON
QSO: 14113 RY 2017-09-23 2031 S56A          599 15 DX  K4FJ          599 05 VA
QSO: 14117 RY 2017-09-23 2032 S56A          599 15 DX  PA3DBS        599 14 DX
QSO: 14119 RY 2017-09-23 2033 S56A          599 15 DX  KG4V/1        599 05 CT
QSO: 14121 RY 2017-09-23 2034 S56A          599 15 DX  N2BJ          599 04 IL
QSO: 14121 RY 2017-09-23 2035 S56A          599 15 DX  WS9M          599 05 NY
QSO: 14128 RY 2017-09-23 2036 S56A          599 15 DX  AD5XD         599 04 TX
QSO: 14129 RY 2017-09-23 2036 S56A          599 15 DX  VE2FK         599 05 QC
QSO: 14143 RY 2017-09-23 2039 S56A          599 15 DX  K2PO          599 03 OR
QSO: 14146 RY 2017-09-23 2041 S56A          599 15 DX  N8BJQ         599 04 OH
QSO: 14088 RY 2017-09-23 2045 S56A          599 15 DX  S57AW         599 15 DX
QSO: 14109 RY 2017-09-23 2049 S56A          599 15 DX  AB9YC         599 04 IL
QSO: 14114 RY 2017-09-23 2052 S56A          599 15 DX  KR4LO         599 05 NC
QSO: 14118 RY 2017-09-23 2053 S56A          599 15 DX  W4TTY         599 05 VA
QSO: 14119 RY 2017-09-23 2053 S56A          599 15 DX  W1AJT         599 05 NC
QSO: 14120 RY 2017-09-23 2054 S56A          599 15 DX  W3RTY         599 05 PA
QSO: 14127 RY 2017-09-23 2055 S56A          599 15 DX  WA1FCN        599 04 AL
QSO: 14134 RY 2017-09-23 2058 S56A          599 15 DX  KE1F          599 05 FL
QSO: 14134 RY 2017-09-23 2059 S56A          599 15 DX  K4LTE         599 05 NC
QSO: 14090 RY 2017-09-24 0747 S56A          599 15 DX  7Q7WW         599 37 DX
QSO: 14132 RY 2017-09-24 0756 S56A          599 15 DX  US5LO         599 16 DX
QSO: 14119 RY 2017-09-24 0757 S56A          599 15 DX  RA3NC         599 16 DX
QSO: 14117 RY 2017-09-24 0758 S56A          599 15 DX  RZ9AD         599 17 DX
QSO: 14112 RY 2017-09-24 0801 S56A          599 15 DX  YL9T          599 15 DX
QSO: 14100 RY 2017-09-24 0805 S56A          599 15 DX  LB6KC         599 14 DX
QSO: 14085 RY 2017-09-24 0810 S56A          599 15 DX  UB3APP        599 16 DX
QSO: 14084 RY 2017-09-24 0814 S56A          599 15 DX  EW4R          599 16 DX
QSO: 14081 RY 2017-09-24 0818 S56A          599 15 DX  UV5U          599 16 DX
QSO: 14080 RY 2017-09-24 0820 S56A          599 15 DX  RC5Z          599 16 DX
QSO: 14081 RY 2017-09-24 0822 S56A          599 15 DX  UN6TA         599 17 DX
QSO: 14082 RY 2017-09-24 0828 S56A          599 15 DX  EK3GM         599 21 DX
QSO: 14097 RY 2017-09-24 0831 S56A          599 15 DX  R7CT          599 16 DX
QSO: 14104 RY 2017-09-24 0834 S56A          599 15 DX  LY4OO         599 15 DX
QSO: 14104 RY 2017-09-24 0835 S56A          599 15 DX  UR7QM         599 16 DX
QSO: 14108 RY 2017-09-24 0837 S56A          599 15 DX  RT4W          599 16 DX
QSO: 14110 RY 2017-09-24 0837 S56A          599 15 DX  YL2GD         599 15 DX
QSO: 14117 RY 2017-09-24 0844 S56A          599 15 DX  RV3FF         599 16 DX
QSO: 14118 RY 2017-09-24 0844 S56A          599 15 DX  UT1AA         599 16 DX
QSO: 14121 RY 2017-09-24 0846 S56A          599 15 DX  IZ0PMV        599 15 DX
QSO: 14122 RY 2017-09-24 0847 S56A          599 15 DX  UW6E          599 16 DX
QSO: 14131 RY 2017-09-24 0850 S56A          599 15 DX  UN7EG         599 17 DX
QSO: 14084 RY 2017-09-24 0853 S56A          599 15 DX  EA1FA         599 14 DX
QSO: 14086 RY 2017-09-24 0859 S56A          599 15 DX  UA6ARR        599 16 DX
QSO: 14098 RY 2017-09-24 0905 S56A          599 15 DX  UX1UX         599 16 DX
QSO: 14094 RY 2017-09-24 0907 S56A          599 15 DX  MW2I          599 14 DX
QSO: 14093 RY 2017-09-24 0910 S56A          599 15 DX  TA4A          599 20 DX
QSO: 14086 RY 2017-09-24 0916 S56A          599 15 DX  ER5LL         599 16 DX
QSO: 14133 RY 2017-09-24 0922 S56A          599 15 DX  US7IB         599 16 DX
QSO: 14132 RY 2017-09-24 0923 S56A          599 15 DX  M7T           599 14 DX
QSO: 14130 RY 2017-09-24 0928 S56A          599 15 DX  UT3QD         599 16 DX
QSO: 14129 RY 2017-09-24 0929 S56A          599 15 DX  RL3A          599 16 DX
QSO: 14115 RY 2017-09-24 0944 S56A          599 15 DX  JN4MMO        599 25 DX
QSO: 14111 RY 2017-09-24 0948 S56A          599 15 DX  CT3FW         599 33 DX
QSO: 14109 RY 2017-09-24 0950 S56A          599 15 DX  UZ5U          599 16 DX
QSO: 14104 RY 2017-09-24 0956 S56A          599 15 DX  UX5UO         599 16 DX
QSO: 14104 RY 2017-09-24 0958 S56A          599 15 DX  UA3XO         599 16 DX
QSO: 14102 RY 2017-09-24 1001 S56A          599 15 DX  EF7R          599 14 DX
QSO: 14100 RY 2017-09-24 1004 S56A          599 15 DX  JH5MXB        599 25 DX
QSO: 14081 RY 2017-09-24 1010 S56A          599 15 DX  YQ6A          599 20 DX
QSO: 14093 RY 2017-09-24 1016 S56A          599 15 DX  R4WT          599 16 DX
QSO: 14089 RY 2017-09-24 1019 S56A          599 15 DX  EE5H          599 14 DX
QSO: 14085 RY 2017-09-24 1023 S56A          599 15 DX  RT5C          599 16 DX
QSO: 14084 RY 2017-09-24 1024 S56A          599 15 DX  JM1XCW        599 25 DX
QSO: 14084 RY 2017-09-24 1024 S56A          599 15 DX  TA7I          599 20 DX
QSO: 14081 RY 2017-09-24 1028 S56A          599 15 DX  UA9TF         599 16 DX
QSO: 14081 RY 2017-09-24 1030 S56A          599 15 DX  YR8V          599 20 DX
QSO: 14079 RY 2017-09-24 1035 S56A          599 15 DX  OH5EUY        599 15 DX
QSO: 14079 RY 2017-09-24 1038 S56A          599 15 DX  MM2T          599 14 DX
QSO: 14079 RY 2017-09-24 1041 S56A          599 15 DX  SK2T          599 14 DX
QSO: 14146 RY 2017-09-24 1312 S56A          599 15 DX  RU4SO         599 16 DX
QSO: 14144 RY 2017-09-24 1313 S56A          599 15 DX  OF6MW         599 15 DX
QSO: 14141 RY 2017-09-24 1317 S56A          599 15 DX  MW0CRI        599 14 DX
QSO: 14139 RY 2017-09-24 1322 S56A          599 15 DX  XW1IC         599 26 DX
QSO: 14137 RY 2017-09-24 1326 S56A          599 15 DX  9M4DXX        599 28 DX
QSO: 14129 RY 2017-09-24 1333 S56A          599 15 DX  UW5Y          599 16 DX
QSO: 14127 RY 2017-09-24 1335 S56A          599 15 DX  OF1F          599 15 DX
QSO: 14124 RY 2017-09-24 1338 S56A          599 15 DX  YU1RH         599 15 DX
QSO: 14124 RY 2017-09-24 1340 S56A          599 15 DX  OH6XG         599 15 DX
QSO: 14118 RY 2017-09-24 1345 S56A          599 15 DX  LA7VK         599 14 DX
QSO: 14118 RY 2017-09-24 1347 S56A          599 15 DX  EB5GIE        599 14 DX
QSO: 14117 RY 2017-09-24 1347 S56A          599 15 DX  OH2NT         599 15 DX
QSO: 14114 RY 2017-09-24 1350 S56A          599 15 DX  DU1JM         599 27 DX
QSO: 14110 RY 2017-09-24 1403 S56A          599 15 DX  R9XC          599 17 DX
QSO: 14104 RY 2017-09-24 1410 S56A          599 15 DX  SN8B          599 15 DX
QSO: 14102 RY 2017-09-24 1411 S56A          599 15 DX  YB1AR         599 28 DX
QSO: 14098 RY 2017-09-24 1416 S56A          599 15 DX  SM5FUG        599 14 DX
QSO: 14096 RY 2017-09-24 1419 S56A          599 15 DX  EW8OM         599 16 DX
QSO: 14093 RY 2017-09-24 1431 S56A          599 15 DX  BD3CB         599 24 DX
QSO: 14090 RY 2017-09-24 1439 S56A          599 15 DX  YB3BX         599 28 DX
QSO: 14089 RY 2017-09-24 1440 S56A          599 15 DX  HS5SRH        599 26 DX
QSO: 14089 RY 2017-09-24 1443 S56A          599 15 DX  HS6VW         599 26 DX
QSO: 14087 RY 2017-09-24 1445 S56A          599 15 DX  RZ1O          599 16 DX
QSO: 14087 RY 2017-09-24 1452 S56A          599 15 DX  9M2M          599 28 DX
QSO: 14084 RY 2017-09-24 1500 S56A          599 15 DX  RT3P          599 16 DX
QSO: 14090 RY 2017-09-24 1506 S56A          599 15 DX  RV3YR         599 16 DX
QSO: 14089 RY 2017-09-24 1508 S56A          599 15 DX  G4ZOY         599 14 DX
QSO: 14088 RY 2017-09-24 1511 S56A          599 15 DX  OF2LZI        599 15 DX
QSO: 14088 RY 2017-09-24 1516 S56A          599 15 DX  LN7TTT        599 14 DX
QSO: 14088 RY 2017-09-24 1518 S56A          599 15 DX  YC1ELP        599 28 DX
QSO: 14088 RY 2017-09-24 1521 S56A          599 15 DX  VU2NFJ        599 22 DX
QSO: 14088 RY 2017-09-24 1525 S56A          599 15 DX  EM130QG       599 16 DX
QSO: 14143 RY 2017-09-24 1536 S56A          599 15 DX  RU6YK         599 16 DX
QSO: 14123 RY 2017-09-24 1547 S56A          599 15 DX  HS8JCV        599 26 DX
QSO: 14122 RY 2017-09-24 1552 S56A          599 15 DX  9M6XRO        599 28 DX
QSO: 14118 RY 2017-09-24 1556 S56A          599 15 DX  LA2XNA        599 14 DX
QSO: 14108 RY 2017-09-24 1605 S56A          599 15 DX  LA8OKA        599 14 DX
QSO: 14106 RY 2017-09-24 1607 S56A          599 15 DX  RM3DA         599 16 DX
QSO: 14085 RY 2017-09-24 1627 S56A          599 15 DX  KV1J          599 05 ME
QSO: 14148 RY 2017-09-24 1631 S56A          599 15 DX  N7AT          599 03 AZ
QSO: 14147 RY 2017-09-24 1631 S56A          599 15 DX  M0OSH         599 14 DX
QSO: 14141 RY 2017-09-24 1633 S56A          599 15 DX  N6ZFO         599 03 CA
QSO: 14136 RY 2017-09-24 1635 S56A          599 15 DX  IW3RUA        599 15 DX
QSO: 14135 RY 2017-09-24 1636 S56A          599 15 DX  VA3RAC        599 04 ON
QSO: 14134 RY 2017-09-24 1638 S56A          599 15 DX  G0C           599 14 DX
QSO: 14131 RY 2017-09-24 1714 S56A          599 15 DX  EI3CTB        599 14 DX
QSO: 14124 RY 2017-09-24 1718 S56A          599 15 DX  SV1JG         599 20 DX
QSO: 14120 RY 2017-09-24 1719 S56A          599 15 DX  WC3N          599 05 MD
QSO: 14096 RY 2017-09-24 1737 S56A          599 15 DX  VE2GSO        599 05 QC
QSO: 14086 RY 2017-09-24 1745 S56A          599 15 DX  OH6BA         599 15 DX
QSO: 14095 RY 2017-09-24 1759 S56A          599 15 DX  G4SGI         599 14 DX
QSO: 14095 RY 2017-09-24 1801 S56A          599 15 DX  G0BRC         599 14 DX
QSO: 14095 RY 2017-09-24 1802 S56A          599 15 DX  KB1EFS        599 05 MA
QSO: 14119 RY 2017-09-24 1813 S56A          599 15 DX  8P50B         599 08 DX
QSO: 14116 RY 2017-09-24 1815 S56A          599 15 DX  G3RSD         599 14 DX
QSO: 14116 RY 2017-09-24 1816 S56A          599 15 DX  CF3IK         599 04 ON
QSO: 14116 RY 2017-09-24 1818 S56A          599 15 DX  UR7EC         599 16 DX
QSO: 14116 RY 2017-09-24 1820 S56A          599 15 DX  KY4KY         599 04 KY
QSO: 14116 RY 2017-09-24 1823 S56A          599 15 DX  VE2SSS        599 05 QC
QSO: 14135 RY 2017-09-24 1836 S56A          599 15 DX  AA4R          599 04 MI
QSO: 14135 RY 2017-09-24 1837 S56A          599 15 DX  W3RGA         599 05 PA
QSO: 14135 RY 2017-09-24 1839 S56A          599 15 DX  R3UBH         599 16 DX
QSO: 14135 RY 2017-09-24 1842 S56A          599 15 DX  WB4EHG        599 05 FL
QSO: 14135 RY 2017-09-24 1843 S56A          599 15 DX  KU4V          599 05 NC
QSO: 14135 RY 2017-09-24 1847 S56A          599 15 DX  AB3CV         599 05 MD
QSO: 14135 RY 2017-09-24 1848 S56A          599 15 DX  K3MJW         599 05 PA
QSO: 14085 RY 2017-09-24 1857 S56A          599 15 DX  V53DX         599 38 DX
QSO: 14130 RY 2017-09-24 1929 S56A          599 15 DX  W9PA          599 04 IN
QSO: 14148 RY 2017-09-24 1936 S56A          599 15 DX  N4QS          599 04 KY
QSO: 14147 RY 2017-09-24 1939 S56A          599 15 DX  K4HAL         599 04 AL
QSO: 14135 RY 2017-09-24 1947 S56A          599 15 DX  KS4S          599 05 NC
QSO: 14128 RY 2017-09-24 1956 S56A          599 15 DX  VE4VT         599 04 MB
QSO: 14124 RY 2017-09-24 2000 S56A          599 15 DX  VE2RO         599 05 QC
QSO: 14119 RY 2017-09-24 2004 S56A          599 15 DX  N4IQ          599 05 SC
QSO: 14117 RY 2017-09-24 2011 S56A          599 15 DX  KI6DY         599 04 KS
QSO: 14113 RY 2017-09-24 2028 S56A          599 15 DX  V31RJ         599 07 DX
QSO: 14111 RY 2017-09-24 2031 S56A          599 15 DX  N1MD          599 05 CT
QSO: 14109 RY 2017-09-24 2038 S56A          599 15 DX  K0WPM         599 04 KS
QSO: 14108 RY 2017-09-24 2044 S56A          599 15 DX  K3EST         599 03 CA
QSO: 14113 RY 2017-09-24 2052 S56A          599 15 DX  XE2AD         599 06 DX
END-OF-LOG:
