START-OF-LOG: 3.0
CALLSIGN: OZ5BAL
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE:
NAME: EDR Ballerup
LOCATION: DX
OPERATORS: OZ1JTE, OZ2MA, OZ2PJ, OV1A
CLUB:
CERTIFICATE: NO
CREATED-BY: CQWW Adif2Cabrillo Converter (LZ2FQ)
QSO: 21097 RY 2017-09-24 1550  OZ5BAL        599 14  DX     W3LL          599 05     MD
QSO: 21103 RY 2017-09-24 1548  OZ5BAL        599 14  DX     W4PK          599 05     VA
QSO: 21107 RY 2017-09-24 1546  OZ5BAL        599 14  DX     W3JX          599 05     MD
QSO: 21111 RY 2017-09-24 1545  OZ5BAL        599 14  DX     N1IXF         599 05     CT
QSO: 21116 RY 2017-09-24 1543  OZ5BAL        599 14  DX     W6NWS         599 05     NC
QSO: 21118 RY 2017-09-24 1541  OZ5BAL        599 14  DX     K3MD          599 05     PA
QSO: 21121 RY 2017-09-24 1538  OZ5BAL        599 14  DX     PU2WDX        599 11     DX
QSO: 21127 RY 2017-09-24 1537  OZ5BAL        599 14  DX     PZ5RA         599 09     DX
QSO: 21128 RY 2017-09-24 1535  OZ5BAL        599 14  DX     W2LE          599 05     NJ
QSO: 21099 RY 2017-09-24 1530  OZ5BAL        599 14  DX     PY2CAT        599 11     DX
QSO: 21099 RY 2017-09-24 1529  OZ5BAL        599 14  DX     OU2X          599 14     DX
QSO: 21099 RY 2017-09-24 1527  OZ5BAL        599 14  DX     CX2AQ         599 13     DX
QSO: 21099 RY 2017-09-24 1523  OZ5BAL        599 14  DX     WA3MD         599 05     MD
QSO: 21099 RY 2017-09-24 1518  OZ5BAL        599 14  DX     KB1EFS        599 05     MA
QSO: 21099 RY 2017-09-24 1517  OZ5BAL        599 14  DX     W0LSD         599 4      CO
QSO: 21099 RY 2017-09-24 1517  OZ5BAL        599 14  DX     N4WW          599 05     FL
QSO: 21099 RY 2017-09-24 1510  OZ5BAL        599 14  DX     PY3APY        599 11     DX
QSO: 21099 RY 2017-09-24 1508  OZ5BAL        599 14  DX     PU9ATH        599 11     DX
QSO: 21099 RY 2017-09-24 1508  OZ5BAL        599 14  DX     OA6Q          599 10     DX
QSO: 21099 RY 2017-09-24 1506  OZ5BAL        599 14  DX     ZX2V          599 11     DX
QSO: 21099 RY 2017-09-24 1506  OZ5BAL        599 14  DX     SM6NOC        599 14     DX
QSO: 21095 RY 2017-09-24 1456  OZ5BAL        599 14  DX     W4GO          599 05     VA
QSO: 21082 RY 2017-09-24 1432  OZ5BAL        599 14  DX     9A1A          599 15     DX
QSO: 21082 RY 2017-09-24 1428  OZ5BAL        599 14  DX     W1AJT         599 05     NC
QSO: 21081 RY 2017-09-24 1425  OZ5BAL        599 14  DX     NR4M          599 05     VA
QSO: 21079 RY 2017-09-24 1422  OZ5BAL        599 14  DX     ZF1A          599 8      DX
QSO: 21076 RY 2017-09-24 1415  OZ5BAL        599 14  DX     AG4W          599 04     AL
QSO: 21077 RY 2017-09-24 1413  OZ5BAL        599 14  DX     K4EA          599 05     GA
QSO: 21080 RY 2017-09-24 1409  OZ5BAL        599 14  DX     HZ1HN         599 21     DX
QSO: 21085 RY 2017-09-24 1405  OZ5BAL        599 14  DX     ZS6C          599 38     DX
QSO: 21088 RY 2017-09-24 1403  OZ5BAL        599 14  DX     ZS2EZ         599 38     DX
QSO: 21094 RY 2017-09-24 1346  OZ5BAL        599 14  DX     EA3KX         599 14     DX
QSO: 21101 RY 2017-09-24 1339  OZ5BAL        599 14  DX     EA8AQV        599 33     DX
QSO: 21103 RY 2017-09-24 1337  OZ5BAL        599 14  DX     OU1E          599 14     DX
QSO: 21108 RY 2017-09-24 1335  OZ5BAL        599 14  DX     LU3FL         599 13     DX
QSO: 21109 RY 2017-09-24 1334  OZ5BAL        599 14  DX     LX7I          599 14     DX
QSO: 21079 RY 2017-09-24 1331  OZ5BAL        599 14  DX     ZV2C          599 11     DX
QSO: 21100 RY 2017-09-24 1327  OZ5BAL        599 14  DX     PZ5RA         599 09     DX
QSO: 21100 RY 2017-09-24 1325  OZ5BAL        599 14  DX     RO5F          599 16     DX
QSO: 21117 RY 2017-09-24 1322  OZ5BAL        599 14  DX     ZZ2T          599 11     DX
QSO: 21095 RY 2017-09-24 1303  OZ5BAL        599 14  DX     CB3R          599 12     DX
QSO: 21096 RY 2017-09-24 1301  OZ5BAL        599 14  DX     CR3W          599 33     DX
QSO: 21099 RY 2017-09-24 1258  OZ5BAL        599 14  DX     LQ7EU         599 13     DX
QSO: 21099 RY 2017-09-24 1257  OZ5BAL        599 14  DX     PY1GQ         599 11     DX
QSO: 21100 RY 2017-09-24 1256  OZ5BAL        599 14  DX     OU4O          599 14     DX
QSO: 21114 RY 2017-09-24 1242  OZ5BAL        599 14  DX     5T5OK         599 35     DX
QSO: 21112 RY 2017-09-24 1241  OZ5BAL        599 14  DX     CV7S          599 13     DX
QSO: 21109 RY 2017-09-24 1238  OZ5BAL        599 14  DX     CX5UA         599 13     DX
QSO: 21109 RY 2017-09-24 1237  OZ5BAL        599 14  DX     YQ6A          599 20     DX
QSO: 21107 RY 2017-09-24 1233  OZ5BAL        599 14  DX     PY5EG         599 11     DX
QSO: 21105 RY 2017-09-24 1231  OZ5BAL        599 14  DX     PP5BZ         599 11     DX
QSO: 21104 RY 2017-09-24 1228  OZ5BAL        599 14  DX     OD5PY         599 20     DX
QSO: 21103 RY 2017-09-24 1228  OZ5BAL        599 14  DX     EA7ZY         599 14     DX
QSO: 21101 RY 2017-09-24 1227  OZ5BAL        599 14  DX     CT3FW         599 33     DX
QSO: 21099 RY 2017-09-24 1225  OZ5BAL        599 14  DX     SM6NET        599 14     DX
QSO: 21096 RY 2017-09-24 1220  OZ5BAL        599 14  DX     LT0H          599 13     DX
QSO: 21095 RY 2017-09-24 1219  OZ5BAL        599 14  DX     CW4MAX        599 13     DX
QSO: 21092 RY 2017-09-24 1217  OZ5BAL        599 14  DX     CR5V          599 14     DX
QSO: 21090 RY 2017-09-24 1215  OZ5BAL        599 14  DX     PY0FW         599 11     DX
QSO: 21089 RY 2017-09-24 1214  OZ5BAL        599 14  DX     YO3RU         599 20     DX
QSO: 21088 RY 2017-09-24 1213  OZ5BAL        599 14  DX     EA8DED        599 33     DX
QSO: 21087 RY 2017-09-24 1212  OZ5BAL        599 14  DX     CP6UA         599 10     DX
QSO: 21086 RY 2017-09-24 1210  OZ5BAL        599 14  DX     CT7AJL        599 14     DX
QSO: 21085 RY 2017-09-24 1210  OZ5BAL        599 14  DX     4Z5UN         599 20     DX
QSO: 21084 RY 2017-09-24 1209  OZ5BAL        599 14  DX     PT2CM         599 11     DX
QSO: 21082 RY 2017-09-24 1208  OZ5BAL        599 14  DX     CR3A          599 33     DX
QSO: 21079 RY 2017-09-24 1207  OZ5BAL        599 14  DX     P3X           599 20     DX
