START-OF-LOG: 3.0
CALLSIGN: K7XC
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 376960
NAME: Tim Marek
LOCATION: NV
OPERATORS: K7XC
CLUB: Northern California Contest Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6774.0
SOAPBOX: Met my goal of having all the Mono-Banders in the air by contest
SOAPBOX: time... Just Barely. The Flux started at 81 with low A and K
SOAPBOX: indices which made 20 and 15 very useful . 10M was dead most of
SOAPBOX: the weekend with minor flashes from the South now and then. 15M
SOAPBOX: played well for the marginal conditions with limited openings to
SOAPBOX: EU both days. A pleasure to have an open band to JA on each day!
SOAPBOX: 20M was open early and well past sunset with loud signals from
SOAPBOX: EU, AS, SA, NA, OC. While limited openings to AF. 40M was fun
SOAPBOX: with plenty of stations to work. Wish I could have stayed awake
SOAPBOX: longer on Friday Night. 80M was noisy but still OK. Need better
SOAPBOX: antennas for DX on 80/40. The Mono-banders on 10/15/20 Meters
SOAPBOX: work well but for DX contests need to be much higher. Not a full
SOAPBOX: effort as I suffer from Headaches since my Car Crash in 2008,
SOAPBOX: often needing to stop and relax while waiting for the pain meds
SOAPBOX: to kick in to allow me to continue. The weather outside was
SOAPBOX: simply fabulous making it hard to keep my fat old butt in the
SOAPBOX: chair. Station here is an old IC-746, AL-80B at 500W out, 4 ele
SOAPBOX: 10M yagi @ 25ft, 3 ele 15M yagi @ 30ft, 3ele 20M yagi @ 43ft, and
SOAPBOX: a Dual Band 40M/80M Inv Vee at 39ft. Still "THE BEST RTTY CONTEST
SOAPBOX: OF THEM ALL!" See you in CQ WW DX SSB!
QSO: 21000 RY 2017-09-23 0044 K7XC          599 03 NV  VK4SN         599 30 DX
QSO: 21000 RY 2017-09-23 0048 K7XC          599 03 NV  XE2AD         599 06 DX
QSO: 21000 RY 2017-09-23 0052 K7XC          599 03 NV  W7RN          599 03 NV
QSO: 28000 RY 2017-09-23 0053 K7XC          599 03 NV  W7RN          599 03 NV
QSO: 21000 RY 2017-09-23 0058 K7XC          599 03 NV  VK3JA         599 30 DX
QSO: 21000 RY 2017-09-23 0059 K7XC          599 03 NV  5W0RA         599 32 DX
QSO: 21000 RY 2017-09-23 0102 K7XC          599 03 NV  A35W          599 32 DX
QSO: 21000 RY 2017-09-23 0103 K7XC          599 03 NV  ZL3TE         599 32 DX
QSO: 21000 RY 2017-09-23 0116 K7XC          599 03 NV  KA6BIM        599 03 OR
QSO: 21000 RY 2017-09-23 0118 K7XC          599 03 NV  N6ZFO         599 03 CA
QSO: 14000 RY 2017-09-23 0128 K7XC          599 03 NV  LU5FB         599 13 DX
QSO: 14000 RY 2017-09-23 0130 K7XC          599 03 NV  CO2AME        599 08 DX
QSO: 14000 RY 2017-09-23 0132 K7XC          599 03 NV  W7RN          599 03 NV
QSO: 14000 RY 2017-09-23 0134 K7XC          599 03 NV  WT2P          599 04 IL
QSO: 14000 RY 2017-09-23 0134 K7XC          599 03 NV  W0DC          599 04 MN
QSO: 14000 RY 2017-09-23 0135 K7XC          599 03 NV  K4FXN         599 04 KY
QSO: 14000 RY 2017-09-23 0136 K7XC          599 03 NV  K0JJR         599 04 MN
QSO: 14000 RY 2017-09-23 0137 K7XC          599 03 NV  VE3CV         599 04 ON
QSO: 14000 RY 2017-09-23 0138 K7XC          599 03 NV  K8ESQ         599 04 MI
QSO: 14000 RY 2017-09-23 0138 K7XC          599 03 NV  W5XB          599 05 GA
QSO: 14000 RY 2017-09-23 0140 K7XC          599 03 NV  AB4GG         599 04 TN
QSO: 14000 RY 2017-09-23 0140 K7XC          599 03 NV  AB5XM         599 04 TX
QSO: 14000 RY 2017-09-23 0141 K7XC          599 03 NV  KA8HDE        599 04 MN
QSO: 14000 RY 2017-09-23 0142 K7XC          599 03 NV  KF4FC         599 05 SC
QSO: 14000 RY 2017-09-23 0143 K7XC          599 03 NV  WA1FCN        599 04 AL
QSO: 14000 RY 2017-09-23 0144 K7XC          599 03 NV  KF1C          599 04 AL
QSO: 14000 RY 2017-09-23 0146 K7XC          599 03 NV  KZ0US         599 04 MO
QSO: 14000 RY 2017-09-23 0149 K7XC          599 03 NV  KH6ZM         599 31 DX
QSO: 14000 RY 2017-09-23 0150 K7XC          599 03 NV  JA7IC         599 25 DX
QSO: 14000 RY 2017-09-23 0151 K7XC          599 03 NV  K9CT          599 04 IL
QSO: 14000 RY 2017-09-23 0155 K7XC          599 03 NV  JJ1ENZ        599 25 DX
QSO: 14000 RY 2017-09-23 0155 K7XC          599 03 NV  JA2HOL        599 25 DX
QSO: 14000 RY 2017-09-23 0157 K7XC          599 03 NV  JA0IXW        599 25 DX
QSO: 14000 RY 2017-09-23 0158 K7XC          599 03 NV  JA1ZGO        599 25 DX
QSO: 14000 RY 2017-09-23 0159 K7XC          599 03 NV  XE2B          599 06 DX
QSO: 14000 RY 2017-09-23 0200 K7XC          599 03 NV  JE1ZWT        599 25 DX
QSO: 14000 RY 2017-09-23 0202 K7XC          599 03 NV  HL3AMO        599 25 DX
QSO: 14000 RY 2017-09-23 0205 K7XC          599 03 NV  K4RO          599 04 TN
QSO: 14000 RY 2017-09-23 0207 K7XC          599 03 NV  K3EST         599 03 CA
QSO: 14000 RY 2017-09-23 0209 K7XC          599 03 NV  AH6KO         599 31 DX
QSO: 14000 RY 2017-09-23 0210 K7XC          599 03 NV  JG3FEA        599 25 DX
QSO: 14000 RY 2017-09-23 0212 K7XC          599 03 NV  XE2AD         599 06 DX
QSO: 14000 RY 2017-09-23 0214 K7XC          599 03 NV  K9OM          599 04 WI
QSO: 14000 RY 2017-09-23 0218 K7XC          599 03 NV  5W0RA         599 32 DX
QSO: 14000 RY 2017-09-23 0221 K7XC          599 03 NV  K6MR          599 03 CA
QSO: 14000 RY 2017-09-23 0224 K7XC          599 03 NV  VA2UP         599 05 QC
QSO: 14000 RY 2017-09-23 0224 K7XC          599 03 NV  JA6GCE        599 25 DX
QSO: 14000 RY 2017-09-23 0228 K7XC          599 03 NV  JF1RYU        599 25 DX
QSO: 14000 RY 2017-09-23 0230 K7XC          599 03 NV  JN1THL        599 25 DX
QSO: 14000 RY 2017-09-23 0235 K7XC          599 03 NV  JH6QFJ        599 25 DX
QSO: 14000 RY 2017-09-23 0236 K7XC          599 03 NV  AA5AU         599 04 LA
QSO: 14000 RY 2017-09-23 0238 K7XC          599 03 NV  JE1AEX        599 25 DX
QSO: 14000 RY 2017-09-23 0239 K7XC          599 03 NV  W6QU          599 03 CA
QSO: 14000 RY 2017-09-23 0243 K7XC          599 03 NV  WA3EKL        599 05 MD
QSO: 14000 RY 2017-09-23 0244 K7XC          599 03 NV  VK4QH         599 30 DX
QSO: 14000 RY 2017-09-23 0246 K7XC          599 03 NV  5W1SA         599 32 DX
QSO: 14000 RY 2017-09-23 0251 K7XC          599 03 NV  UA0ZK         599 19 DX
QSO: 14000 RY 2017-09-23 0255 K7XC          599 03 NV  JA1OVD        599 25 DX
QSO: 14000 RY 2017-09-23 0256 K7XC          599 03 NV  WS9M          599 05 NY
QSO: 14000 RY 2017-09-23 0256 K7XC          599 03 NV  W3FV          599 05 PA
QSO: 14000 RY 2017-09-23 0258 K7XC          599 03 NV  W4AAA         599 05 NC
QSO: 14000 RY 2017-09-23 0300 K7XC          599 03 NV  W7YAQ         599 03 OR
QSO: 14000 RY 2017-09-23 0302 K7XC          599 03 NV  JH4UYB        599 25 DX
QSO: 14000 RY 2017-09-23 0304 K7XC          599 03 NV  JN4MMO        599 25 DX
QSO: 14000 RY 2017-09-23 0307 K7XC          599 03 NV  JH2BTM        599 25 DX
QSO: 14000 RY 2017-09-23 0309 K7XC          599 03 NV  ZL3JT         599 32 DX
QSO:  3500 RY 2017-09-23 1123 K7XC          599 03 NV  KA6BIM        599 03 OR
QSO:  3500 RY 2017-09-23 1125 K7XC          599 03 NV  VE3DZ         599 04 ON
QSO:  3500 RY 2017-09-23 1127 K7XC          599 03 NV  N8CWU         599 04 OH
QSO:  3500 RY 2017-09-23 1129 K7XC          599 03 NV  K0AD          599 04 MN
QSO:  3500 RY 2017-09-23 1129 K7XC          599 03 NV  W7YAQ         599 03 OR
QSO:  3500 RY 2017-09-23 1130 K7XC          599 03 NV  K9CT          599 04 IL
QSO:  3500 RY 2017-09-23 1132 K7XC          599 03 NV  VE3MGY        599 04 ON
QSO:  3500 RY 2017-09-23 1134 K7XC          599 03 NV  K3EST         599 03 CA
QSO:  3500 RY 2017-09-23 1134 K7XC          599 03 NV  W6HGF         599 05 VA
