START-OF-LOG: 2.0
CATEGORY: Single operator, CW, low power
CONTEST: WAG
SPECIFIC: I18
CREATED-BY: Win-Test 4.33.0, modified by DXHF upload.
CALLSIGN: DF1MM
CLAIMED-SCORE: 744709
OPERATORS:
CLUB: Russian CW Club
QSO: 21012 CW 2020-10-17 1504 DF1MM         599 I18    4X6FR         599 006
QSO: 21010 CW 2020-10-17 1505 DF1MM         599 I18    W4PM          599 003
QSO: 21010 CW 2020-10-17 1506 DF1MM         599 I18    LZ1ND         599 008
QSO: 21010 CW 2020-10-17 1506 DF1MM         599 I18    K4DY          599 002
QSO: 21010 CW 2020-10-17 1507 DF1MM         599 I18    AA3B          599 009
QSO: 21010 CW 2020-10-17 1508 DF1MM         599 I18    N8UM          599 010
QSO: 21010 CW 2020-10-17 1509 DF1MM         599 I18    NN3W          599 006
QSO: 21010 CW 2020-10-17 1510 DF1MM         599 I18    K3ZO          599 020
QSO: 21010 CW 2020-10-17 1511 DF1MM         599 I18    W3IUU         599 002
QSO: 21010 CW 2020-10-17 1512 DF1MM         599 I18    K5KG          599 014
QSO: 21010 CW 2020-10-17 1515 DF1MM         599 I18    K4VBM         599 003
QSO: 21010 CW 2020-10-17 1515 DF1MM         599 I18    NM5M          599 020
QSO: 21010 CW 2020-10-17 1515 DF1MM         599 I18    K4GM          599 004
QSO: 21010 CW 2020-10-17 1516 DF1MM         599 I18    N2KW          599 023
QSO: 21010 CW 2020-10-17 1516 DF1MM         599 I18    NW8U          599 009
QSO: 21010 CW 2020-10-17 1518 DF1MM         599 I18    OK7Z          599 016
QSO: 21010 CW 2020-10-17 1519 DF1MM         599 I18    N4RV          599 024
QSO: 21010 CW 2020-10-17 1521 DF1MM         599 I18    DL8QS         599 V22
QSO: 21010 CW 2020-10-17 1525 DF1MM         599 I18    PT9M          599 008
QSO: 21001 CW 2020-10-17 1528 DF1MM         599 I18    P33AA         599 086
QSO: 21021 CW 2020-10-17 1531 DF1MM         599 I18    K3AJ          599 048
QSO: 21022 CW 2020-10-17 1532 DF1MM         599 I18    N4BP          599 054
QSO: 21025 CW 2020-10-17 1532 DF1MM         599 I18    K3WW          599 079
QSO: 21027 CW 2020-10-17 1533 DF1MM         599 I18    N3RD          599 045
QSO: 21041 CW 2020-10-17 1536 DF1MM         599 I18    K1ZZ          599 062
QSO: 21036 CW 2020-10-17 1537 DF1MM         599 I18    5H3EE         599 059
QSO: 21011 CW 2020-10-17 1543 DF1MM         599 I18    9G5FI         599 066
QSO: 21033 CW 2020-10-17 1547 DF1MM         599 I18    ZD7BG         599 018
QSO: 21024 CW 2020-10-17 1553 DF1MM         599 I18    N3QE          599 028
QSO: 21026 CW 2020-10-17 1554 DF1MM         599 I18    DJ6OL         599 H05
QSO: 14030 CW 2020-10-17 1558 DF1MM         599 I18    K3AU          599 069
QSO: 14030 CW 2020-10-17 1559 DF1MM         599 I18    UA9CTT        599 023
QSO: 14030 CW 2020-10-17 1559 DF1MM         599 I18    LZ1QN         599 088
QSO: 14030 CW 2020-10-17 1559 DF1MM         599 I18    F5JU          599 020
QSO: 14030 CW 2020-10-17 1601 DF1MM         599 I18    LZ2VP         599 037
QSO: 14030 CW 2020-10-17 1602 DF1MM         599 I18    W5GN          599 062
QSO: 14030 CW 2020-10-17 1602 DF1MM         599 I18    R4IO          599 054
QSO: 14030 CW 2020-10-17 1602 DF1MM         599 I18    LZ8E          599 101
QSO: 14030 CW 2020-10-17 1604 DF1MM         599 I18    KU7T          599 042
QSO: 14030 CW 2020-10-17 1604 DF1MM         599 I18    RA9AP         599 035
QSO: 14030 CW 2020-10-17 1604 DF1MM         599 I18    KD0UN         599 004
QSO: 14030 CW 2020-10-17 1605 DF1MM         599 I18    UD4W          599 005
QSO: 14030 CW 2020-10-17 1605 DF1MM         599 I18    LZ1ND         599 072
QSO: 14030 CW 2020-10-17 1606 DF1MM         599 I18    LZ3QE         599 056
QSO: 14030 CW 2020-10-17 1606 DF1MM         599 I18    KE0UI         599 005
QSO: 14030 CW 2020-10-17 1606 DF1MM         599 I18    K5UV          599 032
QSO: 14030 CW 2020-10-17 1607 DF1MM         599 I18    OE8TED        599 046
QSO: 14030 CW 2020-10-17 1608 DF1MM         599 I18    DL8CA         599 L23
QSO: 14030 CW 2020-10-17 1608 DF1MM         599 I18    W1FJ          599 045
QSO: 14030 CW 2020-10-17 1609 DF1MM         599 I18    K8MP          599 028
QSO: 14030 CW 2020-10-17 1609 DF1MM         599 I18    RT9A          599 089
QSO: 14030 CW 2020-10-17 1609 DF1MM         599 I18    YL7A          599 036
QSO: 14030 CW 2020-10-17 1610 DF1MM         599 I18    W2LE          599 014
QSO: 14030 CW 2020-10-17 1610 DF1MM         599 I18    KR4U          599 008
QSO: 14030 CW 2020-10-17 1611 DF1MM         599 I18    IT9ORA        599 031
