START-OF-LOG: 3.0
CATEGORY: Single operator, CW, high power
CONTEST: WAG
SPECIFIC: T18
CALLSIGN: DL9SCO
CLAIMED-SCORE: 298870
CREATED-BY: UcxLog 8.06, modified by DXHF upload.
CLUB: DARC
QSO: 14000 CW 2020-10-17 1504 DL9SCO        599 T18    YU1YV         599 001
QSO: 14000 CW 2020-10-17 1506 DL9SCO        599 T18    OH5YU         599 002
QSO: 14000 CW 2020-10-17 1506 DL9SCO        599 T18    DJ2AX         599 X20
QSO: 14000 CW 2020-10-17 1507 DL9SCO        599 T18    R7MM          599 012
QSO: 14000 CW 2020-10-17 1507 DL9SCO        599 T18    UF5A          599 007
QSO: 14000 CW 2020-10-17 1507 DL9SCO        599 T18    W5GN          599 007
QSO: 14000 CW 2020-10-17 1508 DL9SCO        599 T18    W8HFY         599 004
QSO: 14000 CW 2020-10-17 1509 DL9SCO        599 T18    YL7X          599 011
QSO: 14000 CW 2020-10-17 1509 DL9SCO        599 T18    WT9U          599 013
QSO: 14000 CW 2020-10-17 1510 DL9SCO        599 T18    UA3QR         599 007
QSO: 14000 CW 2020-10-17 1511 DL9SCO        599 T18    LZ7Y          599 006
QSO: 14000 CW 2020-10-17 1511 DL9SCO        599 T18    RL4F          599 014
QSO: 14000 CW 2020-10-17 1512 DL9SCO        599 T18    RA3AN         599 015
QSO: 14000 CW 2020-10-17 1512 DL9SCO        599 T18    UA1AJ         599 006
QSO: 14000 CW 2020-10-17 1512 DL9SCO        599 T18    EA1WH         599 011
QSO: 14000 CW 2020-10-17 1513 DL9SCO        599 T18    LZ3QE         599 009
QSO: 14000 CW 2020-10-17 1513 DL9SCO        599 T18    LZ2VP         599 010
QSO: 14000 CW 2020-10-17 1514 DL9SCO        599 T18    OH3WW         599 009
QSO: 14000 CW 2020-10-17 1514 DL9SCO        599 T18    W2CDO         599 008
QSO: 14000 CW 2020-10-17 1515 DL9SCO        599 T18    SA0BXV        599 002
QSO: 14000 CW 2020-10-17 1515 DL9SCO        599 T18    RT9A          599 015
QSO: 14000 CW 2020-10-17 1516 DL9SCO        599 T18    M0BEW         599 010
QSO: 14000 CW 2020-10-17 1517 DL9SCO        599 T18    K3AU          599 025
QSO: 14000 CW 2020-10-17 1518 DL9SCO        599 T18    OH2VZ         599 12
QSO: 14000 CW 2020-10-17 1519 DL9SCO        599 T18    SV8/HB9FIH    599 004
QSO: 14000 CW 2020-10-17 1519 DL9SCO        599 T18    CT1DRB        599 011
QSO: 14000 CW 2020-10-17 1520 DL9SCO        599 T18    N9CK          599 24
QSO: 14000 CW 2020-10-17 1520 DL9SCO        599 T18    UA9XO         599 012
QSO: 14000 CW 2020-10-17 1522 DL9SCO        599 T18    IK8RDU        599 003
QSO: 14000 CW 2020-10-17 1523 DL9SCO        599 T18    R1BC          599 011
QSO: 14000 CW 2020-10-17 1524 DL9SCO        599 T18    CR5O          599 028
QSO: 14000 CW 2020-10-17 1524 DL9SCO        599 T18    R7AC          599 011
QSO: 14000 CW 2020-10-17 1525 DL9SCO        599 T18    VE9OA         599 8
QSO: 14000 CW 2020-10-17 1525 DL9SCO        599 T18    YO4NF         599 031
QSO: 14000 CW 2020-10-17 1526 DL9SCO        599 T18    WD9DZV        599 007
QSO: 14000 CW 2020-10-17 1527 DL9SCO        599 T18    R7CT          599 030
QSO: 14000 CW 2020-10-17 1527 DL9SCO        599 T18    VE3FJ         599 023
QSO: 14000 CW 2020-10-17 1530 DL9SCO        599 T18    RN4SC         599 015
QSO: 14000 CW 2020-10-17 1531 DL9SCO        599 T18    RZ4AZ         599 12
QSO: 14000 CW 2020-10-17 1532 DL9SCO        599 T18    NF9V          599 3
QSO: 14000 CW 2020-10-17 1533 DL9SCO        599 T18    RK3TT         599 029
QSO: 14000 CW 2020-10-17 1534 DL9SCO        599 T18    RX1AG         599 016
QSO: 14000 CW 2020-10-17 1534 DL9SCO        599 T18    SP1NY         599 29
