START-OF-LOG: 3.0
CATEGORY: Single operator, CW, low power
CONTEST: WAG
SPECIFIC: V22
CALLSIGN: DL8QS
CLAIMED-SCORE: 502068
CREATED-BY: UcxLog 8.08, modified by DXHF upload.
OPERATORS: DL8QS
QSO: 21002 CW 2020-10-17 1501 DL8QS         599 V22    P33A          599 004
QSO: 21008 CW 2020-10-17 1502 DL8QS         599 V22    DJ9AO         599 X22
QSO: 21013 CW 2020-10-17 1507 DL8QS         599 V22    4X6FR         599 13
QSO: 21012 CW 2020-10-17 1508 DL8QS         599 V22    9G5FI         599 009
QSO: 21023 CW 2020-10-17 1509 DL8QS         599 V22    EA4OR         599 3
QSO: 21024 CW 2020-10-17 1510 DL8QS         599 V22    NC1CC         599 12
QSO: 21026 CW 2020-10-17 1511 DL8QS         599 V22    K3WW          599 28
QSO: 21026 CW 2020-10-17 1512 DL8QS         599 V22    CR3W          599 21
QSO: 21028 CW 2020-10-17 1513 DL8QS         599 V22    K3ZO          599 27
QSO: 21036 CW 2020-10-17 1515 DL8QS         599 V22    N4QS          599 016
QSO: 21037 CW 2020-10-17 1518 DL8QS         599 V22    5H3EE         599 025
QSO: 21010 CW 2020-10-17 1521 DL8QS         599 V22    DF1MM         599 I18
QSO: 21021 CW 2020-10-17 1522 DL8QS         599 V22    K3AJ          599 033
QSO: 21024 CW 2020-10-17 1523 DL8QS         599 V22    DK2OY         599 M15
QSO: 21022 CW 2020-10-17 1525 DL8QS         599 V22    N4BP          599 044
QSO: 21037 CW 2020-10-17 1526 DL8QS         599 V22    N4YDU         599 033
QSO: 21039 CW 2020-10-17 1527 DL8QS         599 V22    NM5M          599 031
QSO: 21042 CW 2020-10-17 1529 DL8QS         599 V22    K1ZZ          599 45
QSO: 21027 CW 2020-10-17 1529 DL8QS         599 V22    N3RD          599 38
QSO: 21020 CW 2020-10-17 1536 DL8QS         599 V22    PY5AMF        599 004
QSO: 14001 CW 2020-10-17 1537 DL8QS         599 V22    DL2F          599 F07
QSO: 28020 CW 2020-10-17 1539 DL8QS         599 V22    DL6AA         599 V22
QSO: 14003 CW 2020-10-17 1540 DL8QS         599 V22    DL2DX         599 S07
