START-OF-LOG: 2.0
CATEGORY: Multi operator
CONTEST: WAG
SPECIFIC: S41
CREATED-BY: Win-Test 4.30.0, modified by DXHF upload.
CALLSIGN: DL0XM
CLAIMED-SCORE: 1704725
OPERATORS: DH3WW DL1LRM DL4WG DL5CW DL5LYM DL5WS DL7URH DL9WVM DM3XM DO7OH
CLUB: Bavarian Contest Club
QSO: 21027 CW 2020-10-17 1501 DL0XM         599 S41    K1ZZ          599 002
QSO:  7010 CW 2020-10-17 1501 DL0XM         599 S41    YT4W          599 002
QSO: 14031 CW 2020-10-17 1501 DL0XM         599 S41    AB3CX         599 000
QSO: 21027 CW 2020-10-17 1502 DL0XM         599 S41    AA3B          599 004
QSO:  7019 CW 2020-10-17 1502 DL0XM         599 S41    HB9DHG        599 001
QSO: 21027 CW 2020-10-17 1503 DL0XM         599 S41    N8UM          599 005
QSO: 28469 PH 2020-10-17 1503 DL0XM         59  S41    DL7ANR        59  D06
QSO: 21027 CW 2020-10-17 1503 DL0XM         599 S41    K1RM          599 003
QSO: 14015 CW 2020-10-17 1503 DL0XM         599 S41    SV5DKL        599 004
QSO: 21027 CW 2020-10-17 1503 DL0XM         599 S41    VE3VN         599 003
QSO: 21027 CW 2020-10-17 1504 DL0XM         599 S41    DL7ALM        599 D06
QSO:  7017 CW 2020-10-17 1504 DL0XM         599 S41    DL1A          599 C30
QSO: 21027 CW 2020-10-17 1504 DL0XM         599 S41    W1AET         599 000
QSO:  7016 CW 2020-10-17 1505 DL0XM         599 S41    E77EA         599 004
QSO: 14037 CW 2020-10-17 1505 DL0XM         599 S41    UD4F          599 010
QSO: 21027 CW 2020-10-17 1506 DL0XM         599 S41    N2KW          599 011
QSO:  7022 CW 2020-10-17 1506 DL0XM         599 S41    RZ9L          599 002
QSO: 21027 CW 2020-10-17 1507 DL0XM         599 S41    NM5M          599 012
QSO: 21027 CW 2020-10-17 1507 DL0XM         599 S41    N4RV          599 012
QSO: 21027 CW 2020-10-17 1508 DL0XM         599 S41    K3AJ          599 014
QSO: 21027 CW 2020-10-17 1508 DL0XM         599 S41    LZ5EE         599 004
QSO:  7010 CW 2020-10-17 1510 DL0XM         599 S41    9A1AA         599 014
QSO: 21001 CW 2020-10-17 1510 DL0XM         599 S41    P3AA          599 042
QSO:  7013 CW 2020-10-17 1511 DL0XM         599 S41    UT5NR         599 001
QSO: 21027 CW 2020-10-17 1511 DL0XM         599 S41    IN3W          599 010
QSO:  7018 CW 2020-10-17 1512 DL0XM         599 S41    HA5OV         599 009
QSO: 21027 CW 2020-10-17 1512 DL0XM         599 S41    K3ZO          599 026
QSO: 21027 CW 2020-10-17 1513 DL0XM         599 S41    N4QS          599 013
QSO: 21027 CW 2020-10-17 1513 DL0XM         599 S41    DC2CW         599 Y08
QSO:  7011 CW 2020-10-17 1514 DL0XM         599 S41    SF6W          599 010
QSO: 21027 CW 2020-10-17 1514 DL0XM         599 S41    NO5W          599 001
QSO: 14014 CW 2020-10-17 1514 DL0XM         599 S41    DF5A          599 V11
QSO: 21027 CW 2020-10-17 1514 DL0XM         599 S41    DL2SWR        599 V13
QSO: 21027 CW 2020-10-17 1515 DL0XM         599 S41    K5KG          599 018
QSO:  7018 CW 2020-10-17 1515 DL0XM         599 S41    LZ1RW         599 007
QSO: 21027 CW 2020-10-17 1515 DL0XM         599 S41    N2GM          599 013
QSO: 14027 CW 2020-10-17 1516 DL0XM         599 S41    4X0AAP/31     599 000
QSO:  7019 CW 2020-10-17 1516 DL0XM         599 S41    LA0CX         599 013
QSO: 21027 CW 2020-10-17 1517 DL0XM         599 S41    DL2RUG        599 Y09
QSO:  7023 CW 2020-10-17 1517 DL0XM         599 S41    PA8AD         599 011
QSO: 21027 CW 2020-10-17 1518 DL0XM         599 S41    K4GM          599 006
QSO:  7025 CW 2020-10-17 1519 DL0XM         599 S41    OZ1AAR        599 012
QSO: 21027 CW 2020-10-17 1520 DL0XM         599 S41    W3IUU         599 010
QSO:  7028 CW 2020-10-17 1520 DL0XM         599 S41    G4MBC         599 009
QSO:  3789 PH 2020-10-17 1521 DL0XM         59  S41    DL3ANK        59  X43
QSO: 14157 PH 2020-10-17 1522 DL0XM         59  S41    SV3DCX        59  050
QSO:  7011 CW 2020-10-17 1522 DL0XM         599 S41    EW6F          599 006
QSO: 14250 PH 2020-10-17 1524 DL0XM         59  S41    IF9A          59  028
QSO: 21027 CW 2020-10-17 1524 DL0XM         599 S41    W4PM          599 013
QSO:  7016 CW 2020-10-17 1525 DL0XM         599 S41    RA4AR         599 012
QSO: 21027 CW 2020-10-17 1525 DL0XM         599 S41    DL7YS         599 D06
QSO: 21027 CW 2020-10-17 1525 DL0XM         599 S41    K8MFO         599 023
QSO: 21027 CW 2020-10-17 1526 DL0XM         599 S41    DL7ANR        599 D06
QSO: 14188 PH 2020-10-17 1526 DL0XM         59  S41    YT5LD         59  016
QSO: 14255 PH 2020-10-17 1527 DL0XM         59  S41    TA4RC         59  015
QSO:  7021 CW 2020-10-17 1527 DL0XM         599 S41    SN1T          599 026
QSO:  3523 CW 2020-10-17 1529 DL0XM         599 S41    OZ2TF         599 012
QSO:  7013 CW 2020-10-17 1529 DL0XM         599 S41    LY3B          599 039
QSO: 14011 CW 2020-10-17 1529 DL0XM         599 S41    LZ3ZZ         599 027
QSO:  7014 CW 2020-10-17 1529 DL0XM         599 S41    UP5B          599 010
QSO:  3525 CW 2020-10-17 1529 DL0XM         599 S41    OL1ADZ        599 008
QSO:  7016 CW 2020-10-17 1530 DL0XM         599 S41    OR5T          599 019
QSO: 21026 CW 2020-10-17 1530 DL0XM         599 S41    CR3W          599 059
QSO: 14011 CW 2020-10-17 1530 DL0XM         599 S41    EA1IQ         599 042
QSO:  7007 CW 2020-10-17 1530 DL0XM         599 S41    OK2QA         599 015
QSO: 14006 CW 2020-10-17 1531 DL0XM         599 S41    4O4T          599 036
QSO:  3517 CW 2020-10-17 1531 DL0XM         599 S41    UT7LW         599 000
QSO:  7023 CW 2020-10-17 1531 DL0XM         599 S41    OH5Z          599 007
QSO: 14020 CW 2020-10-17 1532 DL0XM         599 S41    IK8UND        599 034
QSO: 21011 CW 2020-10-17 1532 DL0XM         599 S41    9G5FI         599 049
QSO:  3524 CW 2020-10-17 1532 DL0XM         599 S41    SN5N          599 020
QSO:  7024 CW 2020-10-17 1533 DL0XM         599 S41    MM2T          599 001
QSO: 14023 CW 2020-10-17 1533 DL0XM         599 S41    HB9DHG        599 021
QSO:  7021 CW 2020-10-17 1534 DL0XM         599 S41    S57WJ         599 011
QSO: 14032 CW 2020-10-17 1534 DL0XM         599 S41    CR6K          599 069
QSO: 14033 CW 2020-10-17 1534 DL0XM         599 S41    OY1CT         599 066
QSO:  7012 CW 2020-10-17 1534 DL0XM         599 S41    IZ2FME        599 009
QSO: 14025 CW 2020-10-17 1537 DL0XM         599 S41    RX9CM         599 008
QSO:  7022 CW 2020-10-17 1538 DL0XM         599 S41    LX/PA3EYC     599 000
QSO: 21260 PH 2020-10-17 1538 DL0XM         59  S41    ZS6TVB        59  012
QSO:  7036 CW 2020-10-17 1543 DL0XM         599 S41    CR6K          599 092
QSO: 14042 CW 2020-10-17 1543 DL0XM         599 S41    ZS6CNC        599 000
QSO: 14015 CW 2020-10-17 1545 DL0XM         599 S41    OK7Z          599 035
QSO: 21037 CW 2020-10-17 1545 DL0XM         599 S41    5H3EE         599 074
QSO:  7009 CW 2020-10-17 1546 DL0XM         599 S41    OE8TED        599 026
QSO: 14040 CW 2020-10-17 1549 DL0XM         599 S41    G4MBC         599 035
QSO: 14040 CW 2020-10-17 1550 DL0XM         599 S41    IT9SSI        599 012
QSO: 21020 CW 2020-10-17 1550 DL0XM         599 S41    PY5AMF        599 008
QSO: 14040 CW 2020-10-17 1550 DL0XM         599 S41    IT9ORA        599 020
