START-OF-LOG: 3.0
CATEGORY: Single operator, mixed, low power
CONTEST: WAG
SPECIFIC: I21
CALLSIGN: DD7BW
LOCATION: DX
CLAIMED-SCORE: 2950
CREATED-BY: HAM OFFICE 5  REL. 9.7E HTTP://WWW.HAMOFFICE.DE, modified by DXHF upload.
CLUB: DARC
OPERATORS: DD7BW
QSO: 7000  PH  2020-10-17 1507 DD7BW 59  I21               DC8YZ        59  B13
QSO: 7000  PH  2020-10-17 1510 DD7BW 59  I21               DJ8RP        59  A14
QSO: 7000  PH  2020-10-17 1517 DD7BW 59  I21               OZ1D         59  014
QSO: 7000  PH  2020-10-17 1643 DD7BW 59  I21               IT2YCW       59  175
QSO: 7000  PH  2020-10-17 1646 DD7BW 59  I21               OH6MSZ       59  144
QSO: 3500  PH  2020-10-17 1650 DD7BW 59  I21               DL1EBN       59  L23
QSO: 3500  PH  2020-10-17 1656 DD7BW 59  I21               DO6IL        59  L07
QSO: 3500  PH  2020-10-17 1704 DD7BW 59  I21               DL1RGA       59  K15
QSO: 3500  PH  2020-10-17 1712 DD7BW 59  I21               DL0AT        59  E13
QSO: 3500  PH  2020-10-17 1714 DD7BW 59  I21               DF9ME        59  U14
QSO: 3500  PH  2020-10-17 1715 DD7BW 59  I21               DJ2GMS       59  P20
QSO: 3500  PH  2020-10-17 1718 DD7BW 59  I21               DJ4ZZ        59  H07
QSO: 3500  PH  2020-10-17 1719 DD7BW 59  I21               DK6HS        59  K14
QSO: 14000 PH  2020-10-17 1726 DD7BW 59  I21               EA5JN        59  197
QSO: 7000  PH  2020-10-17 1732 DD7BW 59  I21               ES2MC        59  249
QSO: 7000  PH  2020-10-17 1735 DD7BW 59  I21               YL3CW        59  269
QSO: 7000  PH  2020-10-17 1746 DD7BW 59  I21               IK6QON       59  208
QSO: 7000  PH  2020-10-17 1846 DD7BW 59  I21               LY9A         59  363
QSO: 3500  PH  2020-10-17 1859 DD7BW 59  I21               DL9RAR       59  U14
QSO: 3500  PH  2020-10-17 1902 DD7BW 59  I21               DF0W         59  H02
QSO: 3500  PH  2020-10-17 1910 DD7BW 59  I21               PF70DARC     59  267
QSO: 3500  PH  2020-10-17 1914 DD7BW 59  I21               DG6SA        59  R24
QSO: 3500  PH  2020-10-17 1920 DD7BW 59  I21               DK0FC        59  I18
QSO: 7000  PH  2020-10-17 1928 DD7BW 59  I21               CR3W         59  660
QSO: 7000  PH  2020-10-17 1931 DD7BW 59  I21               EC1A         59  033
QSO: 7000  PH  2020-10-18 0724 DD7BW 59  I21               YL7X         59  926
QSO: 3500  PH  2020-10-18 0729 DD7BW 59  I21               DK5A         59  X33
QSO: 3500  PH  2020-10-18 0732 DD7BW 59  I21               DH0F         59  B09
QSO: 3500  PH  2020-10-18 0734 DD7BW 59  I21               DO1FHQ       59  B04
QSO: 3500  PH  2020-10-18 0737 DD7BW 59  I21               DL0UE        59  JSZ19
QSO: 3500  PH  2020-10-18 0739 DD7BW 59  I21               DL0LK        59  E03
QSO: 3500  PH  2020-10-18 0742 DD7BW 59  I21               DR1F         59  F27
QSO: 7000  PH  2020-10-18 0744 DD7BW 59  I21               S57DX        59  364
QSO: 7000  PH  2020-10-18 0746 DD7BW 59  I21               SP7RFF       59  330
QSO: 7000  PH  2020-10-18 0748 DD7BW 59  I21               DH1GAP       59  A25
QSO: 7000  PH  2020-10-18 0750 DD7BW 59  I21               HA5JI        59  713
QSO: 14000 PH  2020-10-18 0802 DD7BW 59  I21               R1IO         59  318
QSO: 14000 PH  2020-10-18 0810 DD7BW 59  I21               CR3W         59  1555
QSO: 14000 PH  2020-10-18 0812 DD7BW 59  I21               IT9/IZ2WFL   59  018
QSO: 14000 PH  2020-10-18 0815 DD7BW 59  I21               OG2X         59  059
QSO: 14000 PH  2020-10-18 0822 DD7BW 59  I21               RZ5R         59  1642
QSO: 21000 PH  2020-10-18 0828 DD7BW 59  I21               RL4F         59  767
QSO: 14000 PH  2020-10-18 0838 DD7BW 59  I21               EC1DD        59  359
QSO: 14000 PH  2020-10-18 0844 DD7BW 59  I21               SV3DCX       59  742
QSO: 14000 PH  2020-10-18 0846 DD7BW 59  I21               LZ1QN        59  954
QSO: 14000 PH  2020-10-18 0849 DD7BW 59  I21               RA2ARR       59  499
QSO: 21000 PH  2020-10-18 0859 DD7BW 59  I21               R4BZ         59  396
QSO: 14000 PH  2020-10-18 1039 DD7BW 59  I21               LZ9R         59  1122
QSO: 14000 PH  2020-10-18 1040 DD7BW 59  I21               OH3BCX       59  408
QSO: 14000 PH  2020-10-18 1043 DD7BW 59  I21               EW7BA        59  394
QSO: 14000 PH  2020-10-18 1055 DD7BW 59  I21               LY9A         59  1210
QSO: 7000  PH  2020-10-18 1100 DD7BW 59  I21               DL5M         59  X23
QSO: 7000  PH  2020-10-18 1101 DD7BW 59  I21               DL0LK        59  E03
QSO: 7000  PH  2020-10-18 1104 DD7BW 59  I21               DK1RU        59  P11
END-OF-LOG:
