START-OF-LOG: 3.0
CREATED-BY: GenLog v7.50
LOCATION: DX
CONTEST: CQ-WW-CW
CALLSIGN: OK1AMF
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CLAIMED-SCORE: 334650
OPERATORS: OK1AMF
NAME: FRANTA Schmid
SOAPBOX: TRX TS-590S PA 700W ANT GP8 3EL-ECO SLOPER 34M
QSO: 21000 CW 2012-11-24 1413 OK1AMF        599 15     VC2T          599 05
QSO: 21000 CW 2012-11-24 1415 OK1AMF        599 15     K1KP          599 05
QSO: 21000 CW 2012-11-24 1425 OK1AMF        599 15     N8UM          599 04
QSO: 21000 CW 2012-11-24 1427 OK1AMF        599 15     4Z5TK         599 20
QSO: 21000 CW 2012-11-24 1431 OK1AMF        599 15     KB3WD         599 05
QSO: 21000 CW 2012-11-24 1432 OK1AMF        599 15     N4IR          599 04
QSO: 21000 CW 2012-11-24 1434 OK1AMF        599 15     ZW5B          599 11
QSO: 21000 CW 2012-11-24 1436 OK1AMF        599 15     5C5W          599 33
QSO: 21000 CW 2012-11-24 1441 OK1AMF        599 15     YU5A          599 15
QSO: 21000 CW 2012-11-24 1444 OK1AMF        599 15     DL1A          599 14
QSO: 21000 CW 2012-11-24 1444 OK1AMF        599 15     SO9Q          599 15
QSO: 21000 CW 2012-11-24 1448 OK1AMF        599 15     5H3EE         599 37
QSO: 21000 CW 2012-11-24 1452 OK1AMF        599 15     6Y3M          599 08
QSO: 21000 CW 2012-11-24 1453 OK1AMF        599 15     NQ4I          599 05
QSO: 21000 CW 2012-11-24 1455 OK1AMF        599 15     K2K           599 05
QSO: 21000 CW 2012-11-24 1457 OK1AMF        599 15     EF5F          599 14
QSO: 21000 CW 2012-11-24 1458 OK1AMF        599 15     K1LZ          599 05
QSO: 21000 CW 2012-11-24 1502 OK1AMF        599 15     LY6A          599 15
QSO: 21000 CW 2012-11-24 1504 OK1AMF        599 15     D3AA          599 36
QSO: 21000 CW 2012-11-24 1507 OK1AMF        599 15     N0NI          599 04
QSO: 21000 CW 2012-11-24 1513 OK1AMF        599 15     II1A          599 15
QSO: 21000 CW 2012-11-24 1518 OK1AMF        599 15     PJ2T          599 09
QSO: 21000 CW 2012-11-24 1530 OK1AMF        599 15     6V7V          599 35
QSO: 21000 CW 2012-11-24 1533 OK1AMF        599 15     EF8X          599 33
QSO: 21000 CW 2012-11-24 1534 OK1AMF        599 15     S57C          599 15
QSO: 21000 CW 2012-11-24 1536 OK1AMF        599 15     K7KU          599 04
QSO: 21000 CW 2012-11-24 1538 OK1AMF        599 15     KB1H          599 05
QSO: 21000 CW 2012-11-24 1540 OK1AMF        599 15     P49Y          599 09
QSO: 21000 CW 2012-11-24 1544 OK1AMF        599 15     EL2A          599 35
QSO: 21000 CW 2012-11-24 1546 OK1AMF        599 15     N4PN          599 05
QSO: 21000 CW 2012-11-24 1549 OK1AMF        599 15     N2IC          599 04
QSO: 21000 CW 2012-11-24 1550 OK1AMF        599 15     K5TR          599 04
QSO: 21000 CW 2012-11-24 1551 OK1AMF        599 15     N4DJ          599 05
QSO: 21000 CW 2012-11-24 1552 OK1AMF        599 15     K0DQ          599 05
QSO: 21000 CW 2012-11-24 1553 OK1AMF        599 15     VE3UTT        599 04
QSO: 21000 CW 2012-11-24 1553 OK1AMF        599 15     VY2TT         599 05
QSO: 21000 CW 2012-11-24 1601 OK1AMF        599 15     TI5A          599 07
QSO: 21000 CW 2012-11-24 1603 OK1AMF        599 15     K0EU          599 04
QSO: 21000 CW 2012-11-24 1604 OK1AMF        599 15     HA4UU         599 15
QSO: 21000 CW 2012-11-24 1605 OK1AMF        599 15     W0MM          599 04
QSO: 21000 CW 2012-11-24 1606 OK1AMF        599 15     OM7RU         599 15
QSO: 21000 CW 2012-11-24 1606 OK1AMF        599 15     K4AB          599 04
QSO: 21000 CW 2012-11-24 1609 OK1AMF        599 15     W3IUU         599 05
QSO: 21000 CW 2012-11-24 1610 OK1AMF        599 15     OZ1LO         599 14
QSO: 21000 CW 2012-11-24 1611 OK1AMF        599 15     PT2CM         599 11
QSO: 21000 CW 2012-11-24 1613 OK1AMF        599 15     K3PH          599 05
QSO: 21000 CW 2012-11-24 1616 OK1AMF        599 15     EA9EU         599 33
QSO: 21000 CW 2012-11-24 1616 OK1AMF        599 15     K3WW          599 05
QSO: 21000 CW 2012-11-24 1618 OK1AMF        599 15     N4DW          599 04
QSO: 21000 CW 2012-11-24 1620 OK1AMF        599 15     K4RO          599 04
QSO: 21000 CW 2012-11-24 1621 OK1AMF        599 15     SN7Q          599 15
QSO: 21000 CW 2012-11-24 1622 OK1AMF        599 15     W5RU          599 04
QSO: 21000 CW 2012-11-24 1623 OK1AMF        599 15     WT1T          599 05
QSO: 21000 CW 2012-11-24 1623 OK1AMF        599 15     NN3Q          599 05
QSO: 21000 CW 2012-11-24 1624 OK1AMF        599 15     GM5X          599 14
QSO: 21000 CW 2012-11-24 1626 OK1AMF        599 15     OH0V          599 15
QSO: 21000 CW 2012-11-24 1628 OK1AMF        599 15     8P5A          599 08
QSO: 21000 CW 2012-11-24 1630 OK1AMF        599 15     HK1NA         599 09
QSO: 21000 CW 2012-11-24 1632 OK1AMF        599 15     IS0AFM        599 15
QSO: 21000 CW 2012-11-24 1634 OK1AMF        599 15     V51YJ         599 38
QSO: 21000 CW 2012-11-24 1639 OK1AMF        599 15     VE3EJ         599 04
QSO: 21000 CW 2012-11-24 1642 OK1AMF        599 15     CS2C          599 14
QSO: 21000 CW 2012-11-24 1649 OK1AMF        599 15     CR3L          599 33
QSO: 21000 CW 2012-11-24 1651 OK1AMF        599 15     C5A           599 35
QSO: 21000 CW 2012-11-24 1653 OK1AMF        599 15     HD2A          599 10
QSO: 21000 CW 2012-11-24 1658 OK1AMF        599 15     FY5KE         599 09
QSO: 21000 CW 2012-11-24 1703 OK1AMF        599 15     RI1ANF        599 13
