START-OF-LOG: 3.0
CALLSIGN: YO5CRQ
CLUB: CSM Baia Mare
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 196224
OPERATORS: YO5CRQ
NAME: Zoltan Bordas
CREATED-BY: N1MM Logger V12.8.2
SOAPBOX: Radio: Yaesu FT-1000MP Mk V 100 W
SOAPBOX: Antenna 80-40 m: shorted twin-lead dipole @ 6 m height
SOAPBOX: Antenna 20-10 m: vertical @ 13 m height
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO: 28007 CW 2012-11-24 0834 YO5CRQ        599 20     Z38N          599 15
QSO: 28011 CW 2012-11-24 0837 YO5CRQ        599 20     UA9JLL        599 17
QSO: 28010 CW 2012-11-24 0853 YO5CRQ        599 20     C5A           599 35
QSO: 28011 CW 2012-11-24 0855 YO5CRQ        599 20     9M2MT         599 28
QSO: 28027 CW 2012-11-24 0904 YO5CRQ        599 20     VK3TDX        599 30
QSO: 28030 CW 2012-11-24 0912 YO5CRQ        599 20     EL2A          599 35
QSO: 28077 CW 2012-11-24 0913 YO5CRQ        599 20     9M2IDJ        599 28
QSO: 28079 CW 2012-11-24 0915 YO5CRQ        599 20     A45XR         599 21
QSO: 21101 CW 2012-11-24 0926 YO5CRQ        599 20     VK8GM         599 29
QSO: 21104 CW 2012-11-24 0927 YO5CRQ        599 20     A71A          599 21
QSO: 21106 CW 2012-11-24 0928 YO5CRQ        599 20     RU5A          599 16
QSO: 21109 CW 2012-11-24 0928 YO5CRQ        599 20     4K6FO         599 21
QSO: 21109 CW 2012-11-24 0930 YO5CRQ        599 20     9M2CNC        599 28
QSO: 21115 CW 2012-11-24 0931 YO5CRQ        599 20     VU2PAI        599 22
QSO: 21112 CW 2012-11-24 0932 YO5CRQ        599 20     PA3AWW        599 14
QSO: 21105 CW 2012-11-24 0933 YO5CRQ        599 20     UA8WAA        599 16
QSO: 21105 CW 2012-11-24 0934 YO5CRQ        599 20     BA1GN/8       599 24
QSO: 21099 CW 2012-11-24 0934 YO5CRQ        599 20     CS2C          599 14
QSO: 21098 CW 2012-11-24 0936 YO5CRQ        599 20     LP1H          599 13
QSO: 21093 CW 2012-11-24 0943 YO5CRQ        599 20     PT2CM         599 11
QSO: 21092 CW 2012-11-24 0944 YO5CRQ        599 20     CR3E          599 33
QSO: 21091 CW 2012-11-24 0945 YO5CRQ        599 20     PY2NA         599 11
QSO: 21080 CW 2012-11-24 0946 YO5CRQ        599 20     4X2M          599 20
QSO: 21079 CW 2012-11-24 0947 YO5CRQ        599 20     HB9ARF        599 14
QSO: 21069 CW 2012-11-24 0948 YO5CRQ        599 20     MM2N          599 14
QSO: 21068 CW 2012-11-24 0949 YO5CRQ        599 20     RA9AP         599 17
QSO: 21066 CW 2012-11-24 0950 YO5CRQ        599 20     RW0A          599 18
QSO: 21065 CW 2012-11-24 0954 YO5CRQ        599 20     D4C           599 35
QSO: 21075 CW 2012-11-24 1011 YO5CRQ        599 20     AH2R          599 27
QSO: 21052 CW 2012-11-24 1012 YO5CRQ        599 20     G3V           599 14
QSO: 14013 CW 2012-11-24 1014 YO5CRQ        599 20     S59ABC        599 15
QSO: 14015 CW 2012-11-24 1015 YO5CRQ        599 20     S50G          599 15
QSO: 14059 CW 2012-11-24 1017 YO5CRQ        599 20     C5A           599 35
QSO: 14056 CW 2012-11-24 1019 YO5CRQ        599 20     EW7EW         599 16
QSO: 28094 CW 2012-11-24 1021 YO5CRQ        599 20     XQ1KZ         599 12
QSO: 28102 CW 2012-11-24 1021 YO5CRQ        599 20     UN6G          599 17
QSO: 28021 CW 2012-11-24 1025 YO5CRQ        599 20     R9DX          599 17
QSO: 28012 CW 2012-11-24 1310 YO5CRQ        599 20     D3AA          599 36
QSO: 28011 CW 2012-11-24 1313 YO5CRQ        599 20     KP2M          599 08
QSO: 28041 CW 2012-11-24 1331 YO5CRQ        599 20     PJ4A          599 09
QSO: 28033 CW 2012-11-24 1337 YO5CRQ        599 20     HK1AR         599 09
QSO: 28021 CW 2012-11-24 1353 YO5CRQ        599 20     W3BGN         599 05
QSO: 28020 CW 2012-11-24 1354 YO5CRQ        599 20     LT1F          599 13
QSO: 28041 CW 2012-11-24 1359 YO5CRQ        599 20     W3LPL         599 05
QSO: 28047 CW 2012-11-24 1400 YO5CRQ        599 20     CR5A          599 14
QSO: 28053 CW 2012-11-24 1402 YO5CRQ        599 20     NP2N          599 08
QSO: 28057 CW 2012-11-24 1402 YO5CRQ        599 20     P49Y          599 09
QSO: 28058 CW 2012-11-24 1404 YO5CRQ        599 20     V26K          599 08
QSO: 28058 CW 2012-11-24 1404 YO5CRQ        599 20     K8AZ          599 04
QSO: 28059 CW 2012-11-24 1405 YO5CRQ        599 20     KP2MM         599 08
QSO: 28060 CW 2012-11-24 1406 YO5CRQ        599 20     K3ZM          599 05
QSO: 28074 CW 2012-11-24 1411 YO5CRQ        599 20     K2SSS         599 05
QSO: 28095 CW 2012-11-24 1413 YO5CRQ        599 20     PP1CZ         599 11
QSO: 28048 CW 2012-11-24 1430 YO5CRQ        599 20     PJ4D          599 09
QSO: 28049 CW 2012-11-24 1437 YO5CRQ        599 20     WP2V/AA7V     599 08
QSO: 21048 CW 2012-11-24 1438 YO5CRQ        599 20     K4RO          599 04
QSO: 21041 CW 2012-11-24 1440 YO5CRQ        599 20     VE3YAA        599 04
QSO: 21122 CW 2012-11-24 1448 YO5CRQ        599 20     VD1M          599 05
QSO: 21110 CW 2012-11-24 1452 YO5CRQ        599 20     VE2EKA        599 02
QSO: 21089 CW 2012-11-24 1459 YO5CRQ        599 20     K0EU          599 04
QSO: 21088 CW 2012-11-24 1501 YO5CRQ        599 20     N0IJ          599 04
QSO: 21087 CW 2012-11-24 1502 YO5CRQ        599 20     K0DU          599 04
QSO: 21085 CW 2012-11-24 1503 YO5CRQ        599 20     N3WW          599 05
QSO: 21085 CW 2012-11-24 1504 YO5CRQ        599 20     ZD8W          599 36
QSO: 21084 CW 2012-11-24 1505 YO5CRQ        599 20     N7DR          599 04
QSO: 21084 CW 2012-11-24 1506 YO5CRQ        599 20     W0AIH         599 04
QSO: 21083 CW 2012-11-24 1507 YO5CRQ        599 20     N2IC          599 04
QSO: 21081 CW 2012-11-24 1508 YO5CRQ        599 20     ZS4TX         599 38
QSO: 21080 CW 2012-11-24 1509 YO5CRQ        599 20     WT1T          599 05
QSO: 21077 CW 2012-11-24 1510 YO5CRQ        599 20     K9LJN         599 04
QSO: 21075 CW 2012-11-24 1512 YO5CRQ        599 20     P49Y          599 09
QSO: 21061 CW 2012-11-24 1526 YO5CRQ        599 20     N7DD          599 03
QSO: 28099 CW 2012-11-24 1527 YO5CRQ        599 20     FS/K9EL       599 08
QSO: 28094 CW 2012-11-24 1528 YO5CRQ        599 20     PY2NA         599 11
QSO: 28092 CW 2012-11-24 1529 YO5CRQ        599 20     PS2T          599 11
QSO: 28090 CW 2012-11-24 1529 YO5CRQ        599 20     VP2MMM        599 08
QSO: 28084 CW 2012-11-24 1532 YO5CRQ        599 20     PJ7/VA3RA     599 08
QSO: 28070 CW 2012-11-24 1534 YO5CRQ        599 20     CN2R          599 33
QSO: 21088 CW 2012-11-24 1540 YO5CRQ        599 20     VY2TT         599 05
QSO: 21055 CW 2012-11-24 1542 YO5CRQ        599 20     NN1N          599 05
QSO: 21056 CW 2012-11-24 1552 YO5CRQ        599 20     HK1NA         599 09
QSO: 21057 CW 2012-11-24 1553 YO5CRQ        599 20     W3EA          599 05
QSO: 28025 CW 2012-11-24 1558 YO5CRQ        599 20     PY4HO         599 11
QSO: 28045 CW 2012-11-24 1601 YO5CRQ        599 20     CW5W          599 13
QSO:  3516 CW 2012-11-24 1609 YO5CRQ        599 20     4L5O          599 21
QSO:  3522 CW 2012-11-24 1611 YO5CRQ        599 20     UA4CNJ        599 16
QSO:  3523 CW 2012-11-24 1611 YO5CRQ        599 20     Z38N          599 15
QSO:  3525 CW 2012-11-24 1612 YO5CRQ        599 20     OL8M          599 15
QSO:  3513 CW 2012-11-24 1615 YO5CRQ        599 20     5P3WW         599 14
QSO: 28109 CW 2012-11-24 1616 YO5CRQ        599 20     PY2EX         599 11
QSO: 28129 CW 2012-11-24 1618 YO5CRQ        599 20     PY2KJ         599 11
QSO: 28064 CW 2012-11-24 1625 YO5CRQ        599 20     PJ2T          599 09
QSO: 21063 CW 2012-11-24 1628 YO5CRQ        599 20     NP2N          599 08
QSO: 21064 CW 2012-11-24 1629 YO5CRQ        599 20     8P5A          599 08
QSO: 21071 CW 2012-11-24 1631 YO5CRQ        599 20     PJ4A          599 09
QSO: 21084 CW 2012-11-24 1633 YO5CRQ        599 20     NP4Z          599 08
QSO: 14037 CW 2012-11-24 1638 YO5CRQ        599 20     D4C           599 35
QSO: 14039 CW 2012-11-24 1641 YO5CRQ        599 20     KC3WX         599 05
QSO: 14040 CW 2012-11-24 1642 YO5CRQ        599 20     KB1H          599 05
QSO: 14034 CW 2012-11-24 1649 YO5CRQ        599 20     K6WG          599 03
QSO: 14046 CW 2012-11-24 1701 YO5CRQ        599 20     N3RR          599 05
QSO: 14048 CW 2012-11-24 1710 YO5CRQ        599 20     VE2EKA        599 02
QSO: 14041 CW 2012-11-24 1712 YO5CRQ        599 20     KN7K          599 03
QSO: 14039 CW 2012-11-24 1713 YO5CRQ        599 20     N9RU          599 04
QSO: 14065 CW 2012-11-24 1904 YO5CRQ        599 20     AD4Z          599 05
QSO:  3520 CW 2012-11-24 1942 YO5CRQ        599 20     TC2M          599 20
QSO:  7037 CW 2012-11-24 2138 YO5CRQ        599 20     K2QMF         599 05
QSO:  7043 CW 2012-11-24 2149 YO5CRQ        599 20     K1RU          599 05
QSO:  7045 CW 2012-11-24 2154 YO5CRQ        599 20     D4C           599 35
QSO:  7054 CW 2012-11-24 2157 YO5CRQ        599 20     K3WW          599 05
QSO:  7053 CW 2012-11-24 2201 YO5CRQ        599 20     K0ZR          599 05
QSO:  7056 CW 2012-11-24 2202 YO5CRQ        599 20     K1ZR          599 05
QSO:  7073 CW 2012-11-24 2204 YO5CRQ        599 20     KQ2M          599 05
QSO:  7007 CW 2012-11-24 2207 YO5CRQ        599 20     NR4M          599 05
QSO:  7008 CW 2012-11-24 2207 YO5CRQ        599 20     K4SO          599 05
QSO:  7009 CW 2012-11-24 2208 YO5CRQ        599 20     K2LE          599 05
QSO:  7010 CW 2012-11-24 2209 YO5CRQ        599 20     K5ZD          599 05
QSO:  7012 CW 2012-11-24 2210 YO5CRQ        599 20     K3LR          599 05
QSO:  7025 CW 2012-11-24 2223 YO5CRQ        599 20     W1WEF         599 05
QSO:  7026 CW 2012-11-24 2225 YO5CRQ        599 20     K1KP          599 05
QSO:  7039 CW 2012-11-24 2230 YO5CRQ        599 20     VE3EJ         599 04
QSO:  7045 CW 2012-11-24 2231 YO5CRQ        599 20     K2TE          599 05
QSO:  7046 CW 2012-11-24 2232 YO5CRQ        599 20     KB3WD         599 05
QSO:  7049 CW 2012-11-24 2233 YO5CRQ        599 20     K1ZZ          599 05
