START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.9.1
CONTEST: CQ-WW-CW
LOCATION: DX
CALLSIGN: DF4XX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 471468
OPERATORS:
NAME: Kurt Simon
SOAPBOX: good condx in north DL. see you next year again. 73,Kurt
QSO:  7016 CW 2012-11-24 1428 DF4XX         599 14     LY2NY         599 15     0
QSO:  7016 CW 2012-11-24 1428 DF4XX         599 14     YL3FT         599 15     0
QSO:  7016 CW 2012-11-24 1429 DF4XX         599 14     AR5FCM        599 21     0
QSO:  7016 CW 2012-11-24 1430 DF4XX         599 14     OH5Z          599 15     0
QSO:  7016 CW 2012-11-24 1432 DF4XX         599 14     DL0DO         599 14     0
QSO:  7016 CW 2012-11-24 1432 DF4XX         599 14     RA3AN         599 16     0
QSO:  7016 CW 2012-11-24 1434 DF4XX         599 14     IW3ILM        599 15     0
QSO:  7016 CW 2012-11-24 1435 DF4XX         599 14     OH3GD         599 15     0
QSO: 14044 CW 2012-11-24 1437 DF4XX         599 14     W3EA          599 05     0
QSO: 14044 CW 2012-11-24 1438 DF4XX         599 14     C6AUM         599 08     0
QSO: 14045 CW 2012-11-24 1438 DF4XX         599 14     NE3F          599 05     0
QSO: 14027 CW 2012-11-24 1439 DF4XX         599 14     TF4X          599 40     0
QSO: 14063 CW 2012-11-24 1441 DF4XX         599 14     DK5JM         599 14     0
QSO:  3508 CW 2012-11-24 2027 DF4XX         599 14     RW4W          599 16     0
QSO:  3510 CW 2012-11-24 2027 DF4XX         599 14     SE0X          599 14     0
QSO:  3510 CW 2012-11-24 2028 DF4XX         599 14     HF8O          599 15     0
QSO:  3512 CW 2012-11-24 2029 DF4XX         599 14     OM0M          599 15     0
QSO:  3513 CW 2012-11-24 2030 DF4XX         599 14     OL4W          599 15     0
QSO:  3517 CW 2012-11-24 2030 DF4XX         599 14     S52ZW         599 15     0
QSO:  3519 CW 2012-11-24 2030 DF4XX         599 14     OH6MW         599 15     0
QSO:  3521 CW 2012-11-24 2031 DF4XX         599 14     US7IA         599 16     0
QSO:  3522 CW 2012-11-24 2031 DF4XX         599 14     Z38N          599 15     0
QSO:  3524 CW 2012-11-24 2032 DF4XX         599 14     DF0HQ         599 14     0
QSO:  3527 CW 2012-11-24 2033 DF4XX         599 14     EW6CU         599 16     0
QSO:  3528 CW 2012-11-24 2033 DF4XX         599 14     PI4D          599 14     0
QSO:  3530 CW 2012-11-24 2033 DF4XX         599 14     9A1A          599 15     0
QSO:  3548 CW 2012-11-24 2034 DF4XX         599 14     EA2EA         599 14     0
QSO:  3548 CW 2012-11-24 2035 DF4XX         599 14     YU1AAV        599 15     0
QSO:  3500 CW 2012-11-24 2036 DF4XX         599 14     HA8JV         599 15     0
QSO:  3503 CW 2012-11-24 2038 DF4XX         599 14     R9DX          599 17     0
QSO:  3537 CW 2012-11-24 2041 DF4XX         599 14     ER6A          599 16     0
QSO:  3548 CW 2012-11-24 2042 DF4XX         599 14     E74WN         599 15     0
QSO:  3550 CW 2012-11-24 2042 DF4XX         599 14     UT7EZ         599 16     0
QSO:  3568 CW 2012-11-24 2043 DF4XX         599 14     A65BP         599 21     0
QSO:  3574 CW 2012-11-24 2044 DF4XX         599 14     EU1A          599 16     0
QSO:  3541 CW 2012-11-24 2045 DF4XX         599 14     P33W          599 20     0
QSO:  3557 CW 2012-11-24 2046 DF4XX         599 14     LY9A          599 15     0
QSO:  3511 CW 2012-11-24 2048 DF4XX         599 14     ER4A          599 16     0
QSO:  7008 CW 2012-11-24 2051 DF4XX         599 14     JA1YPA        599 25     0
QSO:  7019 CW 2012-11-24 2055 DF4XX         599 14     W3EF          599 05     0
QSO:  7000 CW 2012-11-24 2056 DF4XX         599 14     K1LZ          599 05     0
QSO:  7044 CW 2012-11-24 2100 DF4XX         599 14     DR1D          599 14     0
QSO:  7001 CW 2012-11-24 2102 DF4XX         599 14     Z38N          599 15     0
QSO:  7034 CW 2012-11-24 2105 DF4XX         599 14     EF7X          599 14     0
QSO:  7023 CW 2012-11-24 2106 DF4XX         599 14     ED9Z          599 33     0
QSO:  7039 CW 2012-11-24 2109 DF4XX         599 14     UA6LCN        599 16     0
QSO:  7003 CW 2012-11-24 2110 DF4XX         599 14     EF5F          599 14     0
QSO:  7027 CW 2012-11-24 2112 DF4XX         599 14     4U1GSC        599 15     0
QSO:  7022 CW 2012-11-24 2113 DF4XX         599 14     EA3NT         599 14     0
QSO:  7028 CW 2012-11-24 2115 DF4XX         599 14     R7AW          599 16     0
QSO:  7010 CW 2012-11-24 2117 DF4XX         599 14     K5ZD          599 04     0
QSO:  3502 CW 2012-11-24 2120 DF4XX         599 14     YL2KO         599 15     0
QSO:  3578 CW 2012-11-24 2121 DF4XX         599 14     RZ3AMW        599 16     0
QSO:  3506 CW 2012-11-24 2123 DF4XX         599 14     OL8M          599 15     0
QSO:  3545 CW 2012-11-24 2125 DF4XX         599 14     MD2C          599 14     0
QSO:  3576 CW 2012-11-24 2126 DF4XX         599 14     SN9N          599 15     0
QSO:  3515 CW 2012-11-24 2127 DF4XX         599 14     S55Z          599 15     0
QSO:  3510 CW 2012-11-24 2129 DF4XX         599 14     OE3K          599 15     0
QSO:  3510 CW 2012-11-24 2129 DF4XX         599 14     HG7T          599 15     0
QSO:  3512 CW 2012-11-24 2131 DF4XX         599 14     DM7C          599 14     0
QSO:  3558 CW 2012-11-24 2132 DF4XX         599 14     OR2A          599 14     0
QSO:  3543 CW 2012-11-24 2133 DF4XX         599 14     I3FDZ         599 15     0
QSO:  3538 CW 2012-11-24 2134 DF4XX         599 14     4U1ITU        599 14     0
QSO:  3502 CW 2012-11-24 2135 DF4XX         599 14     K3LR          599 05     0
QSO:  3558 CW 2012-11-24 2137 DF4XX         599 14     4Z5IW         599 20     0
QSO:  3542 CW 2012-11-24 2138 DF4XX         599 14     GI4DOH        599 14     0
QSO:  3500 CW 2012-11-24 2138 DF4XX         599 14     DL2F          599 14     0
QSO:  3542 CW 2012-11-24 2139 DF4XX         599 14     UU7J          599 16     0
QSO:  3520 CW 2012-11-24 2139 DF4XX         599 14     TC2M          599 20     0
QSO:  3519 CW 2012-11-24 2140 DF4XX         599 14     PA7RA         599 14     0
QSO:  3517 CW 2012-11-24 2142 DF4XX         599 14     F8DGY         599 14     0
QSO:  3507 CW 2012-11-24 2145 DF4XX         599 14     Z60WW         599 15     0
QSO:  3506 CW 2012-11-24 2147 DF4XX         599 14     G4DDX         599 14     0
QSO:  3506 CW 2012-11-24 2147 DF4XX         599 14     SM6BGG        599 14     0
QSO:  3506 CW 2012-11-24 2149 DF4XX         599 14     D4C           599 35     0
QSO:  3506 CW 2012-11-24 2149 DF4XX         599 14     RN3QO         599 16     0
QSO:  3506 CW 2012-11-24 2150 DF4XX         599 14     G5O           599 14     0
QSO:  3506 CW 2012-11-24 2150 DF4XX         599 14     OH2LU         599 15     0
QSO:  3506 CW 2012-11-24 2150 DF4XX         599 14     3Z1K          599 15     0
QSO:  3506 CW 2012-11-24 2151 DF4XX         599 14     LZ7R          599 20     0
QSO:  3506 CW 2012-11-24 2151 DF4XX         599 14     HA0HW         599 15     0
QSO:  3506 CW 2012-11-24 2153 DF4XX         599 14     OK1AY         599 15     0
QSO:  3506 CW 2012-11-24 2153 DF4XX         599 14     ES1TU         599 15     0
QSO:  3506 CW 2012-11-24 2153 DF4XX         599 14     RA4WC         599 16     0
QSO:  3506 CW 2012-11-24 2154 DF4XX         599 14     RW4RZ         599 16     0
QSO:  3506 CW 2012-11-24 2154 DF4XX         599 14     F5IAE         599 14     0
QSO:  3506 CW 2012-11-24 2155 DF4XX         599 14     UT7E          599 16     0
QSO:  3506 CW 2012-11-24 2155 DF4XX         599 14     RG5A          599 16     0
QSO:  3506 CW 2012-11-24 2156 DF4XX         599 14     G4IIY         599 14     0
QSO:  3506 CW 2012-11-24 2156 DF4XX         599 14     R3QA          599 16     0
QSO:  3506 CW 2012-11-24 2157 DF4XX         599 14     IK1PMR        599 15     0
QSO:  3506 CW 2012-11-24 2157 DF4XX         599 14     S53V          599 15     0
QSO:  3506 CW 2012-11-24 2157 DF4XX         599 14     SM5CSS        599 14     0
QSO:  3506 CW 2012-11-24 2158 DF4XX         599 14     UA4M          599 16     0
QSO:  3506 CW 2012-11-24 2158 DF4XX         599 14     PE3V          599 14     0
QSO:  3506 CW 2012-11-24 2159 DF4XX         599 14     F4DXW         599 14     0
QSO:  3506 CW 2012-11-24 2200 DF4XX         599 14     PA0VAJ        599 14     0
QSO:  3506 CW 2012-11-24 2200 DF4XX         599 14     MM2N          599 14     0
QSO:  3506 CW 2012-11-24 2201 DF4XX         599 14     G3NKS         599 14     0
QSO:  3506 CW 2012-11-24 2202 DF4XX         599 14     LZ1ZJ         599 20     0
QSO:  3506 CW 2012-11-24 2202 DF4XX         599 14     RA7Y          599 16     0
QSO:  3506 CW 2012-11-24 2203 DF4XX         599 14     S57U          599 15     0
QSO:  3506 CW 2012-11-24 2204 DF4XX         599 14     DL2ZBO        599 14     0
QSO:  3506 CW 2012-11-24 2204 DF4XX         599 14     OK8DD         599 15     0
QSO:  3506 CW 2012-11-24 2205 DF4XX         599 14     DL5DRM        599 14     0
QSO:  3506 CW 2012-11-24 2205 DF4XX         599 14     PA3HGF        599 14     0
QSO:  3508 CW 2012-11-24 2207 DF4XX         599 14     HB9CA         599 14     0
QSO:  3573 CW 2012-11-24 2209 DF4XX         599 14     C5A           599 35     0
QSO:  3501 CW 2012-11-24 2210 DF4XX         599 14     UA7IA         599 16     0
QSO:  3557 CW 2012-11-24 2212 DF4XX         599 14     SP5OXJ        599 15     0
QSO:  3519 CW 2012-11-24 2212 DF4XX         599 14     YT2AAA        599 15     0
QSO:  3507 CW 2012-11-24 2217 DF4XX         599 14     RA6A          599 16     0
QSO:  3507 CW 2012-11-24 2217 DF4XX         599 14     HA5OO         599 15     0
QSO:  3507 CW 2012-11-24 2219 DF4XX         599 14     M0CKE         599 14     0
QSO:  3507 CW 2012-11-24 2219 DF4XX         599 14     SN7F          599 15     0
QSO:  3507 CW 2012-11-24 2220 DF4XX         599 14     DD0VS         599 14     0
QSO:  3507 CW 2012-11-24 2220 DF4XX         599 14     LY2KM         599 15     0
QSO:  3507 CW 2012-11-24 2221 DF4XX         599 14     RA6HSM        599 16     0
QSO:  3507 CW 2012-11-24 2222 DF4XX         599 14     YL2QN         599 15     0
QSO:  3507 CW 2012-11-24 2222 DF4XX         599 14     OK1DQT        599 15     0
QSO:  3507 CW 2012-11-24 2223 DF4XX         599 14     SP4GL         599 15     0
QSO:  3507 CW 2012-11-24 2225 DF4XX         599 14     LY2W          599 15     0
QSO:  3507 CW 2012-11-24 2225 DF4XX         599 14     G4SGI         599 14     0
QSO:  3537 CW 2012-11-24 2228 DF4XX         599 14     OH0V          599 15     0
QSO:  3527 CW 2012-11-24 2229 DF4XX         599 14     GJ2A          599 14     0
QSO:  3520 CW 2012-11-24 2230 DF4XX         599 14     ED9Z          599 33     0
QSO:  3513 CW 2012-11-24 2233 DF4XX         599 14     YU7U          599 15     0
QSO:  3531 CW 2012-11-24 2233 DF4XX         599 14     S57DX         599 15     0
QSO:  3545 CW 2012-11-24 2234 DF4XX         599 14     SV4FFL        599 20     0
QSO:  3520 CW 2012-11-24 2235 DF4XX         599 14     UP2L          599 17     0
QSO:  7028 CW 2012-11-24 2254 DF4XX         599 14     II9P          599 15     0
QSO:  7038 CW 2012-11-24 2256 DF4XX         599 14     VE3EJ         599 04     0
QSO:  7030 CW 2012-11-24 2257 DF4XX         599 14     EF5X          599 14     0
QSO:  7030 CW 2012-11-24 2258 DF4XX         599 14     EA4FIT        599 14     0
QSO:  7026 CW 2012-11-24 2304 DF4XX         599 14     D4C           599 35     0
QSO:  7011 CW 2012-11-24 2305 DF4XX         599 14     LZ9W          599 20     0
QSO:  7030 CW 2012-11-24 2307 DF4XX         599 14     EF8U          599 33     0
QSO:  7006 CW 2012-11-24 2308 DF4XX         599 14     IH9R          599 33     0
QSO:  7020 CW 2012-11-24 2311 DF4XX         599 14     XL3A          599 04     0
QSO:  7027 CW 2012-11-24 2314 DF4XX         599 14     CR3L          599 33     0
QSO:  7027 CW 2012-11-24 2316 DF4XX         599 14     W3LPL         599 05     0
QSO:  7008 CW 2012-11-24 2322 DF4XX         599 14     PT2CM         599 11     0
QSO:  7018 CW 2012-11-24 2325 DF4XX         599 14     4X/UA9CTT     599 20     0
QSO:  7023 CW 2012-11-24 2326 DF4XX         599 14     UZ2M          599 16     0
QSO:  3542 CW 2012-11-24 2329 DF4XX         599 14     9H3TX         599 15     0
QSO:  3511 CW 2012-11-24 2330 DF4XX         599 14     YP8T          599 20     0
QSO:  3506 CW 2012-11-24 2331 DF4XX         599 14     CR6K          599 14     0
QSO:  3550 CW 2012-11-24 2331 DF4XX         599 14     OZ5E          599 14     0
QSO:  3556 CW 2012-11-24 2332 DF4XX         599 14     CR3L          599 33     0
QSO:  3572 CW 2012-11-24 2334 DF4XX         599 14     IT9RZU        599 15     0
QSO:  3568 CW 2012-11-24 2335 DF4XX         599 14     UB0A          599 18     0
QSO:  3519 CW 2012-11-24 2337 DF4XX         599 14     4L5O          599 21     0
QSO:  3564 CW 2012-11-24 2338 DF4XX         599 14     EI9KC         599 14     0
QSO:  3511 CW 2012-11-24 2340 DF4XX         599 14     EF8M          599 33     0
QSO:  3502 CW 2012-11-24 2342 DF4XX         599 14     DL9GFB        599 14     0
QSO:  3505 CW 2012-11-24 2342 DF4XX         599 14     HG1S          599 15     0
QSO:  3517 CW 2012-11-24 2342 DF4XX         599 14     DL3JJ         599 14     0
QSO:  3515 CW 2012-11-24 2347 DF4XX         599 14     S53F          599 15     0
QSO:  3570 CW 2012-11-24 2348 DF4XX         599 14     YT7WM         599 15     0
QSO:  3564 CW 2012-11-24 2348 DF4XX         599 14     E7CW          599 15     0
QSO:  3550 CW 2012-11-24 2349 DF4XX         599 14     9A8M          599 15     0
QSO:  3541 CW 2012-11-24 2349 DF4XX         599 14     K2LE          599 05     0
QSO:  3547 CW 2012-11-24 2349 DF4XX         599 14     PA5KT         599 14     0
QSO:  3521 CW 2012-11-24 2352 DF4XX         599 14     G5W           599 14     0
QSO:  3540 CW 2012-11-24 2352 DF4XX         599 14     OY1CT         599 14     0
QSO:  3512 CW 2012-11-24 2353 DF4XX         599 14     DJ7AT         599 14     0
QSO:  3510 CW 2012-11-24 2354 DF4XX         599 14     KC1XX         599 05     0
QSO:  3584 CW 2012-11-24 2357 DF4XX         599 14     VD1M          599 05     0
QSO:  3528 CW 2012-11-24 2358 DF4XX         599 14     9A7A          599 15     0
QSO:  3536 CW 2012-11-25 0002 DF4XX         599 14     YT7R          599 15     0
QSO:  3531 CW 2012-11-25 0002 DF4XX         599 14     LY7A          599 15     0
QSO:  3533 CW 2012-11-25 0003 DF4XX         599 14     DR1A          599 14     0
QSO:  3517 CW 2012-11-25 0004 DF4XX         599 14     IR2T          599 15     0
QSO:  3519 CW 2012-11-25 0005 DF4XX         599 14     DR4A          599 14     0
QSO:  3589 CW 2012-11-25 0005 DF4XX         599 14     VO2TM         599 02     0
QSO:  3528 CW 2012-11-25 0007 DF4XX         599 14     UZ2M          599 16     0
QSO:  3563 CW 2012-11-25 0007 DF4XX         599 14     RG3K          599 16     0
QSO:  3520 CW 2012-11-25 0008 DF4XX         599 14     YO3APJ        599 20     0
QSO:  3521 CW 2012-11-25 0008 DF4XX         599 14     UN9L          599 17     0
QSO:  3522 CW 2012-11-25 0009 DF4XX         599 14     ED5O          599 14     0
QSO:  3524 CW 2012-11-25 0009 DF4XX         599 14     LZ9W          599 20     0
QSO:  3529 CW 2012-11-25 0010 DF4XX         599 14     UX3HA         599 16     0
QSO:  3540 CW 2012-11-25 0011 DF4XX         599 14     ON5RA         599 14     0
QSO: 28050 CW 2012-11-25 1009 DF4XX         599 14     EF8M          599 33     0
QSO: 28016 CW 2012-11-25 1011 DF4XX         599 14     P33W          599 20     0
QSO: 28018 CW 2012-11-25 1012 DF4XX         599 14     UP0L          599 17     0
QSO: 28020 CW 2012-11-25 1012 DF4XX         599 14     PY3DX         599 11     0
QSO: 28021 CW 2012-11-25 1013 DF4XX         599 14     R9DX          599 17     0
QSO: 28008 CW 2012-11-25 1015 DF4XX         599 14     C5A           599 35     0
QSO: 28074 CW 2012-11-25 1017 DF4XX         599 14     VU2BGS        599 22     0
QSO: 28052 CW 2012-11-25 1017 DF4XX         599 14     SV5BYR        599 20     0
QSO: 28000 CW 2012-11-25 1019 DF4XX         599 14     T6LG          599 21     0
QSO: 28006 CW 2012-11-25 1020 DF4XX         599 14     UA6LUQ        599 16     0
QSO: 28015 CW 2012-11-25 1026 DF4XX         599 14     UA4M          599 16     0
QSO: 28009 CW 2012-11-25 1027 DF4XX         599 14     RX6AM         599 16     0
QSO: 14084 CW 2012-11-25 1033 DF4XX         599 14     9H3TX         599 15     0
QSO: 14054 CW 2012-11-25 1035 DF4XX         599 14     HF8O          599 15     0
QSO: 14017 CW 2012-11-25 1035 DF4XX         599 14     PJ4A          599 09     0
QSO: 14040 CW 2012-11-25 1037 DF4XX         599 14     D4C           599 35     0
QSO: 14066 CW 2012-11-25 1037 DF4XX         599 14     C5A           599 35     0
QSO: 14069 CW 2012-11-25 1039 DF4XX         599 14     EF5T          599 14     0
QSO: 14000 CW 2012-11-25 1039 DF4XX         599 14     TA3X          599 20     0
QSO: 14021 CW 2012-11-25 1040 DF4XX         599 14     YT7B          599 15     0
QSO: 14043 CW 2012-11-25 1040 DF4XX         599 14     NP2N          599 08     0
QSO: 14091 CW 2012-11-25 1042 DF4XX         599 14     9Y4/DL7VOG    599 09     0
QSO: 14098 CW 2012-11-25 1043 DF4XX         599 14     RW0AJ         599 18     0
QSO: 14064 CW 2012-11-25 1047 DF4XX         599 14     UZ0U          599 16     0
QSO: 14067 CW 2012-11-25 1048 DF4XX         599 14     LZ4RR         599 20     0
QSO: 14085 CW 2012-11-25 1048 DF4XX         599 14     MM2N          599 14     0
QSO: 14040 CW 2012-11-25 1051 DF4XX         599 14     KL7RA         599 01     0
QSO: 14092 CW 2012-11-25 1051 DF4XX         599 14     UN9GD         599 17     0
QSO: 14004 CW 2012-11-25 1059 DF4XX         599 14     LT5X          599 13     0
QSO: 14007 CW 2012-11-25 1100 DF4XX         599 14     P40F          599 09     0
QSO: 14088 CW 2012-11-25 1101 DF4XX         599 14     EW8OM         599 16     0
QSO: 14065 CW 2012-11-25 1102 DF4XX         599 14     JT1E          599 23     0
QSO: 14061 CW 2012-11-25 1102 DF4XX         599 14     OH8X          599 15     0
QSO: 14073 CW 2012-11-25 1107 DF4XX         599 14     BY1CW         599 24     0
QSO: 14008 CW 2012-11-25 1109 DF4XX         599 14     IB1A          599 15     0
QSO: 14086 CW 2012-11-25 1114 DF4XX         599 14     ZM1A          599 32     0
QSO: 14052 CW 2012-11-25 1115 DF4XX         599 14     RM5A          599 16     0
QSO: 14082 CW 2012-11-25 1126 DF4XX         599 14     NP3X          599 08     0
QSO: 14081 CW 2012-11-25 1127 DF4XX         599 14     OK7M          599 15     0
QSO: 14000 CW 2012-11-25 1129 DF4XX         599 14     OE4VIE        599 15     0
QSO: 14013 CW 2012-11-25 1129 DF4XX         599 14     TM5Y          599 14     0
QSO: 14027 CW 2012-11-25 1131 DF4XX         599 14     9A1P          599 15     0
QSO: 14090 CW 2012-11-25 1132 DF4XX         599 14     ZM4T          599 32     0
QSO: 14016 CW 2012-11-25 1134 DF4XX         599 14     VE6JY         599 04     0
QSO: 14018 CW 2012-11-25 1137 DF4XX         599 14     HK1NA         599 09     0
QSO: 14019 CW 2012-11-25 1138 DF4XX         599 14     9A3IH         599 15     0
QSO: 14026 CW 2012-11-25 1138 DF4XX         599 14     ZF1A          599 08     0
QSO: 14051 CW 2012-11-25 1139 DF4XX         599 14     4U1ITU        599 14     0
QSO: 14021 CW 2012-11-25 1141 DF4XX         599 14     6Y3M          599 08     0
QSO: 14056 CW 2012-11-25 1143 DF4XX         599 14     TO7A          599 08     0
QSO: 21106 CW 2012-11-25 1145 DF4XX         599 14     RU3UW         599 16     0
QSO: 21035 CW 2012-11-25 1147 DF4XX         599 14     5H3EE         599 37     0
QSO: 21090 CW 2012-11-25 1148 DF4XX         599 14     D3AA          599 36     0
QSO: 21112 CW 2012-11-25 1149 DF4XX         599 14     3V8BB         599 33     0
QSO: 21087 CW 2012-11-25 1150 DF4XX         599 14     CX5TR         599 13     0
QSO: 21044 CW 2012-11-25 1151 DF4XX         599 14     EL2A          599 35     0
QSO: 21063 CW 2012-11-25 1152 DF4XX         599 14     PJ2T          599 09     0
QSO: 21066 CW 2012-11-25 1154 DF4XX         599 14     VU2PTT        599 22     0
QSO: 21061 CW 2012-11-25 1154 DF4XX         599 14     ZS4TX         599 38     0
QSO: 21086 CW 2012-11-25 1156 DF4XX         599 14     VK6LW         599 29     0
QSO: 21000 CW 2012-11-25 1202 DF4XX         599 14     T6LG          599 21     0
QSO: 21107 CW 2012-11-25 1203 DF4XX         599 14     PP1CZ         599 11     0
QSO: 21034 CW 2012-11-25 1204 DF4XX         599 14     VK4CT         599 30     0
QSO: 21035 CW 2012-11-25 1205 DF4XX         599 14     TF4X          599 40     0
QSO: 21001 CW 2012-11-25 1206 DF4XX         599 14     RC9O          599 18     0
QSO: 21011 CW 2012-11-25 1206 DF4XX         599 14     UK8AR         599 17     0
QSO: 21111 CW 2012-11-25 1207 DF4XX         599 14     YE3J          599 28     0
QSO: 21099 CW 2012-11-25 1208 DF4XX         599 14     E2E           599 26     0
QSO: 21026 CW 2012-11-25 1209 DF4XX         599 14     9H1XT         599 15     0
QSO: 21093 CW 2012-11-25 1211 DF4XX         599 14     4X2M          599 20     0
QSO: 21096 CW 2012-11-25 1213 DF4XX         599 14     SZ1A          599 20     0
QSO: 21017 CW 2012-11-25 1214 DF4XX         599 14     EA2EA         599 14     0
QSO: 21103 CW 2012-11-25 1214 DF4XX         599 14     LZ9R          599 20     0
QSO: 21052 CW 2012-11-25 1217 DF4XX         599 14     VP2MMM        599 08     0
QSO: 21038 CW 2012-11-25 1218 DF4XX         599 14     VY2ZM         599 05     0
QSO: 21056 CW 2012-11-25 1220 DF4XX         599 14     P40F          599 09     0
QSO: 21046 CW 2012-11-25 1222 DF4XX         599 14     KP2M          599 08     0
QSO: 21020 CW 2012-11-25 1230 DF4XX         599 14     A73A          599 21     0
QSO: 21032 CW 2012-11-25 1230 DF4XX         599 14     S53MM         599 15     0
QSO: 21000 CW 2012-11-25 1231 DF4XX         599 14     C5A           599 35     0
QSO: 21081 CW 2012-11-25 1232 DF4XX         599 14     FY5KE         599 09     0
QSO: 21088 CW 2012-11-25 1233 DF4XX         599 14     UU5J          599 16     0
QSO: 21083 CW 2012-11-25 1233 DF4XX         599 14     PS2T          599 11     0
QSO: 21056 CW 2012-11-25 1234 DF4XX         599 14     LY7A          599 15     0
QSO: 21113 CW 2012-11-25 1234 DF4XX         599 14     9Y4/DL7VOG    599 09     0
QSO: 21037 CW 2012-11-25 1235 DF4XX         599 14     ZC4LI         599 20     0
QSO: 21005 CW 2012-11-25 1237 DF4XX         599 14     EA6SX         599 14     0
QSO: 21061 CW 2012-11-25 1238 DF4XX         599 14     PJ4A          599 09     0
QSO: 28002 CW 2012-11-25 1239 DF4XX         599 14     W3LPL         599 05     0
QSO: 28079 CW 2012-11-25 1242 DF4XX         599 14     DK1MAX        599 14     0
QSO: 28111 CW 2012-11-25 1243 DF4XX         599 14     P40F          599 09     0
QSO: 28016 CW 2012-11-25 1245 DF4XX         599 14     7P8D          599 38     0
QSO: 28020 CW 2012-11-25 1249 DF4XX         599 14     6V7V          599 35     0
QSO: 28100 CW 2012-11-25 1255 DF4XX         599 14     JR6RGY        599 25     0
QSO: 28010 CW 2012-11-25 1255 DF4XX         599 14     TC7X          599 20     0
QSO: 28055 CW 2012-11-25 1257 DF4XX         599 14     CN2R          599 33     0
QSO: 28062 CW 2012-11-25 1258 DF4XX         599 14     PZ5T          599 09     0
QSO: 28102 CW 2012-11-25 1301 DF4XX         599 14     HP1WW         599 07     0
QSO: 28090 CW 2012-11-25 1302 DF4XX         599 14     HD2A          599 10     0
QSO: 28032 CW 2012-11-25 1303 DF4XX         599 14     9A7T          599 15     0
QSO: 28018 CW 2012-11-25 1307 DF4XX         599 14     VE3EJ         599 04     0
QSO: 28025 CW 2012-11-25 1310 DF4XX         599 14     VP2V/AA7V     599 08     0
QSO: 28101 CW 2012-11-25 1310 DF4XX         599 14     KL1A/2        599 05     0
QSO: 28040 CW 2012-11-25 1311 DF4XX         599 14     6Y3M          599 08     0
QSO: 28091 CW 2012-11-25 1313 DF4XX         599 14     CE2AWW        599 12     0
