START-OF-LOG: 3.0
CALLSIGN: G3WRR
CLUB: None
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 24960
OPERATORS: G3WRR
NAME: Quin Collier
CREATED-BY: N1MM Logger V12.1.1
SOAPBOX: Rig FTdx5000@100W
SOAPBOX: Antenna inverty4ed L, 50ft top @20ft
SOAPBOX: Not a serious entry (!)- just came on to give out a few points.
SOAPBOX: 10m conditions pleasantly good - better than I had expected.
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO: 28021 CW 2012-11-25 1025 G3WRR         599 14     UZ2M          599 16
QSO: 28010 CW 2012-11-25 1027 G3WRR         599 14     TC7X          599 20
QSO: 28024 CW 2012-11-25 1028 G3WRR         599 14     EA8CN         599 33
QSO: 28002 CW 2012-11-25 1029 G3WRR         599 14     RW4R          599 16
QSO: 28017 CW 2012-11-25 1031 G3WRR         599 14     P33W          599 20
QSO: 28019 CW 2012-11-25 1033 G3WRR         599 14     UP0L          599 17
QSO: 28035 CW 2012-11-25 1034 G3WRR         599 14     UA4W          599 16
QSO: 28032 CW 2012-11-25 1035 G3WRR         599 14     EA8AV         599 33
QSO: 28018 CW 2012-11-25 1036 G3WRR         599 14     UV0I          599 16
QSO: 28006 CW 2012-11-25 1037 G3WRR         599 14     UA6LUQ        599 16
QSO: 28011 CW 2012-11-25 1038 G3WRR         599 14     TC2KK         599 20
QSO: 28029 CW 2012-11-25 1039 G3WRR         599 14     RK4FM         599 16
QSO: 28092 CW 2012-11-25 1040 G3WRR         599 14     UU5J          599 16
QSO: 28081 CW 2012-11-25 1041 G3WRR         599 14     RT7T          599 17
QSO: 28071 CW 2012-11-25 1042 G3WRR         599 14     EF8U          599 33
QSO: 28052 CW 2012-11-25 1044 G3WRR         599 14     SV5BYR        599 20
QSO: 28051 CW 2012-11-25 1044 G3WRR         599 14     UZ5I          599 16
QSO: 28037 CW 2012-11-25 1045 G3WRR         599 14     G3V           599 14
QSO: 28015 CW 2012-11-25 1048 G3WRR         599 14     PS2T          599 11
QSO: 21002 CW 2012-11-25 1050 G3WRR         599 14     RC9O          599 18
QSO: 21010 CW 2012-11-25 1051 G3WRR         599 14     UA1T          599 16
QSO: 21016 CW 2012-11-25 1053 G3WRR         599 14     LZ5R          599 20
QSO: 21020 CW 2012-11-25 1053 G3WRR         599 14     Z38N          599 15
QSO: 21025 CW 2012-11-25 1054 G3WRR         599 14     UW1M          599 16
QSO: 21025 CW 2012-11-25 1055 G3WRR         599 14     LZ9W          599 20
QSO: 21028 CW 2012-11-25 1055 G3WRR         599 14     YU5A          599 15
QSO: 21032 CW 2012-11-25 1055 G3WRR         599 14     E77R          599 15
QSO: 21037 CW 2012-11-25 1056 G3WRR         599 14     PY4HO         599 11
QSO: 21041 CW 2012-11-25 1057 G3WRR         599 14     R9AE          599 17
QSO: 21045 CW 2012-11-25 1057 G3WRR         599 14     EF8M          599 33
QSO: 21045 CW 2012-11-25 1251 G3WRR         599 14     WT1T          599 05
QSO: 28002 CW 2012-11-25 1253 G3WRR         599 14     WT1T          599 05
QSO: 28003 CW 2012-11-25 1254 G3WRR         599 14     W3LPL         599 05
QSO: 28023 CW 2012-11-25 1255 G3WRR         599 14     PY3DX         599 11
QSO: 28031 CW 2012-11-25 1552 G3WRR         599 14     VE3UTT        599 04
QSO: 28032 CW 2012-11-25 1553 G3WRR         599 14     K2LE          599 05
QSO: 28033 CW 2012-11-25 1554 G3WRR         599 14     K1FWE         599 05
QSO: 28030 CW 2012-11-25 1555 G3WRR         599 14     WB8WKQ        599 04
QSO: 28028 CW 2012-11-25 1555 G3WRR         599 14     HK1NA         599 09
QSO: 28001 CW 2012-11-25 1558 G3WRR         599 14     P40W          599 09
QSO: 28002 CW 2012-11-25 1559 G3WRR         599 14     W8AV          599 04
QSO: 28005 CW 2012-11-25 1559 G3WRR         599 14     W1CSM         599 05
QSO: 28012 CW 2012-11-25 1600 G3WRR         599 14     K1LZ          599 05
QSO: 28017 CW 2012-11-25 1601 G3WRR         599 14     K4RO          599 04
QSO: 28025 CW 2012-11-25 1602 G3WRR         599 14     N4UU          599 05
QSO: 28030 CW 2012-11-25 1603 G3WRR         599 14     W2RE          599 05
QSO: 28031 CW 2012-11-25 1604 G3WRR         599 14     W3EA          599 05
QSO: 28040 CW 2012-11-25 1606 G3WRR         599 14     6Y3M          599 08
QSO: 28045 CW 2012-11-25 1608 G3WRR         599 14     W1MA          599 05
QSO: 28046 CW 2012-11-25 1608 G3WRR         599 14     N8VV          599 04
