START-OF-LOG: 3.0
CREATED-BY: N3FJP's CQ World Wide Log 3.0
CONTEST: CQ-WW-CW
CALLSIGN: AA6K
CLAIMED-SCORE: 72128
OPERATORS: AA6K
CLUB: Mother Lode DX/Contest Club
NAME: Shirley L Rose
LOCATION: SJV
SOAPBOX: Conditions were OK but not as good as last year.
SOAPBOX:
SOAPBOX:
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO: 28000 CW 2012-11-24 0012 AA6K          599 3      AL9A          599 01
QSO: 28000 CW 2012-11-24 0017 AA6K          599 3      JA6LCJ        599 25
QSO: 28000 CW 2012-11-24 0020 AA6K          599 3      JR1GMK        599 25
QSO: 28000 CW 2012-11-24 0022 AA6K          599 3      BY5CD         599 24
QSO: 28000 CW 2012-11-24 0024 AA6K          599 3      KH6LC         599 31
QSO: 28000 CW 2012-11-24 0026 AA6K          599 3      VK4DX         599 30
QSO: 28000 CW 2012-11-24 0033 AA6K          599 3      YB9BON        599 28
QSO: 28000 CW 2012-11-24 0039 AA6K          599 3      KG6DX         599 27
QSO: 28000 CW 2012-11-24 0045 AA6K          599 3      UA0ZAM        599 19
QSO: 28000 CW 2012-11-24 0052 AA6K          599 3      ZM4T          599 32
QSO: 21000 CW 2012-11-24 0056 AA6K          599 3      KH7X          599 31
QSO: 21000 CW 2012-11-24 0102 AA6K          599 3      JE1ZWT        599 25
QSO: 21000 CW 2012-11-24 0103 AA6K          599 3      RT0C          599 19
QSO: 21000 CW 2012-11-24 0115 AA6K          599 3      V63JX         599 27
QSO: 21000 CW 2012-11-24 0119 AA6K          599 3      RI1ANF        599 13
QSO: 21000 CW 2012-11-24 0132 AA6K          599 3      VK6LW         599 29
QSO: 21000 CW 2012-11-24 0133 AA6K          599 3      NH2T          599 27
QSO: 21000 CW 2012-11-24 0135 AA6K          599 3      9M2/E21EIC    599 28
QSO: 21000 CW 2012-11-24 0142 AA6K          599 3      E21YDP        599 26
QSO: 21000 CW 2012-11-24 0146 AA6K          599 3      AH2R          599 27
QSO: 21000 CW 2012-11-24 0149 AA6K          599 3      JF2QNM        599 25
QSO: 21000 CW 2012-11-24 0153 AA6K          599 3      BY5CD         599 24
QSO: 21000 CW 2012-11-24 0158 AA6K          599 3      VE7GL         599 03
QSO: 21000 CW 2012-11-24 0159 AA6K          599 3      NL7G          599 01
QSO: 21000 CW 2012-11-24 0206 AA6K          599 3      YE3J          599 28
QSO: 14000 CW 2012-11-24 0418 AA6K          599 3      C5A           599 35
QSO: 14000 CW 2012-11-24 0420 AA6K          599 3      D4C           599 35
QSO:  7000 CW 2012-11-24 0443 AA6K          599 3      XE1RCQ        599 06
QSO:  7000 CW 2012-11-24 0447 AA6K          599 3      KH7M          599 31
QSO:  7000 CW 2012-11-24 0454 AA6K          599 3      CR3L          599 33
QSO:  7000 CW 2012-11-24 0456 AA6K          599 3      V26K          599 08
QSO:  7000 CW 2012-11-24 0459 AA6K          599 3      PX2C          599 11
QSO:  7000 CW 2012-11-24 0509 AA6K          599 3      VE7FO         599 03
QSO:  3500 CW 2012-11-24 0514 AA6K          599 3      VE7SL         599 03
QSO:  3500 CW 2012-11-24 1435 AA6K          599 3      AH0DX         599 27
QSO:  3500 CW 2012-11-24 1438 AA6K          599 3      RT0C          599 19
QSO:  3500 CW 2012-11-24 1447 AA6K          599 3      JA1YPA        599 25
QSO:  3500 CW 2012-11-24 1449 AA6K          599 3      KH6LC         599 31
QSO: 28000 CW 2012-11-24 2147 AA6K          599 3      PJ4A          599 09
QSO: 28000 CW 2012-11-24 2150 AA6K          599 3      CE2AWW        599 12
QSO: 28000 CW 2012-11-24 2151 AA6K          599 3      HK1NA         599 09
QSO: 28000 CW 2012-11-24 2155 AA6K          599 3      HD2A          599 10
QSO: 28000 CW 2012-11-24 2159 AA6K          599 3      PY5KC         599 11
QSO: 28000 CW 2012-11-24 2201 AA6K          599 3      LW5HR         599 13
QSO: 28000 CW 2012-11-24 2204 AA6K          599 3      PY2IU         599 11
QSO: 28000 CW 2012-11-24 2206 AA6K          599 3      HP1WW         599 07
QSO: 28000 CW 2012-11-24 2209 AA6K          599 3      KB0EO         599 04
QSO: 28000 CW 2012-11-24 2213 AA6K          599 3      PY3DX         599 11
QSO: 21000 CW 2012-11-24 2235 AA6K          599 3      CW5W          599 13
QSO: 21000 CW 2012-11-24 2240 AA6K          599 3      LU3DAT        599 13
QSO: 21000 CW 2012-11-24 2243 AA6K          599 3      C5A           599 35
QSO: 21000 CW 2012-11-24 2253 AA6K          599 3      PJ2T          599 09
QSO: 21000 CW 2012-11-24 2257 AA6K          599 3      PY2NA         599 11
QSO: 21000 CW 2012-11-24 2259 AA6K          599 3      V26K          599 08
QSO: 21000 CW 2012-11-24 2300 AA6K          599 3      CX5TR         599 13
QSO: 21000 CW 2012-11-24 2306 AA6K          599 3      C6AQQ         599 08
QSO: 21000 CW 2012-11-24 2312 AA6K          599 3      HL1/WX8C      599 25
QSO: 21000 CW 2012-11-24 2318 AA6K          599 3      YN2CC         599 07
QSO: 21000 CW 2012-11-24 2332 AA6K          599 3      XR3A          599 12
QSO: 14000 CW 2012-11-24 2341 AA6K          599 3      P40W          599 09
QSO: 14000 CW 2012-11-24 2343 AA6K          599 3      CW5W          599 13
QSO: 14000 CW 2012-11-24 2347 AA6K          599 3      V26K          599 08
QSO: 14000 CW 2012-11-24 2350 AA6K          599 3      P49Y          599 09
QSO: 14000 CW 2012-11-24 2352 AA6K          599 3      NP2N          599 08
QSO: 14000 CW 2012-11-25 0001 AA6K          599 3      KH6LC         599 31
QSO: 14000 CW 2012-11-25 0008 AA6K          599 3      HI8A          599 08
QSO: 14000 CW 2012-11-25 0009 AA6K          599 3      CE3AA         599 12
QSO: 14000 CW 2012-11-25 0010 AA6K          599 3      LS1D          599 13
QSO: 14000 CW 2012-11-25 0012 AA6K          599 3      PW7T          599 11
QSO: 14000 CW 2012-11-25 0015 AA6K          599 3      PJ2T          599 09
QSO: 14000 CW 2012-11-25 0031 AA6K          599 3      RT0C          599 19
QSO: 14000 CW 2012-11-25 0032 AA6K          599 3      JA7IC         599 25
QSO: 14000 CW 2012-11-25 0038 AA6K          599 3      KL8DX         599 01
QSO: 14000 CW 2012-11-25 0046 AA6K          599 3      VE6JY         599 04
QSO: 14000 CW 2012-11-25 0053 AA6K          599 3      CE1/K7CA      599 12
QSO: 14000 CW 2012-11-25 0117 AA6K          599 3      KU5B          599 04
QSO: 14000 CW 2012-11-25 0133 AA6K          599 3      7P8D          599 38
QSO: 14000 CW 2012-11-25 0140 AA6K          599 3      BD4HF         599 24
QSO: 14000 CW 2012-11-25 0333 AA6K          599 3      VP5CW         599 08
QSO: 14000 CW 2012-11-25 0337 AA6K          599 3      PY2FN         599 11
QSO: 14000 CW 2012-11-25 0339 AA6K          599 3      UA0IDG        599 19
QSO:  7000 CW 2012-11-25 0358 AA6K          599 3      KL7SB         599 01
QSO:  7000 CW 2012-11-25 0421 AA6K          599 3      KH7X          599 31
QSO:  7000 CW 2012-11-25 0425 AA6K          599 3      CR3E          599 33
QSO:  7000 CW 2012-11-25 0430 AA6K          599 3      HK1NA         599 09
QSO:  7000 CW 2012-11-25 0432 AA6K          599 3      PJ2T          599 09
QSO:  7000 CW 2012-11-25 0439 AA6K          599 3      CO6YAC        599 08
QSO:  7000 CW 2012-11-25 0445 AA6K          599 3      K1LZ          599 05
QSO:  7000 CW 2012-11-25 0451 AA6K          599 3      YW4D          599 09
QSO:  7000 CW 2012-11-25 0452 AA6K          599 3      VE3YAA        599 04
QSO:  7000 CW 2012-11-25 0459 AA6K          599 3      D4C           599 35
QSO:  7000 CW 2012-11-25 0530 AA6K          599 3      LP1H          599 13
QSO:  7000 CW 2012-11-25 0534 AA6K          599 3      UZ2M          599 16
QSO:  7000 CW 2012-11-25 0535 AA6K          599 3      KL7RA         599 01
QSO:  7000 CW 2012-11-25 0538 AA6K          599 3      TF4X          599 40
QSO:  7000 CW 2012-11-25 0541 AA6K          599 3      C6AKQ         599 08
QSO:  3500 CW 2012-11-25 0550 AA6K          599 3      N3RS          599 05
QSO:  3500 CW 2012-11-25 0552 AA6K          599 3      VE6JY         599 04
QSO:  1800 CW 2012-11-25 1343 AA6K          599 3      VE7CA         599 03
QSO:  1800 CW 2012-11-25 1344 AA6K          599 3      N7NG          599 04
QSO:  1800 CW 2012-11-25 1352 AA6K          599 3      VE7JKZ        599 03
QSO:  3500 CW 2012-11-25 1358 AA6K          599 3      VE7GL         599 03
QSO:  3500 CW 2012-11-25 1400 AA6K          599 3      JE7ZWT        599 25
QSO:  7000 CW 2012-11-25 1411 AA6K          599 3      JA3YBK        599 25
QSO:  7000 CW 2012-11-25 1420 AA6K          599 3      JH2UVL        599 25
QSO:  7000 CW 2012-11-25 1452 AA6K          599 3      VK4CT         599 30
QSO: 14000 CW 2012-11-25 1500 AA6K          599 3      OL9Z          599 15
QSO: 14000 CW 2012-11-25 1545 AA6K          599 3      DJ3W          599 14
QSO: 14000 CW 2012-11-25 1552 AA6K          599 3      YT2W          599 15
QSO: 14000 CW 2012-11-25 1555 AA6K          599 3      F6KOP         599 14
QSO: 14000 CW 2012-11-25 1557 AA6K          599 3      SE5E          599 14
QSO: 14000 CW 2012-11-25 1600 AA6K          599 3      YT0A          599 15
QSO: 14000 CW 2012-11-25 1609 AA6K          599 3      UW5U          599 16
QSO: 14000 CW 2012-11-25 1614 AA6K          599 3      HA8RM         599 15
QSO: 14000 CW 2012-11-25 1616 AA6K          599 3      LY2W          599 15
QSO: 14000 CW 2012-11-25 1619 AA6K          599 3      SN5W          599 15
QSO: 14000 CW 2012-11-25 1622 AA6K          599 3      UA2KW         599 15
QSO: 14000 CW 2012-11-25 1625 AA6K          599 3      9A1A          599 15
QSO: 14000 CW 2012-11-25 1628 AA6K          599 3      LZ4RR         599 20
QSO: 14000 CW 2012-11-25 1636 AA6K          599 3      OH8A          599 16
QSO: 21000 CW 2012-11-25 1750 AA6K          599 3      IR4M          599 15
QSO: 21000 CW 2012-11-25 1752 AA6K          599 3      G6T           599 14
QSO: 21000 CW 2012-11-25 1756 AA6K          599 3      D4C           599 35
QSO: 21000 CW 2012-11-25 1758 AA6K          599 3      DF9ZP         599 14
QSO: 21000 CW 2012-11-25 1803 AA6K          599 3      GM5X          599 14
QSO: 21000 CW 2012-11-25 1807 AA6K          599 3      EF8X          599 33
QSO: 28000 CW 2012-11-25 1810 AA6K          599 3      C5A           599 35
QSO: 28000 CW 2012-11-25 1814 AA6K          599 3      CN2R          599 33
QSO: 21000 CW 2012-11-25 1828 AA6K          599 3      FY5KE         599 09
QSO: 21000 CW 2012-11-25 1833 AA6K          599 3      LX7I          599 14
QSO: 21000 CW 2012-11-25 1840 AA6K          599 3      CS2C          599 14
QSO: 28000 CW 2012-11-25 2059 AA6K          599 3      KP2M          599 08
QSO: 28000 CW 2012-11-25 2106 AA6K          599 3      D4C           599 35
QSO: 28000 CW 2012-11-25 2111 AA6K          599 3      WP3CW         599 08
QSO: 21000 CW 2012-11-25 2351 AA6K          599 3      VK7GM         599 29
QSO: 21000 CW 2012-11-25 2353 AA6K          599 3      9M6NA         599 28
QSO: 21000 CW 2012-11-25 2357 AA6K          599 3      JH3AIU        599 25
END-OF-LOG:
