START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.10.0
CONTEST: CQ-WW-CW
LOCATION: DX
CALLSIGN: EL2A
CLUB: 2/8 WEY VALLEY AMATEUR RADIO GROUP  4/8 ARIZONA OUTLAWS CONTEST CLUB
QSO: 28035 CW 2012-11-24 0021 EL2A          599 35     JA6BZI        599 25     0
QSO:  3550 CW 2012-11-24 0021 EL2A          599 35     ED7T          599 14     0
QSO:  7000 CW 2012-11-24 0021 EL2A          599 35     N4IR          599 04     0
QSO: 14037 CW 2012-11-24 0021 EL2A          599 35     KB1H          599 05     0
QSO: 28035 CW 2012-11-24 0021 EL2A          599 35     JA1MRM        599 25     0
QSO: 14037 CW 2012-11-24 0021 EL2A          599 35     N6IE          599 03     0
QSO:  3550 CW 2012-11-24 0021 EL2A          599 35     K8AZ          599 04     0
QSO:  7000 CW 2012-11-24 0022 EL2A          599 35     K1LZ          599 05     0
QSO:  3550 CW 2012-11-24 0022 EL2A          599 35     W3NO          599 05     0
QSO:  1835 CW 2012-11-24 0022 EL2A          599 35     OG9W          599 15     0
QSO: 14037 CW 2012-11-24 0022 EL2A          599 35     NG6R          599 03     0
QSO:  7000 CW 2012-11-24 0022 EL2A          599 35     N4ES          599 05     0
QSO: 14037 CW 2012-11-24 0022 EL2A          599 35     N8II          599 05     0
QSO: 28035 CW 2012-11-24 0022 EL2A          599 35     JF2WXS        599 25     0
QSO:  3550 CW 2012-11-24 0022 EL2A          599 35     EA3AKA        599 14     0
QSO:  7000 CW 2012-11-24 0022 EL2A          599 35     W9KNI         599 03     0
QSO: 14037 CW 2012-11-24 0022 EL2A          599 35     W0CZE         599 04     0
QSO: 14037 CW 2012-11-24 0023 EL2A          599 35     VE3KKQ        599 04     0
QSO:  3550 CW 2012-11-24 0023 EL2A          599 35     UZ2M          599 16     0
QSO: 28035 CW 2012-11-24 0023 EL2A          599 35     JH1TFE        599 25     0
QSO:  1835 CW 2012-11-24 0023 EL2A          599 35     W5UN          599 04     0
QSO:  3550 CW 2012-11-24 0023 EL2A          599 35     N3RS          599 05     0
QSO:  7000 CW 2012-11-24 0023 EL2A          599 35     UW0K          599 16     0
QSO: 14037 CW 2012-11-24 0023 EL2A          599 35     KM7R          599 03     0
QSO: 14037 CW 2012-11-24 0023 EL2A          599 35     NY3A          599 05     0
QSO:  7045 CW 2012-11-24 0023 EL2A          599 35     K9CJ          599 04     0
QSO:  3550 CW 2012-11-24 0023 EL2A          599 35     RG9A          599 17     0
QSO: 14037 CW 2012-11-24 0023 EL2A          599 35     XL3A          599 04     0
QSO: 28035 CW 2012-11-24 0023 EL2A          599 35     JG3LGD        599 25     0
QSO:  7000 CW 2012-11-24 0024 EL2A          599 35     DL1AOB        599 14     0
QSO: 28035 CW 2012-11-24 0024 EL2A          599 35     LT1F          599 13     0
QSO: 14037 CW 2012-11-24 0024 EL2A          599 35     N2WN          599 04     0
QSO:  3550 CW 2012-11-24 0024 EL2A          599 35     K1FWE         599 05     0
QSO: 14037 CW 2012-11-24 0024 EL2A          599 35     NU7P          599 03     0
QSO:  7000 CW 2012-11-24 0024 EL2A          599 35     WA3C          599 04     0
QSO: 28035 CW 2012-11-24 0024 EL2A          599 35     JR1GJP        599 25     0
QSO:  3550 CW 2012-11-24 0024 EL2A          599 35     UA4M          599 16     0
QSO:  3550 CW 2012-11-24 0024 EL2A          599 35     UW3L          599 16     0
QSO:  7000 CW 2012-11-24 0025 EL2A          599 35     K2SJB         599 05     0
QSO:  7000 CW 2012-11-24 0025 EL2A          599 35     W8MJ          599 04     0
QSO: 14037 CW 2012-11-24 0025 EL2A          599 35     W8AV          599 04     0
QSO:  7000 CW 2012-11-24 0025 EL2A          599 35     K3ND          599 05     0
QSO:  3550 CW 2012-11-24 0025 EL2A          599 35     HA8UT         599 15     0
QSO: 28035 CW 2012-11-24 0025 EL2A          599 35     JN1RQV        599 25     0
QSO:  1835 CW 2012-11-24 0025 EL2A          599 35     UA4CR         599 16     0
QSO:  7000 CW 2012-11-24 0025 EL2A          599 35     W3NO          599 05     0
QSO:  3550 CW 2012-11-24 0026 EL2A          599 35     P33W          599 20     0
QSO:  7000 CW 2012-11-24 0026 EL2A          599 35     W8AV          599 04     0
QSO: 14037 CW 2012-11-24 0026 EL2A          599 35     WA8CLT        599 04     0
QSO: 14037 CW 2012-11-24 0026 EL2A          599 35     N6IE          599 03     0
QSO: 28035 CW 2012-11-24 0026 EL2A          599 35     JA9AGN        599 25     0
QSO:  3550 CW 2012-11-24 0026 EL2A          599 35     K1LZ          599 05     0
QSO: 14037 CW 2012-11-24 0026 EL2A          599 35     YV8AD         599 09     0
QSO:  3550 CW 2012-11-24 0026 EL2A          599 35     WT1T          599 05     0
QSO: 14037 CW 2012-11-24 0027 EL2A          599 35     KT0A          599 04     0
QSO:  7000 CW 2012-11-24 0027 EL2A          599 35     NT6X          599 03     0
QSO: 28035 CW 2012-11-24 0027 EL2A          599 35     JA1QXY        599 25     0
QSO: 14037 CW 2012-11-24 0027 EL2A          599 35     K1JB          599 05     0
QSO:  7045 CW 2012-11-24 0027 EL2A          599 35     DL6QW         599 14     0
QSO: 28035 CW 2012-11-24 0027 EL2A          599 35     JA1WWO        599 25     0
QSO:  3550 CW 2012-11-24 0027 EL2A          599 35     RA3QSY        599 16     0
QSO:  7000 CW 2012-11-24 0027 EL2A          599 35     K3ZM          599 05     0
QSO: 28035 CW 2012-11-24 0028 EL2A          599 35     EE8L          599 33     0
QSO:  3550 CW 2012-11-24 0028 EL2A          599 35     K3LR          599 05     0
QSO: 14037 CW 2012-11-24 0028 EL2A          599 35     K8MJZ         599 04     0
QSO:  7005 CW 2012-11-24 0028 EL2A          599 35     K2AX          599 05     0
QSO:  3550 CW 2012-11-24 0028 EL2A          599 35     W3UA          599 05     0
QSO: 14037 CW 2012-11-24 0028 EL2A          599 35     W3LPL         599 05     0
QSO:  1835 CW 2012-11-24 0028 EL2A          599 35     OH3GD         599 15     0
QSO:  7000 CW 2012-11-24 0028 EL2A          599 35     R3LA          599 16     0
QSO: 28035 CW 2012-11-24 0028 EL2A          599 35     JE7CJL        599 25     0
QSO: 14037 CW 2012-11-24 0028 EL2A          599 35     K1LU          599 05     0
QSO: 28035 CW 2012-11-24 0028 EL2A          599 35     JA4LKB        599 25     0
QSO:  7045 CW 2012-11-24 0029 EL2A          599 35     VE3UTT        599 04     0
QSO:  3550 CW 2012-11-24 0029 EL2A          599 35     K3JT          599 05     0
QSO: 14037 CW 2012-11-24 0029 EL2A          599 35     N7ELL         599 03     0
QSO:  7045 CW 2012-11-24 0029 EL2A          599 35     KA2D          599 05     0
QSO: 14037 CW 2012-11-24 0029 EL2A          599 35     WA4JUK        599 05     0
QSO:  7000 CW 2012-11-24 0029 EL2A          599 35     K6NA          599 03     0
QSO: 14037 CW 2012-11-24 0029 EL2A          599 35     W5RU          599 04     0
QSO:  3550 CW 2012-11-24 0030 EL2A          599 35     UA3QNS        599 16     0
QSO: 28035 CW 2012-11-24 0030 EL2A          599 35     PY4ZO         599 11     0
QSO: 14037 CW 2012-11-24 0030 EL2A          599 35     W7UT          599 03     0
QSO:  7000 CW 2012-11-24 0030 EL2A          599 35     OQ5M          599 14     0
QSO: 14037 CW 2012-11-24 0030 EL2A          599 35     WT1T          599 05     0
QSO:  3550 CW 2012-11-24 0030 EL2A          599 35     CR3L          599 33     0
QSO: 14037 CW 2012-11-24 0030 EL2A          599 35     K7BTW         599 03     0
QSO:  7000 CW 2012-11-24 0030 EL2A          599 35     ON6NL         599 14     0
QSO:  3550 CW 2012-11-24 0030 EL2A          599 35     SP3GTS        599 15     0
QSO: 14037 CW 2012-11-24 0031 EL2A          599 35     W1EQ          599 05     0
QSO: 28035 CW 2012-11-24 0031 EL2A          599 35     JH3JJS/1      599 25     0
QSO:  1835 CW 2012-11-24 0031 EL2A          599 35     WA2HZO        599 05     0
QSO: 14037 CW 2012-11-24 0031 EL2A          599 35     K6OQ          599 03     0
QSO:  3550 CW 2012-11-24 0031 EL2A          599 35     N4DW          599 04     0
QSO:  7000 CW 2012-11-24 0031 EL2A          599 35     W0UCE         599 05     0
QSO:  3550 CW 2012-11-24 0031 EL2A          599 35     W3LPL         599 05     0
QSO:  7000 CW 2012-11-24 0031 EL2A          599 35     W2YC          599 05     0
QSO: 28035 CW 2012-11-24 0031 EL2A          599 35     7K4GUR        599 25     0
QSO: 14037 CW 2012-11-24 0032 EL2A          599 35     W2MV          599 05     0
QSO:  1835 CW 2012-11-24 0032 EL2A          599 35     WD5R          599 04     0
QSO:  7000 CW 2012-11-24 0032 EL2A          599 35     K2LE          599 05     0
QSO: 28035 CW 2012-11-24 0032 EL2A          599 35     JK1UVP        599 25     0
QSO: 14037 CW 2012-11-24 0032 EL2A          599 35     K6UJ          599 03     0
QSO:  3550 CW 2012-11-24 0032 EL2A          599 35     RN3QN         599 16     0
QSO: 28035 CW 2012-11-24 0032 EL2A          599 35     JR5XPG        599 25     0
QSO: 14037 CW 2012-11-24 0032 EL2A          599 35     W3EA          599 05     0
QSO: 14037 CW 2012-11-24 0033 EL2A          599 35     N2MM          599 05     0
QSO:  1835 CW 2012-11-24 0033 EL2A          599 35     DJ4AX         599 14     0
QSO:  3550 CW 2012-11-24 0033 EL2A          599 35     OM1BM         599 15     0
QSO:  7000 CW 2012-11-24 0033 EL2A          599 35     W3YY          599 05     0
QSO: 28035 CW 2012-11-24 0033 EL2A          599 35     JA3RQ         599 25     0
QSO: 14037 CW 2012-11-24 0033 EL2A          599 35     K1AR          599 05     0
QSO:  7000 CW 2012-11-24 0033 EL2A          599 35     PA3EWP        599 14     0
QSO:  3550 CW 2012-11-24 0033 EL2A          599 35     EA5RS         599 14     0
QSO:  1835 CW 2012-11-24 0033 EL2A          599 35     SP3CFM        599 15     0
QSO: 14037 CW 2012-11-24 0033 EL2A          599 35     W1ZS          599 05     0
QSO: 14037 CW 2012-11-24 0033 EL2A          599 35     W0VX          599 04     0
QSO:  3550 CW 2012-11-24 0033 EL2A          599 35     RO2E          599 16     0
QSO:  7000 CW 2012-11-24 0034 EL2A          599 35     W1WEF         599 05     0
QSO:  3550 CW 2012-11-24 0034 EL2A          599 35     SP2LNW        599 15     0
QSO: 14037 CW 2012-11-24 0034 EL2A          599 35     K8AZ          599 04     0
QSO: 28035 CW 2012-11-24 0034 EL2A          599 35     JE1CKA        599 25     0
QSO:  1835 CW 2012-11-24 0034 EL2A          599 35     DJ4PT         599 14     0
QSO:  3550 CW 2012-11-24 0034 EL2A          599 35     UA0AKY        599 18     0
QSO:  7000 CW 2012-11-24 0034 EL2A          599 35     DF3CB         599 14     0
QSO: 14037 CW 2012-11-24 0034 EL2A          599 35     N4ZC          599 05     0
QSO:  7000 CW 2012-11-24 0034 EL2A          599 35     KB1W          599 05     0
QSO:  3550 CW 2012-11-24 0035 EL2A          599 35     OK2BYW        599 15     0
QSO:  1835 CW 2012-11-24 0035 EL2A          599 35     RU1A          599 16     0
QSO: 14037 CW 2012-11-24 0035 EL2A          599 35     K2LE          599 05     0
QSO:  7000 CW 2012-11-24 0035 EL2A          599 35     VE3CRG        599 04     0
QSO: 28035 CW 2012-11-24 0035 EL2A          599 35     JA1IVY        599 25     0
QSO:  3550 CW 2012-11-24 0035 EL2A          599 35     UA4CR         599 16     0
QSO:  1835 CW 2012-11-24 0035 EL2A          599 35     RT3T          599 16     0
QSO:  3550 CW 2012-11-24 0035 EL2A          599 35     N4ZI          599 04     0
QSO: 28035 CW 2012-11-24 0035 EL2A          599 35     JR5IAH        599 25     0
QSO:  7000 CW 2012-11-24 0035 EL2A          599 35     S53XX         599 15     0
QSO:  1835 CW 2012-11-24 0035 EL2A          599 35     OH1XX         599 15     0
QSO: 14037 CW 2012-11-24 0036 EL2A          599 35     NP3X          599 08     0
QSO: 28035 CW 2012-11-24 0036 EL2A          599 35     JM1LRQ        599 25     0
QSO:  7000 CW 2012-11-24 0036 EL2A          599 35     KC0V          599 04     0
QSO: 14037 CW 2012-11-24 0036 EL2A          599 35     ZF1A          599 08     0
QSO:  3550 CW 2012-11-24 0036 EL2A          599 35     VD1M          599 05     0
QSO: 28035 CW 2012-11-24 0036 EL2A          599 35     JA3EXJ        599 25     0
QSO:  7000 CW 2012-11-24 0036 EL2A          599 35     KB3WD         599 05     0
QSO:  1835 CW 2012-11-24 0036 EL2A          599 35     II9P          599 15     0
QSO:  3550 CW 2012-11-24 0036 EL2A          599 35     VE3RZ         599 04     0
QSO: 28035 CW 2012-11-24 0036 EL2A          599 35     JA2KOG        599 25     0
QSO:  7000 CW 2012-11-24 0036 EL2A          599 35     N0NI          599 04     0
QSO: 28035 CW 2012-11-24 0037 EL2A          599 35     JA9LJS        599 25     0
QSO:  7000 CW 2012-11-24 0037 EL2A          599 35     K3QF          599 05     0
QSO: 28035 CW 2012-11-24 0037 EL2A          599 35     JA3EJG        599 25     0
QSO:  1835 CW 2012-11-24 0037 EL2A          599 35     N3NT          599 05     0
QSO: 14037 CW 2012-11-24 0037 EL2A          599 35     K2AX          599 05     0
QSO:  7000 CW 2012-11-24 0037 EL2A          599 35     W2BC          599 05     0
QSO:  3550 CW 2012-11-24 0037 EL2A          599 35     US3IZ         599 16     0
QSO:  7000 CW 2012-11-24 0037 EL2A          599 35     K1BW          599 04     0
QSO: 28035 CW 2012-11-24 0037 EL2A          599 35     PY5BLG        599 11     0
QSO: 14037 CW 2012-11-24 0037 EL2A          599 35     W1GD          599 05     0
QSO: 14037 CW 2012-11-24 0038 EL2A          599 35     W2RE          599 05     0
QSO:  1835 CW 2012-11-24 0038 EL2A          599 35     WF2W          599 05     0
QSO: 14037 CW 2012-11-24 0038 EL2A          599 35     AA1QD         599 05     0
QSO:  3550 CW 2012-11-24 0038 EL2A          599 35     K0TV          599 05     0
QSO: 28035 CW 2012-11-24 0038 EL2A          599 35     JA2ADY        599 25     0
QSO:  1835 CW 2012-11-24 0038 EL2A          599 35     EA5RS         599 14     0
QSO: 28035 CW 2012-11-24 0039 EL2A          599 35     JA1SJV        599 25     0
QSO: 14037 CW 2012-11-24 0039 EL2A          599 35     K7OM          599 05     0
QSO:  7000 CW 2012-11-24 0039 EL2A          599 35     W0CZE         599 02     0
QSO:  7000 CW 2012-11-24 0039 EL2A          599 35     K2K           599 05     0
