START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.10.0
CONTEST: CQ-WW-CW
LOCATION: DX
CALLSIGN: EL2A
CLUB: 2/8 WEY VALLEY AMATEUR RADIO GROUP  4/8 ARIZONA OUTLAWS CONTEST CLUB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 33517605
OPERATORS: A65BD, AA7A, EL2DT, G3SXW, G4IRN, N7CW, KC7V, KY7M
NAME: Mike Fulcher
SOAPBOX:
CATEGORY-OVERLAY: 
QSO:  7045 CW 2012-11-24 0000 EL2A          599 35     W3KX          599 05     0
QSO:  7045 CW 2012-11-24 0000 EL2A          599 35     K1DG          599 05     0
QSO: 28035 CW 2012-11-24 0000 EL2A          599 35     JL1HOV        599 25     0
QSO:  1835 CW 2012-11-24 0001 EL2A          599 35     VE3ZI         599 04     0
QSO: 14037 CW 2012-11-24 0001 EL2A          599 35     K3ONW         599 05     0
QSO: 28035 CW 2012-11-24 0001 EL2A          599 35     HL1VAU        599 25     0
QSO:  7045 CW 2012-11-24 0002 EL2A          599 35     PA3AAV        599 14     0
QSO: 28035 CW 2012-11-24 0002 EL2A          599 35     JF2WXS        599 25     0
QSO: 28035 CW 2012-11-24 0002 EL2A          599 35     EA8CN         599 33     0
QSO:  1835 CW 2012-11-24 0002 EL2A          599 35     W8UVZ         599 04     0
QSO: 14037 CW 2012-11-24 0002 EL2A          599 35     K4ORD         599 05     0
QSO: 14037 CW 2012-11-24 0003 EL2A          599 35     N8AA          599 04     0
QSO: 14037 CW 2012-11-24 0003 EL2A          599 35     NA4K          599 04     0
QSO: 14037 CW 2012-11-24 0003 EL2A          599 35     W2LE          599 05     0
QSO:  7045 CW 2012-11-24 0003 EL2A          599 35     N2LBR         599 05     0
QSO: 28035 CW 2012-11-24 0003 EL2A          599 35     JN1IZR        599 25     0
QSO: 28035 CW 2012-11-24 0003 EL2A          599 35     JG1OWV        599 25     0
QSO:  7045 CW 2012-11-24 0003 EL2A          599 35     9A8W          599 15     0
QSO: 14037 CW 2012-11-24 0004 EL2A          599 35     NU7J          599 03     0
QSO:  3532 CW 2012-11-24 0004 EL2A          599 35     D4C           599 35     0
QSO: 28035 CW 2012-11-24 0004 EL2A          599 35     JM1CYJ        599 25     0
QSO: 14037 CW 2012-11-24 0004 EL2A          599 35     K5ZD          599 05     0
QSO:  7045 CW 2012-11-24 0004 EL2A          599 35     W1ZS          599 05     0
QSO: 28035 CW 2012-11-24 0004 EL2A          599 35     JA9RRH        599 25     0
QSO: 14037 CW 2012-11-24 0004 EL2A          599 35     K2LNS         599 05     0
QSO: 28035 CW 2012-11-24 0005 EL2A          599 35     PW7T          599 11     0
QSO: 14037 CW 2012-11-24 0005 EL2A          599 35     W1NG          599 05     0
QSO:  7045 CW 2012-11-24 0005 EL2A          599 35     K8MFO         599 04     0
QSO: 28035 CW 2012-11-24 0005 EL2A          599 35     JH9KVF        599 25     0
QSO: 14037 CW 2012-11-24 0005 EL2A          599 35     N3RS          599 05     0
QSO: 28035 CW 2012-11-24 0005 EL2A          599 35     PY1NX         599 11     0
QSO: 14037 CW 2012-11-24 0005 EL2A          599 35     AD4L          599 05     0
QSO:  7045 CW 2012-11-24 0005 EL2A          599 35     OR2F          599 14     0
QSO:  1835 CW 2012-11-24 0005 EL2A          599 35     PY2RO         599 11     0
QSO:  7045 CW 2012-11-24 0006 EL2A          599 35     W1GD          599 05     0
QSO: 14037 CW 2012-11-24 0006 EL2A          599 35     N2HR          599 05     0
QSO: 28035 CW 2012-11-24 0006 EL2A          599 35     JE1CSW        599 25     0
QSO:  7045 CW 2012-11-24 0006 EL2A          599 35     PA3CWN        599 14     0
QSO: 14037 CW 2012-11-24 0006 EL2A          599 35     K3LR          599 05     0
QSO: 28035 CW 2012-11-24 0006 EL2A          599 35     PY7OJ         599 11     0
QSO: 14037 CW 2012-11-24 0006 EL2A          599 35     N3AM          599 05     0
QSO:  1835 CW 2012-11-24 0007 EL2A          599 35     OM2XW         599 15     0
QSO: 14037 CW 2012-11-24 0007 EL2A          599 35     K3ZZ          599 05     0
QSO:  7045 CW 2012-11-24 0007 EL2A          599 35     DK0EE         599 14     0
QSO: 14037 CW 2012-11-24 0007 EL2A          599 35     VE9OA         599 05     0
QSO:  1835 CW 2012-11-24 0007 EL2A          599 35     OH3UU         599 15     0
QSO:  3530 CW 2012-11-24 0008 EL2A          599 35     DL7ON         599 14     0
QSO: 14037 CW 2012-11-24 0008 EL2A          599 35     K3GW          599 05     0
QSO: 28035 CW 2012-11-24 0008 EL2A          599 35     JL1WPQ        599 25     0
QSO:  7045 CW 2012-11-24 0008 EL2A          599 35     YU1WC         599 15     0
QSO: 14037 CW 2012-11-24 0008 EL2A          599 35     K2MK          599 05     0
QSO: 28035 CW 2012-11-24 0008 EL2A          599 35     JJ3PRT        599 25     0
QSO: 14037 CW 2012-11-24 0008 EL2A          599 35     W3EF          599 05     0
QSO:  1835 CW 2012-11-24 0009 EL2A          599 35     K3LR          599 05     0
QSO:  3550 CW 2012-11-24 0009 EL2A          599 35     W1MU          599 05     0
QSO:  7045 CW 2012-11-24 0009 EL2A          599 35     YL2SW         599 15     0
QSO: 14037 CW 2012-11-24 0009 EL2A          599 35     K6UIP         599 03     0
QSO: 28035 CW 2012-11-24 0009 EL2A          599 35     JP1IOF        599 25     0
QSO: 14037 CW 2012-11-24 0009 EL2A          599 35     W3DA          599 05     0
QSO:  7045 CW 2012-11-24 0009 EL2A          599 35     WA1Z          599 05     0
QSO: 14037 CW 2012-11-24 0009 EL2A          599 35     K0YCR         599 04     0
QSO: 28035 CW 2012-11-24 0010 EL2A          599 35     JH2FXK        599 25     0
QSO:  3550 CW 2012-11-24 0010 EL2A          599 35     N2EEX         599 05     0
QSO:  7045 CW 2012-11-24 0010 EL2A          599 35     W4NA          599 05     0
QSO: 14037 CW 2012-11-24 0010 EL2A          599 35     NX2X          599 05     0
QSO:  1835 CW 2012-11-24 0010 EL2A          599 35     9A1P          599 15     0
QSO: 28035 CW 2012-11-24 0010 EL2A          599 35     JA3FGJ        599 25     0
QSO: 14037 CW 2012-11-24 0010 EL2A          599 35     W3GQ          592 05     0
QSO:  7045 CW 2012-11-24 0010 EL2A          599 35     DR5N          599 14     0
QSO: 14037 CW 2012-11-24 0011 EL2A          599 35     K3TC          599 05     0
QSO: 28035 CW 2012-11-24 0011 EL2A          599 35     JE3AGN        599 25     0
QSO:  7045 CW 2012-11-24 0011 EL2A          599 35     W1FQ          599 05     0
QSO:  1835 CW 2012-11-24 0011 EL2A          599 35     OH2BO         599 15     0
QSO: 14037 CW 2012-11-24 0011 EL2A          599 35     N4PD          599 05     0
QSO: 28035 CW 2012-11-24 0011 EL2A          599 35     CN2R          599 33     0
QSO: 14037 CW 2012-11-24 0011 EL2A          599 35     N1JW          599 05     0
QSO:  7045 CW 2012-11-24 0011 EL2A          599 35     S53EO         599 15     0
QSO:  3550 CW 2012-11-24 0012 EL2A          599 35     HA8GY         599 15     0
QSO:  7045 CW 2012-11-24 0012 EL2A          599 35     W1EBI         599 05     0
QSO: 28035 CW 2012-11-24 0012 EL2A          599 35     JE4CIL        599 25     0
QSO: 14037 CW 2012-11-24 0012 EL2A          599 35     CR6T          599 14     0
QSO: 28035 CW 2012-11-24 0012 EL2A          599 35     JE6DOI        599 25     0
QSO:  1835 CW 2012-11-24 0012 EL2A          599 35     VE1ZJ         599 05     0
QSO:  7045 CW 2012-11-24 0012 EL2A          599 35     K9GS          599 04     0
QSO: 14037 CW 2012-11-24 0012 EL2A          599 35     N7XR          599 03     0
QSO: 14037 CW 2012-11-24 0013 EL2A          599 35     W5OOO         599 04     0
QSO:  7045 CW 2012-11-24 0013 EL2A          599 35     VE3CX         599 04     0
QSO: 28035 CW 2012-11-24 0013 EL2A          599 35     JA1BOQ        599 25     0
QSO:  3550 CW 2012-11-24 0013 EL2A          599 35     K3ZZ          599 05     0
QSO:  7045 CW 2012-11-24 0013 EL2A          599 35     NR5M          599 04     0
QSO:  1835 CW 2012-11-24 0013 EL2A          599 35     DR4A          599 14     0
QSO: 14037 CW 2012-11-24 0013 EL2A          599 35     K5OA          599 03     0
QSO:  7045 CW 2012-11-24 0013 EL2A          599 35     VE1QO         599 05     0
QSO: 14037 CW 2012-11-24 0013 EL2A          599 35     W1ZT          599 05     0
QSO:  1835 CW 2012-11-24 0013 EL2A          599 35     W3LPL         599 05     0
QSO:  7045 CW 2012-11-24 0013 EL2A          599 35     K1ZR          599 05     0
QSO:  3550 CW 2012-11-24 0013 EL2A          599 35     OM8A          599 15     0
QSO: 28035 CW 2012-11-24 0013 EL2A          599 35     JP1NWZ        599 25     0
QSO:  7045 CW 2012-11-24 0014 EL2A          599 35     NA2M          599 05     0
QSO: 14037 CW 2012-11-24 0014 EL2A          599 35     NW8U          599 05     0
QSO:  3550 CW 2012-11-24 0014 EL2A          599 35     R9SA          599 16     0
QSO:  1835 CW 2012-11-24 0014 EL2A          599 35     IK2EAD        599 15     0
QSO: 28035 CW 2012-11-24 0014 EL2A          599 35     CX5CBA        599 13     0
QSO:  3550 CW 2012-11-24 0014 EL2A          599 35     YU1AAV        599 15     0
QSO:  7045 CW 2012-11-24 0014 EL2A          599 35     LZ8E          599 20     0
QSO: 14037 CW 2012-11-24 0014 EL2A          599 35     K1BW          599 04     0
QSO: 28035 CW 2012-11-24 0014 EL2A          599 35     JE2OVG        599 25     0
QSO:  7045 CW 2012-11-24 0015 EL2A          599 35     W1TM          599 05     0
QSO: 14037 CW 2012-11-24 0015 EL2A          599 35     K2K           599 05     0
QSO: 14037 CW 2012-11-24 0015 EL2A          599 35     N5NO          599 04     0
QSO: 28035 CW 2012-11-24 0015 EL2A          599 35     7K2PZG        599 25     0
QSO: 14037 CW 2012-11-24 0015 EL2A          599 35     NW8U          599 05     0
QSO:  7045 CW 2012-11-24 0015 EL2A          599 35     YL0Y          599 15     0
QSO: 28035 CW 2012-11-24 0016 EL2A          599 35     JR6EZE        599 25     0
QSO:  3550 CW 2012-11-24 0016 EL2A          599 35     RF9C          599 17     0
QSO: 28035 CW 2012-11-24 0016 EL2A          599 35     JO3DDD        599 25     0
QSO: 14037 CW 2012-11-24 0016 EL2A          599 35     N4KG          599 04     0
QSO: 14037 CW 2012-11-24 0016 EL2A          599 35     W2YC          599 05     0
QSO:  7045 CW 2012-11-24 0016 EL2A          599 35     K3LR          599 05     0
QSO: 28035 CW 2012-11-24 0016 EL2A          599 35     JH8XVH        599 25     0
QSO: 14037 CW 2012-11-24 0017 EL2A          599 35     KJ9C          599 04     0
QSO:  7045 CW 2012-11-24 0017 EL2A          599 35     PA6V          599 14     0
QSO:  1835 CW 2012-11-24 0017 EL2A          599 35     9A1A          599 15     0
QSO: 14037 CW 2012-11-24 0017 EL2A          599 35     N2CU          599 05     0
QSO:  7045 CW 2012-11-24 0017 EL2A          599 35     N6SS          599 03     0
QSO: 14037 CW 2012-11-24 0017 EL2A          599 35     KP2M          599 08     0
QSO:  1835 CW 2012-11-24 0017 EL2A          599 35     SP3EPK        599 15     0
QSO: 28035 CW 2012-11-24 0017 EL2A          599 35     JA1QZC        599 25     0
QSO:  7045 CW 2012-11-24 0018 EL2A          599 35     K1BV          599 05     0
QSO: 14037 CW 2012-11-24 0018 EL2A          599 35     KQ0C          599 04     0
QSO:  3550 CW 2012-11-24 0018 EL2A          599 35     G3XTT         599 14     0
QSO: 28035 CW 2012-11-24 0018 EL2A          599 35     LW2HBF        599 13     0
QSO: 14037 CW 2012-11-24 0018 EL2A          599 35     N8TR          599 04     0
QSO:  7045 CW 2012-11-24 0018 EL2A          599 35     K4SSU         599 05     0
QSO: 28035 CW 2012-11-24 0018 EL2A          599 35     JA0FVU        599 25     0
QSO:  7045 CW 2012-11-24 0018 EL2A          599 35     K9CJ          599 04     0
QSO: 14037 CW 2012-11-24 0018 EL2A          599 35     K3STX         599 05     0
QSO:  7045 CW 2012-11-24 0018 EL2A          599 35     KG4W          599 05     0
QSO: 14037 CW 2012-11-24 0019 EL2A          599 35     KB7SH         599 03     0
QSO:  7045 CW 2012-11-24 0019 EL2A          599 35     K1BX          599 05     0
QSO: 28035 CW 2012-11-24 0019 EL2A          599 35     JO1WKO        599 25     0
QSO: 14037 CW 2012-11-24 0019 EL2A          599 35     W1RM          599 05     0
QSO: 28035 CW 2012-11-24 0019 EL2A          599 35     JA1FNO        599 25     0
QSO:  3550 CW 2012-11-24 0019 EL2A          599 35     R3LA          599 16     0
QSO: 14037 CW 2012-11-24 0019 EL2A          599 35     W3FIZ         599 05     0
QSO: 28035 CW 2012-11-24 0020 EL2A          599 35     JA1CYV        599 25     0
QSO: 14037 CW 2012-11-24 0020 EL2A          599 35     W2YR          599 05     0
QSO: 14037 CW 2012-11-24 0020 EL2A          599 35     K2QMF         599 05     0
QSO: 28035 CW 2012-11-24 0020 EL2A          599 35     JH1IAQ        599 25     0
QSO: 14037 CW 2012-11-24 0020 EL2A          599 35     W3GK          599 05     0
QSO: 28035 CW 2012-11-24 0020 EL2A          599 35     PS2T          599 11     0
QSO:  7000 CW 2012-11-24 0021 EL2A          599 35     WB8YYY        599 05     0
QSO: 14037 CW 2012-11-24 0021 EL2A          599 35     K8GL          599 04     0
