START-OF-LOG:  3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WW-CW
CALLSIGN:      MM3N
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR:  SINGLE-OP
CATEGORY-STATION:  FIXED
CATEGORY-POWER:  HIGH
CATEGORY-ASSISTED:  NON-ASSISTED
CATEGORY-TRANSMITTER:  ONE
LOCATION:      14
CLAIMED-SCORE: 498675
NAME:          Sidney Will
OPERATORS:     GM4SID
SOAPBOX:       The radio control from rig to PC failed at 251808z
SOAPBOX:       and it went un-noticed for about 45 minutes.  I fixed
SOAPBOX:       it but it failed after 2 QSOs and would'nt work again
SOAPBOX:       so I closed early.
QSO: 3501  CW 2012-11-24 0002 MM3N          599 14     OR2A          599 14
QSO: 3504  CW 2012-11-24 0007 MM3N          599 14     EV1R          599 16
QSO: 3504  CW 2012-11-24 0008 MM3N          599 14     W3LPL         599 05
QSO: 3500  CW 2012-11-24 0010 MM3N          599 14     K3LR          599 05
QSO: 3502  CW 2012-11-24 0016 MM3N          599 14     W1MK          599 05
QSO: 3503  CW 2012-11-24 0017 MM3N          599 14     UW5U          599 16
QSO: 3503  CW 2012-11-24 0020 MM3N          599 14     VY2TT         599 05
QSO: 3505  CW 2012-11-24 0023 MM3N          599 14     OM3R          599 15
QSO: 3505  CW 2012-11-24 0024 MM3N          599 14     UX5I          599 16
QSO: 3505  CW 2012-11-24 0025 MM3N          599 14     NY4A          599 05
QSO: 3506  CW 2012-11-24 0029 MM3N          599 14     P3N           599 20
QSO: 3507  CW 2012-11-24 0030 MM3N          599 14     UT3L          599 16
QSO: 3508  CW 2012-11-24 0032 MM3N          599 14     LZ5R          599 20
QSO: 3508  CW 2012-11-24 0035 MM3N          599 14     Z38N          599 15
QSO: 3509  CW 2012-11-24 0036 MM3N          599 14     UA4W          599 16
QSO: 3509  CW 2012-11-24 0038 MM3N          599 14     EI0W          599 14
QSO: 3510  CW 2012-11-24 0040 MM3N          599 14     DL9GFB        599 14
QSO: 3511  CW 2012-11-24 0040 MM3N          599 14     OH6MW         599 15
QSO: 3511  CW 2012-11-24 0040 MM3N          599 14     HA3LI         599 15
QSO: 3511  CW 2012-11-24 0041 MM3N          599 14     HG7T          599 15
QSO: 3512  CW 2012-11-24 0043 MM3N          599 14     RA3A          599 16
QSO: 3512  CW 2012-11-24 0044 MM3N          599 14     OE3K          599 15
QSO: 3513  CW 2012-11-24 0045 MM3N          599 14     E71A          599 15
QSO: 3514  CW 2012-11-24 0046 MM3N          599 14     RL3A          599 16
QSO: 3514  CW 2012-11-24 0048 MM3N          599 14     OZ5E          599 14
