START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.9.1
CONTEST: CQ-WW-CW
LOCATION: DX
CALLSIGN: DL6ZBN
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 94752
OPERATORS:
NAME: Joerg Hochheimer
SOAPBOX:
QSO: 28013 CW 2012-11-24 1634 DL6ZBN        599 14     PT5T          599 11     0
QSO: 28024 CW 2012-11-24 1637 DL6ZBN        599 14     LT1F          599 13     0
QSO: 28049 CW 2012-11-24 1643 DL6ZBN        599 14     EA8AVK        599 33     0
QSO: 28075 CW 2012-11-24 1646 DL6ZBN        599 14     EF8U          599 33     0
QSO: 28076 CW 2012-11-24 1648 DL6ZBN        599 14     CR3E          599 33     0
QSO: 21001 CW 2012-11-24 1657 DL6ZBN        599 14     K5ZD          599 05     0
QSO: 21002 CW 2012-11-24 1658 DL6ZBN        599 14     VY2ZM         599 05     0
QSO: 21003 CW 2012-11-24 1700 DL6ZBN        599 14     K3LR          599 05     0
QSO: 21003 CW 2012-11-24 1700 DL6ZBN        599 14     K3CR          599 05     0
QSO: 21004 CW 2012-11-24 1701 DL6ZBN        599 14     K1LZ          599 05     0
QSO: 21005 CW 2012-11-24 1703 DL6ZBN        599 14     N4WW          599 05     0
QSO: 21006 CW 2012-11-24 1704 DL6ZBN        599 14     KF3B          599 05     0
QSO: 21007 CW 2012-11-24 1705 DL6ZBN        599 14     K1RV          599 05     0
QSO: 21007 CW 2012-11-24 1706 DL6ZBN        599 14     K1ZZ          599 05     0
QSO: 21008 CW 2012-11-24 1709 DL6ZBN        599 14     K1TO          599 05     0
QSO: 14000 CW 2012-11-24 1721 DL6ZBN        599 14     W3LPL         599 05     0
QSO: 14076 CW 2012-11-24 1725 DL6ZBN        599 14     K8AZ          599 04     0
QSO: 14068 CW 2012-11-24 1728 DL6ZBN        599 14     KH7X          599 31     0
QSO: 14067 CW 2012-11-24 1729 DL6ZBN        599 14     K0HA          599 04     0
QSO: 14067 CW 2012-11-24 1730 DL6ZBN        599 14     VU2PTT        599 22     0
QSO: 14041 CW 2012-11-24 1732 DL6ZBN        599 14     TF4X          599 40     0
QSO: 14095 CW 2012-11-24 1736 DL6ZBN        599 14     K7RL          599 03     0
QSO: 14099 CW 2012-11-24 1738 DL6ZBN        599 14     W7YAQ         599 03     0
QSO: 14007 CW 2012-11-24 1739 DL6ZBN        599 14     W6YX          599 03     0
QSO: 14038 CW 2012-11-24 1741 DL6ZBN        599 14     N9RV          599 04     0
QSO: 14036 CW 2012-11-24 1741 DL6ZBN        599 14     D4C           599 35     0
QSO: 14032 CW 2012-11-24 1743 DL6ZBN        599 14     K3WI          599 05     0
QSO: 14068 CW 2012-11-24 1749 DL6ZBN        599 14     K1KP          599 05     0
QSO: 14065 CW 2012-11-24 1750 DL6ZBN        599 14     W7WA          599 03     0
QSO: 14093 CW 2012-11-24 1751 DL6ZBN        599 14     K0EU          599 04     0
QSO: 14061 CW 2012-11-24 1752 DL6ZBN        599 14     K9CT          599 04     0
QSO: 14090 CW 2012-11-24 1752 DL6ZBN        599 14     K1GQ          599 05     0
QSO: 14083 CW 2012-11-24 1753 DL6ZBN        599 14     W9RE          599 04     0
QSO: 14087 CW 2012-11-24 1755 DL6ZBN        599 14     K3OO          599 05     0
QSO: 14001 CW 2012-11-24 1757 DL6ZBN        599 14     VY2ZM         599 05     0
QSO: 14083 CW 2012-11-24 1758 DL6ZBN        599 14     N9CK          599 04     0
QSO: 14026 CW 2012-11-24 1759 DL6ZBN        599 14     K1HI          599 05     0
QSO: 14003 CW 2012-11-24 1801 DL6ZBN        599 14     W2RE          599 05     0
QSO: 14003 CW 2012-11-24 1802 DL6ZBN        599 14     NY4A          599 05     0
QSO: 14086 CW 2012-11-24 1803 DL6ZBN        599 14     K8GL          599 04     0
QSO: 14005 CW 2012-11-24 1813 DL6ZBN        599 14     KN7K          599 03     0
QSO: 14069 CW 2012-11-24 1815 DL6ZBN        599 14     K6WG          599 03     0
QSO: 14054 CW 2012-11-24 1816 DL6ZBN        599 14     W2FU          599 05     0
QSO: 14011 CW 2012-11-24 1821 DL6ZBN        599 14     W1EQ          599 05     0
QSO: 14042 CW 2012-11-24 1824 DL6ZBN        599 14     VE7GL         599 03     0
QSO: 14035 CW 2012-11-24 1824 DL6ZBN        599 14     WT1T          599 05     0
QSO: 14020 CW 2012-11-24 1826 DL6ZBN        599 14     W1KM          599 05     0
QSO: 14049 CW 2012-11-24 1827 DL6ZBN        599 14     VC2T          599 05     0
QSO: 14010 CW 2012-11-24 1833 DL6ZBN        599 14     XL3A          599 04     0
QSO: 14081 CW 2012-11-24 1834 DL6ZBN        599 14     VE6JY         599 04     0
QSO: 14005 CW 2012-11-24 1834 DL6ZBN        599 14     W0UCE         599 05     0
QSO: 14014 CW 2012-11-24 1835 DL6ZBN        599 14     W7VJ          599 03     0
QSO: 14028 CW 2012-11-24 1836 DL6ZBN        599 14     AA4NC         599 05     0
QSO: 14073 CW 2012-11-24 1838 DL6ZBN        599 14     P3N           599 20     0
QSO: 14106 CW 2012-11-24 1840 DL6ZBN        599 14     K3WW          599 05     0
QSO: 14103 CW 2012-11-24 1841 DL6ZBN        599 14     KS1J          599 05     0
QSO: 14099 CW 2012-11-24 1842 DL6ZBN        599 14     VE3CR         599 04     0
QSO: 14096 CW 2012-11-24 1843 DL6ZBN        599 14     K2ONP         599 05     0
QSO: 14096 CW 2012-11-24 1843 DL6ZBN        599 14     K1BX          599 05     0
QSO: 14095 CW 2012-11-24 1844 DL6ZBN        599 14     W9ILY         599 04     0
QSO: 14094 CW 2012-11-24 1845 DL6ZBN        599 14     VE3JM         599 04     0
QSO: 14093 CW 2012-11-24 1846 DL6ZBN        599 14     N4TZ          599 04     0
QSO: 14092 CW 2012-11-24 1848 DL6ZBN        599 14     K0MD          599 04     0
QSO: 14097 CW 2012-11-24 1851 DL6ZBN        599 14     K3AU          599 05     0
QSO: 28008 CW 2012-11-25 1612 DL6ZBN        599 14     W2ID          599 05     0
QSO: 28002 CW 2012-11-25 1613 DL6ZBN        599 14     W3LPL         599 05     0
QSO: 28000 CW 2012-11-25 1615 DL6ZBN        599 14     VY2ZM         599 05     0
QSO: 28021 CW 2012-11-25 1621 DL6ZBN        599 14     KQ2M          599 05     0
QSO: 21000 CW 2012-11-25 1627 DL6ZBN        599 14     NQ4I          599 05     0
QSO: 21001 CW 2012-11-25 1628 DL6ZBN        599 14     3Z5N          599 15     0
QSO: 21125 CW 2012-11-25 1633 DL6ZBN        599 14     VE9HF         599 05     0
