START-OF-LOG: 3.0
CALLSIGN: UR5IFB
CLUB: Donbass Contest Club
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 1312564
OPERATORS: UR5IFB
NAME: Dmitry Lozichenko
CREATED-BY: N1MM Logger V12.11.1
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO:  1818 CW 2012-11-24 0001 UR5IFB        599 16     TC2KK         599 20
QSO:  1810 CW 2012-11-24 0003 UR5IFB        599 16     S59AA         599 15
QSO:  1812 CW 2012-11-24 0004 UR5IFB        599 16     OH2XX         599 15
QSO:  1813 CW 2012-11-24 0005 UR5IFB        599 16     UA8WAA        599 16
QSO:  1814 CW 2012-11-24 0005 UR5IFB        599 16     YL2KO         599 15
QSO:  1815 CW 2012-11-24 0006 UR5IFB        599 16     US8ICM        599 16
QSO:  1816 CW 2012-11-24 0007 UR5IFB        599 16     D4C           599 35
QSO:  1817 CW 2012-11-24 0008 UR5IFB        599 16     LY9A          599 15
QSO:  1818 CW 2012-11-24 0009 UR5IFB        599 16     9A1A          599 15
QSO:  1818 CW 2012-11-24 0009 UR5IFB        599 16     HG1S          599 15
QSO:  1819 CW 2012-11-24 0009 UR5IFB        599 16     OK1T          599 15
QSO:  1820 CW 2012-11-24 0011 UR5IFB        599 16     DF0HQ         599 14
QSO:  1820 CW 2012-11-24 0011 UR5IFB        599 16     RK3SWB        599 16
QSO:  1826 CW 2012-11-24 0013 UR5IFB        599 16     LY7M          599 15
QSO:  1832 CW 2012-11-24 0014 UR5IFB        599 16     G3TBK         599 14
QSO:  1829 CW 2012-11-24 0016 UR5IFB        599 16     UP0L          599 17
QSO:  1831 CW 2012-11-24 0017 UR5IFB        599 16     OM7M          599 15
QSO:  1849 CW 2012-11-24 0023 UR5IFB        599 16     EF8S          599 33
QSO:  1846 CW 2012-11-24 0025 UR5IFB        599 16     HB9AUK        599 14
QSO:  1846 CW 2012-11-24 0026 UR5IFB        599 16     II2E          599 15
QSO:  1846 CW 2012-11-24 0027 UR5IFB        599 16     UN5J          599 17
