START-OF-LOG: 3.0
CREATED-BY: TR Log POST Version 6.93
CALLSIGN: W9RE
CONTEST: CQ-WW-CW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 6100000
CLUB: Society of Midwest Contesters
NAME: Michael J. Wetzel
OPERATORS: W9RE
SOAPBOX: Greatest operators and greatest contest!
SOAPBOX: You need to send your callsign at least every 3 Q's.
LOCATION: IN
QSO:  7000 CW 2012-11-24 0001 W9RE          599 04     N1CC          599 04     0
QSO:  7000 CW 2012-11-24 0003 W9RE          599 04     LZ1GE         599 20     0
QSO: 21000 CW 2012-11-24 0004 W9RE          599 04     VE7GL         599 03     1
QSO: 21000 CW 2012-11-24 0005 W9RE          599 04     VE7CA         599 03     1
QSO:  7000 CW 2012-11-24 0005 W9RE          599 04     VE3CX         599 04     0
QSO:  7000 CW 2012-11-24 0006 W9RE          599 04     IK4EWX        599 15     0
QSO:  7000 CW 2012-11-24 0007 W9RE          599 04     IK5XCT        599 15     0
QSO:  7000 CW 2012-11-24 0007 W9RE          599 04     N9NC          599 05     0
QSO:  7000 CW 2012-11-24 0009 W9RE          599 04     YO8KIS        599 20     0
QSO:  7000 CW 2012-11-24 0010 W9RE          599 04     SP1NY         599 15     0
QSO:  7000 CW 2012-11-24 0010 W9RE          599 04     VE2FK         599 05     0
QSO: 21000 CW 2012-11-24 0011 W9RE          599 04     KH7X          599 31     1
QSO:  7000 CW 2012-11-24 0012 W9RE          599 04     VE3IAE        599 04     0
QSO:  7000 CW 2012-11-24 0013 W9RE          599 04     SP2LNW        599 15     0
QSO:  7000 CW 2012-11-24 0014 W9RE          599 04     DJ1YFK        599 14     0
QSO:  7000 CW 2012-11-24 0015 W9RE          599 04     OM3ZWA        599 15     0
QSO: 21000 CW 2012-11-24 0016 W9RE          599 04     R0FA          599 19     1
QSO:  7000 CW 2012-11-24 0016 W9RE          599 04     VE1JBC        599 05     0
QSO: 21000 CW 2012-11-24 0017 W9RE          599 04     RU0FM         599 19     1
QSO:  7000 CW 2012-11-24 0018 W9RE          599 04     MM0AMW        599 14     0
QSO:  7000 CW 2012-11-24 0018 W9RE          599 04     VE2EZD        599 05     0
QSO:  7000 CW 2012-11-24 0018 W9RE          599 04     LZ1IKY        599 20     0
QSO:  7000 CW 2012-11-24 0019 W9RE          599 04     EI8JX         599 14     0
QSO:  7000 CW 2012-11-24 0019 W9RE          599 04     LZ1DNY        599 20     0
QSO: 21000 CW 2012-11-24 0021 W9RE          599 04     JA5DQH        599 25     1
QSO:  7000 CW 2012-11-24 0021 W9RE          599 04     OM8A          599 15     0
QSO:  7000 CW 2012-11-24 0022 W9RE          599 04     LZ1FH         599 20     0
QSO:  7000 CW 2012-11-24 0024 W9RE          599 04     Z38N          599 15     0
QSO:  7000 CW 2012-11-24 0026 W9RE          599 04     IB1A          599 15     0
QSO: 14000 CW 2012-11-24 0026 W9RE          599 04     PR5B          599 11     1
QSO: 14000 CW 2012-11-24 0027 W9RE          599 04     PP1CZ         599 11     1
QSO:  7000 CW 2012-11-24 0028 W9RE          599 04     S52OP         599 15     0
QSO: 14000 CW 2012-11-24 0028 W9RE          599 04     PY4XX         599 11     1
QSO:  7000 CW 2012-11-24 0029 W9RE          599 04     YR1C          599 20     0
QSO:  7000 CW 2012-11-24 0029 W9RE          599 04     EA1NK         599 14     0
QSO:  7000 CW 2012-11-24 0030 W9RE          599 04     NT2DR         599 05     0
QSO:  7000 CW 2012-11-24 0030 W9RE          599 04     IC8FBU        599 15     0
QSO: 14000 CW 2012-11-24 0031 W9RE          599 04     PT2CM         599 11     1
QSO:  7000 CW 2012-11-24 0032 W9RE          599 04     OE1SZW        599 15     0
QSO:  1800 CW 2012-11-24 0033 W9RE          599 04     VE3KI         599 04     1
QSO:  7000 CW 2012-11-24 0033 W9RE          599 04     IK5TBK        599 15     0
QSO:  7000 CW 2012-11-24 0034 W9RE          599 04     HA5PT         599 15     0
QSO:  7000 CW 2012-11-24 0034 W9RE          599 04     IR4X          599 15     0
QSO:  7000 CW 2012-11-24 0034 W9RE          599 04     LZ8E          599 20     0
QSO:  7000 CW 2012-11-24 0035 W9RE          599 04     EA5HRT        599 14     0
QSO:  1800 CW 2012-11-24 0036 W9RE          599 04     VE3MGY        599 04     1
QSO:  1800 CW 2012-11-24 0037 W9RE          599 04     VE3ZI         599 04     1
QSO:  7000 CW 2012-11-24 0038 W9RE          599 04     S50A          599 15     0
QSO:  7000 CW 2012-11-24 0038 W9RE          599 04     S58Q          599 15     0
QSO:  7000 CW 2012-11-24 0038 W9RE          599 04     EA3DU         599 14     0
QSO:  7000 CW 2012-11-24 0038 W9RE          599 04     9A4BA         599 15     0
QSO:  7000 CW 2012-11-24 0039 W9RE          599 04     YU7LS         599 15     0
QSO:  7000 CW 2012-11-24 0039 W9RE          599 04     RN3F          599 16     0
QSO:  7000 CW 2012-11-24 0040 W9RE          599 04     YU1AO         599 15     0
QSO:  1800 CW 2012-11-24 0040 W9RE          599 04     C6ARU         599 08     1
QSO:  7000 CW 2012-11-24 0041 W9RE          599 04     LZ2PS         599 20     0
QSO:  7000 CW 2012-11-24 0042 W9RE          599 04     F5UL          599 14     0
QSO:  7000 CW 2012-11-24 0042 W9RE          599 04     LZ1OJ         599 20     0
QSO:  7000 CW 2012-11-24 0043 W9RE          599 04     DD1A          599 14     0
QSO:  7000 CW 2012-11-24 0043 W9RE          599 04     W5WLA         599 04     0
QSO:  7000 CW 2012-11-24 0044 W9RE          599 04     LZ2JR         599 20     0
QSO:  1800 CW 2012-11-24 0044 W9RE          599 04     VE3EJ         599 04     1
QSO:  7000 CW 2012-11-24 0044 W9RE          599 04     YU7FN         599 15     0
QSO:  7000 CW 2012-11-24 0046 W9RE          599 04     F6KOP         599 14     0
QSO:  7000 CW 2012-11-24 0048 W9RE          599 04     VE3XAT        599 04     0
QSO:  1800 CW 2012-11-24 0049 W9RE          599 04     VE1ZJ         599 05     1
QSO:  7000 CW 2012-11-24 0050 W9RE          599 04     I4TJE         599 15     0
QSO:  7000 CW 2012-11-24 0050 W9RE          599 04     LZ1MG         599 20     0
QSO:  3500 CW 2012-11-24 0051 W9RE          599 04     VY2TT         599 05     1
QSO:  7000 CW 2012-11-24 0052 W9RE          599 04     EA4RCH        599 14     0
QSO:  7000 CW 2012-11-24 0053 W9RE          599 04     4O4SM         599 15     0
QSO:  7000 CW 2012-11-24 0054 W9RE          599 04     YO3/TA2IJ     599 20     0
QSO:  7000 CW 2012-11-24 0057 W9RE          599 04     VE2BWL        599 05     0
QSO:  3500 CW 2012-11-24 0058 W9RE          599 04     OL8M          599 15     1
QSO:  7000 CW 2012-11-24 0058 W9RE          599 04     YO2MJZ        599 20     0
QSO:  7000 CW 2012-11-24 0059 W9RE          599 04     EI0W          599 14     0
QSO:  3500 CW 2012-11-24 0101 W9RE          599 04     SP2LNW        599 15     0
QSO:  3500 CW 2012-11-24 0101 W9RE          599 04     W6RLL         599 03     0
QSO:  3500 CW 2012-11-24 0101 W9RE          599 04     DL7YAD        599 14     0
QSO:  3500 CW 2012-11-24 0102 W9RE          599 04     LY2W          599 15     0
QSO:  3500 CW 2012-11-24 0102 W9RE          599 04     DK0EE         599 14     0
QSO:  3500 CW 2012-11-24 0103 W9RE          599 04     G3RLE         599 14     0
QSO:  3500 CW 2012-11-24 0104 W9RE          599 04     YU1AAV        599 15     0
QSO:  7000 CW 2012-11-24 0104 W9RE          599 04     S57DX         599 15     1
QSO:  7000 CW 2012-11-24 0104 W9RE          599 04     S57AL         599 15     1
QSO:  3500 CW 2012-11-24 0105 W9RE          599 04     OL3R          599 15     0
QSO:  3500 CW 2012-11-24 0105 W9RE          599 04     IR4M          599 15     0
QSO:  7000 CW 2012-11-24 0105 W9RE          599 04     VY2ZM         599 05     1
QSO:  3500 CW 2012-11-24 0106 W9RE          599 04     KP4GC         599 08     0
QSO:  3500 CW 2012-11-24 0106 W9RE          599 04     EI2KC         599 14     0
QSO:  7000 CW 2012-11-24 0107 W9RE          599 04     S52AW         599 15     1
QSO:  3500 CW 2012-11-24 0107 W9RE          599 04     DL4FN         599 14     0
QSO:  7000 CW 2012-11-24 0109 W9RE          599 04     EF7X          599 14     1
QSO:  3500 CW 2012-11-24 0109 W9RE          599 04     VE2FK         599 05     0
QSO:  3500 CW 2012-11-24 0110 W9RE          599 04     DL1YFF        599 14     0
QSO:  3500 CW 2012-11-24 0110 W9RE          599 04     ED9Z          599 33     0
QSO:  3500 CW 2012-11-24 0111 W9RE          599 04     IK4DCX        599 14     0
QSO:  3500 CW 2012-11-24 0112 W9RE          599 04     HG1S          599 15     0
QSO:  3500 CW 2012-11-24 0112 W9RE          599 04     C6AQQ         599 08     0
QSO:  7000 CW 2012-11-24 0113 W9RE          599 04     YT7A          599 15     1
QSO:  3500 CW 2012-11-24 0115 W9RE          599 04     F8CRS         599 14     0
QSO:  3500 CW 2012-11-24 0115 W9RE          599 04     S50XX         599 15     0
QSO:  3500 CW 2012-11-24 0116 W9RE          599 04     K2QMF         599 05     0
