START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.9.1
CONTEST: CQ-WW-CW
LOCATION: DX
CALLSIGN: DL6NCY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 187055
OPERATORS:
CLUB: Bavarian Contest Club
NAME: Stefan Büttner
SOAPBOX:
QSO: 28004 CW 2012-11-25 1150 DL6NCY        599 14     D4C           599 35     0
QSO: 28007 CW 2012-11-25 1152 DL6NCY        599 14     C5A           599 35     0
QSO: 28008 CW 2012-11-25 1210 DL6NCY        599 14     CN2R          599 33     0
QSO: 28009 CW 2012-11-25 1211 DL6NCY        599 14     UA8WAA        599 16     0
QSO: 28012 CW 2012-11-25 1212 DL6NCY        599 14     PW7T          599 11     0
QSO: 28013 CW 2012-11-25 1213 DL6NCY        599 14     YT9W          599 15     0
QSO: 28016 CW 2012-11-25 1216 DL6NCY        599 14     7P8D          599 38     0
QSO: 28018 CW 2012-11-25 1218 DL6NCY        599 14     CR2X          599 14     0
QSO: 28019 CW 2012-11-25 1218 DL6NCY        599 14     EA8CN         599 33     0
QSO: 28020 CW 2012-11-25 1222 DL6NCY        599 14     6V7V          599 35     0
QSO: 28023 CW 2012-11-25 1223 DL6NCY        599 14     PY2NY         599 11     0
QSO: 28024 CW 2012-11-25 1224 DL6NCY        599 14     KB1H          599 05     0
QSO: 28026 CW 2012-11-25 1225 DL6NCY        599 14     PT2CM         599 11     0
QSO: 28032 CW 2012-11-25 1227 DL6NCY        599 14     IO3X          599 15     0
QSO: 28036 CW 2012-11-25 1229 DL6NCY        599 14     W3EA          599 05     0
QSO: 28036 CW 2012-11-25 1230 DL6NCY        599 14     K1RM          599 05     0
QSO: 28038 CW 2012-11-25 1235 DL6NCY        599 14     8P5A          599 08     0
QSO: 28039 CW 2012-11-25 1236 DL6NCY        599 14     NP2N          599 08     0
QSO: 28040 CW 2012-11-25 1237 DL6NCY        599 14     W3BGN         599 05     0
QSO: 28041 CW 2012-11-25 1238 DL6NCY        599 14     ED3T          599 14     0
QSO: 28041 CW 2012-11-25 1239 DL6NCY        599 14     W4ZV          599 05     0
QSO: 28043 CW 2012-11-25 1240 DL6NCY        599 14     G3TXF         599 14     0
QSO: 28044 CW 2012-11-25 1241 DL6NCY        599 14     DF0HQ         599 14     0
QSO: 28047 CW 2012-11-25 1245 DL6NCY        599 14     PJ2T          599 09     0
QSO: 28051 CW 2012-11-25 1250 DL6NCY        599 14     K1DG          599 05     0
QSO: 28052 CW 2012-11-25 1251 DL6NCY        599 14     HQ2N          599 07     0
QSO: 28053 CW 2012-11-25 1253 DL6NCY        599 14     CR3L          599 33     0
QSO: 28054 CW 2012-11-25 1253 DL6NCY        599 14     K1KI          599 05     0
QSO: 28059 CW 2012-11-25 1258 DL6NCY        599 14     EK6LP         599 21     0
