START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: WZ8P
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: WZ8P
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2017.
QSO: 14084 RY 2017-09-23 2352 WZ8P          599 04 OH CR3W          599 33 DX
QSO: 14118 RY 2017-09-24 1938 WZ8P          599 04 OH UR7GO         599 16 DX
QSO: 14117 RY 2017-09-24 1939 WZ8P          599 04 OH LY7Z          599 15 DX
QSO: 14117 RY 2017-09-24 1940 WZ8P          599 04 OH N8CWU         599 04 OH
QSO: 14000 RY 2017-09-24 1941 WZ8P          599 04 OH WN6W          599 03 OR
QSO: 14117 RY 2017-09-24 1942 WZ8P          599 04 OH DK6CQ         599 14 DX
QSO: 14118 RY 2017-09-24 1943 WZ8P          599 04 OH K6LL          599 03 AZ
QSO: 14118 RY 2017-09-24 1943 WZ8P          599 04 OH K6LRN         599 3 CA
QSO: 14118 RY 2017-09-24 1943 WZ8P          599 04 OH YL2KO         599 15 DX
QSO: 14137 RY 2017-09-24 1943 WZ8P          599 04 OH LY7Z          599 15 DX
QSO: 14118 RY 2017-09-24 1944 WZ8P          599 04 OH WD5K          599 04 TX
QSO: 14116 RY 2017-09-24 1946 WZ8P          599 04 OH KF5VRD        599 04 OK
QSO: 14118 RY 2017-09-24 1947 WZ8P          599 04 OH K7TQ          599 03 ID
QSO: 14000 RY 2017-09-24 1952 WZ8P          599 05 OH SX2X          599 20 DX
QSO: 14118 RY 2017-09-24 2138 WZ8P          599 04 OH V31RJ         599 07 DX
QSO: 14113 RY 2017-09-24 2140 WZ8P          599 04 OH N3OW          599 05 PA
QSO: 14080 RY 2017-09-24 2145 WZ8P          599 04 OH HC1JQ         599 10 DX
QSO: 14135 RY 2017-09-24 2147 WZ8P          599 04 OH K9DR          599 04 WY
QSO: 14135 RY 2017-09-24 2148 WZ8P          599 04 OH JA1MZM        599 25 DX
QSO: 14135 RY 2017-09-24 2149 WZ8P          599 04 OH K7VAP         599 03 WA
QSO: 14135 RY 2017-09-24 2151 WZ8P          599 04 OH JA1SJV        599 25 DX
QSO: 14135 RY 2017-09-24 2151 WZ8P          599 04 OH K0BJ          599 04 KS
QSO: 14133 RY 2017-09-24 2152 WZ8P          599 04 OH KI0J          599 04 CO
QSO: 14134 RY 2017-09-24 2152 WZ8P          599 04 OH JA7ACM        599 25 DX
QSO: 14100 RY 2017-09-24 2153 WZ8P          599 04 OH JG6JAV        599 25 DX
QSO: 14134 RY 2017-09-24 2155 WZ8P          599 04 OH OG6N          599 15 DX
QSO: 14000 RY 2017-09-24 2156 WZ8P          599 04 OH WA5LFD        599 04 TX
QSO: 14000 RY 2017-09-24 2157 WZ8P          599 04 OH JH1XUM        599 25 DX
QSO: 14135 RY 2017-09-24 2157 WZ8P          599 04 OH JA1FNO        599 25 DX
QSO: 14135 RY 2017-09-24 2158 WZ8P          599 4 OH W7RN          599 3 NV
QSO: 14000 RY 2017-09-24 2159 WZ8P          599 04 OH JA1RTX        599 25 DX
QSO: 14134 RY 2017-09-24 2159 WZ8P          599 04 OH KI6RRN        599 03 CA
QSO: 14135 RY 2017-09-24 2200 WZ8P          599 04 OH JA9CWJ        599 25 DX
QSO: 14000 RY 2017-09-24 2201 WZ8P          599 05 OH WE6EZ         599 04 TX
QSO: 14000 RY 2017-09-24 2202 WZ8P          599 04 OH JR2PAU        599 25 DX
QSO: 14135 RY 2017-09-24 2202 WZ8P          599 04 OH JG3FEA        599 25 DX
QSO: 14000 RY 2017-09-24 2206 WZ8P          599 04 OH JA7CVL        599 25 DX
QSO: 14135 RY 2017-09-24 2206 WZ8P          599 04 OH JR1NHD        599 25 DX
QSO: 14135 RY 2017-09-24 2207 WZ8P          599 04 OH JA1IZ         599 25 DX
QSO: 14135 RY 2017-09-24 2209 WZ8P          599 04 OH JE1ZWT        599 25 DX
QSO: 14000 RY 2017-09-24 2211 WZ8P          599 04 OH JR2PMT        599 25 DX
QSO: 14135 RY 2017-09-24 2212 WZ8P          599 04 OH JA1WSK        599 25 DX
QSO: 14135 RY 2017-09-24 2212 WZ8P          599 4 OH NW6P          599 3 CA
QSO: 14135 RY 2017-09-24 2213 WZ8P          599 04 OH JA1BWA        599 25 JA
QSO: 14135 RY 2017-09-24 2213 WZ8P          599 04 OH JA7GYP        599 25 DX
QSO: 14000 RY 2017-09-24 2215 WZ8P          599 04 OH JR2UBS        599 25 DX
QSO: 14000 RY 2017-09-24 2215 WZ8P          599 04 OH W6UFO         599 03 CA
QSO: 14135 RY 2017-09-24 2216 WZ8P          599 04 OH JH1OAI        599 25 DX
QSO: 14135 RY 2017-09-24 2217 WZ8P          599 04 OH LU7DH         599 13 DX
QSO: 14134 RY 2017-09-24 2218 WZ8P          599 04 OH F4GGQ         599 14 DX
QSO: 14135 RY 2017-09-24 2219 WZ8P          599 04 OH JA6BZI        599 25 DX
QSO: 14135 RY 2017-09-24 2219 WZ8P          599 04 OH WS7V          599 03 WA
QSO: 14135 RY 2017-09-24 2221 WZ8P          599 04 OH K6GHA         599 03 CA
QSO: 14135 RY 2017-09-24 2224 WZ8P          599 04 OH CB1H          599 12 DX
QSO: 14135 RY 2017-09-24 2225 WZ8P          599 04 OH JO4CFV        599 25 DX
QSO: 14133 RY 2017-09-24 2226 WZ8P          599 04 OH AE6XC         599 03 CA
QSO: 14135 RY 2017-09-24 2226 WZ8P          599 04 OH K4UB          599 03 UT
QSO: 14134 RY 2017-09-24 2227 WZ8P          599 04 OH JH1FNU        599 25 DX
QSO: 14134 RY 2017-09-24 2228 WZ8P          599 04 OH LX7I          599 14 DX
QSO: 14000 RY 2017-09-24 2229 WZ8P          599 04 OH CO2AJ         599 08 DX
QSO: 14136 RY 2017-09-24 2230 WZ8P          599 04 OH JR1EMO        599 25 DX
QSO: 14137 RY 2017-09-24 2230 WZ8P          599 04 OH W8WOM         599 03 OR
QSO: 14135 RY 2017-09-24 2231 WZ8P          599 04 OH VA7KO         599 03 BC
QSO: 14135 RY 2017-09-24 2231 WZ8P          599 04 OH W6TK          599 03 CA
QSO: 14135 RY 2017-09-24 2235 WZ8P          599 4 OH K7GS          599 03 WA
QSO: 14135 RY 2017-09-24 2236 WZ8P          599 04 OH WS9M          599 05 NY
QSO: 14135 RY 2017-09-24 2239 WZ8P          599 04 OH JG4AKL        599 25 DX
QSO: 14137 RY 2017-09-24 2239 WZ8P          599 04 OH VA7FMR        599 03 BC
QSO: 14000 RY 2017-09-24 2240 WZ8P          599 04 OH KW7WP         599 03 OR
QSO: 14134 RY 2017-09-24 2240 WZ8P          599 04 OH JA8CEA        599 25 DX
QSO: 14135 RY 2017-09-24 2240 WZ8P          599 04 OH K7VIT         599 03 OR
QSO: 14135 RY 2017-09-24 2241 WZ8P          599 04 OH KA6BIM        599 03 OR
QSO: 14135 RY 2017-09-24 2242 WZ8P          599 04 OH AA6VX         599 03 CA
QSO: 14135 RY 2017-09-24 2244 WZ8P          599 04 OH N7AT          599 03 AZ
QSO: 14135 RY 2017-09-24 2245 WZ8P          599 4 OH NN6XX         599 3 CA
QSO: 14000 RY 2017-09-24 2246 WZ8P          599 04 OH JF1WNT        599 25 DX
QSO: 14135 RY 2017-09-24 2246 WZ8P          599 04 OH JA1OVD        599 25 DX
QSO: 14135 RY 2017-09-24 2247 WZ8P          599 04 OH JJ0PJD        599 25 DX
QSO: 14135 RY 2017-09-24 2247 WZ8P          599 04 OH KH6CJJ        599 31 DX
QSO: 14000 RY 2017-09-24 2249 WZ8P          599 04 OH AF7NX         599 03 OR
QSO: 14135 RY 2017-09-24 2250 WZ8P          599 04 OH K2PS          599 05 FL
QSO: 14000 RY 2017-09-24 2251 WZ8P          599 04 OH JA0GCI        599 25 DX
QSO: 14135 RY 2017-09-24 2251 WZ8P          599 04 OH VA7RN         599 3 BC
QSO: 14133 RY 2017-09-24 2252 WZ8P          599 04 OH LU1DZ         599 13 DX
QSO: 14135 RY 2017-09-24 2256 WZ8P          599 04 OH LQ7E          599 13 DX
QSO: 14135 RY 2017-09-24 2257 WZ8P          599 4 OH N7PR          599 03 CA
QSO: 14135 RY 2017-09-24 2257 WZ8P          599 04 OH W7VO          599 03 OR
QSO: 14135 RY 2017-09-24 2258 WZ8P          599 04 OH KR6N          599 03 CA
END-OF-LOG:
