START-OF-LOG: 3.0
CALLSIGN: EA4URA
CATEGORY: MULTI-MULTI ALL LOW
ARRL-SECTION: DX
CLUB: 
CONTEST: EA-MAJESTAD-SSB
OPERATORS: EA4AC EA4BVW EA4AWF EA4HXI EA4BX
NAME: URE ALCORCON
CLAIMED-SCORE: 117964
CREATED-BY: WinURECon 4.16 (Windows 64 bits)
QSO: 14000 PH 2023-06-24 1221 EA4URA         59      M ED7R           59     CA 
QSO: 14000 PH 2023-06-24 1227 EA4URA         59      M OM2VL          59    068 
QSO: 14000 PH 2023-06-24 1256 EA4URA         59      M IZ8GUQ         59    021 
QSO: 14000 PH 2023-06-24 1302 EA4URA         59      M 9A2ZI          59    042 
QSO: 14000 PH 2023-06-24 1306 EA4URA         59      M SZ3P           59    083 
QSO: 14000 PH 2023-06-24 1308 EA4URA         59      M HA3DX          59    055 
QSO: 14000 PH 2023-06-24 1311 EA4URA         59      M RW1F           59    152 
QSO: 14000 PH 2023-06-24 1313 EA4URA         59      M 9A9J           59    133 
QSO: 14000 PH 2023-06-24 1321 EA4URA         59      M EA8ZS          59     GC 
QSO: 14000 PH 2023-06-24 1324 EA4URA         59      M HA2KMR         59    106 
QSO: 14000 PH 2023-06-24 1331 EA4URA         59      M SN7R           59    059 
QSO: 14000 PH 2023-06-24 1338 EA4URA         59      M 8S80AA         59    225 
QSO: 14000 PH 2023-06-24 1353 EA4URA         59      M E77EA          59    004 
QSO: 14000 PH 2023-06-24 1358 EA4URA         59      M LZ2YO          59    070 
QSO: 14000 PH 2023-06-24 1359 EA4URA         59      M EA4CT          59      M 
QSO: 14000 PH 2023-06-24 1405 EA4URA         59      M 9A6KX          59    040 
QSO: 14000 PH 2023-06-24 1406 EA4URA         59      M S57DX          59    257 
QSO: 14000 PH 2023-06-24 1410 EA4URA         59      M TK4TH          59    105 
QSO: 14000 PH 2023-06-24 1414 EA4URA         59      M IN3JHZ         59    034 
QSO: 14000 PH 2023-06-24 1416 EA4URA         59      M IK4LZH         59    106 
QSO: 14000 PH 2023-06-24 1422 EA4URA         59      M HG8W           59    118 
QSO: 14000 PH 2023-06-24 1427 EA4URA         59      M DL0RD          59    036 
QSO: 14000 PH 2023-06-24 1430 EA4URA         59      M IK0RMR         59    049 
QSO: 14000 PH 2023-06-24 1433 EA4URA         59      M SM3U           59    091 
QSO: 14000 PH 2023-06-24 1436 EA4URA         59      M UA9XL          59    094 
QSO: 14000 PH 2023-06-24 1437 EA4URA         59      M IU0OVB         59    169 
QSO: 14000 PH 2023-06-24 1439 EA4URA         59      M ON5GM          59    074 
QSO: 14000 PH 2023-06-24 1441 EA4URA         59      M SD3T           59    089 
QSO: 14000 PH 2023-06-24 1502 EA4URA         59      M IQ3QU          59    028 
QSO: 14000 PH 2023-06-24 1512 EA4URA         59      M ON3TDM         59    049 
QSO: 14000 PH 2023-06-24 1513 EA4URA         59      M 9A1A           59    208 
QSO: 14000 PH 2023-06-24 1518 EA4URA         59      M RA3OA          59    235 
QSO: 14000 PH 2023-06-24 1527 EA4URA         59      M LZ7G           59    204 
QSO: 14000 PH 2023-06-24 1531 EA4URA         59      M ON6ZK          59    028 
QSO: 14000 PH 2023-06-24 1536 EA4URA         59      M YT2ISM         59    002 
QSO: 14000 PH 2023-06-24 1539 EA4URA         59      M ED8O           59     GC 
QSO: 14000 PH 2023-06-24 1542 EA4URA         59      M IV3UHL         59    074 
QSO: 14000 PH 2023-06-24 1551 EA4URA         59      M ED7O           59      J 
QSO: 14000 PH 2023-06-24 1615 EA4URA         59      M EA7URC         59     CO 
QSO: 14000 PH 2023-06-24 1619 EA4URA         59      M UT3EV          59    096 
QSO: 14000 PH 2023-06-24 1625 EA4URA         59      M ED4S           59     CR 
QSO: 14000 PH 2023-06-24 1629 EA4URA         59      M DL3SYA         59    075 
QSO: 14000 PH 2023-06-24 1631 EA4URA         59      M ED5E           59      A 
QSO: 14000 PH 2023-06-24 1633 EA4URA         59      M IU3LYJ         59    039 
QSO: 14000 PH 2023-06-24 1634 EA4URA         59      M EE5SP          59      V 
QSO: 14000 PH 2023-06-24 1635 EA4URA         59      M OK2ABU         59    030 
QSO: 14000 PH 2023-06-24 1636 EA4URA         59      M EA5NU          59     MU 
QSO: 14000 PH 2023-06-24 1637 EA4URA         59      M ED4H           59      M 
QSO: 14000 PH 2023-06-24 1638 EA4URA         59      M IZ0VXY         59    090 
QSO: 14000 PH 2023-06-24 1639 EA4URA         59      M DL2SWR         59    057 
QSO: 14000 PH 2023-06-24 1640 EA4URA         59      M EA5RCL         59      V 
QSO: 14000 PH 2023-06-24 1640 EA4URA         59      M EA5ASU         59      A 
QSO: 14000 PH 2023-06-24 1642 EA4URA         59      M SP9KUP         59    042 
QSO: 14000 PH 2023-06-24 1646 EA4URA         59      M IW2FUT         59    014 
QSO: 14000 PH 2023-06-24 1646 EA4URA         59      M DL5PSP         59    038 
QSO: 14000 PH 2023-06-24 1648 EA4URA         59      M OK1WSL         59    016 
QSO: 14000 PH 2023-06-24 1651 EA4URA         59      M IU0DHV         59    109 
QSO: 14000 PH 2023-06-24 1652 EA4URA         59      M PD1TV          59    041 
QSO: 14000 PH 2023-06-24 1653 EA4URA         59      M D44PM          59    107 
QSO: 14000 PH 2023-06-24 1654 EA4URA         59      M I4VIL          59    065 
QSO: 14000 PH 2023-06-24 1656 EA4URA         59      M G3YRZ          59    027 
QSO: 14000 PH 2023-06-24 1656 EA4URA         59      M DL1EHG         59    036 
QSO: 14000 PH 2023-06-24 1657 EA4URA         59      M DF1DA          59    013 
QSO: 14000 PH 2023-06-24 1658 EA4URA         59      M EA5FSJ         59      A 
QSO: 14000 PH 2023-06-24 1700 EA4URA         59      M EA2EWL         59      Z 
