START-OF-LOG: 3.0
CALLSIGN: G0C
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 37888
NAME: Dave Harris
LOCATION: DX
OPERATORS: G0CER
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.6108.0
SOAPBOX: Too many stations wouldn't listen for repeat of my info.
QSO: 14280 PH 2017-03-25 1059 G0C           59  0001   S57DX         59  0391
QSO: 14244 PH 2017-03-25 1112 G0C           59  0002   OM8A          59  0093
QSO: 14241 PH 2017-03-25 1112 G0C           59  0003   9A1A          59  0398
QSO: 14234 PH 2017-03-25 1113 G0C           59  0004   RN9N          59  0571
QSO: 14221 PH 2017-03-25 1114 G0C           59  0005   CN3A          59  0642
QSO: 14205 PH 2017-03-25 1115 G0C           59  0006   NN5J          59  0975
QSO: 14187 PH 2017-03-25 1116 G0C           59  0007   IR8P          59  1058
QSO: 14180 PH 2017-03-25 1116 G0C           59  0008   YT1A          59  0517
QSO: 14176 PH 2017-03-25 1117 G0C           59  0009   AK1W          59  0430
QSO: 14156 PH 2017-03-25 1122 G0C           59  0010   OF9W          59  0203
QSO: 14153 PH 2017-03-25 1123 G0C           59  0011   AC1U          59  0731
QSO: 14149 PH 2017-03-25 1124 G0C           59  0012   S53EO         59  0361
QSO: 14144 PH 2017-03-25 1124 G0C           59  0013   OF1F          59  0515
QSO: 14135 PH 2017-03-25 1125 G0C           59  0014   UZ0U          59  0357
QSO: 14298 PH 2017-03-25 1129 G0C           59  0015   HG5A          59  0703
QSO: 14294 PH 2017-03-25 1130 G0C           59  0016   UZ3A          59  0736
QSO: 14291 PH 2017-03-25 1131 G0C           59  0017   IK7CMY        59  0006
QSO: 14276 PH 2017-03-25 1134 G0C           59  0018   IO5O          59  1234
QSO: 14258 PH 2017-03-25 1137 G0C           59  0019   RW3XZ         59  0587
QSO: 14239 PH 2017-03-25 1138 G0C           59  0020   II9P          59  0730
QSO: 14232 PH 2017-03-25 1139 G0C           59  0021   Z37M          59  0675
QSO: 14229 PH 2017-03-25 1139 G0C           59  0022   9A6NA         59  0376
QSO: 14227 PH 2017-03-25 1140 G0C           59  0023   LZ9W          59  0617
QSO: 14171 PH 2017-03-25 1147 G0C           59  0024   S57AW         59  0651
QSO: 14150 PH 2017-03-25 1150 G0C           59  0025   WW2DX         59  0933
QSO: 14142 PH 2017-03-25 1152 G0C           59  0026   RC9O          59  1238
QSO: 14138 PH 2017-03-25 1153 G0C           59  0027   UR5IFB        59  0227
QSO: 14131 PH 2017-03-25 1154 G0C           59  0028   VE9CB         59  0453
QSO: 14121 PH 2017-03-25 1200 G0C           59  0029   SM/DD2CW      59  0116
QSO: 14114 PH 2017-03-25 1201 G0C           59  0030   UA1AQA        59  0170
QSO: 14300 PH 2017-03-25 1203 G0C           59  0031   IO9A          59  0795
QSO: 14279 PH 2017-03-25 1205 G0C           59  0032   SX2X          59  0456
QSO: 14238 PH 2017-03-25 1207 G0C           59  0033   UP0L          59  1258
QSO: 14208 PH 2017-03-25 1209 G0C           59  0034   RU1A          59  1374
QSO: 14183 PH 2017-03-25 1211 G0C           59  0035   HG1S          59  1228
QSO: 14165 PH 2017-03-25 1212 G0C           59  0036   ES4RD         59  0146
QSO: 14163 PH 2017-03-25 1213 G0C           59  0037   AD4TR         59  0580
QSO: 14158 PH 2017-03-25 1214 G0C           59  0038   HG7T          59  0358
QSO: 14155 PH 2017-03-25 1215 G0C           59  0039   UA9MA         59  1063
QSO: 14114 PH 2017-03-25 1224 G0C           59  0040   CT3HF         59  0052
QSO: 14157 PH 2017-03-25 1226 G0C           59  0041   SO4R          59  0180
QSO: 14194 PH 2017-03-25 1227 G0C           59  0042   S58Y          59  0743
QSO: 21170 PH 2017-03-25 1235 G0C           59  0043   C4A           59  0213
QSO: 21349 PH 2017-03-25 1251 G0C           59  0044   P33W          59  0294
QSO: 21256 PH 2017-03-25 1318 G0C           59  0045   C4W           59  0895
QSO: 21273 PH 2017-03-25 1406 G0C           59  0046   C44C          59  0102
QSO: 21238 PH 2017-03-25 1411 G0C           59  0047   4X7R          59  1346
QSO: 21193 PH 2017-03-25 1412 G0C           59  0048   PR7AA         59  0941
QSO: 21328 PH 2017-03-25 1434 G0C           59  0049   8P5A          59  1803
