START-OF-LOG: 3.0
CALLSIGN: DV1ZFE
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: ROOKIE
CLAIMED-SCORE: 0
NAME: ROLANDO FONTANILLA
LOCATION: DX
OPERATORS: DV1ZFE
CLUB:
CERTIFICATE: YES
CREATED-BY: LM Version 4.10 (c) 1992, 2013 by DL8WAA
SOAPBOX: FIRST LICENSE ON 2016-02-24 AS DW1ZFE LICENSE UPGRADED 2016-06-23 AS DV1ZFE
QSO: 21000 PH 2017-03-25 0014 DV1ZFE        59  001    9M2M          59  17     0
QSO: 21000 PH 2017-03-25 0030 DV1ZFE        59  002    YC9FAR        59  35     0
QSO: 21000 PH 2017-03-25 0032 DV1ZFE        59  003    9V1YC         59  21     0
QSO: 21000 PH 2017-03-25 0035 DV1ZFE        59  004    VK2AU         59  30     0
QSO: 21000 PH 2017-03-25 0037 DV1ZFE        59  005    JA3AOP        59  5      0
QSO: 21000 PH 2017-03-25 0039 DV1ZFE        59  006    JO3DDD        59  13     0
QSO: 21000 PH 2017-03-25 0042 DV1ZFE        59  007    YB3ZBN        59  55     0
QSO: 21000 PH 2017-03-25 0111 DV1ZFE        59  008    YB2DX         59  98     0
QSO: 21000 PH 2017-03-25 0116 DV1ZFE        59  009    YC2GV         59  55     0
QSO: 21000 PH 2017-03-25 0120 DV1ZFE        59  010    YB3VNC        59  28     0
QSO: 21000 PH 2017-03-25 0122 DV1ZFE        59  011    YB1C          59  37     0
QSO: 21000 PH 2017-03-25 0125 DV1ZFE        59  012    VK4SP         59  52     0
QSO: 21000 PH 2017-03-25 0128 DV1ZFE        59  013    JA1ZGP        59  9      0
QSO: 21000 PH 2017-03-25 0145 DV1ZFE        59  014    DY1T          59  225    0
QSO: 21000 PH 2017-03-25 0148 DV1ZFE        59  015    DV1KIR        59  31     0
QSO: 21000 PH 2017-03-25 0154 DV1ZFE        59  016    4D1R          59  221    0
QSO: 21000 PH 2017-03-25 0156 DV1ZFE        59  017    HS5SRH        59  16     0
QSO: 21000 PH 2017-03-25 0201 DV1ZFE        59  018    HS5NMF        59  108    0
QSO: 21000 PH 2017-03-25 0203 DV1ZFE        59  019    JQ1BVI        59  101    0
QSO: 21000 PH 2017-03-25 0212 DV1ZFE        59  020    E28AD         59  20     0
QSO: 21000 PH 2017-03-25 0216 DV1ZFE        59  021    JA7QVI        59  76     0
QSO: 21000 PH 2017-03-25 0220 DV1ZFE        59  022    VK2XZ         59  216    0
QSO: 21000 PH 2017-03-25 0229 DV1ZFE        59  023    JA1DCK        59  61     0
QSO: 21000 PH 2017-03-25 0235 DV1ZFE        59  024    JA1BPA        59  54     0
QSO: 21000 PH 2017-03-25 0244 DV1ZFE        59  025    BI4TKK        59  117    0
QSO: 21000 PH 2017-03-25 0247 DV1ZFE        59  026    B1Z           59  82     0
QSO: 21000 PH 2017-03-25 0302 DV1ZFE        59  027    JA1NVF        59  84     0
QSO: 21000 PH 2017-03-25 0313 DV1ZFE        59  028    BY5HB         59  79     0
QSO: 21000 PH 2017-03-25 0319 DV1ZFE        59  029    BI4VTX        59  22     0
QSO: 21000 PH 2017-03-25 0322 DV1ZFE        59  030    BY7SH         59  41     0
