START-OF-LOG: 3.0
CATEGORY: Single-OP high
CONTEST: WAE SSB
SPECIFIC: X23
CREATED-BY: DXLog.net v2.5.52, modified by DXHF upload.
CALLSIGN: DL5L
GRID-LOCATOR: JO50TK
CLAIMED-SCORE: 126266
OPERATORS: DG0OKW
QSO: 28570 PH 2024-09-15 0954 DL5L          59  001    JQ1BVI        59  361
QSO: 28460 PH 2024-09-15 0959 DL5L          59  002    UP2L          59  1971
QSO: 28492 PH 2024-09-15 1001 DL5L          59  003    JE6RPM        59  809
QSO: 28497 PH 2024-09-15 1002 DL5L          59  004    JA7NVF        59  537
QSO: 28473 PH 2024-09-15 1002 DL5L          59  005    R8CT          59  1012
QSO: 28442 PH 2024-09-15 1003 DL5L          59  006    RA0AM         59  056
QSO: 28480 PH 2024-09-15 1004 DL5L          59  007    JF2QNM        59  773
QSO: 28419 PH 2024-09-15 1009 DL5L          59  008    4L2M          59  1665
QSO: 28395 PH 2024-09-15 1011 DL5L          59  009    V85RH         59  676
QSO: 28343 PH 2024-09-15 1013 DL5L          59  010    P3CR          59  1553
QTC: 28343 PH  2024-09-15 1014 DL5L          152/10     P3CR          0936 DL3YEE        020
QTC: 28343 PH  2024-09-15 1014 DL5L          152/10     P3CR          0937 EA4HKF        088
QTC: 28343 PH  2024-09-15 1014 DL5L          152/10     P3CR          0937 DO8WA         067
QTC: 28343 PH  2024-09-15 1014 DL5L          152/10     P3CR          0938 DM6EE         051
QTC: 28343 PH  2024-09-15 1014 DL5L          152/10     P3CR          0939 DJ3RA         020
QTC: 28343 PH  2024-09-15 1014 DL5L          152/10     P3CR          0939 EW1AFL        002
QTC: 28343 PH  2024-09-15 1014 DL5L          152/10     P3CR          0940 EW5A          986
QTC: 28343 PH  2024-09-15 1014 DL5L          152/10     P3CR          0941 F4HRM         120
QTC: 28343 PH  2024-09-15 1014 DL5L          152/10     P3CR          0944 DF0HQ         1010
QTC: 28343 PH  2024-09-15 1014 DL5L          152/10     P3CR          0945 DL7SMK        007
QSO: 28503 PH 2024-09-15 1016 DL5L          59  011    4X0T          59  1172
QTC: 28503 PH  2024-09-15 1017 DL5L          121/10     4X0T          0940 DL7SMK        006
QTC: 28503 PH  2024-09-15 1017 DL5L          121/10     4X0T          0940 OK2TS         036
QTC: 28503 PH  2024-09-15 1017 DL5L          121/10     4X0T          0940 M5W           206
QTC: 28503 PH  2024-09-15 1017 DL5L          121/10     4X0T          0943 DL4ROB        003
QTC: 28503 PH  2024-09-15 1017 DL5L          121/10     4X0T          0944 DL6WWM        053
QTC: 28503 PH  2024-09-15 1017 DL5L          121/10     4X0T          0944 OM1EE         003
QTC: 28503 PH  2024-09-15 1017 DL5L          121/10     4X0T          0945 DG1YBN        093
QTC: 28503 PH  2024-09-15 1017 DL5L          121/10     4X0T          0946 DO2SWE        001
QTC: 28503 PH  2024-09-15 1017 DL5L          121/10     4X0T          0946 DO8WA         070
QTC: 28503 PH  2024-09-15 1017 DL5L          121/10     4X0T          0947 ON5RZ         006
QSO: 28573 PH 2024-09-15 1019 DL5L          59  012    ZD7BG         59  138
QSO: 28404 PH 2024-09-15 1020 DL5L          59  013    ZX5D          59  632
QSO: 28490 PH 2024-09-15 1022 DL5L          59  014    PV2K          59  697
QSO: 28464 PH 2024-09-15 1025 DL5L          59  015    UN0LM         59  917
QSO: 28337 PH 2024-09-15 1026 DL5L          59  016    UA9CTT        59  771
QSO: 28365 PH 2024-09-15 1026 DL5L          59  017    UP4L          59  725
QSO: 28451 PH 2024-09-15 1027 DL5L          59  018    E2A           59  729
QSO: 21230 PH 2024-09-15 1029 DL5L          59  019    RM9I          59  1297
