START-OF-LOG: 3.0
CATEGORY: Single-OP high
CONTEST: WAE SSB
CREATED-BY: DXLog.net v2.6.8, modified by DXHF upload.
CALLSIGN: P3X
GRID-LOCATOR: KM65FA
CLAIMED-SCORE: 92400
CERTIFICATE: YES
QSO: 21315 PH 2024-09-14 1427 P3X           59  001    LY4A          59  523
QSO: 21202 PH 2024-09-14 1428 P3X           59  002    M5W           59  124
QSO: 21215 PH 2024-09-14 1431 P3X           59  003    DL9YY         59  044
QSO: 21215 PH 2024-09-14 1433 P3X           59  004    DA2R          59  159
QSO: 21215 PH 2024-09-14 1434 P3X           59  005    DL4OCF        59  190
QSO: 21215 PH 2024-09-14 1434 P3X           59  006    DB5SM         59  101
QSO: 21215 PH 2024-09-14 1434 P3X           59  007    SP7M          59  072
QSO: 21215 PH 2024-09-14 1435 P3X           59  008    UW5Y          59  285
QSO: 21215 PH 2024-09-14 1435 P3X           59  009    DL1ASA        59  124
QSO: 21215 PH 2024-09-14 1435 P3X           59  010    DK6WL         59  131
QSO: 21215 PH 2024-09-14 1436 P3X           59  011    IO0A          59  464
QSO: 21215 PH 2024-09-14 1436 P3X           59  012    PA9M          59  181
QSO: 21215 PH 2024-09-14 1436 P3X           59  013    IZ3XEF        59  006
QSO: 21215 PH 2024-09-14 1437 P3X           59  014    F6DRP         59  055
QSO: 21215 PH 2024-09-14 1437 P3X           59  015    SM6NT         59  055
QSO: 21215 PH 2024-09-14 1438 P3X           59  016    F4AIF         59  038
QSO: 21215 PH 2024-09-14 1438 P3X           59  017    II8K          59  416
QSO: 21215 PH 2024-09-14 1438 P3X           59  018    DK9IP         59  188
QSO: 21215 PH 2024-09-14 1438 P3X           59  019    DF9XV         59  140
QSO: 21215 PH 2024-09-14 1439 P3X           59  020    F8CRS         59  009
QSO: 21215 PH 2024-09-14 1439 P3X           59  021    DR5W          59  070
QSO: 21215 PH 2024-09-14 1439 P3X           59  022    DR4W          59  183
QSO: 21215 PH 2024-09-14 1440 P3X           59  023    DL7ACN        59  053
QSO: 21215 PH 2024-09-14 1440 P3X           59  024    SM3U          59  108
QSO: 21215 PH 2024-09-14 1440 P3X           59  025    DL9A          59  220
QSO: 21215 PH 2024-09-14 1441 P3X           59  026    E7DX          59  605
QSO: 21215 PH 2024-09-14 1441 P3X           59  027    DL2OE         59  175
QSO: 21215 PH 2024-09-14 1442 P3X           59  028    PA3AAV        59  025
QSO: 21215 PH 2024-09-14 1442 P3X           59  029    EC3AIT        59  024
QSO: 21215 PH 2024-09-14 1443 P3X           59  030    DA0W          59  234
QSO: 21215 PH 2024-09-14 1443 P3X           59  031    DF1QR         59  081
QSO: 21215 PH 2024-09-14 1443 P3X           59  032    OT8M          59  239
QSO: 21215 PH 2024-09-14 1444 P3X           59  033    DJ4WT         59  092
QSO: 21215 PH 2024-09-14 1444 P3X           59  034    I2OLV         59  087
QSO: 21215 PH 2024-09-14 1445 P3X           59  035    DO6XA         59  006
QSO: 21215 PH 2024-09-14 1445 P3X           59  036    YQ8E          59  048
QSO: 21215 PH 2024-09-14 1446 P3X           59  037    DF0AP         59  020
QTC: 21215 PH  2024-09-14 1447 IO8O          001/10     P3X           1427 LY4A          523
QTC: 21215 PH  2024-09-14 1447 IO8O          001/10     P3X           1428 M5W           124
QTC: 21215 PH  2024-09-14 1447 IO8O          001/10     P3X           1431 DL9YY         044
QTC: 21215 PH  2024-09-14 1447 IO8O          001/10     P3X           1433 DA2R          159
QTC: 21215 PH  2024-09-14 1447 IO8O          001/10     P3X           1434 DL4OCF        190
QTC: 21215 PH  2024-09-14 1447 IO8O          001/10     P3X           1434 DB5SM         101
QTC: 21215 PH  2024-09-14 1447 IO8O          001/10     P3X           1434 SP7M          072
QTC: 21215 PH  2024-09-14 1447 IO8O          001/10     P3X           1435 UW5Y          285
QTC: 21215 PH  2024-09-14 1447 IO8O          001/10     P3X           1435 DL1ASA        124
QTC: 21215 PH  2024-09-14 1447 IO8O          001/10     P3X           1435 DK6WL         131
QSO: 21215 PH 2024-09-14 1447 P3X           59  038    IO8O          59  107
QSO: 21215 PH 2024-09-14 1447 P3X           59  039    DK4VW         59  178
QSO: 21215 PH 2024-09-14 1448 P3X           59  040    DL1DAW        59  169
QSO: 21215 PH 2024-09-14 1448 P3X           59  041    I0KHY         59  013
QSO: 21215 PH 2024-09-14 1448 P3X           59  042    MW4R          59  162
QSO: 21215 PH 2024-09-14 1449 P3X           59  043    2E0IGD        59  035
QTC: 21215 PH  2024-09-14 1451 DC8YZ         002/10     P3X           1436 IO0A          464
QTC: 21215 PH  2024-09-14 1451 DC8YZ         002/10     P3X           1436 PA9M          181
QTC: 21215 PH  2024-09-14 1451 DC8YZ         002/10     P3X           1436 IZ3XEF        006
QTC: 21215 PH  2024-09-14 1451 DC8YZ         002/10     P3X           1437 F6DRP         055
QTC: 21215 PH  2024-09-14 1451 DC8YZ         002/10     P3X           1437 SM6NT         055
QTC: 21215 PH  2024-09-14 1451 DC8YZ         002/10     P3X           1438 F4AIF         038
QTC: 21215 PH  2024-09-14 1451 DC8YZ         002/10     P3X           1438 II8K          416
QTC: 21215 PH  2024-09-14 1451 DC8YZ         002/10     P3X           1438 DK9IP         188
QTC: 21215 PH  2024-09-14 1451 DC8YZ         002/10     P3X           1438 DF9XV         140
QTC: 21215 PH  2024-09-14 1451 DC8YZ         002/10     P3X           1439 F8CRS         009
QSO: 21215 PH 2024-09-14 1451 P3X           59  044    DC8YZ         59  080
QSO: 21215 PH 2024-09-14 1451 P3X           59  045    S50R          59  053
QSO: 21215 PH 2024-09-14 1452 P3X           59  046    HB9OK         59  035
QSO: 21215 PH 2024-09-14 1452 P3X           59  047    OM7M          59  545
QSO: 21215 PH 2024-09-14 1452 P3X           59  048    DG8DP         59  068
QSO: 21215 PH 2024-09-14 1452 P3X           59  049    PA0GJV        59  073
QSO: 21215 PH 2024-09-14 1453 P3X           59  050    DL1ATZ        59  003
QSO: 21215 PH 2024-09-14 1457 P3X           59  051    DL7ON         59  152
QTC: 21215 PH  2024-09-14 1459 S56B          003/10     P3X           1439 DR5W          070
QTC: 21215 PH  2024-09-14 1459 S56B          003/10     P3X           1439 DR4W          183
QTC: 21215 PH  2024-09-14 1459 S56B          003/10     P3X           1440 DL7ACN        053
QTC: 21215 PH  2024-09-14 1459 S56B          003/10     P3X           1440 SM3U          108
QTC: 21215 PH  2024-09-14 1459 S56B          003/10     P3X           1440 DL9A          220
QTC: 21215 PH  2024-09-14 1459 S56B          003/10     P3X           1441 E7DX          605
QTC: 21215 PH  2024-09-14 1459 S56B          003/10     P3X           1441 DL2OE         175
QTC: 21215 PH  2024-09-14 1459 S56B          003/10     P3X           1442 PA3AAV        025
QTC: 21215 PH  2024-09-14 1459 S56B          003/10     P3X           1442 EC3AIT        024
QTC: 21215 PH  2024-09-14 1459 S56B          003/10     P3X           1443 DA0W          234
QSO: 21215 PH 2024-09-14 1459 P3X           59  052    S56B          59  116
QSO: 21215 PH 2024-09-14 1500 P3X           59  053    OE5KKP        59  024
QSO: 21215 PH 2024-09-14 1500 P3X           59  054    SN7D          59  261
QTC: 21215 PH  2024-09-14 1501 TM6M          004/10     P3X           1443 DF1QR         081
QTC: 21215 PH  2024-09-14 1501 TM6M          004/10     P3X           1443 OT8M          239
QTC: 21215 PH  2024-09-14 1501 TM6M          004/10     P3X           1444 DJ4WT         092
QTC: 21215 PH  2024-09-14 1501 TM6M          004/10     P3X           1444 I2OLV         087
QTC: 21215 PH  2024-09-14 1501 TM6M          004/10     P3X           1445 DO6XA         006
QTC: 21215 PH  2024-09-14 1501 TM6M          004/10     P3X           1445 YQ8E          048
QTC: 21215 PH  2024-09-14 1501 TM6M          004/10     P3X           1446 DF0AP         020
QTC: 21215 PH  2024-09-14 1501 TM6M          004/10     P3X           1447 IO8O          107
QTC: 21215 PH  2024-09-14 1501 TM6M          004/10     P3X           1447 DK4VW         178
QTC: 21215 PH  2024-09-14 1501 TM6M          004/10     P3X           1448 DL1DAW        169
QSO: 21215 PH 2024-09-14 1501 P3X           59  055    TM6M          59  362
QSO: 21215 PH 2024-09-14 1502 P3X           59  056    DJ5MO         59  081
QTC: 21215 PH  2024-09-14 1503 E7DX          005/10     P3X           1448 I0KHY         013
QTC: 21215 PH  2024-09-14 1503 E7DX          005/10     P3X           1448 MW4R          162
QTC: 21215 PH  2024-09-14 1503 E7DX          005/10     P3X           1449 2E0IGD        035
QTC: 21215 PH  2024-09-14 1503 E7DX          005/10     P3X           1451 DC8YZ         080
QTC: 21215 PH  2024-09-14 1503 E7DX          005/10     P3X           1451 S50R          053
QTC: 21215 PH  2024-09-14 1503 E7DX          005/10     P3X           1452 HB9OK         035
QTC: 21215 PH  2024-09-14 1503 E7DX          005/10     P3X           1452 OM7M          545
QTC: 21215 PH  2024-09-14 1503 E7DX          005/10     P3X           1452 DG8DP         068
QTC: 21215 PH  2024-09-14 1503 E7DX          005/10     P3X           1452 PA0GJV        073
QTC: 21215 PH  2024-09-14 1503 E7DX          005/10     P3X           1453 DL1ATZ        003
QSO: 21215 PH 2024-09-14 1504 P3X           59  057    DL1BUG        59  162
QSO: 21215 PH 2024-09-14 1504 P3X           59  058    IU8LUM        59  034
QSO: 21215 PH 2024-09-14 1505 P3X           59  059    IU3QMK        59  328
