START-OF-LOG: 3.0
CONTEST: ARRL-VHF-SEP
LOCATION: OR
CALLSIGN: K7YO
CATEGORY-MODE: MIXED
CATEGORY-BAND: ALL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CREATED-BY: VHFCONT 3.0B COPYRIGHT 6/14/2002 KEN R. MASON KC6TEU
CLUB: Pacific Northwest VHF Society
OPERATORS: K7YO
HQ-CATEGORY: Single Operator, Low Power
HQ-GRID-LOCATOR: CN85NS
QSO: 222 PH 2020-09-12 1807 K7YO CN85 N3EG CN86
QSO: 222 PH 2020-09-12 1807 K7YO CN85 K7ATN CN85
QSO: 222 PH 2020-09-12 1810 K7YO CN85 KB7ME CN85
QSO: 222 PH 2020-09-12 1810 K7YO CN85 N7KSI CN86
QSO: 1.2G PH 2020-09-12 1812 K7YO CN85 K7ATN CN85
QSO: 1.2G PH 2020-09-12 1815 K7YO CN85 N7KSI CN86
QSO: 144 PH 2020-09-12 1820 K7YO CN85 W7OTL CN85
QSO: 144 PH 2020-09-12 1820 K7YO CN85 KD7UO CN87
QSO: 144 PH 2020-09-12 1821 K7YO CN85 K7ALO CN85
QSO: 144 PH 2020-09-12 1821 K7YO CN85 KB7ME CN85
QSO: 144 PH 2020-09-12 1823 K7YO CN85 WB7SDX CN85
QSO: 144 PH 2020-09-12 1825 K7YO CN85 K7ATN CN85
QSO: 144 PH 2020-09-12 1830 K7YO CN85 WZ8T CN85
QSO: 144 PH 2020-09-12 1830 K7YO CN85 N7QOZ CN87
QSO: 1.2G PH 2020-09-12 1833 K7YO CN85 WZ8T CN85
QSO: 222 PH 2020-09-12 1834 K7YO CN85 WZ8T CN85
QSO: 144 PH 2020-09-12 1836 K7YO CN85 K7AYP CN85
QSO: 144 PH 2020-09-12 1840 K7YO CN85 N7EPD CN87
QSO: 144 PH 2020-09-12 1840 K7YO CN85 KE7SW CN87
QSO: 222 PH 2020-09-12 1841 K7YO CN85 KE7SW CN87
QSO: 222 PH 2020-09-12 1842 K7YO CN85 N7EPD CN87
QSO: 222 PH 2020-09-12 1842 K7YO CN85 KD7UO CN87
QSO: 1.2G PH 2020-09-12 1844 K7YO CN85 KE7SW CN87
QSO: 1.2G PH 2020-09-12 1846 K7YO CN85 KB7ME CN85
QSO: 144 PH 2020-09-12 1850 K7YO CN85 NL7GW CN85
QSO: 144 PH 2020-09-12 1850 K7YO CN85 W7GLF CN87
QSO: 1.2G PH 2020-09-12 1852 K7YO CN85 W7RC CN85
QSO: 1.2G PH 2020-09-12 1854 K7YO CN85 NL7GW CN85
QSO: 144 PH 2020-09-12 1903 K7YO CN85 K7FOS CN85
QSO: 432 PH 2020-09-12 1907 K7YO CN85 KB7ME CN85
QSO: 432 PH 2020-09-12 1908 K7YO CN85 WZ8T CN85
QSO: 222 PH 2020-09-12 1910 K7YO CN85 KD7RUS/R CN86
QSO: 222 FM 2020-09-12 1911 K7YO CN85 AF7MD CN85
QSO: 144 FM 2020-09-12 1912 K7YO CN85 KD7RUS/R CN86
QSO: 432 FM 2020-09-12 1914 K7YO CN85 KD7RUS/R CN86
QSO: 50 FM 2020-09-12 1916 K7YO CN85 KD7RUS/R CN86
QSO: 50 PH 2020-09-12 1938 K7YO CN85 K7ATN CN85
QSO: 50 PH 2020-09-12 1939 K7YO CN85 KE7MSU CN85
QSO: 144 PH 2020-09-12 1942 K7YO CN85 KE7MSU CN85
QSO: 144 PH 2020-09-12 2130 K7YO CN85 KB7W CN93
QSO: 222 PH 2020-09-12 2131 K7YO CN85 KB7W CN93
QSO: 144 PH 2020-09-12 2140 K7YO CN85 AA7EA CN85
QSO: 50 CW 2020-09-12 2159 K7YO CN85 N7DB CN85
QSO: 144 PH 2020-09-12 2201 K7YO CN85 W7FI CN87
QSO: 144 PH 2020-09-12 2230 K7YO CN85 W7MTL CN85
QSO: 144 PH 2020-09-12 2231 K7YO CN85 AF7MD CN85
QSO: 432 PH 2020-09-12 2233 K7YO CN85 K7ATN CN85
QSO: 432 FM 2020-09-12 2235 K7YO CN85 WB7SDX CN85
QSO: 50 PH 2020-09-13 1629 K7YO CN85 AF7MD CN85
QSO: 144 PH 2020-09-13 1629 K7YO CN85 KT7E CN85
QSO: 144 PH 2020-09-13 1630 K7YO CN85 KD7RYY CN85
QSO: 50 PH 2020-09-13 1635 K7YO CN85 K7ALO CN85
QSO: 144 PH 2020-09-13 1641 K7YO CN85 W0MUD CN86
QSO: 144 PH 2020-09-13 1654 K7YO CN85 K7ND CN87
QSO: 144 PH 2020-09-13 1655 K7YO CN85 WA9BTV CN88
QSO: 144 PH 2020-09-13 1720 K7YO CN85 WA7ZWG CN88
QSO: 144 PH 2020-09-13 1724 K7YO CN85 N3EG CN86
QSO: 144 PH 2020-09-13 1738 K7YO CN85 W7CQ CN83
QSO: 144 PH 2020-09-13 1749 K7YO CN85 W6RA CN94
QSO: 144 PH 2020-09-13 1750 K7YO CN85 N7KSI CN86
QSO: 144 PH 2020-09-13 1754 K7YO CN85 K7YDL CN85
QSO: 50 PH 2020-09-13 1754 K7YO CN85 WB7SDX CN85
QSO: 144 PH 2020-09-13 1810 K7YO CN85 N7MWV CN86
QSO: 50 CW 2020-09-13 1833 K7YO CN85 N7EPD CN87
QSO: 50 PH 2020-09-13 1834 K7YO CN85 KE7SW CN87
QSO: 144 PH 2020-09-13 1928 K7YO CN85 W6ABM CN85
QSO: 50 PH 2020-09-13 1929 K7YO CN85 KD7UO CN87
QSO: 432 CW 2020-09-13 1944 K7YO CN85 N7EPD CN87
QSO: 144 PH 2020-09-13 1947 K7YO CN85 KC6FLG CN86
QSO: 50 PH 2020-09-13 1949 K7YO CN85 KC6FLG CN86
QSO: 50 PH 2020-09-13 1950 K7YO CN85 K7FOS CN85
QSO: 50 PH 2020-09-13 2006 K7YO CN85 K7JPF CN85
QSO: 222 FM 2020-09-13 2108 K7YO CN85 AA7EA CN85
QSO: 432 FM 2020-09-13 2109 K7YO CN85 AA7EA CN85
QSO: 144 PH 2020-09-13 2211 K7YO CN85 K7JX CN87
QSO: 144 PH 2020-09-13 2212 K7YO CN85 N7BUS CN87
QSO: 144 PH 2020-09-13 2212 K7YO CN85 WA7PVE CN87
QSO: 50 PH 2020-09-13 2250 K7YO CN85 N7FJC CN85
QSO: 50 PH 2020-09-13 2252 K7YO CN85 AA7EA CN85
QSO: 50 PH 2020-09-13 2253 K7YO CN85 W6ABM CN85
