START-OF-LOG: 3.0
CONTEST: ARRL-VHF-SEP
LOCATION: NH
CALLSIGN: KC1MUU
CATEGORY-MODE: MIXED
CATEGORY-BAND: ALL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CREATED-BY: CABCONVERTER 2.05, CONTEST RECIPE VERSION 1.01, BY NE1RD
OPERATORS: KC1MUU
HQ-CATEGORY: Single Operator, Low Power
HQ-GRID-LOCATOR: FN42BV
QSO: 144 FM 2020-09-13 0333 KC1MUU FN42 NILHP FN42
QSO: 144 FM 2020-09-12 2115 KC1MUU FN42 N1ERS FN42
QSO: 144 FM 2020-09-12 2115 KC1MUU FN42 W1DMH FN43
QSO: 144 FM 2020-09-12 2223 KC1MUU FN42 KB5JR FN42
QSO: 144 FM 2020-09-12 2221 KC1MUU FN42 KB1DDC FN42
QSO: 144 FM 2020-09-12 2219 KC1MUU FN42 N1JI FN43
QSO: 144 FM 2020-09-12 2218 KC1MUU FN42 N1JHJ FN43
QSO: 144 FM 2020-09-12 2218 KC1MUU FN42 K1IGS FN43
QSO: 144 FM 2020-09-12 2217 KC1MUU FN42 W1RGA FN33
QSO: 144 FM 2020-09-12 2217 KC1MUU FN42 K1FVK FN43
QSO: 144 FM 2020-09-12 2214 KC1MUU FN42 KC1JPU FN32
QSO: 144 FM 2020-09-12 2214 KC1MUU FN42 W1CEK FN43
QSO: 144 FM 2020-09-12 2213 KC1MUU FN42 W1YTT FN42
QSO: 144 FM 2020-09-12 2210 KC1MUU FN42 NE1B FN42
QSO: 144 FM 2020-09-12 2204 KC1MUU FN42 KC1NID FN42
QSO: 144 FM 2020-09-12 2203 KC1MUU FN42 AF1T FN43
QSO: 222 FM 2020-09-12 2203 KC1MUU FN42 AF1T FN43
QSO: 50 FM 2020-09-12 1955 KC1MUU FN42 AF1T FN43
QSO: 50 FM 2020-09-12 1953 KC1MUU FN42 AG1A FN42
QSO: 50 FM 2020-09-12 1949 KC1MUU FN42 WA1LFD FN42
QSO: 50 FM 2020-09-12 1946 KC1MUU FN42 KB1GMX FN42
QSO: 50 FM 2020-09-12 1946 KC1MUU FN42 AF1R/R FN43
QSO: 50 FM 2020-09-12 1945 KC1MUU FN42 WIFKF FN42
QSO: 50 FM 2020-09-12 1944 KC1MUU FN42 WIRGA FN33
QSO: 50 FM 2020-09-12 1932 KC1MUU FN42 AC1J FN42
QSO: 50 FM 2020-09-12 1931 KC1MUU FN42 WB1GQZ FN33
QSO: 50 FM 2020-09-12 1929 KC1MUU FN42 K1IGS FN43
QSO: 50 FM 2020-09-12 1928 KC1MUU FN42 K1MIZ FN42
QSO: 50 FM 2020-09-12 1928 KC1MUU FN42 N1JHJ FN43
QSO: 432 FM 2020-09-12 1915 KC1MUU FN42 W1FKE FN43
QSO: 432 FM 2020-09-12 1911 KC1MUU FN42 K1NRO FN43
QSO: 432 FM 2020-09-12 1910 KC1MUU FN42 N1JHJ FN43
QSO: 432 FM 2020-09-12 1910 KC1MUU FN42 AF1R/R FN43
QSO: 432 FM 2020-09-12 1908 KC1MUU FN42 AF1T FN43
QSO: 144 FM 2020-09-12 1906 KC1MUU FN42 N1BJX FN43
QSO: 144 FM 2020-09-12 1835 KC1MUU FN42 WB1GQR FN33
QSO: 432 FM 2020-09-12 1827 KC1MUU FN42 W1STJ FN42
QSO: 432 FM 2020-09-12 1825 KC1MUU FN42 AC1J FN42
QSO: 432 FM 2020-09-12 1822 KC1MUU FN42 K1IGS FN43
QSO: 432 FM 2020-09-12 1820 KC1MUU FN42 K1MIZ FN42
END-OF-LOG:
