START-OF-LOG: 3.0
CALLSIGN: SP/DJ1YFK
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 57024
CLUB: Bavarian Contest Club
CONTEST: CQ-WPX-CW
CREATED-BY: YFKtest 0.0.9
NAME: Fabian Kurz
OPERATORS: DJ1YFK
SOAPBOX: Just a few QSOs with K2 (15W) and some wire during
SOAPBOX: my vacations to get the SP0 multi on the air.
QSO:  7000 CW 2013-05-25 0654 SP/DJ1YFK     599 1      9A1A          599 641
QSO:  7000 CW 2013-05-25 0655 SP/DJ1YFK     599 2      HA8JV         599 551
QSO:  7000 CW 2013-05-25 0657 SP/DJ1YFK     599 3      DR4A          599 451
QSO:  7000 CW 2013-05-25 0659 SP/DJ1YFK     599 4      S50A          599 696
QSO:  7000 CW 2013-05-25 0701 SP/DJ1YFK     599 5      IB9T          599 625
QSO:  7000 CW 2013-05-25 0704 SP/DJ1YFK     599 6      S53F          599 584
QSO:  7000 CW 2013-05-25 0704 SP/DJ1YFK     599 7      YU5R          599 626
QSO:  7000 CW 2013-05-25 0706 SP/DJ1YFK     599 8      YT2AAA        599 396
QSO:  7000 CW 2013-05-25 0708 SP/DJ1YFK     599 9      S56X          599 442
QSO:  7000 CW 2013-05-25 0710 SP/DJ1YFK     599 10     RW1A          599 406
QSO:  7000 CW 2013-05-25 0711 SP/DJ1YFK     599 11     S57Z          599 498
QSO:  7000 CW 2013-05-25 0712 SP/DJ1YFK     599 12     DP9A          599 458
QSO:  7000 CW 2013-05-25 0714 SP/DJ1YFK     599 13     9A6C          599 529
QSO:  7000 CW 2013-05-25 0716 SP/DJ1YFK     599 14     OG0Z          599 360
QSO:  7000 CW 2013-05-25 0719 SP/DJ1YFK     599 15     9A28EU        599 645
QSO: 14000 CW 2013-05-25 0721 SP/DJ1YFK     599 16     TC7C          599 705
QSO: 14000 CW 2013-05-25 0723 SP/DJ1YFK     599 17     IO1T          599 737
QSO: 14000 CW 2013-05-25 0724 SP/DJ1YFK     599 18     LX7I          599 694
QSO: 14000 CW 2013-05-25 0751 SP/DJ1YFK     599 19     OZ5E          599 513
QSO: 14000 CW 2013-05-25 0754 SP/DJ1YFK     599 20     4L8A          599 514
QSO: 14000 CW 2013-05-25 0847 SP/DJ1YFK     599 21     YT5W          599 804
QSO: 14000 CW 2013-05-25 0849 SP/DJ1YFK     599 22     EM2G          599 670
QSO: 14000 CW 2013-05-25 0850 SP/DJ1YFK     599 23     RN3QO         599 435
QSO: 14000 CW 2013-05-25 0852 SP/DJ1YFK     599 24     F6KOP         599 731
QSO: 14000 CW 2013-05-25 0855 SP/DJ1YFK     599 25     YT1A          599 663
QSO: 14000 CW 2013-05-25 0856 SP/DJ1YFK     599 26     G5W           599 811
QSO: 14000 CW 2013-05-25 0859 SP/DJ1YFK     599 27     DR5N          599 800
QSO: 14000 CW 2013-05-25 0901 SP/DJ1YFK     599 28     YU5R          599 394
QSO: 14000 CW 2013-05-25 0903 SP/DJ1YFK     599 29     ED1R          599 853
QSO: 14000 CW 2013-05-25 0904 SP/DJ1YFK     599 30     RT3M          599 398
QSO: 14000 CW 2013-05-25 0908 SP/DJ1YFK     599 31     9A8M          599 523
QSO: 14000 CW 2013-05-25 0909 SP/DJ1YFK     599 32     9A1A          599 631
QSO: 14000 CW 2013-05-25 0910 SP/DJ1YFK     599 33     DR1A          599 722
QSO: 14000 CW 2013-05-25 0915 SP/DJ1YFK     599 34     PA5WT         599 161
QSO: 14000 CW 2013-05-25 0917 SP/DJ1YFK     599 35     RM2U          599 444
QSO: 14000 CW 2013-05-25 0918 SP/DJ1YFK     599 36     DD5M          599 327
QSO: 14000 CW 2013-05-25 0919 SP/DJ1YFK     599 37     LZ5R          599 518
QSO: 14000 CW 2013-05-25 0922 SP/DJ1YFK     599 38     TM6X          599 720
QSO: 14000 CW 2013-05-25 0923 SP/DJ1YFK     599 39     PI4H          599 145
QSO: 14000 CW 2013-05-25 0925 SP/DJ1YFK     599 40     UX7QD         599 68
QSO: 14000 CW 2013-05-25 0926 SP/DJ1YFK     599 41     LN5O          599 649
QSO: 14000 CW 2013-05-25 0926 SP/DJ1YFK     599 42     SZ1A          599 730
QSO: 14000 CW 2013-05-25 0927 SP/DJ1YFK     599 43     E7DX          599 970
QSO: 14000 CW 2013-05-25 0928 SP/DJ1YFK     599 44     PA3AAV        599 421
QSO: 14000 CW 2013-05-25 0929 SP/DJ1YFK     599 45     EC7AMY        599 100
QSO: 14000 CW 2013-05-25 0932 SP/DJ1YFK     599 46     GM0GAV        599 55
QSO: 14000 CW 2013-05-25 0932 SP/DJ1YFK     599 47     DK5TX         599 39
QSO: 14000 CW 2013-05-25 0933 SP/DJ1YFK     599 48     9A33P         599 1043
QSO: 14000 CW 2013-05-25 0936 SP/DJ1YFK     599 49     LZ9W          599 733
QSO: 14000 CW 2013-05-25 0936 SP/DJ1YFK     599 50     PA1TX         599 13
QSO: 14000 CW 2013-05-25 0937 SP/DJ1YFK     599 51     LZ5X          599 302
QSO: 14000 CW 2013-05-25 0937 SP/DJ1YFK     599 52     DL8WEM        599 79
QSO: 14000 CW 2013-05-25 1751 SP/DJ1YFK     599 53     CR2X          599 2474
QSO: 14000 CW 2013-05-25 1753 SP/DJ1YFK     599 54     R7NK          599 74
QSO: 21000 CW 2013-05-26 1019 SP/DJ1YFK     599 55     9A3IH         599 171
QSO: 21000 CW 2013-05-26 1020 SP/DJ1YFK     599 56     S50R          599 860
QSO: 21000 CW 2013-05-26 1021 SP/DJ1YFK     599 57     S57C          599 872
QSO: 21000 CW 2013-05-26 1021 SP/DJ1YFK     599 58     9A33P         599 3074
QSO: 21000 CW 2013-05-26 1024 SP/DJ1YFK     599 59     UA9MA         599 1282
QSO: 21000 CW 2013-05-26 1024 SP/DJ1YFK     599 60     RF9C          599 1290
QSO: 21000 CW 2013-05-26 1025 SP/DJ1YFK     599 61     S53A          599 945
QSO: 21000 CW 2013-05-26 1026 SP/DJ1YFK     599 62     RT9A          599 1978
QSO: 21000 CW 2013-05-26 1103 SP/DJ1YFK     599 63     UP2L          599 1468
QSO: 14000 CW 2013-05-26 1106 SP/DJ1YFK     599 64     YT3A          599 1556
QSO: 14000 CW 2013-05-26 1108 SP/DJ1YFK     599 65     UY2IG         599 1194
QSO: 14000 CW 2013-05-26 1109 SP/DJ1YFK     599 66     RO6L          599 131
QSO: 14000 CW 2013-05-26 1112 SP/DJ1YFK     599 67     GS4FOC        599 458
QSO: 14000 CW 2013-05-26 1112 SP/DJ1YFK     599 68     RG6G          599 2108
QSO: 14000 CW 2013-05-26 1113 SP/DJ1YFK     599 69     E79D          599 304
QSO: 14000 CW 2013-05-26 1402 SP/DJ1YFK     599 70     RW4LC         599 86
QSO: 14000 CW 2013-05-26 1404 SP/DJ1YFK     599 71     MJ5Z          599 1845
QSO: 14000 CW 2013-05-26 1407 SP/DJ1YFK     599 72     RN7F          599 504
QSO: 14000 CW 2013-05-26 1407 SP/DJ1YFK     599 73     SV1ENG        599 1354
QSO: 14000 CW 2013-05-26 1408 SP/DJ1YFK     599 74     RA6AN         599 216
QSO: 14000 CW 2013-05-26 1409 SP/DJ1YFK     599 75     UP2L          599 2171
QSO: 14000 CW 2013-05-26 1411 SP/DJ1YFK     599 76     OQ5M          599 1574
QSO: 14000 CW 2013-05-26 1411 SP/DJ1YFK     599 77     DH0GHU        599 1178
QSO: 14000 CW 2013-05-26 1413 SP/DJ1YFK     599 78     UC7A          599 1784
QSO:  7000 CW 2013-05-26 1415 SP/DJ1YFK     599 79     LY2BKT        599 1189
QSO:  7000 CW 2013-05-26 1416 SP/DJ1YFK     599 80     SJ0X          599 853
QSO:  7000 CW 2013-05-26 1417 SP/DJ1YFK     599 81     EU1AA         599 60
QSO:  7000 CW 2013-05-26 1418 SP/DJ1YFK     599 82     OK1UG         599 723
QSO:  7000 CW 2013-05-26 1418 SP/DJ1YFK     599 83     LY7A          599 1093
QSO:  7000 CW 2013-05-26 1419 SP/DJ1YFK     599 84     DK8ZZ         599 993
QSO: 14000 CW 2013-05-26 1426 SP/DJ1YFK     599 85     SJ2W          599 2573
QSO:  7000 CW 2013-05-26 1428 SP/DJ1YFK     599 86     HA1WD         599 166
QSO:  7000 CW 2013-05-26 1430 SP/DJ1YFK     599 87     OK1FMG        599 560
QSO:  7000 CW 2013-05-26 1431 SP/DJ1YFK     599 88     DL1NEO        599 148
QSO:  7000 CW 2013-05-26 1433 SP/DJ1YFK     599 89     OK1DG         599 1330
QSO:  7000 CW 2013-05-26 1434 SP/DJ1YFK     599 90     DR1A          599 1661
QSO:  7000 CW 2013-05-26 1435 SP/DJ1YFK     599 91     DL4AUK        599 622
QSO: 14000 CW 2013-05-26 1550 SP/DJ1YFK     599 92     GM3WUX        599 1289
QSO: 14000 CW 2013-05-26 1551 SP/DJ1YFK     599 93     SV1BJW/6      599 1154
QSO: 14000 CW 2013-05-26 1552 SP/DJ1YFK     599 94     RF9C          599 2159
QSO: 14000 CW 2013-05-26 1555 SP/DJ1YFK     599 95     DD2ML         599 1809
QSO: 14000 CW 2013-05-26 1556 SP/DJ1YFK     599 96     9A3MR         599 141
QSO: 14000 CW 2013-05-26 1558 SP/DJ1YFK     599 97     US0HZ         599 1032
QSO: 14000 CW 2013-05-26 1559 SP/DJ1YFK     599 98     RC7A          599 1272
QSO: 14000 CW 2013-05-26 1601 SP/DJ1YFK     599 99     TM6M          599 2331
QSO: 14000 CW 2013-05-26 1602 SP/DJ1YFK     599 100    RT3T          599 1954
QSO: 14000 CW 2013-05-26 1827 SP/DJ1YFK     599 101    SU9AF         599 1840
QSO: 14000 CW 2013-05-26 1827 SP/DJ1YFK     599 102    RV4AB         599 1813
QSO: 14000 CW 2013-05-26 1836 SP/DJ1YFK     599 103    US3IZ         599 1155
QSO: 14000 CW 2013-05-26 1838 SP/DJ1YFK     599 104    UT9IO         599 71
QSO: 14000 CW 2013-05-26 1839 SP/DJ1YFK     599 105    RW4WA         599 1515
QSO: 14000 CW 2013-05-26 1840 SP/DJ1YFK     599 106    LZ6C          599 2738
QSO: 14000 CW 2013-05-26 1841 SP/DJ1YFK     599 107    RA6GW         599 232
QSO: 14000 CW 2013-05-26 1843 SP/DJ1YFK     599 108    YT5A          599 1563
QSO: 14000 CW 2013-05-26 1848 SP/DJ1YFK     599 109    RX6AM         599 1466
QSO: 14000 CW 2013-05-26 1849 SP/DJ1YFK     599 110    R7AT          599 1463
QSO: 14000 CW 2013-05-26 1850 SP/DJ1YFK     599 111    YP9W          599 2564
QSO: 14000 CW 2013-05-26 1851 SP/DJ1YFK     599 112    RG3K          599 2538
QSO: 14000 CW 2013-05-26 1853 SP/DJ1YFK     599 113    RT7T          599 2699
QSO: 14000 CW 2013-05-26 1854 SP/DJ1YFK     599 114    RV3RM         599 1245
QSO:  7000 CW 2013-05-26 1858 SP/DJ1YFK     599 115    YL5X          599 1339
QSO:  7000 CW 2013-05-26 1858 SP/DJ1YFK     599 116    ES9C          599 1772
QSO:  7000 CW 2013-05-26 1858 SP/DJ1YFK     599 117    LZ5R          599 1013
QSO:  7000 CW 2013-05-26 1859 SP/DJ1YFK     599 118    S59ABC        599 2102
QSO:  7000 CW 2013-05-26 1859 SP/DJ1YFK     599 119    IV3BCA        599 1034
QSO:  7000 CW 2013-05-26 1859 SP/DJ1YFK     599 120    9A5Y          599 1519
QSO:  7000 CW 2013-05-26 1900 SP/DJ1YFK     599 121    SP4Z          599 1886
