START-OF-LOG: 3.0
CALLSIGN: SP/DJ1YFK
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 57024
CLUB: Bavarian Contest Club
CONTEST: CQ-WPX-CW
CREATED-BY: YFKtest 0.0.9
NAME: Fabian Kurz
OPERATORS: DJ1YFK
SOAPBOX: Just a few QSOs with K2 (15W) and some wire during
SOAPBOX: my vacations to get the SP0 multi on the air.
QSO:  7000 CW 2013-05-26 1900 SP/DJ1YFK     599 122    G8SRS         599 846
QSO:  7000 CW 2013-05-26 1900 SP/DJ1YFK     599 123    S56A          599 1267
QSO:  7000 CW 2013-05-26 1902 SP/DJ1YFK     599 124    DM6V          599 1334
QSO:  7000 CW 2013-05-26 1902 SP/DJ1YFK     599 125    DL1NKS        599 1014
QSO:  7000 CW 2013-05-26 1903 SP/DJ1YFK     599 126    RN3F          599 972
QSO:  7000 CW 2013-05-26 1903 SP/DJ1YFK     599 127    OK1RP         599 315
QSO:  7000 CW 2013-05-26 1904 SP/DJ1YFK     599 128    LY3B          599 1847
QSO:  7000 CW 2013-05-26 1904 SP/DJ1YFK     599 129    UZ2M          599 4720
QSO:  7000 CW 2013-05-26 1904 SP/DJ1YFK     599 130    RT5Z          599 2193
QSO:  7000 CW 2013-05-26 1905 SP/DJ1YFK     599 131    OR2F          599 1662
QSO:  7000 CW 2013-05-26 1905 SP/DJ1YFK     599 132    OL5W          599 2000
QSO:  7000 CW 2013-05-26 1906 SP/DJ1YFK     599 133    YP5T          599 783
QSO:  7000 CW 2013-05-26 1906 SP/DJ1YFK     599 134    P33W          599 5793
QSO:  7000 CW 2013-05-26 1906 SP/DJ1YFK     599 135    DF1LX         599 1178
QSO:  7000 CW 2013-05-26 1907 SP/DJ1YFK     599 136    E7RS          599 149
QSO:  7000 CW 2013-05-26 1907 SP/DJ1YFK     599 137    DL0CS         599 740
QSO:  7000 CW 2013-05-26 1908 SP/DJ1YFK     599 138    EU5T          599 2078
QSO:  7000 CW 2013-05-26 1908 SP/DJ1YFK     599 139    OK2TDM        599 416
QSO:  7000 CW 2013-05-26 1908 SP/DJ1YFK     599 140    S58A          599 1120
QSO:  7000 CW 2013-05-26 1909 SP/DJ1YFK     599 141    UA3MIF        599 603
QSO:  7000 CW 2013-05-26 1909 SP/DJ1YFK     599 142    US0HZ         599 1176
QSO:  7000 CW 2013-05-26 1910 SP/DJ1YFK     599 143    DL4FDM        599 268
QSO:  7000 CW 2013-05-26 1910 SP/DJ1YFK     599 144    PA3ARM        599 911
QSO:  7000 CW 2013-05-26 1911 SP/DJ1YFK     599 145    DK2FG         599 683
QSO:  7000 CW 2013-05-26 1911 SP/DJ1YFK     599 146    OM7M          599 3356
QSO:  7000 CW 2013-05-26 1912 SP/DJ1YFK     599 147    DM2DX         599 609
QSO:  7000 CW 2013-05-26 1912 SP/DJ1YFK     599 148    SP7LIE        599 543
QSO:  7000 CW 2013-05-26 1913 SP/DJ1YFK     599 149    DL3KVR        599 387
QSO:  7000 CW 2013-05-26 1913 SP/DJ1YFK     599 150    II2S          599 282
QSO:  7000 CW 2013-05-26 1914 SP/DJ1YFK     599 151    YQ6A          599 1943
QSO:  7000 CW 2013-05-26 1914 SP/DJ1YFK     599 152    DJ8EW         599 1172
QSO:  7000 CW 2013-05-26 1915 SP/DJ1YFK     599 153    M0C           599 875
QSO:  7000 CW 2013-05-26 1915 SP/DJ1YFK     599 154    SP2QG         599 1290
QSO:  7000 CW 2013-05-26 1917 SP/DJ1YFK     599 155    OE3K          599 2320
QSO:  7000 CW 2013-05-26 1917 SP/DJ1YFK     599 156    LZ9W          599 1684
QSO:  7000 CW 2013-05-26 1918 SP/DJ1YFK     599 157    SP6OJE        599 895
QSO:  7000 CW 2013-05-26 1918 SP/DJ1YFK     599 158    DF0BV         599 1163
QSO:  7000 CW 2013-05-26 1919 SP/DJ1YFK     599 159    OK7Y          599 1390
QSO:  7000 CW 2013-05-26 1919 SP/DJ1YFK     599 160    DF4XX         599 580
QSO:  7000 CW 2013-05-26 1920 SP/DJ1YFK     599 161    LZ5XQ         599 1389
QSO:  7000 CW 2013-05-26 1920 SP/DJ1YFK     599 162    LZ7A          599 760
QSO:  7000 CW 2013-05-26 1920 SP/DJ1YFK     599 163    DF7ZS         599 177
QSO:  7000 CW 2013-05-26 1921 SP/DJ1YFK     599 164    RY3D          599 1060
QSO:  7000 CW 2013-05-26 1921 SP/DJ1YFK     599 165    RZ3BW         599 1236
QSO:  7000 CW 2013-05-26 1921 SP/DJ1YFK     599 166    OK3C          599 1215
QSO:  7000 CW 2013-05-26 1922 SP/DJ1YFK     599 167    UT2II         599 170
QSO:  7000 CW 2013-05-26 1925 SP/DJ1YFK     599 168    DF9GR         599 1763
QSO:  7000 CW 2013-05-26 1926 SP/DJ1YFK     599 169    G4BUE         599 239
QSO:  7000 CW 2013-05-26 1927 SP/DJ1YFK     599 170    DL6MHW        599 465
QSO:  7000 CW 2013-05-26 1927 SP/DJ1YFK     599 171    G5LP          599 300
QSO:  7000 CW 2013-05-26 1928 SP/DJ1YFK     599 172    LZ8E          599 3410
QSO:  7000 CW 2013-05-26 1928 SP/DJ1YFK     599 173    YU2A          599 1111
QSO:  7000 CW 2013-05-26 1928 SP/DJ1YFK     599 174    DM1EE         599 2047
QSO:  7000 CW 2013-05-26 1929 SP/DJ1YFK     599 175    RK4YJ         599 350
QSO:  7000 CW 2013-05-26 1929 SP/DJ1YFK     599 176    UX5UU         599 535
QSO:  7000 CW 2013-05-26 2124 SP/DJ1YFK     599 177    YT9X          599 3387
QSO:  7000 CW 2013-05-26 2126 SP/DJ1YFK     599 178    OM5XX         599 1116
QSO:  7000 CW 2013-05-26 2129 SP/DJ1YFK     599 179    YT8A          599 1989
QSO:  7000 CW 2013-05-26 2130 SP/DJ1YFK     599 180    M3W           599 1325
QSO:  7000 CW 2013-05-26 2132 SP/DJ1YFK     599 181    S57AL         599 2401
QSO:  7000 CW 2013-05-26 2134 SP/DJ1YFK     599 182    HA30S         599 1472
QSO:  7000 CW 2013-05-26 2137 SP/DJ1YFK     599 183    ER6A          599 809
QSO:  7000 CW 2013-05-26 2139 SP/DJ1YFK     599 184    YT4W          599 1583
QSO:  7000 CW 2013-05-26 2140 SP/DJ1YFK     599 185    IC8FBU        599 707
QSO:  7000 CW 2013-05-26 2142 SP/DJ1YFK     599 186    9A5D          599 1359
QSO:  7000 CW 2013-05-26 2143 SP/DJ1YFK     599 187    UP2L          599 1160
QSO:  7000 CW 2013-05-26 2143 SP/DJ1YFK     599 188    TM0R          599 1858
QSO:  7000 CW 2013-05-26 2145 SP/DJ1YFK     599 189    DK7VW         599 1214
QSO:  7000 CW 2013-05-26 2147 SP/DJ1YFK     599 190    UT0QA         599 164
QSO:  7000 CW 2013-05-26 2149 SP/DJ1YFK     599 191    UT2UB         599 742
QSO:  7000 CW 2013-05-26 2151 SP/DJ1YFK     599 192    DL2MDZ        599 191
QSO:  7000 CW 2013-05-26 2152 SP/DJ1YFK     599 193    OK1FKD        599 502
QSO:  7000 CW 2013-05-26 2154 SP/DJ1YFK     599 194    UA1T          599 244
QSO:  7000 CW 2013-05-26 2156 SP/DJ1YFK     599 195    DL1DVE        599 122
QSO:  7000 CW 2013-05-26 2158 SP/DJ1YFK     599 196    OL4A          599 1496
QSO:  7000 CW 2013-05-26 2159 SP/DJ1YFK     599 197    YU5T          599 267
QSO:  7000 CW 2013-05-26 2201 SP/DJ1YFK     599 198    UT5CY         599 261
QSO:  7000 CW 2013-05-26 2204 SP/DJ1YFK     599 199    OM7RU         599 1745
QSO:  7000 CW 2013-05-26 2207 SP/DJ1YFK     599 200    UZ5UA         599 208
QSO:  7000 CW 2013-05-26 2211 SP/DJ1YFK     599 201    OK1AY         599 1127
QSO: 14000 CW 2013-05-26 2213 SP/DJ1YFK     599 202    UP0L          599 3385
END-OF-LOG:
