START-OF-LOG: 3.0
CONTEST: CQ-WPX-CW
CALLSIGN: JN1BBO
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 32368
OPERATORS:
CLUB:
CREATED-BY: CTESTWIN by JI1AQY
NAME: Kazuhiro Hata
SOAPBOX: The condition was not good, but I enjoyed a contest.
QSO: 21000 CW 2013-05-25 0136 JN1BBO        599 001    YE3J          599 72     0
QSO: 28000 CW 2013-05-25 0148 JN1BBO        599 002    VK4KW         599 045    0
QSO: 28000 CW 2013-05-25 0149 JN1BBO        599 003    AY5F          599 214    0
QSO: 28000 CW 2013-05-25 0153 JN1BBO        599 004    CE3CT         599 179    0
QSO: 21000 CW 2013-05-25 0158 JN1BBO        599 005    RA/KE5JA      599 155    0
QSO: 21000 CW 2013-05-25 0159 JN1BBO        599 006    LT1F          599 295    0
QSO: 21000 CW 2013-05-25 0200 JN1BBO        599 007    HS0ZIA        599 149    0
QSO: 21000 CW 2013-05-25 0205 JN1BBO        599 008    BG4FRZ        599 98     0
QSO: 21000 CW 2013-05-25 0220 JN1BBO        599 009    NR6O          599 213    0
QSO: 21000 CW 2013-05-25 0220 JN1BBO        599 010    WF6C          599 227    0
QSO: 21000 CW 2013-05-25 0222 JN1BBO        599 011    RT0C          599 206    0
QSO: 21000 CW 2013-05-25 0223 JN1BBO        599 012    R0DX          599 158    0
QSO: 21000 CW 2013-05-25 0229 JN1BBO        599 013    5W1SA         599 203    0
QSO: 21000 CW 2013-05-25 0231 JN1BBO        599 014    BD4GNV        599 80     0
QSO: 21000 CW 2013-05-25 0232 JN1BBO        599 015    JA1ZGP        599 028    0
QSO: 21000 CW 2013-05-25 0235 JN1BBO        599 016    WN6K          599 77     0
QSO: 21000 CW 2013-05-25 0239 JN1BBO        599 017    JJ3DJS/8      599 043    0
QSO: 21000 CW 2013-05-25 0241 JN1BBO        599 018    JG1AVO        599 049    0
QSO: 21000 CW 2013-05-25 0243 JN1BBO        599 019    BG2AUE        599 94     0
QSO: 21000 CW 2013-05-25 0246 JN1BBO        599 020    KH6LC         599 358    0
QSO: 21000 CW 2013-05-25 0250 JN1BBO        599 021    BY5CD         599 209    0
QSO: 21000 CW 2013-05-25 0305 JN1BBO        599 022    ZM1A          599 362    0
QSO: 21000 CW 2013-05-25 0309 JN1BBO        599 023    JL1SAM        599 107    0
QSO: 21000 CW 2013-05-25 0311 JN1BBO        599 024    BG5EFD        599 103    0
QSO: 21000 CW 2013-05-25 0315 JN1BBO        599 025    RW0A          599 070    0
QSO: 21000 CW 2013-05-25 0347 JN1BBO        599 026    NH2T          599 470    0
QSO: 21000 CW 2013-05-25 0355 JN1BBO        599 027    VR2UW         599 074    0
QSO: 28000 CW 2013-05-25 0407 JN1BBO        599 028    VK6DXI        599 184    0
QSO: 28000 CW 2013-05-25 0422 JN1BBO        599 029    VK3TDX        599 147    0
QSO: 28000 CW 2013-05-25 0437 JN1BBO        599 030    HS0ZIA        599 292    0
QSO: 28000 CW 2013-05-25 0449 JN1BBO        599 031    ZL1BYZ        599 209    0
QSO: 28000 CW 2013-05-25 0451 JN1BBO        599 032    8J1ITU        599 024    0
QSO: 28000 CW 2013-05-25 0457 JN1BBO        599 033    JA6WIF        599 133    0
QSO: 28000 CW 2013-05-25 0632 JN1BBO        599 034    HL2FDW        599 224    0
QSO: 28000 CW 2013-05-25 0637 JN1BBO        599 035    XV1X          599 158    0
QSO: 28000 CW 2013-05-25 0640 JN1BBO        599 036    JA5FBZ        599 146    0
QSO: 14000 CW 2013-05-25 0642 JN1BBO        599 037    VR2KW         599 049    0
QSO: 14000 CW 2013-05-25 0644 JN1BBO        599 038    KR7O          599 421    0
QSO: 14000 CW 2013-05-25 0647 JN1BBO        599 039    KL7RA         599 516    0
QSO: 21000 CW 2013-05-25 0658 JN1BBO        599 040    YB0/WK1S      599 038    0
QSO: 21000 CW 2013-05-25 0701 JN1BBO        599 041    UN6P          599 192    0
QSO: 21000 CW 2013-05-25 0733 JN1BBO        599 042    UP2L          599 313    0
QSO: 21000 CW 2013-05-25 0741 JN1BBO        599 043    ZM4T          599 454    0
QSO: 21000 CW 2013-05-25 0744 JN1BBO        599 044    BH4RQU        599 264    0
QSO: 21000 CW 2013-05-25 0751 JN1BBO        599 045    JA7NVF        599 273    0
QSO: 21000 CW 2013-05-25 0757 JN1BBO        599 046    UA4W          599 646    0
QSO: 21000 CW 2013-05-25 0803 JN1BBO        599 047    YE1C          599 272    0
QSO: 21000 CW 2013-05-25 0810 JN1BBO        599 048    RL3A          599 975    0
QSO: 21000 CW 2013-05-25 0813 JN1BBO        599 049    RY7G          599 108    0
QSO: 14000 CW 2013-05-25 0821 JN1BBO        599 050    ZL2AL         599 185    0
QSO: 14000 CW 2013-05-25 0822 JN1BBO        599 051    LS1D          599 584    0
QSO: 14000 CW 2013-05-25 0825 JN1BBO        599 052    D73A          599 130    0
QSO: 14000 CW 2013-05-25 0829 JN1BBO        599 053    DU3/N0QM      599 061    0
QSO: 14000 CW 2013-05-25 0832 JN1BBO        599 054    KH7X          599 990    0
QSO: 14000 CW 2013-05-25 0837 JN1BBO        599 055    CE1CA         599 452    0
QSO: 14000 CW 2013-05-25 0843 JN1BBO        599 056    ZL3IO         599 536    0
QSO: 14000 CW 2013-05-25 0845 JN1BBO        599 057    5W1SA         599 418    0
QSO: 14000 CW 2013-05-25 1255 JN1BBO        599 058    UA4M          599 398    0
QSO: 14000 CW 2013-05-25 1300 JN1BBO        599 059    B7M           599 745    0
QSO: 14000 CW 2013-05-25 1306 JN1BBO        599 060    NN5J          599 730    0
QSO:  7000 CW 2013-05-25 1316 JN1BBO        599 061    ND2T          599 502    0
QSO:  7000 CW 2013-05-25 1319 JN1BBO        599 062    NF6A          599 806    0
QSO:  7000 CW 2013-05-25 1322 JN1BBO        599 063    KW7Y          599 809    0
QSO:  7000 CW 2013-05-25 1324 JN1BBO        599 064    VK2IM         599 1072   0
QSO:  7000 CW 2013-05-25 1328 JN1BBO        599 065    ZL3IO         599 849    0
QSO:  7000 CW 2013-05-25 1330 JN1BBO        599 066    DS5DNO        599 506    0
QSO:  7000 CW 2013-05-25 1333 JN1BBO        599 067    UA0IDZ        599 571    0
QSO:  7000 CW 2013-05-25 1337 JN1BBO        599 068    UB0A          599 93     0
QSO:  7000 CW 2013-05-25 1339 JN1BBO        599 069    KU7T          599 662    0
QSO:  7000 CW 2013-05-25 1342 JN1BBO        599 070    KH6LC         599 534    0
QSO:  3500 CW 2013-05-25 1356 JN1BBO        599 071    JH7IMX        599 060    0
QSO:  3500 CW 2013-05-25 1404 JN1BBO        599 072    JG1LFR        599 064    0
QSO:  7000 CW 2013-05-25 1422 JN1BBO        599 073    8J1ITU        599 320    0
QSO: 14000 CW 2013-05-25 1429 JN1BBO        599 074    RF9C          599 1412   0
QSO: 14000 CW 2013-05-25 1433 JN1BBO        599 075    NY6N          599 1252   0
QSO: 14000 CW 2013-05-25 1440 JN1BBO        599 076    RW1A          599 1248   0
QSO: 21000 CW 2013-05-25 1449 JN1BBO        599 077    P3N           599 2777   0
QSO: 14000 CW 2013-05-25 1457 JN1BBO        599 078    RT4F          599 1003   0
QSO: 14000 CW 2013-05-25 1513 JN1BBO        599 079    UA5B          599 61104  0
QSO: 14000 CW 2013-05-25 1524 JN1BBO        599 080    R3ZV          599 780    0
QSO: 14000 CW 2013-05-25 1530 JN1BBO        599 081    UW1M          599 650    0
QSO:  1900 CW 2013-05-25 1547 JN1BBO        599 082    JJ5GMJ        599 032    0
QSO:  7000 CW 2013-05-25 1557 JN1BBO        599 083    JO7KMB        599 174    0
QSO:  7000 CW 2013-05-25 1600 JN1BBO        599 084    JT1CO         599 094    0
QSO: 14000 CW 2013-05-25 1603 JN1BBO        599 085    UZ2M          599 2254   0
QSO: 14000 CW 2013-05-25 2235 JN1BBO        599 086    RK0UT         599 646    0
