START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EUHFC
CALLSIGN: Z35G
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: Z35G
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EUHFC EUHFC/2015.
QSO: 14024 CW 2015-08-01 1209 Z35G          599 70 UA2FL         599 64
QSO: 14030 CW 2015-08-01 1323 Z35G          599 70 SN6A          599 67
QSO: 14000 CW 2015-08-01 1324 Z35G          599 70 S52FT         599 84
QSO: 14030 CW 2015-08-01 1324 Z35G          599 70 R7CK          599 75
QSO: 14030 CW 2015-08-01 1325 Z35G          599 70 DJ3WE         599 57
QSO: 14030 CW 2015-08-01 1326 Z35G          599 70 UT5UJO        599 87
QSO: 14030 CW 2015-08-01 1327 Z35G          599 70 R7MM          599 68
QSO: 14030 CW 2015-08-01 1327 Z35G          599 70 SD0T          599 89
QSO: 14030 CW 2015-08-01 1329 Z35G          599 70 I2WIJ         599 73
QSO: 14030 CW 2015-08-01 1329 Z35G          599 70 UC2K          599 78
QSO: 14030 CW 2015-08-01 1330 Z35G          599 70 DG7EE         599 84
QSO: 14030 CW 2015-08-01 1330 Z35G          599 70 LY9Y          599 65
QSO: 14030 CW 2015-08-01 1331 Z35G          599 70 S51Z          599 77
QSO: 14030 CW 2015-08-01 1331 Z35G          599 70 SC6W          599 84
QSO: 14030 CW 2015-08-01 1331 Z35G          599 70 YL5T          599 04
QSO: 14030 CW 2015-08-01 1333 Z35G          599 70 DQ7Y          599 10
QSO: 14030 CW 2015-08-01 1337 Z35G          599 70 OH2PM         599 59
QSO: 14031 CW 2015-08-01 1337 Z35G          599 79 3Z0MK         599 79
QSO: 14031 CW 2015-08-01 1338 Z35G          599 70 RW4LC         599 73
QSO: 14033 CW 2015-08-01 1340 Z35G          599 70 R3ZZ          599 70
QSO: 14033 CW 2015-08-01 1340 Z35G          599 70 RT3F          599 81
QSO: 14034 CW 2015-08-01 1341 Z35G          599 70 R7AB          599 82
QSO: 14035 CW 2015-08-01 1343 Z35G          599 70 SP3DOF        599 68
QSO: 14020 CW 2015-08-01 1344 Z35G          599 71 UW7M          599 78
QSO: 14037 CW 2015-08-01 1345 Z35G          599 70 R1DX          599 79
QSO: 14038 CW 2015-08-01 1347 Z35G          599 70 SF3A          599 60
QSO: 14000 CW 2015-08-01 1348 Z35G          599 79 PA3HCC        599 95
QSO: 14038 CW 2015-08-01 1348 Z35G          599 70 SC0N          599 81
QSO: 14038 CW 2015-08-01 1349 Z35G          599 70 RV3TG         599 70
QSO: 14100 CW 2015-08-01 1349 Z35G          599 70 EW4KA         599 91
QSO: 14038 CW 2015-08-01 1350 Z35G          599 70 DL4CF         599 83
QSO: 14038 CW 2015-08-01 1350 Z35G          599 70 PA9WOR        599 75
QSO: 14038 CW 2015-08-01 1351 Z35G          599 70 HG1G          599 72
QSO: 14038 CW 2015-08-01 1352 Z35G          599 70 S54X          599 82
QSO: 14038 CW 2015-08-01 1352 Z35G          599 70 UA5F          599 71
QSO: 21020 CW 2015-08-01 1459 Z35G          599 70 DJ8OG         599 99
QSO: 21020 CW 2015-08-01 1459 Z35G          599 70 UW2M          599 84
QSO: 21020 CW 2015-08-01 1503 Z35G          599 70 R7MM          599 68
QSO: 21020 CW 2015-08-01 1509 Z35G          599 70 OK1NE         599 60
QSO: 21019 CW 2015-08-01 1513 Z35G          599 70 OL3Z          599 83
QSO: 21000 CW 2015-08-01 1514 Z35G          599 70 UW4E          599 94
QSO: 21020 CW 2015-08-01 1520 Z35G          599 76 DM3F          599 94
QSO: 21020 CW 2015-08-01 1521 Z35G          599 70 DK5PD         599 70
QSO: 21020 CW 2015-08-01 1522 Z35G          599 70 DL8DYL        599 88
QSO: 21020 CW 2015-08-01 1528 Z35G          599 70 UT5EO         599 73
QSO: 21000 CW 2015-08-01 1532 Z35G          599 70 UT3EK         599 73
QSO: 21023 CW 2015-08-01 1533 Z35G          599 70 UX1AA         599 82
QSO: 21023 CW 2015-08-01 1540 Z35G          599 70 SN7O          599 75
QSO: 21022 CW 2015-08-01 1551 Z35G          599 70 SP4JCP        599 75
QSO: 21000 CW 2015-08-01 1606 Z35G          599 70 LX4A          599 90
QSO: 21029 CW 2015-08-01 1610 Z35G          599 70 IQ1RY         599 07
QSO: 21034 CW 2015-08-01 1611 Z35G          599 70 HB9ARF        599 71
QSO: 14039 CW 2015-08-01 1910 Z35G          599 71 ES5RR         599 82
QSO: 14000 CW 2015-08-01 1912 Z35G          599 70 UW4E          599 94
QSO: 14039 CW 2015-08-01 1913 Z35G          599 70 DL0WRTC       599 78
QSO: 14039 CW 2015-08-01 1916 Z35G          599 70 OE1TKW        599 73
QSO: 14039 CW 2015-08-01 1917 Z35G          599 70 RX1CV         599 66
QSO: 14039 CW 2015-08-01 1921 Z35G          599 71 IV3BCA        599 09
QSO: 14039 CW 2015-08-01 1921 Z35G          599 71 S53V          599 65
QSO: 14039 CW 2015-08-01 1923 Z35G          599 70 RD3ARU        599 09
QSO: 14039 CW 2015-08-01 1924 Z35G          599 70 DM3F          599 94
QSO: 14039 CW 2015-08-01 1925 Z35G          599 70 LY2J          599 84
QSO: 14040 CW 2015-08-01 1925 Z35G          599 70 S52WD         599 80
QSO: 14000 CW 2015-08-01 1927 Z35G          599 70 RA1QE         599 72
QSO: 14039 CW 2015-08-01 1929 Z35G          599 70 G8AJM         599 65
QSO: 14039 CW 2015-08-01 1929 Z35G          599 70 LZ2NG         599 89
QSO: 14039 CW 2015-08-01 1931 Z35G          599 70 ES7GM         599 98
QSO: 14039 CW 2015-08-01 1932 Z35G          599 70 UC5D          599 13
QSO: 14039 CW 2015-08-01 1933 Z35G          599 70 SP2LNW        599 79
QSO: 14039 CW 2015-08-01 1934 Z35G          599 70 F4DXW         599 03
QSO: 14039 CW 2015-08-01 1934 Z35G          599 79 LY3B          599 83
QSO: 14039 CW 2015-08-01 1934 Z35G          599 70 PB7Z          599 06
QSO: 14039 CW 2015-08-01 1936 Z35G          599 70 DL6KVA        599 84
QSO: 14039 CW 2015-08-01 1937 Z35G          599 70 OH2LNH        599 91
QSO: 14000 CW 2015-08-01 1938 Z35G          599 70 HA1ZN         599 75
QSO: 14039 CW 2015-08-01 1939 Z35G          599 70 OM8MF         599 75
QSO: 14039 CW 2015-08-01 1940 Z35G          599 70 OK1FMG        599 97
QSO: 14039 CW 2015-08-01 1940 Z35G          599 70 YL2KO         599 81
QSO: 14039 CW 2015-08-01 1942 Z35G          599 70 DJ1YF         599 58
QSO: 14039 CW 2015-08-01 1942 Z35G          599 70 RW4WA         599 78
QSO: 14000 CW 2015-08-01 1943 Z35G          599 70 RD1A/1        599 98
QSO: 14039 CW 2015-08-01 1943 Z35G          599 70 OH2BN         599 59
QSO: 14039 CW 2015-08-01 1944 Z35G          599 70 YL2GD         599 73
QSO: 14039 CW 2015-08-01 1945 Z35G          599 70 LB3RE         599 94
QSO: 14039 CW 2015-08-01 1946 Z35G          599 70 OH2KM         599 87
QSO: 14039 CW 2015-08-01 1948 Z35G          599 70 I3VJW         599 75
QSO: 14039 CW 2015-08-01 1950 Z35G          599 70 SP5JSZ        599 77
QSO: 14039 CW 2015-08-01 1952 Z35G          599 70 LY4L          599 90
QSO: 14000 CW 2015-08-01 1953 Z35G          599 70 SF5O          599 71
QSO: 14039 CW 2015-08-01 1953 Z35G          599 70 OK1WWJ        599 99
QSO: 14000 CW 2015-08-01 1957 Z35G          599 70 DL9LM         599 48
QSO: 14000 CW 2015-08-01 1957 Z35G          599 70 UA3UAD        599 65
QSO: 14039 CW 2015-08-01 1959 Z35G          599 70 S52AU         599 70
QSO: 14000 CW 2015-08-01 2001 Z35G          599 70 IT9SSI        599 94
QSO: 14033 CW 2015-08-01 2009 Z35G          599 70 RA1AL         599 79
QSO: 14034 CW 2015-08-01 2009 Z35G          599 70 9A5Y          599 85
QSO: 14034 CW 2015-08-01 2010 Z35G          599 70 SP7UWL        599 83
QSO: 14000 CW 2015-08-01 2014 Z35G          599 70 SP3BES        599 65
QSO: 14025 CW 2015-08-01 2015 Z35G          599 70 SQ9FMU        599 96
QSO: 14000 CW 2015-08-01 2016 Z35G          599 70 UA4FDL        599 79
QSO: 14034 CW 2015-08-01 2017 Z35G          599 70 DL5KUD        599 93
QSO: 14000 CW 2015-08-01 2018 Z35G          599 70 RU4A          599 79
QSO: 14030 CW 2015-08-01 2020 Z35G          599 70 IT9CLN        599 11
QSO: 14022 CW 2015-08-01 2023 Z35G          599 70 LA7GIA        599 92
QSO: 14012 CW 2015-08-01 2025 Z35G          599 70 EI/W5GN       599 55
QSO: 14000 CW 2015-08-01 2030 Z35G          599 70 UX7U          599 74
QSO:  7000 CW 2015-08-01 2033 Z35G          599 70 LY5A          599 70
QSO:  7038 CW 2015-08-01 2034 Z35G          599 70 OK1HX         599 51
QSO:  7036 CW 2015-08-01 2036 Z35G          599 70 RJ4P          599 89
QSO:  7034 CW 2015-08-01 2038 Z35G          599 70 UF4M          599 84
QSO:  7035 CW 2015-08-01 2038 Z35G          599 70 GM3F          599 84
QSO:  7036 CW 2015-08-01 2038 Z35G          599 70 9A1KDE        599 72
QSO:  7031 CW 2015-08-01 2039 Z35G          599 70 IK0YVV        599 96
QSO:  7033 CW 2015-08-01 2040 Z35G          599 70 I3VJW         599 75
QSO:  7032 CW 2015-08-01 2041 Z35G          599 70 LY2F          599 72
QSO:  7031 CW 2015-08-01 2042 Z35G          599 70 SM5CKV        599 60
QSO:  7014 CW 2015-08-01 2043 Z35G          599 70 DK6SP         599 11
QSO:  7030 CW 2015-08-01 2046 Z35G          599 70 IT9RBW        599 03
QSO:  7029 CW 2015-08-01 2047 Z35G          599 70 OK7T          599 83
QSO:  7000 CW 2015-08-01 2049 Z35G          599 70 EU3NA         599 75
QSO:  7026 CW 2015-08-01 2050 Z35G          599 70 F5VLY         599 82
QSO:  7027 CW 2015-08-01 2050 Z35G          599 70 UR3CMA        599 99
QSO:  7025 CW 2015-08-01 2051 Z35G          599 70 DD5M          599 76
QSO:  7026 CW 2015-08-01 2051 Z35G          599 70 RO4F          599 90
QSO:  7000 CW 2015-08-01 2052 Z35G          599 70 9A1AA         599 77
QSO:  7024 CW 2015-08-01 2052 Z35G          599 70 YT1WA         599 77
QSO:  7020 CW 2015-08-01 2057 Z35G          599 70 OE1CIW        599 81
QSO:  7020 CW 2015-08-01 2057 Z35G          599 70 R7AW          599 80
QSO:  7020 CW 2015-08-01 2059 Z35G          599 70 SP9H          599 65
QSO:  7020 CW 2015-08-01 2101 Z35G          599 70 DK2FG         599 67
QSO:  7020 CW 2015-08-01 2101 Z35G          599 70 S57OWA        599 04
QSO:  7000 CW 2015-08-01 2102 Z35G          599 70 DK3CC         599 68
QSO:  7020 CW 2015-08-01 2102 Z35G          599 70 YT8A          599 70
QSO:  7020 CW 2015-08-01 2103 Z35G          599 70 UA3RF         599 78
QSO:  7020 CW 2015-08-01 2104 Z35G          599 70 S52AU         599 70
QSO:  7021 CW 2015-08-01 2104 Z35G          599 70 YT2AAA        599 07
QSO:  7020 CW 2015-08-01 2105 Z35G          599 70 IZ4DZD        599 85
QSO:  7020 CW 2015-08-01 2107 Z35G          599 70 OG6N          599 85
QSO:  7021 CW 2015-08-01 2108 Z35G          599 70 EA2CW         599 79
QSO:  7020 CW 2015-08-01 2110 Z35G          599 70 S53V          599 65
QSO:  7020 CW 2015-08-01 2110 Z35G          599 70 UR5WX         599 79
QSO:  7020 CW 2015-08-01 2112 Z35G          599 70 UR4QRH        599 97
QSO:  7020 CW 2015-08-01 2113 Z35G          599 70 PA3GDD        599 88
QSO:  7020 CW 2015-08-01 2114 Z35G          599 70 SE6N          599 07
QSO:  7020 CW 2015-08-01 2115 Z35G          599 70 RA6FYL        599 13
QSO:  7012 CW 2015-08-01 2120 Z35G          599 70 OQ5M          599 99
QSO:  7002 CW 2015-08-01 2123 Z35G          599 70 E77W          599 82
QSO:  7011 CW 2015-08-01 2124 Z35G          599 70 EA2OT         599 03
QSO:  7010 CW 2015-08-01 2125 Z35G          599 70 UR7MZ         599 77
END-OF-LOG:
