START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EUHFC
CALLSIGN: YU5M
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: YU5M
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EUHFC EUHFC/2015.
QSO: 14029 CW 2015-08-01 1209 YU5M          599 85 UT1AA         599 95
QSO: 14023 CW 2015-08-01 1302 YU5M          599 85 SP3A          599 75
QSO: 14000 CW 2015-08-01 1303 YU5M          599 85 RX3VF         599 72
QSO: 14024 CW 2015-08-01 1303 YU5M          599 85 OK1JVS        599 70
QSO: 14023 CW 2015-08-01 1304 YU5M          599 85 YT2AAA        599 07
QSO: 14023 CW 2015-08-01 1305 YU5M          599 85 LA2HFA        599 65
QSO: 14023 CW 2015-08-01 1305 YU5M          599 85 UR8IF         599 82
QSO: 14000 CW 2015-08-01 1306 YU5M          599 85 RU3XY/1       599 81
QSO: 14023 CW 2015-08-01 1306 YU5M          599 85 UA6LCJ        599 62
QSO: 14023 CW 2015-08-01 1307 YU5M          599 85 LY1CT         599 77
QSO: 14023 CW 2015-08-01 1307 YU5M          599 85 LY2FN         599 78
QSO: 14010 CW 2015-08-01 1308 YU5M          599 85 OK1DVA        599 81
QSO: 14023 CW 2015-08-01 1309 YU5M          599 85 EW4DX         599 78
QSO: 14023 CW 2015-08-01 1310 YU5M          599 85 F4HBV         599 13
QSO: 14023 CW 2015-08-01 1310 YU5M          599 85 SC3N          599 59
QSO: 14023 CW 2015-08-01 1312 YU5M          599 85 DD5M          599 76
QSO: 14023 CW 2015-08-01 1312 YU5M          599 85 PA5WT         599 77
QSO: 14023 CW 2015-08-01 1312 YU5M          599 85 SC0N          599 81
QSO: 14023 CW 2015-08-01 1313 YU5M          599 85 SM5MX         599 61
QSO: 14023 CW 2015-08-01 1314 YU5M          599 85 UX1UF         599 01
QSO: 14000 CW 2015-08-01 1315 YU5M          599 85 UR5IFM        599 75
QSO: 14023 CW 2015-08-01 1315 YU5M          599 85 UA2F          599 82
QSO: 14023 CW 2015-08-01 1316 YU5M          599 85 US2IZ         599 73
QSO: 14023 CW 2015-08-01 1317 YU5M          599 85 DG7EE         599 84
QSO: 14023 CW 2015-08-01 1317 YU5M          599 85 LY2CO         599 75
QSO: 14023 CW 2015-08-01 1318 YU5M          599 85 DJ2YA         599 38
QSO: 14023 CW 2015-08-01 1318 YU5M          599 85 OK7U          599 78
QSO: 14023 CW 2015-08-01 1319 YU5M          599 85 DJ3WE         599 57
QSO: 14023 CW 2015-08-01 1320 YU5M          599 85 DL0WRTC       599 78
QSO: 14023 CW 2015-08-01 1321 YU5M          599 85 RA1AP         599 12
QSO: 14023 CW 2015-08-01 1322 YU5M          599 85 UA1CEC        599 98
QSO: 14023 CW 2015-08-01 1322 YU5M          599 85 UC2K          599 78
QSO: 14023 CW 2015-08-01 1323 YU5M          599 85 RT7T          599 85
QSO: 14000 CW 2015-08-01 1324 YU5M          599 85 R6CW          599 80
QSO: 14024 CW 2015-08-01 1325 YU5M          599 85 IK3SCB        599 91
QSO: 14023 CW 2015-08-01 1326 YU5M          599 85 LY4L          599 90
QSO: 14023 CW 2015-08-01 1326 YU5M          599 85 SM5CKV        599 60
QSO: 14000 CW 2015-08-01 1327 YU5M          599 85 R7MT          599 79
QSO: 14023 CW 2015-08-01 1327 YU5M          599 85 G4A           599 83
QSO: 14023 CW 2015-08-01 1327 YU5M          599 85 RW6K          599 74
QSO: 14023 CW 2015-08-01 1327 YU5M          599 85 YL5T          599 04
QSO: 14023 CW 2015-08-01 1329 YU5M          599 85 DQ7Y          599 10
QSO: 14023 CW 2015-08-01 1329 YU5M          599 85 EA1XT         599 04
QSO: 14023 CW 2015-08-01 1331 YU5M          599 85 UY5VA         599 68
QSO: 14031 CW 2015-08-01 1414 YU5M          599 85 DM5LS         599 04
QSO: 14031 CW 2015-08-01 1415 YU5M          599 85 LY9A          599 75
QSO: 14018 CW 2015-08-01 1416 YU5M          599 85 LY3QA         599 82
QSO: 14000 CW 2015-08-01 1417 YU5M          599 85 SM6Y          599 65
QSO: 14018 CW 2015-08-01 1417 YU5M          599 85 SO2O          599 97
QSO: 14018 CW 2015-08-01 1419 YU5M          599 85 EW8EW         599 79
QSO: 14018 CW 2015-08-01 1419 YU5M          599 85 RN4W          599 90
QSO: 14018 CW 2015-08-01 1420 YU5M          599 85 ES5RY         599 79
QSO: 14000 CW 2015-08-01 1422 YU5M          599 85 EW6CU         599 75
QSO: 14018 CW 2015-08-01 1422 YU5M          599 85 SD0T          599 89
QSO: 14018 CW 2015-08-01 1423 YU5M          599 85 SM0Q          599 83
QSO: 14018 CW 2015-08-01 1424 YU5M          599 85 RQ7M          599 88
QSO: 14018 CW 2015-08-01 1425 YU5M          599 85 RA6FYL        599 13
QSO: 14018 CW 2015-08-01 1427 YU5M          599 85 UT5EO         599 73
QSO: 14018 CW 2015-08-01 1428 YU5M          599 85 YL2KO         599 81
QSO: 14000 CW 2015-08-01 1429 YU5M          599 85 UA4HBM        599 70
QSO: 14018 CW 2015-08-01 1429 YU5M          599 85 OK1FMG        599 97
QSO: 14018 CW 2015-08-01 1429 YU5M          599 85 PA3AAV        599 77
QSO: 14018 CW 2015-08-01 1430 YU5M          599 85 R7KW          599 04
QSO: 14000 CW 2015-08-01 1432 YU5M          599 85 DK3CC         599 68
QSO: 14018 CW 2015-08-01 1432 YU5M          599 85 G4DDX         599 74
END-OF-LOG:
