START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EUHFC
CALLSIGN: EI/W5GN
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: EI/W5GN
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EUHFC EUHFC/2015.
QSO: 14010 CW 2015-08-01 1200 EI/W5GN       599 55 OH2VZ         599 49
QSO: 14016 CW 2015-08-01 1200 EI/W5GN       599 55 UW2M          599 84
QSO: 14009 CW 2015-08-01 1202 EI/W5GN       599 55 RA3NC         599 73
QSO: 14009 CW 2015-08-01 1202 EI/W5GN       599 55 UA3QAM        599 70
QSO: 14009 CW 2015-08-01 1203 EI/W5GN       599 55 RA4LO         599 76
QSO: 14009 CW 2015-08-01 1204 EI/W5GN       599 55 DL4CF         599 83
QSO: 14009 CW 2015-08-01 1205 EI/W5GN       599 55 EW8DX         599 65
QSO: 14010 CW 2015-08-01 1208 EI/W5GN       599 55 IN3FHE        599 74
QSO: 14010 CW 2015-08-01 1208 EI/W5GN       599 55 SP3A          599 75
QSO: 14010 CW 2015-08-01 1208 EI/W5GN       599 55 UA4S          599 91
QSO: 14010 CW 2015-08-01 1210 EI/W5GN       599 55 EA2CW         599 79
QSO: 14009 CW 2015-08-01 1211 EI/W5GN       599 55 DL1MUC        599 97
QSO: 14010 CW 2015-08-01 1213 EI/W5GN       599 55 UX1UF         599 01
QSO: 14009 CW 2015-08-01 1214 EI/W5GN       599 55 RM2D          599 80
QSO: 14010 CW 2015-08-01 1214 EI/W5GN       599 55 EW5W          599 82
QSO: 14010 CW 2015-08-01 1215 EI/W5GN       599 55 UI2K          599 82
QSO: 14010 CW 2015-08-01 1215 EI/W5GN       599 55 YT8A          599 70
QSO: 14009 CW 2015-08-01 1216 EI/W5GN       599 55 HG7T          599 73
QSO: 14009 CW 2015-08-01 1216 EI/W5GN       599 55 UW1M          599 72
QSO: 14009 CW 2015-08-01 1217 EI/W5GN       599 55 RA1AP         599 12
QSO: 14010 CW 2015-08-01 1217 EI/W5GN       599 55 EW1EO         599 81
QSO: 14010 CW 2015-08-01 1217 EI/W5GN       599 55 SE6N          599 07
QSO: 14009 CW 2015-08-01 1220 EI/W5GN       599 55 LY9A          599 75
QSO: 14010 CW 2015-08-01 1221 EI/W5GN       599 55 UR2VA         599 91
QSO: 14010 CW 2015-08-01 1222 EI/W5GN       599 55 UC7A          599 83
QSO: 14009 CW 2015-08-01 1224 EI/W5GN       599 55 EW8EW         599 79
QSO: 14000 CW 2015-08-01 1225 EI/W5GN       599 55 EU6DX         599 63
QSO: 14009 CW 2015-08-01 1227 EI/W5GN       599 55 EW1FM         599 73
QSO: 14000 CW 2015-08-01 1229 EI/W5GN       599 55 EW6CU         599 75
QSO: 14010 CW 2015-08-01 1230 EI/W5GN       599 55 UY5ZI         599 66
QSO: 14010 CW 2015-08-01 1231 EI/W5GN       599 55 F5UQE         599 93
QSO: 14010 CW 2015-08-01 1231 EI/W5GN       599 55 SN7O          599 75
QSO: 14009 CW 2015-08-01 1232 EI/W5GN       599 55 YR8D          599 06
QSO: 14010 CW 2015-08-01 1233 EI/W5GN       599 55 YT2AAA        599 07
QSO: 14000 CW 2015-08-01 1234 EI/W5GN       599 55 IT9RZU        599 01
QSO: 14009 CW 2015-08-01 1235 EI/W5GN       599 55 UI5F          599 80
