START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EUHFC
CALLSIGN: YT1A
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: YT1A
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EUHFC EUHFC/2015.
QSO: 14200 PH 2015-08-01 1201 YT1A          59 65 PA1TO         59 86
QSO: 14200 PH 2015-08-01 1203 YT1A          59 65 DL8BH         59 14
QSO: 14200 PH 2015-08-01 1203 YT1A          59 65 US0MS         59 75
QSO: 14200 PH 2015-08-01 1204 YT1A          59 65 DL7UKM        59 66
QSO: 14200 PH 2015-08-01 1204 YT1A          59 65 DL9NO         59 81
QSO: 14200 PH 2015-08-01 1204 YT1A          59 65 LY4OO         59 87
QSO: 14200 PH 2015-08-01 1205 YT1A          59 65 DG5YHK        59 99
QSO: 14200 PH 2015-08-01 1205 YT1A          59 65 OH6ECM        59 12
QSO: 14200 PH 2015-08-01 1205 YT1A          59 65 R7MP          59 85
QSO: 14000 PH 2015-08-01 1206 YT1A          59 65 EA2DT         59 05
QSO: 14000 PH 2015-08-01 1206 YT1A          59 65 RK3DYB        59 12
QSO: 14200 PH 2015-08-01 1206 YT1A          59 65 M7O           59 06
QSO: 14000 PH 2015-08-01 1207 YT1A          59 65 US0HZ         59 73
QSO: 14200 PH 2015-08-01 1208 YT1A          59 65 PD0MHZ        59 04
QSO: 14200 PH 2015-08-01 1209 YT1A          59 65 SQ2WHH        59 96
QSO: 14000 PH 2015-08-01 1210 YT1A          59 65 DL1NKS        59 99
QSO: 14000 PH 2015-08-01 1210 YT1A          59 65 IZ2JNN        59 07
QSO: 14200 PH 2015-08-01 1210 YT1A          59 65 M0CHK         59 96
QSO: 14200 PH 2015-08-01 1211 YT1A          59 65 PD5DJ         59 05
QSO: 14200 PH 2015-08-01 1211 YT1A          59 65 UR6EA         59 88
QSO: 14200 PH 2015-08-01 1212 YT1A          59 65 RT2A          59 82
QSO: 14000 PH 2015-08-01 1213 YT1A          59 65 ON5WL         59 64
QSO: 14200 PH 2015-08-01 1213 YT1A          59 65 MM0DHQ        59 91
QSO: 14200 PH 2015-08-01 1214 YT1A          59 65 F4FSY         59 11
QSO: 14200 PH 2015-08-01 1214 YT1A          59 65 IQ1RY         59 07
QSO: 14000 PH 2015-08-01 1216 YT1A          59 65 EW8QQ         59 12
QSO: 14200 PH 2015-08-01 1216 YT1A          59 65 F5PAL         59 89
QSO: 14200 PH 2015-08-01 1216 YT1A          59 65 UW8RR         59 88
QSO: 14200 PH 2015-08-01 1216 YT1A          59 65 YL1XN         59 13
QSO: 14200 PH 2015-08-01 1217 YT1A          59 65 DJ7WW         59 63
QSO: 14200 PH 2015-08-01 1217 YT1A          59 65 DP4M          59 97
QSO: 14200 PH 2015-08-01 1217 YT1A          59 65 IZ2FOS        59 03
QSO: 14200 PH 2015-08-01 1217 YT1A          59 65 UV5EEO        59 02
QSO: 14000 PH 2015-08-01 1218 YT1A          59 65 EW7DK         59 90
QSO: 14200 PH 2015-08-01 1218 YT1A          59 65 US5QUB        59 90
QSO: 14200 PH 2015-08-01 1219 YT1A          59 65 PB7Z          59 06
QSO: 14150 PH 2015-08-01 1220 YT1A          59 65 SM5NQB        59 60
QSO: 14200 PH 2015-08-01 1220 YT1A          59 65 RW4WA         59 78
QSO: 14000 PH 2015-08-01 1221 YT1A          59 65 OK6AB         59 06
QSO: 14000 PH 2015-08-01 1222 YT1A          59 65 US6IKF        59 02
QSO: 14200 PH 2015-08-01 1223 YT1A          59 65 PD1ABO        59 96
QSO: 14306 PH 2015-08-01 1226 YT1A          59 70 RA1ANY        59 91
QSO: 14187 PH 2015-08-01 1228 YT1A          59 65 EW7EW         59 73
QSO: 14184 PH 2015-08-01 1229 YT1A          59 65 UT3RS         59 90
QSO: 14000 CW 2015-08-01 1240 YT1A          599 65 R7KX          599 68
QSO: 14018 CW 2015-08-01 1240 YT1A          599 65 PA2PCH        599 05
QSO: 14017 CW 2015-08-01 1241 YT1A          599 65 DM8T          599 76
QSO: 14017 CW 2015-08-01 1241 YT1A          599 65 RU3XW         599 73
QSO: 14017 CW 2015-08-01 1241 YT1A          599 65 SP4EOO        599 11
QSO: 14017 CW 2015-08-01 1242 YT1A          599 65 RD9CX/6       599 81
QSO: 14018 CW 2015-08-01 1242 YT1A          599 65 RA3DNC        599 81
QSO: 14018 CW 2015-08-01 1242 YT1A          599 65 UW2M          599 84
QSO: 14018 CW 2015-08-01 1243 YT1A          599 65 R3OM          599 72
QSO: 14017 CW 2015-08-01 1244 YT1A          599 65 HB9ARF        599 71
QSO: 14017 CW 2015-08-01 1244 YT1A          599 65 R7MM          599 68
QSO: 14018 CW 2015-08-01 1244 YT1A          599 65 F5UQE         599 93
QSO: 14017 CW 2015-08-01 1245 YT1A          599 65 SP2LNW        599 79
QSO: 14000 CW 2015-08-01 1246 YT1A          599 65 OK1GS         599 57
QSO: 14000 CW 2015-08-01 1246 YT1A          599 65 R7AC          599 72
QSO: 14018 CW 2015-08-01 1246 YT1A          599 65 UR4QRH        599 97
QSO: 14000 CW 2015-08-01 1247 YT1A          599 65 LY2TS         599 75
QSO: 14000 CW 2015-08-01 1247 YT1A          599 65 RW3AI         599 80
QSO: 14017 CW 2015-08-01 1247 YT1A          599 65 UT4LW         599 98
QSO: 14000 CW 2015-08-01 1248 YT1A          599 65 EU6DX         599 63
QSO: 14018 CW 2015-08-01 1248 YT1A          599 65 PA5TT         599 81
QSO: 14000 CW 2015-08-01 1249 YT1A          599 65 RM1T          599 79
QSO: 14000 CW 2015-08-01 1249 YT1A          599 65 SM6EWB        599 68
QSO: 14017 CW 2015-08-01 1249 YT1A          599 65 SM5CKV        599 60
QSO: 14018 CW 2015-08-01 1249 YT1A          599 65 S52WD         599 80
QSO: 14017 CW 2015-08-01 1250 YT1A          599 65 UY5VA         599 68
QSO: 14018 CW 2015-08-01 1250 YT1A          599 65 LY2FN         599 78
QSO: 14018 CW 2015-08-01 1251 YT1A          599 65 LY2AJ         599 12
QSO: 14018 CW 2015-08-01 1251 YT1A          599 65 R1DX          599 79
QSO: 14000 CW 2015-08-01 1252 YT1A          599 65 UT7HM         599 71
QSO: 14000 CW 2015-08-01 1252 YT1A          599 65 UW4E          599 94
QSO: 14017 CW 2015-08-01 1252 YT1A          599 65 LY9A          599 75
QSO: 14017 CW 2015-08-01 1252 YT1A          599 65 RN4W          599 90
QSO: 14017 CW 2015-08-01 1253 YT1A          599 65 OK1JVS        599 70
QSO: 14018 CW 2015-08-01 1253 YT1A          599 65 OH2VZ         599 49
QSO: 14017 CW 2015-08-01 1254 YT1A          599 64 RA4LO         599 76
QSO: 14018 CW 2015-08-01 1254 YT1A          599 65 DL5KUD        599 93
QSO: 14018 CW 2015-08-01 1254 YT1A          599 65 SE6N          599 07
QSO: 14017 CW 2015-08-01 1255 YT1A          599 65 SE5E          599 76
QSO: 14000 CW 2015-08-01 1256 YT1A          599 65 S52FT         599 84
QSO: 14017 CW 2015-08-01 1256 YT1A          599 65 UA3R          599 69
QSO: 14018 CW 2015-08-01 1256 YT1A          599 65 RM2T          599 78
QSO: 14000 CW 2015-08-01 1257 YT1A          599 65 RU4A          599 79
QSO: 14018 CW 2015-08-01 1257 YT1A          599 65 EU4CQ         599 75
QSO: 14018 CW 2015-08-01 1257 YT1A          599 65 EW6EN         599 90
QSO: 14018 CW 2015-08-01 1258 YT1A          599 65 F4HBV         599 13
QSO: 14018 CW 2015-08-01 1258 YT1A          599 65 LA2HFA        599 65
QSO: 14018 CW 2015-08-01 1258 YT1A          599 65 SP3A          599 75
QSO: 14000 CW 2015-08-01 1259 YT1A          599 65 UT4PZ         599 88
QSO: 14000 CW 2015-08-01 1259 YT1A          599 65 UV1IW         599 90
QSO: 14017 CW 2015-08-01 1259 YT1A          599 65 IQ2CJ         599 87
QSO: 14000 CW 2015-08-01 1300 YT1A          599 65 RU3XY/1       599 81
QSO: 14017 CW 2015-08-01 1301 YT1A          599 65 YR8D          599 06
QSO: 14000 CW 2015-08-01 1302 YT1A          599 65 OK2ABU        599 59
QSO: 14000 CW 2015-08-01 1302 YT1A          599 65 S53AR         599 77
QSO: 14026 CW 2015-08-01 1302 YT1A          599 65 G3TXF         599 65
QSO: 14000 CW 2015-08-01 1303 YT1A          599 65 R7MT          599 79
QSO: 14000 CW 2015-08-01 1304 YT1A          599 65 EU3NA         599 75
QSO: 14000 CW 2015-08-01 1304 YT1A          599 65 RD3AEF        599 77
QSO: 14010 CW 2015-08-01 1304 YT1A          599 65 OK1DVA        599 81
QSO: 14018 CW 2015-08-01 1305 YT1A          599 65 LY3QA         599 82
QSO: 14017 CW 2015-08-01 1306 YT1A          599 65 SC3N          599 59
QSO: 14017 CW 2015-08-01 1306 YT1A          599 65 UA1CUR        599 04
QSO: 14017 CW 2015-08-01 1306 YT1A          599 65 UA2F          599 82
QSO: 14000 CW 2015-08-01 1307 YT1A          599 65 PA5GU         599 95
QSO: 14018 CW 2015-08-01 1308 YT1A          599 65 PA5WT         599 77
QSO: 14000 CW 2015-08-01 1309 YT1A          599 65 S58KA         599 10
QSO: 14017 CW 2015-08-01 1309 YT1A          599 65 DJ2YA         599 38
QSO: 14017 CW 2015-08-01 1309 YT1A          599 65 PA9WOR        599 75
QSO: 14000 CW 2015-08-01 1310 YT1A          599 65 SC6M          599 72
QSO: 14017 CW 2015-08-01 1310 YT1A          599 65 OL3Z          599 83
QSO: 14018 CW 2015-08-01 1310 YT1A          599 65 G4RRM         599 87
QSO: 14018 CW 2015-08-01 1310 YT1A          599 65 SC0N          599 81
QSO: 14017 CW 2015-08-01 1311 YT1A          599 65 OH2BN         599 59
QSO: 14018 CW 2015-08-01 1311 YT1A          599 65 DG0KS         599 93
QSO: 14018 CW 2015-08-01 1311 YT1A          599 65 DG7EE         599 84
QSO: 14017 CW 2015-08-01 1312 YT1A          599 65 DJ3WE         599 57
QSO: 14017 CW 2015-08-01 1312 YT1A          599 65 LY3B          599 83
QSO: 14017 CW 2015-08-01 1313 YT1A          599 65 OK7U          599 78
QSO: 14018 CW 2015-08-01 1313 YT1A          599 65 CR7AJL        599 14
QSO: 14018 CW 2015-08-01 1313 YT1A          599 65 G3KKP         599 55
QSO: 14017 CW 2015-08-01 1314 YT1A          599 65 RV6LCI        599 90
QSO: 14018 CW 2015-08-01 1315 YT1A          599 65 LY5I          599 84
QSO: 14018 CW 2015-08-01 1315 YT1A          599 65 UY5ZI         599 66
QSO: 14017 CW 2015-08-01 1316 YT1A          599 65 DL0WRTC       599 78
QSO: 14017 CW 2015-08-01 1316 YT1A          599 65 DL5AOJ        599 88
QSO: 14018 CW 2015-08-01 1316 YT1A          599 65 OK7CM         599 87
QSO: 14017 CW 2015-08-01 1317 YT1A          599 65 DR1R          599 80
QSO: 14017 CW 2015-08-01 1317 YT1A          599 65 SM5MX         599 61
QSO: 14018 CW 2015-08-01 1317 YT1A          599 65 SC6W          599 84
QSO: 14018 CW 2015-08-01 1317 YT1A          599 65 SF3A          599 60
QSO: 14000 CW 2015-08-01 1318 YT1A          599 65 SP5BMU        599 65
QSO: 14018 CW 2015-08-01 1318 YT1A          599 65 LY2CO         599 75
QSO: 14018 CW 2015-08-01 1318 YT1A          599 65 UA6YH         599 69
QSO: 14018 CW 2015-08-01 1319 YT1A          599 65 RT7T          599 85
QSO: 14018 CW 2015-08-01 1319 YT1A          599 65 RV3ZN         599 81
QSO: 14018 CW 2015-08-01 1319 YT1A          599 65 UC2K          599 78
QSO: 14017 CW 2015-08-01 1320 YT1A          599 65 G4A           599 83
QSO: 14000 CW 2015-08-01 1321 YT1A          599 65 UR4LIN        599 87
QSO: 14018 CW 2015-08-01 1321 YT1A          599 65 UT8IM         599 74
QSO: 14000 CW 2015-08-01 1322 YT1A          599 65 UR5IFM        599 75
QSO: 14017 CW 2015-08-01 1322 YT1A          599 65 I2WIJ         599 73
QSO: 14018 CW 2015-08-01 1322 YT1A          599 65 TF3SA         599 81
QSO: 14017 CW 2015-08-01 1324 YT1A          599 65 EA1XT         599 04
QSO: 14018 CW 2015-08-01 1324 YT1A          599 65 UA5F          599 71
QSO: 14018 CW 2015-08-01 1324 YT1A          599 65 YO7CKQ        599 80
QSO: 14017 CW 2015-08-01 1326 YT1A          599 65 EU1AI         599 77
QSO: 14017 CW 2015-08-01 1327 YT1A          599 65 EW1EA         599 80
QSO: 14017 CW 2015-08-01 1327 YT1A          599 65 RQ4D          599 77
QSO: 14018 CW 2015-08-01 1328 YT1A          599 65 UX4U          599 09
QSO: 14000 CW 2015-08-01 1329 YT1A          599 65 DL2VM         599 75
