START-OF-LOG: 3.0
CALLSIGN: ZS6DX
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 15M
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE:
CLUB:
LOCATION: DX
CREATED-BY: CQWPX Adif2Cabrillo Converter (LZ2FQ)
NAME: Rudi Venter
OPERATORS: ZS6DX
SOAPBOX: Always great to meet all the great contesters on the air.
QSO: 21041 CW 2015-05-31 1423  ZS6DX         599 280    CT9/R9DX      599 3209   0
QSO: 21031 CW 2015-05-31 1429  ZS6DX         599 281    GM3YOR        599 875    0
QSO: 21041 CW 2015-05-31 1431  ZS6DX         599 282    VE3UTT        599 862    0
QSO: 21045 CW 2015-05-31 1432  ZS6DX         599 283    V51KV         599 004    0
QSO: 21003 CW 2015-05-31 1436  ZS6DX         599 284    WC1M          599 269    0
QSO: 21024 CW 2015-05-31 1439  ZS6DX         599 285    PW2D          599 2757   0
QSO: 21028 CW 2015-05-31 1442  ZS6DX         599 286    D44AC         599 3698   0
QSO: 21034 CW 2015-05-31 1445  ZS6DX         599 287    S57C          599 1717   0
QSO: 21030 CW 2015-05-31 1453  ZS6DX         599 288    OM8AA         599 892    0
QSO: 21053 CW 2015-05-31 1500  ZS6DX         599 289    A65CA         599 848    0
QSO: 21056 CW 2015-05-31 1501  ZS6DX         599 290    HG30CW        599 2520   0
QSO: 21059 CW 2015-05-31 1503  ZS6DX         599 291    CU2KG         599 1988   0
QSO: 21062 CW 2015-05-31 1503  ZS6DX         599 292    K1GQ          599 417    0
QSO: 21011 CW 2015-05-31 1505  ZS6DX         599 293    VC2W          599 2412   0
QSO: 21012 CW 2015-05-31 1507  ZS6DX         599 294    K8MP          599 891    0
QSO: 21017 CW 2015-05-31 1509  ZS6DX         599 295    CR3A          599 3542   0
QSO: 21025 CW 2015-05-31 1513  ZS6DX         599 296    K3CCR         599 292    0
QSO: 21032 CW 2015-05-31 1515  ZS6DX         599 297    K1LZ          599 2845   0
QSO: 21051 CW 2015-05-31 1518  ZS6DX         599 298    EC2DX         599 1972   0
QSO: 21004 CW 2015-05-31 1521  ZS6DX         599 299    WW4R          599 728    0
QSO: 21007 CW 2015-05-31 1523  ZS6DX         599 300    VA2EW         599 2559   0
QSO: 21014 CW 2015-05-31 1525  ZS6DX         599 301    NX4Y          599 334    0
QSO: 21024 CW 2015-05-31 1530  ZS6DX         599 302    KT0A          599 1052   0
QSO: 21011 CW 2015-05-31 1535  ZS6DX         599 303    II9ABC        599 2191   0
QSO: 21051 CW 2015-05-31 1539  ZS6DX         599 304    ED5O          599 1990   0
END-OF-LOG:
