START-OF-LOG: 3.0
CALLSIGN: JN3DMJ
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 18330
LOCATION: DX
NAME: Koichi Matsumoto
OPERATORS: JN3DMJ
SOAPBOX: The actual maximum power output used is 5 watts.
QSO: 28008 CW 2015-05-30 0005 JN3DMJ        599 0001   BY5CD         599 0007
QSO: 28029 CW 2015-05-30 0010 JN3DMJ        599 0002   JG1AVO        599 0008
QSO: 28038 CW 2015-05-30 0017 JN3DMJ        599 0003   JI1HFJ        599 0006
QSO: 28041 CW 2015-05-30 0021 JN3DMJ        599 0004   JQ1NGT        599 0012
QSO: 21065 CW 2015-05-30 0025 JN3DMJ        599 0005   JA1ZGP        599 0012
QSO: 21012 CW 2015-05-30 0031 JN3DMJ        599 0006   RU0LL         599 0050
QSO: 21013 CW 2015-05-30 0034 JN3DMJ        599 0007   8J1ITU        599 0046
QSO: 21032 CW 2015-05-30 0053 JN3DMJ        599 0008   BY5CD         599 0084
QSO: 21033 CW 2015-05-30 0102 JN3DMJ        599 0009   JA7IC         599 0053
QSO: 14046 CW 2015-05-30 0119 JN3DMJ        599 0010   JH6QIL        599 0042
QSO: 14051 CW 2015-05-30 0126 JN3DMJ        599 0011   JA6LCJ        599 0046
QSO: 21044 CW 2015-05-30 0143 JN3DMJ        599 0012   9M2M          599 0118
QSO: 14019 CW 2015-05-30 0150 JN3DMJ        599 0013   B4L           599 0072
QSO: 14029 CW 2015-05-30 0155 JN3DMJ        599 0014   JH1EAQ        599 0064
QSO: 14029 CW 2015-05-30 0200 JN3DMJ        599 0015   7J1YAJ        599 0105
QSO: 14057 CW 2015-05-30 0212 JN3DMJ        599 0016   JA6AVT        599 0083
QSO: 14043 CW 2015-05-30 0217 JN3DMJ        599 0017   RT0F          599 0113
QSO: 21014 CW 2015-05-30 0231 JN3DMJ        599 0018   B7Q           599 0201
QSO: 21024 CW 2015-05-30 0244 JN3DMJ        599 0019   BD8NBG        599 0065
QSO: 21031 CW 2015-05-30 0252 JN3DMJ        599 0020   BY5YAA        599 0201
QSO: 14048 CW 2015-05-30 0329 JN3DMJ        599 0021   JF6RIM        599 0024
QSO: 21004 CW 2015-05-30 0340 JN3DMJ        599 0022   BA4DL         599 0193
QSO: 21032 CW 2015-05-30 0359 JN3DMJ        599 0023   VR2CO         599 0162
