START-OF-LOG: 3.0
CREATED-BY: N3FJP's CQ WPX Contest Log 3.6
CONTEST: CQ-WPX-CW
CALLSIGN: NC6Q
LOCATION: CA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-TIME: 24-HOURS
CATEGORY-OVERLAY: TB-WIRES
CLUB: Southern California Contest Club
CLAIMED-SCORE: 86020
OPERATORS: NC6Q
NAME: Bob
SOAPBOX: 15 meters was a hoppin' for my attic dipole! Good weekend!
QSO: 28019 CW 2015-05-30 0013 NC6Q          599 001    K6NR          599 009    0
QSO: 28024 CW 2015-05-30 0036 NC6Q          599 002    KQ6ES         599 9      0
QSO: 28033 CW 2015-05-30 0043 NC6Q          599 003    K6NA          599 19     0
QSO: 21020 CW 2015-05-30 0055 NC6Q          599 004    NN5J          599 109    0
QSO: 21020 CW 2015-05-30 0100 NC6Q          599 005    K5ZO          599 61     0
QSO: 21025 CW 2015-05-30 0103 NC6Q          599 006    K7HD          599 99     0
QSO: 21029 CW 2015-05-30 0105 NC6Q          599 007    NR4M          599 110    0
QSO: 21038 CW 2015-05-30 0106 NC6Q          599 008    K0NM          599 86     0
QSO: 21039 CW 2015-05-30 0112 NC6Q          599 009    ZL1AIH        599 112    0
QSO: 21040 CW 2015-05-30 0113 NC6Q          599 010    NR5M          599 119    0
QSO: 21050 CW 2015-05-30 0120 NC6Q          599 011    ZM2IO         599 120    0
QSO: 21062 CW 2015-05-30 0127 NC6Q          599 012    AH7T          599 073    0
QSO: 21068 CW 2015-05-30 0130 NC6Q          599 013    PX2A          599 66     0
QSO: 21075 CW 2015-05-30 0131 NC6Q          599 014    CO8LY         599 18     0
QSO: 21022 CW 2015-05-30 0134 NC6Q          599 015    KR4F          599 44     0
QSO: 21025 CW 2015-05-30 0139 NC6Q          599 016    KU2M          599 141    0
QSO: 21031 CW 2015-05-30 0142 NC6Q          599 017    PW2D          599 142    0
QSO: 21032 CW 2015-05-30 0145 NC6Q          599 018    WQ6X          599 145    0
QSO: 21033 CW 2015-05-30 0150 NC6Q          599 019    KH7XX         599 309    0
QSO: 21038 CW 2015-05-30 0152 NC6Q          599 020    CE1CA         599 86     0
