START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-SEP
CALLSIGN: N1GC
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N1GC
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-SEP ARRL/arrl_september_vhf_contest/2024.
QSO:   144 CW 2024-09-14 2053 N1GC          EM95 W2KV          FN20
QSO:   144 CW 2024-09-14 2059 N1GC          EM95 W3XTT         FN01
QSO:   144 PH 2024-09-15 0135 N1GC          EM95 KE8FD         EN80
QSO:   222 PH 2024-09-15 0138 N1GC          EM95 KE8FD         EN80
QSO:   222 DG 2024-09-15 0142 N1GC          EM95 N8LRG         EN80
QSO:   144 PH 2024-09-15 0206 N1GC          EM95 W4NH          EM84
QSO:   222 PH 2024-09-15 0216 N1GC          EM95 W4NH          EM84
QSO:   144 CW 2024-09-15 1040 N1GC          EM95 K1RZ          FM19
QSO:   222 CW 2024-09-15 1044 N1GC          EM95 K1RZ          FM19
QSO:   144 CW 2024-09-15 1054 N1GC          EM95 N2NT          FN20
QSO:   222 CW 2024-09-15 1107 N1GC          EM95 N2NT          FN20
QSO:   144 CW 2024-09-15 1142 N1GC          EM95 WA4GPM        EM90
QSO:   144 PH 2024-09-15 1229 N1GC          EM95 AA4ZZ         EM96
QSO:   222 PH 2024-09-15 1230 N1GC          EM95 AA4ZZ         EM96
QSO:   144 PH 2024-09-15 2251 N1GC          EM95 K4FJW         EM86
QSO:   222 CW 2024-09-15 2304 N1GC          EM95 K4FJW         EM86
QSO:   144 PH 2024-09-15 2331 N1GC          EM95 WA4LDU        EM93
QSO:   144 PH 2024-09-16 0041 N1GC          EM95 NT4RT         EM94
QSO:   222 PH 2024-09-16 0042 N1GC          EM95 NT4RT         EM94
END-OF-LOG:
