START-OF-LOG: 2.0
CREATED-BY: Win-Test 4.19.0
CONTEST: EA-MAJESTAD-SSB
URE-SECTION: SMR
CALLSIGN: EF0F
CATEGORY: CHECKLOG
CLAIMED-SCORE: 0
OPERATORS: EA1AR EA1ASC EA1FMD EC1KR DH1TW EA4SG EA4YK EA4AOC EA4GVJ EC4DX
CLUB: EA CONTEST CLUB
NAME: 
SOAPBOX: 
QSO:  7140 PH 2016-06-25 1200 EF0F          59  SMR    EC1DJ         59  PO    
QSO: 14236 PH 2016-06-25 1200 EF0F          59  SMR    YT0T          59  001   
QSO:  7140 PH 2016-06-25 1200 EF0F          59  SMR    EB1DJ         59  C     
QSO: 21275 PH 2016-06-25 1200 EF0F          59  SMR    DG1EA         59  001   
QSO:  7140 PH 2016-06-25 1201 EF0F          59  SMR    EA5XC         59  A     
QSO: 21275 PH 2016-06-25 1200 EF0F          59  SMR    EF5R          59  A     
QSO: 14236 PH 2016-06-25 1201 EF0F          59  SMR    UR2Y          59  001   
QSO: 14236 PH 2016-06-25 1201 EF0F          59  SMR    IK8UND        59  001   
QSO: 28545 PH 2016-06-25 1202 EF0F          59  SMR    HA4XH         59  002   
QSO:  7140 PH 2016-06-25 1202 EF0F          59  SMR    EA4FYX        59  M     
QSO: 14236 PH 2016-06-25 1202 EF0F          59  SMR    GB2GP         59  001   
QSO:  7140 PH 2016-06-25 1202 EF0F          59  SMR    EA4FGB        59  CC    
QSO: 14236 PH 2016-06-25 1202 EF0F          59  SMR    EA8URG        59  TF    
QSO:  7140 PH 2016-06-25 1203 EF0F          59  SMR    EA1IFV        59  ZA    
QSO: 14236 PH 2016-06-25 1203 EF0F          59  SMR    EA2KV         59  Z     
QSO: 14236 PH 2016-06-25 1203 EF0F          59  SMR    SD4C          59  001   
QSO:  7140 PH 2016-06-25 1203 EF0F          59  SMR    EA5RKO        59  V     
QSO:  7140 PH 2016-06-25 1204 EF0F          59  SMR    EA1WM         59  S     
QSO: 28545 PH 2016-06-25 1204 EF0F          59  SMR    EA8CYE        59  TF    
QSO:  7140 PH 2016-06-25 1204 EF0F          59  SMR    EA3GCT        59  B     
QSO: 14236 PH 2016-06-25 1204 EF0F          59  SMR    RA9JBA        59  002   
QSO: 28545 PH 2016-06-25 1204 EF0F          59  SMR    IW1CHX        59  002   
QSO: 21275 PH 2016-06-25 1204 EF0F          59  SMR    OH6ECM        59  001   
QSO: 14236 PH 2016-06-25 1205 EF0F          59  SMR    9A1CFR        59  003   
QSO:  7140 PH 2016-06-25 1205 EF0F          59  SMR    F4GVE         59  002   
QSO: 14236 PH 2016-06-25 1205 EF0F          59  SMR    M3ZZF         59  001   
QSO:  7140 PH 2016-06-25 1205 EF0F          59  SMR    EA2RCP        59  NA    
QSO: 21275 PH 2016-06-25 1205 EF0F          59  SMR    F5LIW         59  001   
QSO: 28545 PH 2016-06-25 1205 EF0F          59  SMR    9A4OP         59  002   
QSO: 14236 PH 2016-06-25 1206 EF0F          59  SMR    SK2T          59  001   
QSO: 21275 PH 2016-06-25 1206 EF0F          59  SMR    EA8URG        59  TF    
QSO:  7140 PH 2016-06-25 1206 EF0F          59  SMR    EA3HYU        59  T     
QSO: 14236 PH 2016-06-25 1206 EF0F          59  SMR    OH1TD         59  005   
QSO: 21275 PH 2016-06-25 1206 EF0F          59  SMR    F6BNX         59  002   
QSO:  7140 PH 2016-06-25 1206 EF0F          59  SMR    EA7EJF        59  GR    
QSO: 14236 PH 2016-06-25 1206 EF0F          59  SMR    US5D          59  009   
QSO: 21275 PH 2016-06-25 1206 EF0F          59  SMR    9A3B          59  004   
QSO:  7140 PH 2016-06-25 1207 EF0F          59  SMR    EA7XJ         59  SE    
QSO: 28545 PH 2016-06-25 1207 EF0F          59  SMR    IU0DMP        59  001   
QSO:  7140 PH 2016-06-25 1207 EF0F          59  SMR    EA3AH         59  LE    
QSO: 14236 PH 2016-06-25 1207 EF0F          59  SMR    SP5AKP        59  001   
QSO:  7140 PH 2016-06-25 1207 EF0F          59  SMR    EA9QD         59  CE    
QSO: 21275 PH 2016-06-25 1207 EF0F          59  SMR    RK3AW         59  006   
QSO: 14236 PH 2016-06-25 1208 EF0F          59  SMR    EA3FVC        59  B     
QSO:  7140 PH 2016-06-25 1208 EF0F          59  SMR    EA1OL         59  LO    
QSO: 21275 PH 2016-06-25 1208 EF0F          59  SMR    OE6PID        59  001   
QSO:  7140 PH 2016-06-25 1208 EF0F          59  SMR    EA1BH         59  O     
QSO: 21275 PH 2016-06-25 1208 EF0F          59  SMR    SV5DKL        59  003   
QSO:  7140 PH 2016-06-25 1209 EF0F          59  SMR    EA1DZ         59  O     
QSO:  7140 PH 2016-06-25 1209 EF0F          59  SMR    EA1YB         59  VA    
QSO:  7140 PH 2016-06-25 1209 EF0F          59  SMR    EA4EQG        59  M     
QSO: 21275 PH 2016-06-25 1209 EF0F          59  SMR    EA4GEO        59  M     
QSO:  7140 PH 2016-06-25 1209 EF0F          59  SMR    EA7GI         59  H     
QSO: 21275 PH 2016-06-25 1209 EF0F          59  SMR    DL0LN         59  003   
QSO:  7140 PH 2016-06-25 1210 EF0F          59  SMR    EA7IQM        59  SE    
QSO: 14236 PH 2016-06-25 1210 EF0F          59  SMR    DL2JX         59  001   
QSO:  7140 PH 2016-06-25 1210 EF0F          59  SMR    EA1ENG        59  SA    
QSO: 21275 PH 2016-06-25 1210 EF0F          59  SMR    EA1QS         59  PO    
QSO: 14236 PH 2016-06-25 1210 EF0F          59  SMR    YO3XX         59  011   
QSO:  7140 PH 2016-06-25 1210 EF0F          59  SMR    EA4GSQ        59  M     
QSO: 14236 PH 2016-06-25 1210 EF0F          59  SMR    TM2F          59  008   
QSO:  7140 PH 2016-06-25 1211 EF0F          59  SMR    EB4SM         59  CU    
QSO:  7140 PH 2016-06-25 1211 EF0F          59  SMR    EA5EV         59  MU    
QSO: 14236 PH 2016-06-25 1211 EF0F          59  SMR    YT1A          59  024   
QSO:  7140 PH 2016-06-25 1211 EF0F          59  SMR    EB5DXJ        59  A     
QSO:  7140 PH 2016-06-25 1212 EF0F          59  SMR    EB5AG         59  A     
QSO: 14236 PH 2016-06-25 1211 EF0F          59  SMR    EA4CVP        59  M     
QSO:  7140 PH 2016-06-25 1212 EF0F          59  SMR    EA5MB         59  V     
QSO: 21275 PH 2016-06-25 1212 EF0F          59  SMR    YO3XX         59  012   
QSO: 14236 PH 2016-06-25 1212 EF0F          59  SMR    DL0DX         59  008   
QSO:  7140 PH 2016-06-25 1212 EF0F          59  SMR    EA4FJX        59  M     
QSO:  7140 PH 2016-06-25 1213 EF0F          59  SMR    ED1V          59  PO    
QSO: 14236 PH 2016-06-25 1213 EF0F          59  SMR    EA1IIY        59  PO    
QSO:  7140 PH 2016-06-25 1213 EF0F          59  SMR    EA4CRP        59  BA    
QSO: 21275 PH 2016-06-25 1213 EF0F          59  SMR    IK2HTY        59  001   
QSO: 28545 PH 2016-06-25 1213 EF0F          59  SMR    DG1EA         59  006   
QSO:  7140 PH 2016-06-25 1213 EF0F          59  SMR    EA5YC         59  V     
QSO:  7140 PH 2016-06-25 1213 EF0F          59  SMR    EA2CKX        59  SS    
QSO: 21275 PH 2016-06-25 1213 EF0F          59  SMR    ED8B          59  TF    
QSO:  7140 PH 2016-06-25 1214 EF0F          59  SMR    EA7RCU        59  SE    
QSO: 21275 PH 2016-06-25 1214 EF0F          59  SMR    EA5EV         59  MU    
QSO:  7140 PH 2016-06-25 1214 EF0F          59  SMR    EA1MI         59  SG    
QSO:  7140 PH 2016-06-25 1214 EF0F          59  SMR    EA1EN         59  SG    
QSO: 14236 PH 2016-06-25 1214 EF0F          59  SMR    SV1JG         59  001   
QSO: 21275 PH 2016-06-25 1214 EF0F          59  SMR    DO9SR         59  001   
QSO:  7140 PH 2016-06-25 1214 EF0F          59  SMR    EA4LG         59  M     
QSO:  7140 PH 2016-06-25 1215 EF0F          59  SMR    EA7JIG        59  MA    
QSO: 14236 PH 2016-06-25 1215 EF0F          59  SMR    ON3AZD        59  001   
QSO:  7140 PH 2016-06-25 1215 EF0F          59  SMR    EA3HVE        59  T     
QSO: 14236 PH 2016-06-25 1215 EF0F          59  SMR    EA4URG        59  M     
QSO:  7140 PH 2016-06-25 1215 EF0F          59  SMR    EA4EQF        59  CC    
QSO: 14236 PH 2016-06-25 1215 EF0F          59  SMR    EA1DZ         59  O     
