START-OF-LOG: 2.0
CREATED-BY: Win-Test 3.16.0
CONTEST: EA-MAJESTAD-SSB
URE-SECTION: DX
CALLSIGN: SM4WKT
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 8016
OPERATORS: SM4WKT
NAME: Jan-Erik Jarlebark
SOAPBOX: 
QSO: 14180 PH 2016-06-25	2030	SM4WKT	59 001	EB3FIS/P 59 GI
QSO: 14186 PH 2016-06-25	2032	SM4WKT	59 002	EA2AAE	 59 LO
QSO: 14226 PH 2016-06-25	2034	SM4WKT	59 003	EC5NJ	 59 V
QSO: 14236 PH 2016-06-25	2035	SM4WKT	59 004	EF0F	 59 SMR
QSO: 14267 PH 2016-06-25	2037	SM4WKT	59 005	ED1W	 59 C
QSO: 14288 PH 2016-06-25	2038	SM4WKT	59 006	EA4RCH	 59 GU
QSO: 14294 PH 2016-06-25	2041	SM4WKT	59 007	EA8CJ	 59 TF
QSO: 14200 PH 2016-06-25	2102	SM4WKT	59 008	EA2RCP	 59 NA
QSO: 14202 PH 2016-06-25	2103	SM4WKT	59 009	EA7ATX	 59 CA
QSO: 14212 PH 2016-06-25	2107	SM4WKT	59 010	EC8AQQ	 59 GC
QSO: 14206 PH 2016-06-25	2125	SM4WKT	59 011	LU1FKR	 59 139
QSO: 14235 PH 2016-06-25	2150	SM4WKT	59 012	EA2LMI	 59 NA
QSO: 14180 PH 2016-06-25	2201	SM4WKT	59 013	EA3FF	 59 L
QSO: 14197 PH 2016-06-25	2206	SM4WKT	59 014	LU5AB	 59 001
QSO: 14197 PH 2016-06-25	2212	SM4WKT	59 015	EA1CM	 59 LU
QSO: 14188 PH 2016-06-25	2215	SM4WKT	59 016	PA7ST	 59 005
QSO: 14188 PH 2016-06-25	2217	SM4WKT	59 017	ED1V	 59 PO
QSO: 14188 PH 2016-06-25	2219	SM4WKT	59 018	PA1MAR	 59 053
QSO: 14257 PH 2016-06-25	2232	SM4WKT	59 019	EA3HJO	 59 B
QSO: 14244 PH 2016-06-25	2235	SM4WKT	59 020	PD2WS	 59 181
QSO: 14238 PH 2016-06-25	2239	SM4WKT	59 021	ZW8T	 59 126
QSO: 7157  PH 2016-06-25	2247	SM4WKT	59 022	EA1IDU	 59 BU
QSO: 7130  PH 2016-06-25	2250	SM4WKT	59 023	EA1IFV	 59 ZA
QSO: 7096  PH 2016-06-25	2252	SM4WKT	59 024	EA1PS	 59 VA
QSO: 7090  PH 2016-06-25	2304	SM4WKT	59 025	EA5IGO	 59 V
QSO: 7086  PH 2016-06-25	2305	SM4WKT	59 026	EA2KK	 59 BI
QSO: 7110  PH 2016-06-25	2318	SM4WKT	59 027	EC5ALJ	 59 A
QSO: 7115  PH 2016-06-25	2321	SM4WKT	59 028	EB5AG	 59 A
QSO: 7142  PH 2016-06-25	2324	SM4WKT	59 029	EA1MV	 59 LU
QSO: 7164  PH 2016-06-25	2327	SM4WKT	59 030	CN8MAA	 59 002
QSO: 7185  PH 2016-06-25	2330	SM4WKT	59 031	EA1VM	 59 P
QSO: 7170  PH 2016-06-25	2331	SM4WKT	59 032	EA5RC	 59 CS
